,Usaquen_CO_pmm
454,0.17088
455,0.14818
456,0.15504
457,0.1541
458,0.16637
459,0.21348
460,0.18053
461,0.13366
462,0.10406
463,0.11631
464,0.15091
465,0.14179
466,0.1464
467,0.13913
468,0.13412
469,0.20074
470,0.1765
471,0.16972
472,0.16841
473,0.19529
474,0.21887
475,0.27864
476,0.26356
477,0.18418
478,0.15139
479,0.09436
480,0.09445
481,0.14054
482,0.22909
483,0.23074
484,0.30317
485,0.64818
486,1.01548
487,1.7391
488,1.1031
489,0.35221
490,0.18648
491,0.1561
492,0.16991
493,0.17895
494,0.15728
495,0.14489
496,0.15669
497,0.13463
498,0.11846
499,0.34462
500,0.35431
501,0.33062
502,0.20697
503,0.07479
504,0.03387
505,0.02835
506,0.01646
507,-0.00175
508,0.02361
509,0.13049
510,0.3117
511,0.30952
512,0.14664
513,0.12072
514,0.11424
515,0.15912
516,0.11688
517,0.12775
518,0.14135
519,0.15583
520,0.18701
521,0.20837
522,0.2306
523,0.16866
524,0.16073
525,0.09762
526,0.09449
527,0.05899
528,0.00706
529,0.00388
530,0.00628
531,-0.01036
532,0.00112
533,0.06057
534,0.11943
535,0.12249
536,0.11692
537,0.1332
538,0.13417
539,0.15549
540,0.13542
541,0.15084
542,0.15942
543,0.15135
544,0.17533
545,0.16758
546,0.14463
547,0.17795
548,0.13115
549,0.12618
550,0.07253
551,0.04628
552,0.02852
553,0.02638
554,0.0137
555,0.01387
556,0.03253
557,0.04726
558,0.08055
559,0.10288
560,0.12344
561,0.13753
562,0.12998
563,0.129
564,0.10812
565,0.08121
566,0.07218
567,0.11404
568,0.13734
569,0.11544
570,0.21519
571,0.22499
572,0.12728
573,0.03621
574,0.10548
575,0.05289
576,0.01288
577,0.03701
578,0.09755
579,0.03809
580,0.00665
581,0.04581
582,0.20885
583,0.21054
584,0.23722
585,0.14794
586,0.09889
587,0.07736
588,0.0825
589,0.16819
590,0.23046
591,0.25865
592,0.49575
593,0.47185
594,0.30729
595,0.27015
596,0.21172
597,0.18563
598,0.1942
599,0.17261
600,0.24527
601,0.23265
602,0.23531
603,0.33763
604,0.31185
605,0.48291
606,0.38836
607,0.9639
608,0.928
609,0.22039
610,0.20321
611,0.19219
612,0.19292
613,0.20189
614,0.17774
615,0.13854
616,0.1699
617,0.17035
618,0.21128
619,0.19453
620,0.2055
621,0.18883
622,0.14964
623,0.13259
624,0.14544
625,0.24441
626,0.44762
627,0.44568
628,0.34362
629,0.44399
630,0.53454
631,0.59428
632,0.59799
633,0.52127
634,0.46112
635,0.37824
636,0.35346
637,0.20133
638,0.39195
639,0.30223
640,0.36274
641,0.38132
642,0.36769
643,0.37109
644,0.20279
645,0.18505
646,0.27421
647,0.33288
648,0.3397
649,0.46071
650,0.37385
651,0.3512
652,0.40998
653,0.60347
654,1.16281
655,1.61321
656,1.51174
657,0.64814
658,0.40074
659,0.5485
660,0.58809
661,0.72456
662,0.81482
663,0.74048
664,0.95393
665,1.12417
666,1.35906
667,1.06587
668,0.8073
669,0.78116
670,0.85368
671,0.6445
672,0.30238
673,0.23879
674,0.16231
675,0.17012
676,0.22535
677,0.74808
678,1.34818
679,1.35577
680,0.29043
681,0.28544
682,0.27364
683,0.3375
684,0.29969
685,0.22995
686,0.51512
687,0.45155
688,0.64186
689,0.62416
690,1.03269
691,1.26747
692,1.17383
693,1.27886
694,1.07286
695,1.43496
696,1.23626
697,0.98975
698,0.67886
699,0.55828
700,0.59793
701,1.19529
702,1.58787
703,2.14916
704,2.19364
705,0.31301
706,0.24766
707,0.1944
708,0.37603
709,0.65213
710,0.52459
711,0.53912
712,0.54818
713,0.62527
714,0.72475
715,0.82779
716,0.45911
717,0.28916
718,0.3542
719,0.17347
720,0.16448
721,0.16743
722,0.18909
723,0.21836
724,0.34699
725,1.05256
726,2.03166
727,2.22054
728,1.20578
729,0.24058
730,0.2934
731,0.28089
732,0.38871
733,0.75362
734,0.73549
735,0.56501
736,0.5461
737,0.515
738,1.08237
739,0.72123
740,0.36546
741,0.28649
742,0.31911
743,0.44912
744,0.31019
745,0.64754
746,0.44973
747,0.41216
748,0.3295
749,0.23261
750,0.63434
751,0.61014
752,0.27548
753,0.2477
754,0.23736
755,0.20888
756,0.22754
757,0.29709
758,0.64825
759,0.68651
760,0.67502
761,0.95149
762,0.51042
763,0.33181
764,0.30184
765,0.28939
766,0.55673
767,0.70249
768,0.40638
769,0.2558
770,0.3157
771,0.43573
772,0.6141
773,0.64329
774,0.7357
775,1.15252
776,1.11986
777,0.62686
778,0.5706
779,0.41709
780,0.45911
781,0.56489
782,0.69876
783,0.71444
784,0.82839
785,0.92844
786,0.30538
787,0.26396
788,0.26118
789,0.25213
790,0.19829
791,0.19249
792,0.16398
793,0.15414
794,0.12794
795,0.14604
796,0.24822
797,0.19418
798,0.20745
799,0.23994
800,0.20747
801,0.18027
802,0.2757
803,0.2228
804,0.1457
805,0.11745
806,0.12231
807,0.14504
808,0.13584
809,0.15223
810,0.19001
811,0.22338
812,0.2205
813,0.20709
814,0.17554
815,0.16404
816,0.17579
817,0.16264
818,0.15758
819,0.16398
820,0.23327
821,0.90524
822,1.21617
823,1.26527
824,0.80511
825,1.0219
826,0.92013
827,0.85051
828,0.72921
829,0.66304
830,
831,0.50994
832,0.67289
833,0.82386
834,1.01117
835,0.45401
836,0.30261
837,0.38139
838,0.31032
839,0.32771
840,0.23222
841,0.20349
842,0.21676
843,0.20806
844,0.24752
845,0.50982
846,1.22516
847,1.48127
848,1.80044
849,0.88067
850,0.5869
851,0.7388
852,0.86723
853,0.90527
854,1.0677
855,0.70443
856,0.37496
857,0.38872
858,0.40689
859,0.30591
860,0.27713
861,0.44481
862,0.24524
863,0.204
864,0.1849
865,0.19523
866,0.19291
867,0.19239
868,0.27737
869,0.32474
870,0.56116
871,0.39333
872,0.37943
873,0.35542
874,0.35889
875,0.3482
876,0.31072
877,0.30408
878,0.34152
879,0.33692
880,0.28926
881,0.31434
882,0.32997
883,0.47332
884,0.40223
885,0.25007
886,0.24141
887,0.24812
888,0.21016
889,0.18226
890,0.16981
891,0.17748
892,0.22918
893,0.22917
894,0.26718
895,0.27274
896,0.39095
897,0.33652
898,0.3191
899,0.29292
900,0.26086
901,0.27296
902,0.36766
903,0.51814
904,0.43067
905,0.48883
906,0.37127
907,0.34497
908,0.31185
909,0.27887
910,0.26129
911,0.25722
912,0.21451
913,0.203
914,0.20633
915,0.21623
916,0.24993
917,0.31474
918,0.43031
919,0.41957
920,0.32936
921,0.32959
922,0.30171
923,0.31907
924,0.35195
925,0.36569
926,0.41129
927,0.73651
928,0.93031
929,1.12935
930,1.07174
931,0.3983
932,0.4183
933,0.35957
934,0.27305
935,0.27362
936,0.2475
937,0.25267
938,0.25956
939,0.26332
940,0.27235
941,0.28042
942,0.30325
943,0.34713
944,0.35202
945,0.36388
946,0.33481
947,0.29279
948,0.31731
949,0.26477
950,0.23048
951,0.28228
952,0.30608
953,0.31975
954,0.34042
955,0.33284
956,0.35337
957,0.29153
958,0.28646
959,0.22948
960,0.23215
961,0.23956
962,0.24099
963,0.22094
964,0.22601
965,0.5156
966,0.34965
967,0.43308
968,0.25552
969,0.25252
970,0.23857
971,0.225
972,0.30838
973,0.30272
974,0.45206
975,0.58806
976,0.28414
977,0.27713
978,0.30038
979,0.34429
980,0.27726
981,0.269
982,0.24759
983,0.24414
984,0.34932
985,0.31754
986,0.25663
987,0.31466
988,0.34635
989,0.72399
990,1.49429
991,1.2487
992,0.34729
993,0.31842
994,0.29148
995,0.29671
996,0.27929
997,0.30009
998,0.30703
999,0.32419
1000,0.32446
1001,0.38895
1002,0.41267
1003,0.34589
1004,0.32657
1005,0.29192
1006,0.26417
1007,0.26471
1008,0.26721
1009,0.36769
1010,0.38013
1011,0.431
1012,0.39658
1013,0.66291
1014,1.61005
1015,1.54861
1016,1.04138
1017,0.43583
1018,0.30348
1019,0.29228
1020,0.31981
1021,0.36645
1022,0.35872
1023,0.38793
1024,0.50407
1025,0.59516
1026,0.43449
1027,0.39366
1028,0.36594
1029,0.39691
1030,0.39612
1031,0.33907
1032,0.31587
1033,0.3051
1034,0.31495
1035,0.30637
1036,0.28904
1037,0.38811
1038,0.63314
1039,0.74188
1040,0.36792
1041,0.31921
1042,0.31102
1043,0.33556
1044,0.29634
1045,0.3282
1046,0.29859
1047,0.33718
1048,0.56335
1049,0.44943
1050,0.40021
1051,0.38346
1052,0.37851
1053,0.33875
1054,0.29668
1055,0.31278
1056,0.31382
1057,0.31331
1058,0.31729
1059,0.30614
1060,0.36823
1061,0.53233
1062,0.68912
1063,0.65198
1064,0.55042
1065,0.4195
1066,0.40918
1067,0.38054
1068,0.39893
1069,0.57027
1070,0.799
1071,0.7055
1072,0.78417
1073,0.83071
1074,0.80511
1075,0.56451
1076,0.52009
1077,0.48016
1078,0.43827
1079,0.50014
1080,0.483
1081,0.43824
1082,0.3865
1083,0.40117
1084,0.55851
1085,0.87928
1086,1.67094
1087,2.37493
1088,1.55383
1089,0.63554
1090,0.46554
1091,0.38809
1092,0.40368
1093,0.41474
1094,0.41572
1095,0.74966
1096,0.70268
1097,0.72813
1098,0.64649
1099,0.59906
1100,0.54365
1101,0.53042
1102,0.47519
1103,0.43167
1104,0.42263
1105,0.42187
1106,0.38791
1107,0.40078
1108,0.38508
1109,0.40194
1110,0.44528
1111,0.55463
1112,0.44
1113,0.45799
1114,0.45176
1115,0.46092
1116,0.5061
1117,0.7918
1118,0.73222
1119,0.73462
1120,0.84918
1121,0.79887
1122,0.53467
1123,0.52329
1124,0.50436
1125,0.5434
1126,0.47889
1127,0.48854
1128,0.61034
1129,0.50178
1130,0.45463
1131,0.44177
1132,0.42403
1133,0.3963
1134,0.49531
1135,0.45772
1136,0.50315
1137,0.50179
1138,0.48764
1139,0.48212
1140,0.42789
1141,0.66865
1142,0.70233
1143,0.66186
1144,0.7532
1145,0.88388
1146,1.24268
1147,1.44393
1148,1.03818
1149,0.64989
1150,0.58151
1151,0.60652
1152,0.6013
1153,0.64255
1154,0.59116
1155,0.52755
1156,0.53742
1157,0.9194
1158,1.47397
1159,1.63181
1160,2.02618
1161,0.61602
1162,0.58254
1163,0.62163
1164,0.58336
1165,0.56332
1166,0.57838
1167,0.55274
1168,0.71331
1169,0.71495
1170,0.60316
1171,0.60519
1172,0.58082
1173,0.54672
1174,0.52221
1175,0.49188
1176,0.48777
1177,0.49539
1178,0.493
1179,0.49681
1180,0.4889
1181,0.52647
1182,0.63508
1183,0.69521
1184,0.65035
1185,0.68744
1186,0.58829
1187,0.59669
1188,0.52865
1189,0.53074
1190,0.54293
1191,0.57463
1192,0.57852
1193,0.60503
1194,0.5977
1195,0.66503
1196,0.65408
1197,0.58976
1198,0.54402
1199,0.54821
1200,0.55431
1201,0.5513
1202,0.54573
1203,0.53032
1204,0.54174
1205,0.75922
1206,0.60083
1207,0.67908
1208,0.6623
1209,0.66066
1210,0.58731
1211,0.57868
1212,0.68894
1213,0.56418
1214,0.60226
1215,0.56556
1216,0.56543
1217,0.64751
1218,0.64338
1219,0.62503
1220,0.62634
1221,0.62073
1222,0.59457
1223,0.60692
1224,0.53877
1225,0.52587
1226,0.51906
1227,0.50445
1228,0.52306
1229,0.54574
1230,0.62423
1231,0.68595
1232,0.68384
1233,0.62643
1234,0.61336
1235,0.55538
1236,0.64412
1237,0.5848
1238,0.53331
1239,0.58586
1240,0.58932
1241,0.59026
1242,0.57424
1243,0.60255
1244,0.58737
1245,0.53867
1246,0.54689
1247,0.51161
1248,0.4998
1249,0.50673
1250,0.51829
1251,0.53325
1252,0.58859
1253,0.68001
1254,1.89086
1255,2.45913
1256,0.70684
1257,0.66489
1258,0.61168
1259,0.60784
1260,0.61915
1261,0.63756
1262,0.62366
1263,0.62401
1264,0.62869
1265,0.64399
1266,0.65328
1267,0.6809
1268,0.64545
1269,0.63121
1270,0.58658
1271,0.6385
1272,0.60365
1273,0.64258
1274,0.62569
1275,0.61552
1276,0.59853
1277,0.56497
1278,0.61865
1279,0.66358
1280,0.67205
1281,0.62873
1282,0.61845
1283,0.58482
1284,0.61321
1285,0.65695
1286,0.75053
1287,1.15602
1288,1.0453
1289,1.02484
1290,0.87743
1291,0.64456
1292,0.66297
1293,0.70622
1294,0.6789
1295,0.67646
1296,0.64036
1297,0.69122
1298,0.73425
1299,0.73656
1300,0.67079
1301,0.73873
1302,0.78138
1303,0.73151
1304,0.85822
1305,0.78808
1306,0.92736
1307,0.88398
1308,1.02172
1309,1.04254
1310,0.90034
1311,0.77681
1312,0.67267
1313,0.69183
1314,0.65312
1315,0.65426
1316,0.64367
1317,0.62325
1318,0.61894
1319,0.62272
1320,0.64604
1321,0.64377
1322,0.60856
1323,0.61067
1324,0.62536
1325,0.65904
1326,0.74665
1327,0.73647
1328,0.80475
1329,0.72919
1330,0.99646
1331,0.77529
1332,0.66718
1333,0.63266
1334,0.7227
1335,0.88953
1336,0.83413
1337,0.76279
1338,0.69928
1339,0.71658
1340,0.68295
1341,0.65286
1342,0.6356
1343,0.61614
1344,0.61544
1345,0.61057
1346,0.59068
1347,0.58505
1348,0.57396
1349,0.73619
1350,1.10124
1351,1.01207
1352,1.0465
1353,0.99942
1354,0.88775
1355,0.75936
1356,0.76403
1357,0.68722
1358,0.70604
1359,0.68993
1360,0.69077
1361,0.71934
1362,0.71769
1363,0.73519
1364,0.71066
1365,0.68783
1366,0.65515
1367,0.64855
1368,0.62131
1369,0.61568
1370,0.6118
1371,0.59521
1372,0.61523
1373,0.62426
1374,0.76126
1375,0.77786
1376,0.70258
1377,0.79061
1378,0.73313
1379,0.75134
1380,0.8434
1381,0.75274
1382,0.71387
1383,0.65581
1384,0.74473
1385,0.74109
1386,0.72789
1387,0.73846
1388,0.7842
1389,0.72452
1390,0.73687
1391,0.66938
1392,0.69144
1393,0.69271
1394,0.67244
1395,0.6513
1396,0.68968
1397,0.69854
1398,0.7806
1399,0.79361
1400,0.78044
1401,0.81924
1402,0.73202
1403,0.7401
1404,0.70233
1405,0.69701
1406,0.70794
1407,0.71137
1408,0.60649
1409,0.67621
1410,0.65563
1411,0.70346
1412,0.6862
1413,0.66803
1414,0.64771
1415,0.63043
1416,0.60552
1417,0.60443
1418,0.60391
1419,0.75072
1420,0.85992
1421,0.87311
1422,0.75709
1423,0.95816
1424,0.84385
1425,0.6274
1426,0.91066
1427,0.52003
1428,0.48999
1429,0.48518
1430,0.49379
1431,0.70771
1432,0.85997
1433,0.88834
1434,0.85615
1435,0.9669
1436,0.6495
1437,0.58991
1438,0.51907
1439,0.51094
1440,0.46214
1441,0.49528
1442,0.504
1443,0.47545
1444,0.48352
1445,0.51284
1446,0.5756
1447,0.61482
1448,1.19075
1449,0.95485
1450,0.77644
1451,0.87118
1452,0.79623
1453,0.87728
1454,0.87096
1455,0.6568
1456,0.62446
1457,0.77015
1458,0.82149
1459,1.07737
1460,1.01488
1461,0.84985
1462,0.80359
1463,1.09273
1464,0.89393
1465,1.08924
1466,0.81216
1467,0.87876
1468,0.9153
1469,0.84652
1470,0.74628
1471,0.65959
1472,0.68558
1473,0.72229
1474,0.72486
1475,0.81152
1476,0.8094
1477,0.74015
1478,0.64982
1479,0.61837
1480,0.61681
1481,0.6559
1482,0.69686
1483,0.674
1484,0.91977
1485,1.12655
1486,1.19925
1487,1.01261
1488,0.74742
1489,0.76572
1490,0.64796
1491,0.74216
1492,0.78968
1493,1.0475
1494,1.78429
1495,1.68547
1496,0.82579
1497,0.69262
1498,0.66824
1499,0.68324
1500,0.70646
1501,0.69274
1502,0.69051
1503,1.04015
1504,0.78732
1505,0.74925
1506,0.71287
1507,0.70107
1508,0.65783
1509,0.61686
1510,0.60218
1511,0.55233
1512,0.53463
1513,0.53217
1514,0.56157
1515,0.5409
1516,0.63603
1517,0.86832
1518,0.92861
1519,0.82321
1520,1.02521
1521,0.85399
1522,0.72332
1523,0.66581
1524,0.66342
1525,0.90328
1526,1.01545
1527,0.99514
1528,0.99103
1529,0.99716
1530,1.12683
1531,0.75916
1532,0.70142
1533,0.61324
1534,0.62653
1535,0.62996
1536,0.58494
1537,0.57669
1538,0.55664
1539,0.58915
1540,0.58616
1541,0.73454
1542,0.76174
1543,0.87457
1544,0.72774
1545,0.7142
1546,0.74603
1547,0.72313
1548,0.64334
1549,0.97903
1550,1.11866
1551,1.05256
1552,1.12118
1553,1.27467
1554,1.50962
1555,0.84657
1556,0.83753
1557,0.7458
1558,0.73048
1559,0.68862
1560,0.69888
1561,0.66821
1562,0.67211
1563,0.69661
1564,0.80374
1565,0.75854
1566,0.80678
1567,1.06349
1568,0.86899
1569,0.82399
1570,0.72973
1571,0.74435
1572,0.73753
1573,0.86131
1574,0.76369
1575,1.00344
1576,1.17958
1577,1.16352
1578,1.1747
1579,0.84929
1580,0.92537
1581,0.88083
1582,0.87882
1583,0.8617
1584,0.72899
1585,0.67977
1586,0.67829
1587,0.69294
1588,0.67147
1589,0.78745
1590,1.41576
1591,1.31475
1592,0.8508
1593,0.80017
1594,0.78876
1595,0.75102
1596,0.74503
1597,0.7367
1598,0.77677
1599,0.71846
1600,0.73454
1601,0.75026
1602,0.76309
1603,0.74686
1604,0.84579
1605,0.85445
1606,0.76912
1607,0.72514
1608,0.76743
1609,0.72767
1610,0.64997
1611,0.64878
1612,0.65353
1613,0.67965
1614,0.74138
1615,0.73435
1616,0.7139
1617,0.68502
1618,0.70383
1619,0.71103
1620,0.70643
1621,0.72051
1622,0.74941
1623,0.74851
1624,0.65892
1625,0.66023
1626,0.71267
1627,0.7179
1628,0.67129
1629,0.75153
1630,0.73599
1631,0.67173
1632,0.67632
1633,0.67078
1634,0.70788
1635,0.65367
1636,0.68782
1637,0.65999
1638,0.65157
1639,0.66533
1640,0.70102
1641,0.669
1642,0.68253
1643,0.67672
1644,0.70168
1645,0.70862
1646,0.68387
1647,0.68866
1648,0.7041
1649,0.6713
1650,0.73425
1651,0.67955
1652,0.73265
1653,0.6841
1654,0.66046
1655,0.61964
1656,0.61464
1657,0.60353
1658,0.62919
1659,0.6224
1660,0.62825
1661,0.71743
1662,0.75503
1663,0.90355
1664,0.86747
1665,0.74565
1666,0.74025
1667,0.7674
1668,0.78456
1669,0.76865
1670,0.75971
1671,0.71183
1672,0.78275
1673,0.77672
1674,0.86805
1675,0.88691
1676,0.84131
1677,0.79814
1678,0.79406
1679,0.68109
1680,0.69362
1681,0.71538
1682,0.71813
1683,0.71692
1684,0.70023
1685,0.82106
1686,0.84842
1687,0.80172
1688,0.85742
1689,0.92876
1690,0.91963
1691,0.9389
1692,0.90068
1693,1.32517
1694,1.28359
1695,0.95216
1696,0.8779
1697,0.92636
1698,0.87655
1699,0.87709
1700,0.89132
1701,0.86519
1702,0.99382
1703,0.96785
1704,0.8989
1705,0.86142
1706,0.78262
1707,0.81592
1708,0.81219
1709,0.85116
1710,0.93001
1711,0.99785
1712,0.89144
1713,0.85433
1714,0.82968
1715,0.82663
1716,0.78139
1717,0.7926
1718,0.78877
1719,0.78345
1720,0.85568
1721,0.8299
1722,0.80858
1723,0.78958
1724,0.75622
1725,0.81494
1726,0.79064
1727,0.72315
1728,0.73381
1729,0.7152
1730,0.71475
1731,0.71324
1732,0.67766
1733,0.7133
1734,0.80106
1735,0.86944
1736,0.94248
1737,0.84527
1738,0.82061
1739,0.82831
1740,0.80351
1741,0.79836
1742,0.84635
1743,1.22085
1744,1.20798
1745,1.38016
1746,0.96267
1747,0.90029
1748,0.86589
1749,0.82406
1750,0.83394
1751,0.76769
1752,0.77646
1753,0.75894
1754,0.76874
1755,0.74922
1756,0.75159
1757,0.83474
1758,0.94184
1759,1.01715
1760,0.91645
1761,0.93131
1762,0.88019
1763,0.87021
1764,0.86633
1765,0.83117
1766,0.88713
1767,0.90183
1768,0.91718
1769,0.88845
1770,0.84184
1771,0.85518
1772,0.84171
1773,0.8323
1774,0.7877
1775,0.76831
1776,0.81105
1777,0.78459
1778,0.76821
1779,0.92783
1780,0.76988
1781,0.76011
1782,0.83386
1783,0.95684
1784,0.99703
1785,0.89297
1786,0.84809
1787,0.85828
1788,0.88773
1789,0.84717
1790,0.85133
1791,0.83956
1792,0.82512
1793,0.802
1794,0.83322
1795,0.82468
1796,0.83335
1797,0.81568
1798,0.78519
1799,0.81252
1800,0.8595
1801,0.83292
1802,0.7908
1803,0.81485
1804,0.81046
1805,0.83184
1806,0.82807
1807,0.81428
1808,0.85665
1809,0.87027
1810,0.83045
1811,0.81258
1812,0.82746
1813,0.84863
1814,0.84078
1815,0.84252
1816,0.85941
1817,0.88224
1818,0.8526
1819,0.85292
1820,0.92065
1821,0.93355
1822,0.8582
1823,0.82959
1824,0.78916
1825,0.76633
1826,0.74322
1827,0.75941
1828,0.80069
1829,1.05819
1830,1.52441
1831,1.358
1832,1.09377
1833,0.90998
1834,0.93737
1835,0.93155
1836,0.87922
1837,0.86161
1838,0.91171
1839,1.41524
1840,1.21516
1841,1.15877
1842,0.95224
1843,0.96622
1844,0.96774
1845,0.94638
1846,0.91919
1847,0.92959
1848,0.90555
1849,0.86181
1850,0.82506
1851,0.78696
1852,0.73593
1853,0.80666
1854,0.99183
1855,1.06475
1856,0.98865
1857,0.92983
1858,0.92579
1859,0.89705
1860,0.88142
1861,0.88387
1862,0.9227
