,Centro_de_Alto_Rendimiento_CO_pmm
1849,0.2661
1850,0.11232
1851,0.15357
1852,0.16926
1853,0.25152
1854,0.43445
1855,0.49406
1856,0.36509
1857,0.21555
1858,0.20095
1859,0.13039
1860,0.13553
1861,0.31291
1862,0.29939
1863,0.28906
1864,0.2448
1865,0.26582
1866,0.30833
1867,0.39279
1868,0.54432
1869,0.5764
1870,0.4387
1871,0.18399
1872,0.22703
1873,0.27827
1874,0.18232
1875,0.18756
1876,0.20797
1877,0.36011
1878,0.49799
1879,0.48493
1880,0.45044
1881,0.65676
1882,0.76157
1883,0.82692
1884,0.96229
1885,1.1106
1886,0.87535
1887,0.79802
1888,1.01169
1889,0.85323
1890,1.0805
1891,1.02281
1892,0.66243
1893,0.3871
1894,0.34982
1895,0.48899
1896,0.55335
1897,0.43125
1898,0.34002
1899,0.17025
1900,0.21379
1901,0.29638
1902,0.35871
1903,0.82104
1904,0.77205
1905,0.30243
1906,0.24103
1907,0.38344
1908,0.38883
1909,0.42321
1910,0.48786
1911,0.45586
1912,0.35476
1913,0.25748
1914,0.57331
1915,0.98684
1916,1.08078
1917,0.21702
1918,0.34563
1919,0.13318
1920,0.20357
1921,0.3478
1922,0.41289
1923,0.35103
1924,0.44647
1925,0.49113
1926,0.39501
1927,0.33849
1928,0.29607
1929,0.29329
1930,0.31132
1931,0.41647
1932,0.4983
1933,0.47244
1934,0.52136
1935,0.73461
1936,0.87538
1937,0.76343
1938,0.77083
1939,0.39593
1940,0.67078
1941,0.42339
1942,0.31829
1943,0.21577
1944,0.19777
1945,0.13286
1946,0.08539
1947,0.31541
1948,0.16614
1949,0.43868
1950,1.05914
1951,1.82635
1952,2.01899
1953,1.26643
1954,0.92613
1955,0.39976
1956,0.35124
1957,0.84489
1958,0.8751
1959,0.61159
1960,0.55824
1961,0.70283
1962,0.90162
1963,0.74959
1964,0.58829
1965,0.57186
1966,0.38361
1967,0.51863
1968,0.67337
1969,0.34553
1970,0.30346
1971,0.31525
1972,0.29819
1973,0.42521
1974,0.74027
1975,1.04359
1976,1.58616
1977,1.27676
1978,0.70681
1979,0.4867
1980,1.27052
1981,1.11836
1982,0.74361
1983,0.63191
1984,0.34351
1985,0.37087
1986,0.99938
1987,1.50702
1988,1.04724
1989,0.79683
1990,0.97324
1991,1.13514
1992,0.8905
1993,0.38081
1994,0.2348
1995,0.35786
1996,0.43805
1997,0.40671
1998,0.65299
1999,0.65069
2000,0.19428
2001,0.16733
2002,0.14958
2003,0.20142
2004,0.29952
2005,0.51564
2006,0.51694
2007,0.45691
2008,0.38372
2009,0.32159
2010,0.61914
2011,0.49102
2012,0.46819
2013,0.63347
2014,0.69382
2015,0.32269
2016,0.18309
2017,0.21206
2018,0.16949
2019,0.15824
2020,0.23943
2021,0.35772
2022,0.93339
2023,0.46203
2024,0.45438
2025,0.498915
2026,0.45793
2027,0.45816
2028,0.42605
2029,0.67944
2030,0.58421
2031,0.43596
2032,0.92373
2033,1.67961
2034,2.34012
2035,0.6641
2036,0.75075
2037,0.2582
2038,0.39502
2039,1.10026
2040,0.84636
2041,0.72207
2042,0.42852
2043,0.37615
2044,0.34102
2045,0.39022
2046,0.97882
2047,2.00904
2048,1.95468
2049,0.93516
2050,0.79247
2051,0.70677
2052,0.34167
2053,0.29295
2054,0.40486
2055,0.63009
2056,0.66677
2057,0.60664
2058,0.94493
2059,1.49325
2060,1.18998
2061,1.71387
2062,1.8761
2063,2.05318
2064,1.19381
2065,0.59113
2066,0.38312
2067,0.1756
2068,0.21993
2069,0.44694
2070,0.59809
2071,1.1506
2072,1.04048
2073,0.61149
2074,0.82223
2075,0.88126
2076,0.16901
2077,0.29079
2078,0.48459
2079,1.03065
2080,0.9383
2081,0.87729
2082,0.70483
2083,0.44675
2084,0.65668
2085,0.3513
2086,0.61059
2087,0.53607
2088,0.45766
2089,0.50012
2090,0.37569
2091,0.30969
2092,0.12126
2093,0.14932
2094,0.36446
2095,0.11425
2096,0.12002
2097,0.08432
2098,-0.00471
2099,0.00019
2100,0.03642
2101,0.00863
2102,0.01671
2103,0.02813
2104,-0.01574
2105,0.08579
2106,0.08388
2107,0.17159
2108,0.28184
2109,0.36329
2110,0.66082
2111,0.7214
2112,0.69783
2113,0.59994
2114,0.41735
2115,0.39118
2116,0.32678
2117,0.43044
2118,0.60441
2119,0.59727
2120,0.50553
2121,0.32793
2122,0.04489
2123,0.08851
2124,0.17344
2125,0.23259
2126,0.36629
2127,0.3459
2128,0.27475
2129,0.33937
2130,0.52598
2131,0.42546
2132,0.35641
2133,0.33653
2134,0.3064
2135,0.41685
2136,0.23464
2137,0.13574
2138,0.11871
2139,0.08895
2140,0.08277
2141,0.10253
2142,0.35783
2143,0.44788
2144,0.32989
2145,0.19897
2146,0.19439
2147,0.32052
2148,0.57307
2149,0.5817
2150,0.39121
2151,0.44844
2152,0.44546
2153,0.49373
2154,0.7102
2155,0.72284
2156,0.94782
2157,1.10079
2158,0.6259
2159,0.45795
2160,0.32148
2161,0.34002
2162,0.27333
2163,0.10186
2164,0.06627
2165,0.09411
2166,0.15014
2167,0.29536
2168,0.2758
2169,0.21083
2170,0.08482
2171,0.11873
2172,0.19672
2173,0.2862
2174,0.22721
2175,0.19872
2176,0.36432
2177,0.27095
2178,0.29337
2179,0.42194
2180,0.44588
2181,0.30157
2182,0.30777
2183,0.27172
2184,0.30256
2185,0.3566
2186,0.13235
2187,0.15205
2188,0.16854
2189,0.36368
2190,0.94093
2191,1.03189
2192,1.34283
2193,0.97824
2194,0.95898
2195,1.13819
2196,0.74922
2197,0.70444
2198,0.60069
2199,1.05475
2200,0.588155
2201,0.79958
2202,0.83754
2203,1.10213
2204,1.08481
2205,1.28611
2206,0.94548
2207,0.3972
2208,0.20415
2209,0.13961
2210,0.15648
2211,0.24318
2212,0.34163
2213,0.36607
2214,1.27455
2215,1.1491
2216,1.43196
2217,1.03161
2218,0.79063
2219,0.82256
2220,0.63207
2221,0.62159
2222,0.54784
2223,0.78653
2224,0.67201
2225,0.74902
2226,0.81617
2227,0.61566
2228,0.46181
2229,0.55488
2230,0.46116
2231,0.30304
2232,0.17478
2233,0.18853
2234,0.15553
2235,0.13454
2236,0.12987
2237,0.22009
2238,0.42412
2239,1.29176
2240,1.38241
2241,1.31677
2242,1.03954
2243,0.9756
2244,0.45793
2245,0.38336
2246,0.6498
2247,0.56844
2248,1.11148
2249,1.16301
2250,2.52076
2251,2.60357
2252,1.22307
2253,1.6129
2254,2.61168
2255,1.51702
2256,0.28934
2257,0.32404
2258,0.35021
2259,0.44508
2260,0.46511
2261,0.57077
2262,0.8917
2263,1.0933
2264,0.90943
2265,1.02379
2266,0.68065
2267,0.51957
2268,0.44855
2269,0.19218
2270,0.25502
2271,0.56185
2272,0.53687
2273,0.74067
2274,1.02433
2275,1.31162
2276,0.54032
2277,0.3844
2278,0.54451
2279,0.2082
2280,0.10404
2281,0.12218
2282,0.0906
2283,0.2205
2284,0.16252
2285,0.16646
2286,0.70845
2287,1.52275
2288,1.25643
2289,1.09891
2290,0.88271
2291,0.22171
2292,0.21493
2293,0.29592
2294,0.54155
2295,0.73524
2296,0.41319
2297,0.60637
2298,0.69705
2299,0.6086
2300,0.58847
2301,0.48077
2302,0.56239
2303,0.68199
2304,0.94444
2305,1.14532
2306,1.06818
2307,0.82265
2308,0.61393
2309,0.59159
2310,0.77486
2311,0.91894
2312,1.2639
2313,0.9759
2314,0.46261
2315,0.42373
2316,0.28918
2317,0.08589
2318,0.13484
2319,0.48783
2320,0.67168
2321,0.62348
2322,0.83257
2323,1.24483
2324,1.02747
2325,0.76444
2326,1.05966
2327,1.38895
2328,1.49972
2329,1.37111
2330,0.83465
2331,0.85253
2332,0.82952
2333,0.86938
2334,0.93007
2335,1.02506
2336,0.44717
2337,0.23328
2338,0.07876
2339,0.15594
2340,0.3114
2341,0.33829
2342,0.24606
2343,0.1576
2344,0.2772
2345,0.20055
2346,0.27882
2347,0.63107
2348,0.78307
2349,0.99849
2350,1.54754
2351,1.4047
2352,1.11564
2353,0.93623
2354,0.74315
2355,0.44938
2356,0.40503
2357,0.28204
2358,1.30713
2359,1.56957
2360,0.9846
2361,0.54454
2362,0.26743
2363,0.3229
2364,0.01765
2365,0.20455
2366,0.26469
2367,0.35477
2368,0.31637
2369,0.65298
2370,0.91798
2371,0.99349
2372,1.53911
2373,1.20556
2374,1.4849
2375,1.34456
2376,0.91463
2377,0.99414
2378,1.18928
2379,0.41565
2380,0.20273
2381,0.27333
2382,0.87269
2383,1.65038
2384,1.10803
2385,0.5466
2386,0.55148
2387,0.36731
2388,0.56706
2389,0.8496
2390,0.43162
2391,0.71939
2392,0.98764
2393,0.57102
2394,1.99558
2395,1.64636
2396,1.35082
2397,0.72759
2398,0.71665
2399,0.6974
2400,0.44935
2401,0.42755
2402,0.42357
2403,0.27479
2404,0.14947
2405,0.31377
2406,0.50619
2407,1.03344
2408,1.7943
2409,1.17682
2410,0.58024
2411,0.7556
2412,0.54487
2413,0.66136
2414,0.6312
2415,0.6591
2416,0.65452
2417,1.24714
2418,1.71964
2419,1.86198
2420,1.71323
2421,0.6456
2422,0.84888
2423,0.7627
2424,0.77759
2425,0.76555
2426,0.92524
2427,0.49933
2428,0.31815
2429,0.38202
2430,0.71437
2431,0.60852
2432,0.62609
2433,0.47532
2434,0.27685
2435,0.20134
2436,0.51126
2437,0.57661
2438,0.50063
2439,0.56727
2440,0.81438
2441,0.76454
2442,1.41098
2443,1.41643
2444,1.65706
2445,2.96172
2446,3.32259
2447,1.91419
2448,0.58682
2449,0.64648
2450,0.83979
2451,0.55069
2452,0.55145
2453,0.75709
2454,1.68839
2455,1.09347
2456,0.61198
2457,0.56719
2458,0.34179
2459,0.5353
2460,0.47032
2461,0.47259
2462,0.77977
2463,0.93292
2464,1.19729
2465,0.92553
2466,1.05791
2467,1.25891
2468,0.80065
2469,1.0228
2470,1.18257
2471,1.04017
2472,1.04097
2473,0.88595
2474,0.85488
2475,0.52811
2476,0.39436
2477,0.23203
2478,0.38341
2479,1.14819
2480,1.22308
2481,0.70788
2482,0.70995
2483,0.72899
2484,0.69728
2485,0.58956
2486,0.23773
2487,0.13063
2488,0.41653
2489,0.98056
2490,0.4694
2491,0.33151
2492,0.22155
2493,0.11749
2494,0.52058
2495,0.59067
2496,0.9099
2497,0.84064
2498,0.76786
2499,0.92202
2500,1.23293
2501,1.17809
2502,0.96537
2503,0.77454
2504,0.22673
2505,0.07401
2506,0.05206
2507,0.02037
2508,0.05679
2509,0.15984
2510,0.18253
2511,0.25144
2512,0.11989
2513,0.17855
2514,0.96089
2515,0.66519
2516,0.59604
2517,0.70764
2518,0.67552
2519,0.57553
2520,0.44504
2521,0.43481
2522,0.42969
2523,0.47719
2524,0.44271
2525,0.45989
2526,1.88087
2527,2.15369
2528,1.03628
2529,0.74251
2530,0.08482
2531,0.11784
2532,0.10425
2533,0.08845
2534,0.1792
2535,0.30378
2536,0.40218
2537,0.56525
2538,1.01252
2539,0.86727
2540,0.91581
2541,1.30892
2542,1.75008
2543,1.26378
2544,0.99968
2545,0.84553
2546,0.9529
2547,0.81336
2548,0.50132
2549,0.60311
2550,1.76705
2551,2.05339
2552,0.78194
2553,0.7683
2554,0.34715
2555,0.26504
2556,0.37825
2557,0.504285
2558,1.02
2559,0.40624
2560,0.370635
2561,0.81
2562,1.98
2563,1.3
2564,1.38
2565,1.5
2566,1.97
2567,1.05
2568,0.26
2569,0.33
2570,0.3
2571,0.35
2572,0.31
2573,0.3
2574,0.79
2575,1.42
2576,1.66
2577,1.21
2578,0.83
2579,0.34
2580,0.33868
2581,0.38651
2582,0.44957
2583,0.39796
2584,0.43458
2585,0.45551
2586,0.38217
2587,0.1934
2588,0.14371
2589,0.65711
2590,0.56608
2591,0.06156
2592,0.08731
2593,0.14853
2594,0.01479
2595,0.11481
2596,0.10463
2597,0.2047
2598,0.18462
2599,0.21817
2600,0.10719
2601,0.16361
2602,0.19965
2603,0.27455
2604,0.32067
2605,0.37463
2606,0.35358
2607,0.36295
2608,0.26302
2609,0.15841
2610,0.12617
2611,0.36278
2612,0.25741
2613,0.17977
2614,0.19063
2615,0.460005
2616,0.566975
2617,0.589385
2618,0.49487499999999995
2619,0.37631000000000003
2620,0.31357
2621,0.376635
2622,0.8901
2623,0.8642449999999999
2624,0.8506849999999999
2625,0.581905
2626,0.41779
2627,0.15664
2628,0.38638
2629,0.44084
2630,0.46219
2631,0.5843
2632,0.48917
2633,0.56657
2634,0.91118
2635,0.75806
2636,1.02819
2637,0.95517
2638,0.62814
2639,0.49981
2640,0.72171
2641,0.75739
2642,0.92286
2643,0.68625
2644,0.57625
2645,0.37427
2646,0.42349
2647,0.53094
2648,0.4962
2649,0.48758
2650,0.57132
2651,0.58628
2652,0.68935
2653,0.69248
2654,0.83269
2655,0.91814
2656,0.84044
2657,0.70685
2658,0.58911
2659,1.20253
2660,0.93312
2661,0.41547
2662,0.78566
2663,0.76388
2664,0.23742
2665,0.57053
2666,0.45303
2667,0.75339
2668,0.71506
2669,0.98564
2670,1.47506
2671,0.94129
2672,0.67951
2673,0.63757
2674,0.32926
2675,0.39169
2676,0.37385
2677,0.39233
2678,0.50519
2679,0.49668
2680,0.33335
2681,0.29609
2682,0.20218
2683,0.22797
2684,0.25868
2685,0.22964
2686,0.28046
2687,0.29906
2688,0.28622
2689,0.29907
2690,0.25263
2691,0.17967
2692,0.24043
2693,0.35194
2694,0.77962
2695,1.21819
2696,0.68193
2697,0.4723
2698,0.4753
2699,0.49307
2700,0.49399
2701,0.58611
2702,0.71187
2703,0.70488
2704,0.7893
2705,0.76854
2706,0.79918
2707,1.05053
2708,0.97823
2709,1.89516
2710,1.90811
2711,0.98728
2712,0.96529
2713,0.92237
2714,0.5763
2715,0.55866
2716,0.63879
2717,0.77263
2718,1.1992
2719,1.32851
2720,1.37208
2721,0.98836
2722,0.61506
2723,0.77364
2724,0.72764
2725,0.64656
2726,0.93051
2727,1.26751
2728,1.11221
2729,0.7312
2730,0.91437
2731,0.78269
2732,0.74927
2733,1.0842
2734,0.88136
2735,1.50295
2736,1.61444
2737,1.63889
2738,1.49455
2739,1.1783
2740,0.55984
2741,0.79222
2742,1.38913
2743,0.91109
2744,0.43572
2745,0.50091
2746,0.5719
2747,0.63261
2748,0.6013
2749,0.70457
2750,0.55401
2751,0.61286
2752,0.35096
2753,0.39127
2754,0.45034
2755,0.77453
2756,0.7179
2757,0.91252
2758,0.66446
2759,0.52886
2760,0.48263500000000004
2761,0.392435
2762,0.396135
2763,0.47765500000000005
2764,0.48278
2765,0.5011099999999999
2766,0.49365
2767,1.1134
2768,0.7591
2769,0.46564
2770,0.50023
2771,0.05877
2772,0.5035999999999999
2773,-0.03629
2774,0.07346
2775,0.20437
2776,0.18647
2777,0.24295
2778,0.33558
2779,1.3728799999999999
2780,-0.02213
2781,0.00411
2782,0.17995
2783,0.0646
2784,0.30742
2785,0.28534
2786,0.05617
2787,0.42221
2788,-0.0354
2789,0.29315
2790,0.61687
2791,0.94285
2792,1.1325
2793,0.93921
2794,0.36476
2795,0.24673
2796,0.3037
2797,0.56314
2798,0.57667
2799,0.26631
2800,0.04989
2801,0.23226
2802,1.26366
2803,1.78058
2804,1.89491
2805,2.60887
2806,2.7922
2807,2.36313
2808,0.96636
2809,0.44035
2810,0.46566
2811,0.66249
2812,0.42684
2813,0.23639
2814,0.85093
2815,0.76975
2816,0.67783
2817,0.40411
2818,0.30824
2819,0.57217
2820,0.53486
2821,0.24305
2822,0.74981
2823,0.70229
2824,0.61805
2825,0.49286
2826,0.69744
2827,1.12213
2828,0.63901
2829,0.69127
2830,1.12737
2831,1.38907
2832,1.4234
2833,0.7612
2834,0.44513
2835,0.5808
2836,0.38017
2837,0.06296
2838,0.31383
2839,0.26252
2840,0.02206
2841,0.11341
2842,0.21372
2843,0.66657
2844,0.61033
2845,0.25059
2846,0.31979
2847,0.24488
2848,0.29589
2849,0.38686
2850,0.89508
2851,1.27454
2852,1.54721
2853,2.11674
2854,1.15829
2855,1.16365
2856,0.90033
2857,1.10328
2858,1.11802
2859,1.0151
2860,0.66579
2861,0.34377
2862,0.72817
2863,1.44958
2864,0.89969
2865,0.03868
2866,0.06323
2867,0.22285
2868,0.2321
2869,0.29674
2870,0.539055
2871,0.517565
2872,0.43732
2873,0.4946
2874,0.3635
2875,0.23229
2876,0.4753
2877,0.98051
2878,1.43351
2879,0.55615
2880,0.86974
2881,0.94752
2882,0.6789
2883,0.41576
2884,0.42838
2885,0.59948
2886,0.75243
2887,1.01958
2888,0.91557
2889,0.66699
2890,0.52671
2891,0.26133
2892,0.26721
2893,0.32127
2894,0.41617
2895,0.35623
2896,0.42852
2897,0.52697
2898,0.34467
2899,0.7739
2900,1.05389
2901,1.20947
2902,0.85586
2903,0.67543
2904,0.36236
2905,0.32355
2906,0.05553
2907,0.28912499999999997
2908,0.328695
2909,-0.0278
2910,0.54912
2911,1.01956
2912,0.52851
2913,0.33807
2914,0.12541
2915,0.15977
2916,0.20439
2917,0.16463
2918,0.22783
2919,0.31791
2920,0.30943
2921,0.43839
2922,0.77551
2923,0.42211
2924,0.81486
2925,0.5276
2926,0.30442
2927,0.87716
2928,0.61271
2929,0.62616
2930,0.41004
2931,0.15115
2932,-0.03771
2933,0.15019
2934,1.6279
2935,2.13176
2936,0.69989
2937,0.26014
2938,0.12374
2939,0.23373
2940,0.39688
2941,0.6325
2942,0.60102
2943,0.58607
2944,0.52947
2945,0.41713
2946,0.98708
2947,0.98285
2948,0.91044
2949,0.07145
2950,0.33377
2951,0.7308
2952,0.48413
2953,0.0894
2954,0.35514999999999997
2955,0.46729000000000004
2956,0.43821
2957,0.432135
2958,0.09578
2959,0.39329
2960,0.37077
2961,0.22144
2962,0.08342
2963,0.57846
2964,0.21422
2965,0.22128
2966,0.47754
2967,0.48544
2968,0.47154
2969,0.54732
2970,1.37588
2971,1.43175
2972,1.55736
2973,2.00715
2974,3.08031
2975,2.83217
2976,0.37557999999999997
2977,0.434385
2978,0.425695
2979,0.36633499999999997
2980,0.32132499999999997
2981,0.340235
2982,0.753805
2983,0.91255
2984,0.7163200000000001
2985,0.448085
2986,0.42408999999999997
2987,0.424485
2988,0.45972999999999997
2989,0.385525
2990,0.424065
2991,0.471955
2992,0.35618
2993,0.378695
2994,0.43317000000000005
2995,0.38187
2996,0.3691
2997,0.38992
2998,0.44998499999999997
2999,0.498475
3000,0.539825
3001,0.5246550000000001
3002,0.38563000000000003
3003,0.36762
3004,0.307805
3005,0.40975
3006,0.739525
3007,1.0464799999999999
3008,0.658775
3009,0.52976
3010,0.400285
3011,0.335755
3012,0.335185
3013,0.24105500000000002
3014,
3015,0.538385
3016,0.62652
3017,0.74481
3018,0.6868099999999999
3019,0.6091249999999999
3020,0.36035
3021,0.341105
3022,0.404035
3023,0.33931
3024,0.293025
3025,0.294585
3026,0.280545
3027,0.282555
3028,0.28242
3029,0.15691
3030,0.53785
3031,0.53168
3032,0.31931
3033,0.7047650000000001
3034,0.454925
3035,0.354455
3036,0.255385
3037,0.25424
3038,0.22619499999999998
3039,0.21742
3040,0.306175
3041,0.46523000000000003
3042,0.71307
3043,0.669485
3044,0.38634999999999997
3045,0.32537499999999997
3046,0.38465000000000005
3047,0.37044
3048,0.35984499999999997
3049,0.29485
3050,0.267245
3051,0.275795
3052,0.31468
3053,0.395605
3054,0.697165
3055,0.969735
3056,0.9102300000000001
3057,0.681565
3058,0.42469500000000004
3059,0.47843
3060,0.460265
3061,0.515065
3062,0.47663
3063,0.33574
3064,0.47494000000000003
3065,0.53942
3066,0.723665
3067,0.55341
3068,0.8817900000000001
3069,1.329565
3070,1.28143
3071,0.798825
3072,0.720055
3073,0.58788
3074,0.520905
3075,0.45927
3076,0.438075
3077,0.42569999999999997
3078,0.680025
3079,0.828515
3080,0.908155
3081,0.651535
3082,0.343785
3083,0.41097
3084,0.432295
3085,0.523745
3086,0.446905
3087,0.66137
3088,0.556385
3089,0.56764
3090,0.9312050000000001
3091,0.8226800000000001
3092,0.6736899999999999
3093,0.455735
3094,0.549145
3095,0.6982349999999999
3096,0.67282
3097,0.567535
3098,0.35732
3099,0.32119000000000003
3100,0.37084500000000004
3101,0.56536
3102,0.804405
3103,0.9465349999999999
3104,0.86912
3105,0.8006449999999999
3106,0.51896
3107,0.406495
3108,0.31638
3109,0.39360500000000004
3110,0.340905
3111,0.27988
3112,0.38663499999999995
3113,0.57669
3114,0.742165
3115,0.804845
3116,0.6469050000000001
3117,0.701555
3118,0.951155
3119,0.657055
3120,0.96997
3121,0.81552
3122,0.726325
3123,0.6586099999999999
3124,0.62035
3125,0.6052649999999999
3126,0.979325
3127,0.96864
3128,0.786185
3129,0.6576649999999999
3130,
3131,0.30582
3132,0.266945
3133,0.22035
3134,0.31666
3135,0.21874500000000002
3136,0.392905
3137,0.296255
3138,0.47235499999999997
3139,0.53207
3140,0.57581
3141,0.7174349999999999
3142,0.625025
3143,0.30016
3144,0.318435
3145,0.306005
3146,0.308075
3147,0.284345
3148,0.281115
3149,0.369495
3150,0.629
3151,0.55486
3152,0.42681
3153,0.35727000000000003
3154,0.278335
3155,0.22877
3156,0.19954
3157,0.19445
3158,0.22459
3159,0.29220999999999997
3160,0.29045
3161,0.32297
3162,0.35179499999999997
3163,0.44175
3164,0.719115
3165,0.8601949999999999
3166,0.95346
3167,0.72475
3168,0.6156999999999999
3169,0.610575
3170,0.51951
3171,0.42690999999999996
3172,0.37099000000000004
3173,0.624665
3174,1.11942
3175,1.02078
3176,1.039235
3177,0.6573549999999999
3178,0.383015
3179,0.26189
3180,0.311615
3181,0.8857
3182,
3183,
3184,
3185,
3186,
3187,
3188,
3189,
3190,
3191,
3192,
3193,
3194,
3195,
3196,
3197,
3198,
3199,1.3460349999999999
3200,0.978185
3201,0.5205
3202,0.7139500000000001
3203,0.9444250000000001
3204,0.705925
3205,0.6689449999999999
3206,0.584665
3207,0.403135
3208,0.43188000000000004
3209,0.73532
3210,1.215045
3211,1.1678250000000001
3212,1.29666
3213,1.2047750000000002
3214,0.779045
3215,0.62926
3216,0.44489999999999996
3217,0.37912
3218,0.34581
3219,0.15705
3220,0.16118
3221,0.25032
3222,0.5730649999999999
3223,0.77289
3224,0.67718
3225,0.46329
3226,0.412
3227,0.259235
3228,0.20022
3229,0.379385
3230,0.488015
3231,0.56087
3232,0.51895
3233,0.483125
3234,0.27175499999999997
3235,0.387735
3236,0.9339550000000001
3237,1.22501
3238,1.203765
3239,0.8091250000000001
3240,0.762335
3241,0.84327
3242,0.62679
3243,0.48587500000000006
3244,0.559895
3245,0.68327
3246,0.97692
3247,1.11364
3248,1.757725
3249,2.195795
3250,1.4562549999999999
3251,0.7641749999999999
3252,0.645395
3253,0.789235
3254,0.9738950000000001
3255,0.76993
3256,1.101505
3257,1.6685699999999999
3258,2.4141150000000002
3259,2.8316399999999997
3260,2.266655
3261,2.099335
3262,1.56081
3263,0.774985
3264,0.587835
3265,0.55928
3266,0.5416
3267,0.539285
3268,0.450645
3269,0.359155
3270,0.692
3271,0.9981599999999999
3272,1.014415
3273,0.5937399999999999
3274,0.348185
3275,0.37504499999999996
3276,0.728055
3277,-0.00068
3278,0.03736
3279,0.06819
3280,0.03326
3281,0.1981
3282,0.79253
3283,0.62858
3284,0.19478
3285,0.13461
3286,0.44446
3287,0.50498
3288,0.40322
3289,0.42116
3290,0.34823
3291,0.5621
3292,0.07372
3293,0.30999
3294,1.29078
3295,1.06078
3296,1.01587
3297,0.79658
3298,0.68924
3299,-0.02861
3300,0.0806
3301,0.29424
3302,0.42451
3303,0.31209
3304,0.17782
3305,0.48994
3306,0.98788
3307,0.84883
3308,0.78693
3309,0.65255
3310,0.63707
3311,0.5518
3312,0.17203
3313,0.19417
3314,0.00293
3315,0.01662
3316,0.3403
3317,0.385
3318,0.312
3319,0.60032
3320,0.74641
3321,0.46275
3322,0.16108
3323,
3324,0.02766
3325,0.22844
3326,0.24598
3327,0.25371
3328,0.25033
3329,0.40147
3330,0.61435
3331,0.82893
3332,0.975915
3333,1.11475
3334,1.193195
3335,0.9444649999999999
3336,0.702785
3337,0.448655
3338,0.5065
3339,0.5055799999999999
3340,0.45431000000000005
3341,0.7139500000000001
3342,1.616
3343,2.2974
3344,1.9183249999999998
3345,1.8089300000000001
3346,1.611455
3347,
3348,0.38009
3349,0.29146
3350,0.324265
3351,0.35736
3352,0.38616999999999996
3353,0.30501500000000004
3354,0.32602
3355,0.29349
3356,0.346085
3357,0.445875
3358,0.734575
3359,0.870545
3360,0.691135
3361,0.611
3362,0.591955
3363,0.511755
3364,0.51237
3365,0.52642
3366,0.658325
3367,1.01304
3368,0.76526
3369,0.368215
3370,0.285045
3371,0.260135
3372,0.30001
3373,0.09171
3374,0.13621
3375,0.24689
3376,0.19188
3377,0.34776
3378,0.32249
3379,0.29397
3380,0.48397
3381,1.1252
3382,1.2158
3383,1.52684
3384,0.90852
3385,0.55629
3386,0.46921
3387,0.48449
3388,0.59996
3389,0.76919
3390,1.52085
3391,1.40737
3392,1.50224
3393,0.75721
3394,0.37655
3395,0.3329
3396,0.4104
3397,0.50125
3398,0.61544
3399,0.61186
3400,0.8891
3401,0.79753
3402,1.06955
3403,1.0401
3404,1.15932
3405,1.20072
3406,1.38039
3407,1.02508
3408,0.49363
3409,0.14988
3410,0.04312
3411,-0.00851
3412,0.03695
3413,0.12835
3414,0.5078
3415,0.53888
3416,0.84332
3417,1.35181
3418,0.58549
3419,0.43933
3420,0.482075
3421,0.47195
3422,0.0701
3423,0.00634
3424,-0.00379
3425,0.20583
3426,0.46086
3427,0.38251
3428,0.45693
3429,0.33241
3430,0.31179
3431,0.20465
3432,0.7236199999999999
3433,0.2445
3434,0.14541
3435,0.0801
3436,0.00771
3437,0.07383
3438,0.55033
3439,0.88081
3440,0.78681
3441,0.64475
3442,0.27708
3443,0.04808
3444,0.04061
3445,0.17124
3446,0.25054
3447,0.28108
3448,0.273
3449,0.34063
3450,0.24282
3451,0.35095
3452,0.36303
3453,0.20565
3454,0.25069
3455,0.60898
3456,0.58777
3457,0.669
3458,0.64579
3459,0.62599
3460,0.37146
3461,0.3945
3462,0.8524
3463,0.92142
3464,0.69683
3465,0.53336
3466,0.08112
3467,0.385975
3468,0.39351
3469,0.0053
3470,0.23781
3471,0.25559
3472,0.02811
3473,0.24374
3474,0.32051
3475,0.24033
3476,0.17845
3477,0.30903
3478,0.33343
3479,0.48725
3480,0.77283
3481,0.50643
3482,0.46483
3483,0.16779
3484,0.20142
3485,0.32337
3486,0.49274
3487,0.57089
3488,0.31276
3489,-0.02079
3490,-0.03958
3491,
3492,
3493,
3494,0.02543
3495,0.06524
3496,0.05296
3497,0.14361
3498,0.11274
3499,0.24483
3500,0.5061
3501,0.22285
3502,0.18001
3503,0.10278
3504,0.26158
3505,0.25975
3506,0.31783
3507,0.21412
3508,0.14174
3509,0.30565
3510,0.42993
3511,0.54063
3512,0.43758
3513,0.47346
3514,0.51451
3515,0.38911
3516,0.27712
3517,0.04925
3518,0.09954
3519,0.20365
3520,0.11893
3521,0.49537
3522,0.51468
3523,0.90814
3524,0.88595
3525,0.63906
3526,0.51109
3527,0.14105
3528,0.11174
3529,-0.04882
3530,0.730415
3531,0.02949
3532,0.10701
3533,0.07148
3534,0.27034
3535,0.36853
3536,0.51471
3537,0.3072
3538,0.30218
3539,0.06473
3540,-0.03454
3541,
3542,0.7001299999999999
3543,0.3921
3544,0.428755
3545,0.51198
3546,1.93402
3547,2.2005
3548,1.68342
3549,2.33508
3550,2.82881
3551,0.65253
3552,1.43
3553,1.64449
3554,1.70366
3555,1.36123
3556,0.19152
3557,0.33557
3558,0.49724
3559,0.35626
3560,0.29053
3561,0.18396
