,Las_Ferias_CO_pmm
193,0.49053
194,0.58165
195,0.43345
196,0.43682
197,0.80176
198,0.79242
199,1.00981
200,1.0254
201,1.19925
202,0.67831
203,0.37967
204,0.3641
205,0.39617
206,0.326135
207,0.4561
208,0.54848
209,0.7076
210,0.83245
211,0.73124
212,0.60371
213,0.58988
214,0.61779
215,0.44555
216,0.35452
217,0.32295
218,0.27075
219,0.28723
220,0.35965
221,0.68859
222,0.79709
223,0.97834
224,0.75259
225,0.6723
226,0.5344
227,0.48311
228,0.46344
229,0.51696
230,0.47696
231,0.46337
232,0.54172
233,0.79844
234,0.92389
235,0.75387
236,0.66388
237,0.63225
238,0.52439
239,0.4655
240,0.40554
241,0.32454
242,0.38184
243,0.37117
244,0.33488
245,0.49628
246,0.73979
247,1.01075
248,0.76964
249,0.58527
250,0.6751
251,0.59869
252,0.71224
253,0.57292
254,0.54459
255,0.55736
256,0.54735
257,0.72608
258,1.04387
259,1.05024
260,1.07211
261,1.21736
262,0.89065
263,0.85625
264,0.60981
265,0.55469
266,0.61163
267,0.63678
268,0.78625
269,0.81231
270,0.95156
271,1.45676
272,0.93862
273,0.81875
274,0.72865
275,0.65598
276,0.83815
277,0.64717
278,0.61012
279,0.56567
280,0.51912
281,0.58175
282,0.6765
283,0.64246
284,0.79351
285,1.02133
286,0.8289
287,0.81186
288,0.8474
289,0.80296
290,0.54657
291,0.54388
292,0.49746
293,0.48019
294,0.68945
295,0.74888
296,0.52519
297,0.28875
298,0.30843
299,0.29521
300,0.30185
301,0.34333
302,0.61932
303,0.70649
304,0.70946
305,0.85131
306,1.13231
307,0.83472
308,1.01678
309,1.24945
310,1.20906
311,0.74896
312,0.75717
313,0.54427
314,0.42208
315,0.29323
316,0.28844
317,0.40906
318,0.78308
319,0.87609
320,0.71679
321,0.53292
322,0.46165
323,0.40855
324,0.43655
325,0.44975
326,0.44857
327,0.4284
328,0.60697
329,0.78784
330,0.57046
331,0.89695
332,0.89208
333,0.80354
334,0.70063
335,0.6833
336,0.66826
337,0.58907
338,0.54071
339,0.5272
340,0.51094
341,0.54037
342,0.70842
343,0.85789
344,0.84616
345,0.72243
346,0.64035
347,0.55588
348,0.49874
349,0.45233
350,0.42896
351,0.4368
352,0.48646
353,0.54124
354,0.67645
355,0.99523
356,1.16813
357,1.12578
358,1.07707
359,1.03852
360,0.96317
361,0.86999
362,0.73037
363,0.62867
364,0.58359
365,0.63209
366,0.85051
367,1.0577
368,0.96641
369,0.82917
370,0.72976
371,0.6553
372,0.6368
373,0.62336
374,0.6806
375,0.60788
376,0.5523
377,0.58704
378,0.71449
379,0.80824
380,0.88443
381,0.90647
382,0.80116
383,0.69469
384,0.67925
385,0.64171
386,0.58507
387,0.52685
388,0.50261
389,0.4964
390,0.55512
391,0.64662
392,0.68784
393,0.6696
394,0.61746
395,0.54378
396,0.47741
397,0.4473
398,0.31636
399,0.27886
400,0.46946
401,0.69363
402,1.27597
403,0.88173
404,0.62689
405,0.50476
406,0.3787
407,0.33278
408,0.30052
409,0.31416
410,0.28892
411,0.29613
412,0.30652
413,0.59286
414,1.35585
415,1.05027
416,0.62838
417,0.54068
418,0.39809
419,0.39678
420,0.38755
421,0.36727
422,0.43508
423,0.4609
424,0.42979
425,0.66641
426,0.7818
427,0.79589
428,0.90941
429,0.9722
430,0.76012
431,0.60857
432,0.39793
433,0.35853
434,0.32444
435,0.36328
436,0.39375
437,0.6561
438,0.89088
439,0.96864
440,0.56268
441,0.43289
442,0.37751
443,0.39435
444,0.49326
445,0.49845
446,0.35779
447,0.32914
448,0.36123
449,0.44597
450,0.37788
451,0.36089
452,0.34688
453,0.36176
454,0.3998
455,0.42832
456,0.3466
457,0.31229
458,0.32767
459,0.35493
460,0.33558
461,0.3447
462,0.36213
463,0.33885
464,0.30667
465,0.31314
466,0.36557
467,0.35993
468,0.3945
469,0.38417
470,0.36467
471,0.37343
472,0.35734
473,0.39823
474,0.43162
475,0.45548
476,0.50966
477,0.47982
478,0.39986
479,0.38296
480,0.51703
481,0.46065
482,0.39938
483,0.4085
484,0.42158
485,0.59514
486,1.3009
487,1.56886
488,1.65497
489,1.00545
490,0.96336
491,0.50003
492,0.50813
493,0.41998
494,0.36954
495,0.92134
496,0.44175
497,0.5499
498,0.75789
499,0.97097
500,0.88691
501,0.80241
502,0.53455
503,0.46241
504,0.36254
505,0.28924
506,0.28377
507,0.28463
508,0.29862
509,0.45473
510,0.81129
511,0.88367
512,0.69183
513,0.55798
514,0.56332
515,0.54948
516,0.45367
517,0.38448
518,0.43901
519,0.40032
520,0.39771
521,0.54049
522,0.82508
523,0.59779
524,0.74264
525,0.52772
526,0.41828
527,0.33371
528,0.31525
529,0.30263
530,0.30172
531,0.2976
532,0.32147
533,0.47767
534,0.78079
535,0.90002
536,0.7593
537,0.65694
538,0.58031
539,0.53284
540,0.538
541,0.50133
542,0.44629
543,0.63935
544,0.61229
545,0.73276
546,0.78412
547,0.72738
548,0.63684
549,0.54484
550,0.45754
551,0.38282
552,0.35554
553,0.32981
554,0.3132
555,0.31974
556,0.34108
557,0.49821
558,0.67729
559,0.95086
560,0.78519
561,0.69077
562,0.56186
563,0.57703
564,0.50785
565,0.48138
566,0.43714
567,0.4337
568,0.46195
569,0.60027
570,0.72553
571,0.9145
572,0.68733
573,0.61508
574,0.44378
575,0.49166
576,0.78118
577,0.68814
578,0.46071
579,0.43077
580,0.45212
581,0.58199
582,0.861
583,0.87959
584,0.90402
585,0.70154
586,0.47664
587,0.41284
588,0.38359
589,0.36129
590,0.39966
591,0.77398
592,0.85445
593,0.93231
594,1.0939
595,1.24499
596,1.325
597,1.22524
598,1.42919
599,0.95842
600,0.68417
601,0.81814
602,0.74636
603,0.70201
604,0.66431
605,0.6013
606,1.06781
607,1.88345
608,1.57264
609,1.12583
610,0.64715
611,0.39178
612,0.37322
613,0.36876
614,0.39771
615,0.36866
616,0.43901
617,0.45369
618,0.69232
619,0.78773
620,0.6567
621,0.60385
622,0.68238
623,0.80186
624,0.88249
625,0.7207
626,0.57788
627,0.53083
628,0.59775
629,0.57472
630,0.65101
631,0.75472
632,0.58244
633,0.64044
634,0.59141
635,0.51326
636,0.47897
637,0.62061
638,0.5311
639,0.51188
640,0.52032
641,0.56544
642,0.68445
643,0.77439
644,0.77885
645,0.766
646,1.14245
647,0.83
648,0.90909
649,0.90329
650,0.77341
651,0.51911
652,0.5768
653,0.78072
654,1.28251
655,1.98323
656,1.34291
657,0.74294
658,0.66388
659,0.43132499999999996
660,0.71536
661,1.08617
662,1.28984
663,1.16527
664,1.09878
665,1.50977
666,1.29584
667,1.08073
668,1.23248
669,1.43179
670,0.87878
671,0.72393
672,0.69802
673,0.49527
674,0.41005
675,0.41937
676,0.46536
677,0.66946
678,1.16975
679,1.42228
680,1.13871
681,0.72926
682,0.67267
683,0.71001
684,0.59938
685,0.61039
686,0.91509
687,0.81116
688,
689,1.22751
690,1.64566
691,2.29239
692,2.4563
693,2.86616
694,2.15052
695,1.24378
696,1.09363
697,0.92093
698,0.89964
699,1.03149
700,1.00879
701,1.46255
702,2.88211
703,2.45014
704,1.77639
705,1.00943
706,1.02142
707,0.93538
708,1.04718
709,0.92044
710,0.8567
711,0.92178
712,0.97267
713,1.21013
714,1.26776
715,1.26729
716,1.16816
717,1.20855
718,1.30345
719,1.08825
720,1.093
721,1.06616
722,0.82109
723,0.7383
724,0.84939
725,1.91395
726,3.49539
727,3.02053
728,1.83586
729,1.13067
730,0.99303
731,1.01471
732,1.0793
733,0.97009
734,1.00941
735,1.02922
736,1.13972
737,1.26684
738,1.4743
739,1.64651
740,1.78986
741,1.55334
742,1.5002
743,1.18856
744,1.11591
745,0.86821
746,0.76742
747,0.54001
748,0.6475
749,0.82364
750,1.17149
751,1.47673
752,0.82971
753,0.70033
754,0.61935
755,0.5419
756,0.50093
757,0.83853
758,0.97471
759,0.97796
760,1.3256
761,1.8024
762,2.00453
763,1.71349
764,1.48294
765,1.31496
766,1.12897
767,1.27649
768,1.09921
769,0.96946
770,0.85599
771,1.05584
772,0.97177
773,1.04603
774,0.89357
775,0.9904
776,1.34668
777,1.17203
778,1.0022
779,0.784
780,0.82918
781,0.85993
782,1.0129
783,1.18778
784,1.27899
785,1.37016
786,1.49173
787,1.48488
788,1.38271
789,1.23554
790,1.05936
791,1.11858
792,1.07015
793,1.43448
794,0.88235
795,0.81566
796,0.72984
797,0.59533
798,0.60212
799,0.68613
800,0.56291
801,0.51941
802,0.5889
803,0.59406
804,0.40695
805,0.43446
806,0.39776
807,0.39892
808,0.42144
809,0.57353
810,0.89699
811,1.14707
812,0.98728
813,0.81641
814,1.52357
815,1.16301
816,0.91115
817,0.69049
818,0.62485
819,0.60821
820,0.72065
821,1.03446
822,1.70359
823,1.71493
824,1.32198
825,1.53599
826,1.31724
827,1.24661
828,1.1376
829,0.96461
830,0.84504
831,0.89444
832,1.15843
833,1.42281
834,1.7626
835,1.92295
836,1.12708
837,0.99205
838,0.86917
839,0.85111
840,0.71396
841,0.60738
842,0.55872
843,0.53778
844,0.60495
845,0.84841
846,1.4163
847,2.12759
848,1.43024
849,1.25606
850,1.00513
851,1.22215
852,1.63615
853,1.51262
854,1.33258
855,1.1479
856,1.19113
857,1.71939
858,1.7976
859,1.6885
860,1.7603
861,0.72968
862,0.84664
863,0.83788
864,1.01392
865,1.07267
866,0.58048
867,0.57164
868,0.64116
869,1.38204
870,2.12322
871,1.73215
872,1.98687
873,0.93948
874,0.7148
875,0.68915
876,0.68108
877,0.78728
878,0.69366
879,0.70059
880,0.74899
881,0.99102
882,2.30402
883,1.83402
884,1.80868
885,1.35154
886,1.15134
887,0.94823
888,0.7408
889,0.54693
890,0.56657
891,0.77827
892,0.7165
893,1.04497
894,1.49317
895,1.15287
896,0.85733
897,0.7449
898,0.6304
899,0.53769
900,0.4748
901,0.51508
902,0.75355
903,0.78713
904,0.79734
905,0.79995
906,0.88413
907,0.87345
908,1.31944
909,1.10743
910,1.0227
911,0.82045
912,0.56222
913,0.55597
914,0.61468
915,0.51825
916,0.55244
917,0.75018
918,1.14829
919,1.21529
920,1.04314
921,0.67209
922,0.64428
923,0.65277
924,0.70814
925,0.62514
926,1.21188
927,1.20925
928,1.32138
929,1.86946
930,2.02361
931,1.89176
932,2.45775
933,1.70217
934,1.10393
935,1.00738
936,1.29208
937,1.16339
938,1.09393
939,0.95389
940,0.93569
941,1.21376
942,1.46596
943,1.2082
944,0.99203
945,1.357
946,0.94651
947,0.76742
948,0.74009
949,0.68201
950,0.74933
951,1.02781
952,1.06718
953,1.06937
954,1.22818
955,1.52461
956,1.73626
957,1.45624
958,0.87997
959,1.23107
960,1.37266
961,0.91969
962,1.15312
963,0.94239
964,0.95616
965,1.01347
966,1.37448
967,1.4406
968,1.3346
969,0.97177
970,0.68046
971,0.58444
972,0.57595
973,0.74792
974,0.92748
975,0.87083
976,0.88477
977,0.98924
978,1.10101
979,1.2491
980,1.42204
981,1.40135
982,0.76635
983,0.61561
984,0.71002
985,0.65125
986,0.62901
987,0.59395
988,0.63707
989,1.01664
990,1.61864
991,1.87757
992,1.62167
993,1.00373
994,1.351
995,0.75325
996,0.5424
997,0.6965
998,0.99367
999,0.93554
1000,1.00174
1001,1.06147
1002,1.17386
1003,1.12147
1004,1.09271
1005,0.85332
1006,1.01165
1007,1.23543
1008,0.94069
1009,0.72878
1010,0.67877
1011,0.63905
1012,0.68793
1013,0.98085
1014,1.50655
1015,1.83393
1016,1.30684
1017,1.24242
1018,0.80691
1019,0.57027
1020,0.53764
1021,0.5485
1022,0.57607
1023,0.89204
1024,1.02835
1025,1.25845
1026,1.37232
1027,1.32446
1028,1.48818
1029,1.80606
1030,1.94428
1031,1.25399
1032,0.68176
1033,0.62794
1034,0.71285
1035,0.7532
1036,1.03967
1037,1.27015
1038,1.89661
1039,1.38166
1040,0.99545
1041,0.75538
1042,0.65608
1043,0.61455
1044,0.61399
1045,0.54614
1046,0.62867
1047,0.93585
1048,1.21337
1049,1.33666
1050,1.50159
1051,1.8373
1052,1.66141
1053,0.859
1054,0.77634
1055,0.65993
1056,0.79747
1057,0.83413
1058,0.67586
1059,0.6628
1060,0.74546
1061,1.03592
1062,1.76472
1063,1.97314
1064,1.00184
1065,0.8572
1066,0.87937
1067,0.68991
1068,0.67832
1069,1.10555
1070,1.10691
1071,1.09577
1072,1.0936
1073,1.34029
1074,1.72572
1075,1.52304
1076,1.19133
1077,1.01225
1078,0.91474
1079,0.79546
1080,0.86177
1081,0.79249
1082,0.71762
1083,0.96152
1084,0.86408
1085,1.25034
1086,1.68121
1087,1.70483
1088,1.88376
1089,0.99049
1090,0.80303
1091,
1092,0.22171
1093,0.25225
1094,0.63299
1095,0.65225
1096,0.64207
1097,0.76408
1098,1.10023
1099,1.27719
1100,1.11193
1101,0.91657
1102,0.85658
1103,0.5919
1104,0.35818
1105,0.51758
1106,0.53897
1107,0.32728
1108,0.31597
1109,0.42637
1110,0.51537
1111,0.59577
1112,0.52
1113,0.54107
1114,0.43267
1115,0.45852
1116,0.62496
1117,0.62802
1118,0.52595
1119,0.48146
1120,0.50056
1121,0.87846
1122,1.35485
1123,0.79038
1124,0.62541
1125,0.54836
1126,0.50214
1127,0.45581
1128,0.37405
1129,0.4189
1130,0.41435
1131,0.32174
1132,0.34657
1133,0.46171
1134,0.46528
1135,0.39232
1136,0.35659
1137,0.34735
1138,0.39502
1139,0.40032
1140,0.45823
1141,0.47676
1142,0.4827
1143,0.48648
1144,0.50698
1145,0.69748
1146,1.14704
1147,1.21547
1148,0.8565
1149,1.09005
1150,0.97579
1151,0.87229
1152,0.66207
1153,0.48844
1154,0.49388
1155,0.47543
1156,0.48329
1157,0.76288
1158,1.41007
1159,1.74665
1160,1.9127
1161,1.42141
1162,0.77962
1163,0.84396
1164,0.86104
1165,0.68203
1166,0.71997
1167,0.79108
1168,1.1128
1169,1.21961
1170,1.16052
1171,1.26939
1172,1.25643
1173,0.9502
1174,0.71791
1175,0.41188
1176,0.50347
1177,0.48225
1178,0.51015
1179,0.47368
1180,0.46889
1181,0.59554
1182,1.00269
1183,0.90246
1184,0.74353
1185,0.6557
1186,0.50722
1187,0.45084
1188,0.46935
1189,0.39602
1190,0.44021
1191,0.66208
1192,0.79831
1193,0.9682
1194,1.14486
1195,0.74354
1196,0.7485
1197,0.67993
1198,0.81446
1199,0.77722
1200,0.47468
1201,0.40806
1202,0.38781
1203,0.43821
1204,0.53024
1205,0.80069
1206,1.04974
1207,1.8753
1208,1.20957
1209,0.76873
1210,0.5611
1211,0.49772
1212,0.50772
1213,0.47365
1214,0.671555
1215,0.36773
1216,0.4086
1217,0.80998
1218,0.714
1219,0.74388
1220,0.87271
1221,0.64098
1222,0.64069
1223,0.51823
1224,0.55754
1225,0.3836
1226,0.35045
1227,0.44193
1228,0.4571
1229,0.49802
1230,1.41254
1231,0.85927
1232,0.50662
1233,0.50604
1234,0.47547
1235,0.52399
1236,0.47041
1237,0.37806
1238,0.3955
1239,0.40105
1240,0.48005
1241,0.63122
1242,0.67958
1243,0.60727
1244,0.70782
1245,0.7155
1246,0.8935
1247,0.54248
1248,0.4572
1249,0.56329
1250,0.50251
1251,0.4599
1252,0.54454
1253,1.12035
1254,2.26724
1255,1.90947
1256,0.96585
1257,0.59326
1258,0.55111
1259,0.45578
1260,0.40683
1261,0.41516
1262,0.4269
1263,0.62296
1264,0.93325
1265,1.60463
1266,0.89259
1267,0.72554
1268,0.63792
1269,0.70097
1270,0.73658
1271,0.57635
1272,0.70114
1273,0.7826
1274,0.55727
1275,0.68628
1276,0.9116
1277,0.93466
1278,1.85252
1279,1.77452
1280,0.82456
1281,0.49599
1282,0.51055
1283,0.539
1284,0.46269
1285,0.57215
1286,0.9807
1287,0.90587
1288,1.29885
1289,2.1373
1290,1.58664
1291,1.11306
1292,1.33474
1293,0.97109
1294,1.00637
1295,0.79698
1296,0.57156
1297,0.54102
1298,0.50358
1299,0.49575
1300,0.50116
1301,0.62529
1302,0.69101
1303,0.64404
1304,0.81283
1305,0.68132
1306,0.72035
1307,0.62865
1308,0.72731
1309,0.78709
1310,0.66873
1311,0.73243
1312,0.73236
1313,0.81166
1314,0.91047
1315,0.94948
1316,0.71628
1317,0.68418
1318,0.79707
1319,0.55128
1320,0.43512
1321,0.4303
1322,0.49385
1323,0.47377
1324,0.58051
1325,0.73974
1326,1.36787
1327,1.42087
1328,1.08728
1329,1.20719
1330,1.22633
1331,0.98147
1332,0.67502
1333,0.42636
1334,0.78952
1335,0.74788
1336,0.9142
1337,1.18126
1338,1.18697
1339,1.19762
1340,1.05901
1341,0.88476
1342,0.76392
1343,0.55293
1344,0.46163
1345,0.4629
1346,0.44881
1347,0.43106
1348,0.43731
1349,0.8215
1350,1.23544
1351,1.3444
1352,0.91723
1353,0.94614
1354,0.84394
1355,0.94605
1356,0.67977
1357,0.62026
1358,0.92332
1359,0.58686
1360,0.58045
1361,0.7242
1362,0.9523
1363,0.93742
1364,0.93648
1365,0.68918
1366,0.70167
1367,0.52717
1368,0.46685
1369,0.45607
1370,0.47868
1371,0.45332
1372,0.43644
1373,0.56392
1374,0.6464
1375,1.40032
1376,1.68028
1377,1.13309
1378,0.88075
1379,0.85667
1380,0.84393
1381,0.77231
1382,0.51903
1383,0.59302
1384,0.80149
1385,1.04208
1386,1.12494
1387,0.81022
1388,1.17733
1389,0.97967
1390,1.07274
1391,0.84937
1392,0.85846
1393,0.64811
1394,0.53529
1395,0.57674
1396,0.70656
1397,1.11902
1398,1.8293
1399,1.72272
1400,0.86837
1401,0.63661
1402,0.67233
1403,0.59323
1404,0.64494
1405,0.60587
1406,0.48779
1407,0.50684
1408,0.55915
1409,0.68871
1410,1.02027
1411,0.88547
1412,0.82719
1413,0.7614
1414,0.72341
1415,0.78102
1416,0.99934
1417,0.85456
1418,0.83096
1419,0.63186
1420,0.59143
1421,0.85959
1422,1.85431
1423,2.31629
1424,1.68648
1425,1.4018
1426,1.24067
1427,0.82331
1428,0.65613
1429,0.55928
1430,0.81913
1431,0.89704
1432,1.13078
1433,1.22065
1434,1.35276
1435,2.05148
1436,2.64817
1437,1.64553
1438,1.78004
1439,1.82899
1440,0.95733
1441,1.32286
1442,1.1314
1443,0.89377
1444,0.7018
1445,0.68619
1446,1.585
1447,1.7995
1448,1.54203
1449,0.85952
1450,0.77284
1451,1.23551
1452,1.08554
1453,0.98449
1454,0.98364
1455,0.91298
1456,0.98016
1457,1.02654
1458,1.13567
1459,1.17047
1460,1.26357
1461,1.66819
1462,2.34931
1463,1.91063
1464,1.37624
1465,0.77719
1466,0.6374
1467,0.67266
1468,0.76108
1469,0.81191
1470,0.72946
1471,0.67435
1472,0.63234
1473,0.59653
1474,0.63789
1475,0.69765
1476,0.76333
1477,0.92242
1478,1.10621
1479,0.68152
1480,0.84232
1481,0.92914
1482,0.90183
1483,1.03837
1484,1.25789
1485,1.23367
1486,1.26631
1487,1.07992
1488,1.03003
1489,0.73782
1490,0.60462
1491,0.62773
1492,0.70501
1493,1.13799
1494,1.80686
1495,1.65638
1496,1.42597
1497,0.82996
1498,
1499,0.60424
1500,0.5973
1501,0.68175
1502,0.92483
1503,1.07083
1504,1.30868
1505,1.36279
1506,1.58981
1507,1.11962
1508,0.64482
1509,0.67195
1510,1.04647
1511,0.91471
1512,0.68698
1513,0.67669
1514,0.60485
1515,0.55126
1516,0.51233
1517,0.73636
1518,1.13756
1519,1.32275
1520,1.63318
1521,1.43486
1522,0.57386
1523,0.65959
1524,0.73253
1525,0.89973
1526,0.88414
1527,0.88672
1528,0.8649
1529,1.15392
1530,1.28596
1531,1.16047
1532,1.20437
1533,1.3353
1534,1.32331
1535,0.65464
1536,0.60516
1537,0.63615
1538,0.53292
1539,0.52189
1540,0.6781
1541,0.93497
1542,1.0609
1543,1.32219
1544,0.6025
1545,0.56272
1546,0.49663
1547,0.44321
1548,0.66103
1549,0.78198
1550,0.78898
1551,0.90593
1552,1.04335
1553,1.2786
1554,1.97733
1555,1.67017
1556,1.22589
1557,0.99454
1558,0.84746
1559,0.94881
1560,0.84823
1561,0.50635
1562,0.51505
1563,0.5073
1564,0.49353
1565,0.86438
1566,2.01614
1567,1.75615
1568,1.20702
1569,0.82563
1570,0.69354
1571,0.46483
1572,0.53843
1573,0.75524
1574,0.84269
1575,1.00905
1576,0.9826
1577,1.24115
1578,1.41619
1579,1.8546
1580,1.74233
1581,1.54022
1582,0.7323
1583,0.83616
1584,0.86991
1585,0.54875
1586,0.46203
1587,0.47951
1588,0.61467
1589,1.23276
1590,2.03855
1591,1.98437
1592,1.33989
1593,0.68269
1594,0.57505
1595,0.63666
1596,0.52021
1597,0.46807
1598,0.56055
1599,0.63801
1600,0.68116
1601,0.63415
1602,0.69442
1603,0.88792
1604,0.87488
1605,0.71629
1606,0.62191
1607,0.53453
1608,0.47841
1609,0.45179
1610,0.4498
1611,0.43145
1612,0.43591
1613,0.49951
1614,0.59882
1615,0.54748
1616,0.52531
1617,0.48375
1618,0.4536
1619,0.43192
1620,0.42146
1621,0.44842
1622,0.50315
1623,0.61619
1624,0.55813
1625,0.51044
1626,0.70519
1627,0.53963
1628,0.68219
1629,0.64133
1630,0.54006
1631,0.44344
1632,0.4074
1633,0.40427
1634,0.42238
1635,0.42643
1636,0.36149
1637,0.37574
1638,0.40272
1639,0.44744
1640,0.41379
1641,0.39176
1642,0.39033
1643,0.38517
1644,0.41515
1645,0.47795
1646,0.4595
1647,0.52128
1648,0.50682
1649,0.51335
1650,0.53561
1651,0.50056
1652,0.48207
1653,0.36958
1654,0.36191
1655,0.33061
1656,0.3014
1657,0.30303
1658,0.32217
1659,0.32794
1660,0.36489
1661,0.60078
1662,0.96503
1663,1.20907
1664,0.91763
1665,0.78212
1666,0.85447
1667,0.62763
1668,0.5075
1669,0.5367
1670,0.44464
1671,0.6144
1672,0.71804
1673,1.23113
1674,1.08986
1675,1.04396
1676,0.90118
1677,0.66534
1678,0.55912
1679,0.56291
1680,0.48505
1681,0.49351
1682,0.41365
1683,0.36714
1684,0.39501
1685,0.6259
1686,1.05386
1687,0.85528
1688,1.32296
1689,1.19246
1690,0.88278
1691,0.81893
1692,0.80917
1693,0.90752
1694,0.79643
1695,0.85082
1696,0.95223
1697,1.19054
1698,1.21301
1699,1.75645
1700,1.07614
1701,1.1208
1702,0.80584
1703,0.94601
1704,0.89855
1705,0.69169
1706,0.54194
1707,0.50569
1708,0.52778
1709,1.10103
1710,1.04367
1711,1.26251
1712,1.19327
1713,0.61168
1714,0.64689
1715,0.50303
1716,0.47654
1717,0.64945
1718,0.732975
1719,1.08909
1720,0.90828
1721,1.02501
1722,1.34152
1723,1.13891
1724,1.39267
1725,1.03869
1726,0.88915
1727,0.56757
1728,0.73813
1729,0.44794
1730,0.57804
1731,0.49277
1732,0.37865
1733,0.50452
1734,0.74439
1735,0.73492
1736,0.87261
1737,0.72482
1738,0.78337
1739,0.63927
1740,0.55387
1741,0.63463
1742,0.98817
1743,0.95307
1744,1.28105
1745,1.31081
1746,1.41667
1747,1.21672
1748,0.89934
1749,0.65534
1750,0.58775
1751,0.50575
1752,0.67045
1753,0.46187
1754,0.43736
1755,0.45858
1756,0.42659
1757,0.54579
1758,1.31936
1759,1.24226
1760,0.8601
1761,0.87599
1762,0.61044
1763,0.53579
1764,0.53916
1765,0.7983
1766,1.23458
1767,1.13861
1768,1.31304
1769,1.25694
1770,1.18743
1771,1.31887
1772,1.44075
1773,0.6938
1774,1.08255
1775,0.93113
1776,1.16062
1777,1.10814
1778,1.26347
1779,0.66981
1780,0.67302
1781,0.71958
1782,0.89253
1783,1.33728
1784,1.0113
1785,0.70788
1786,0.60516
1787,0.52058
1788,0.61921
1789,0.63548
1790,0.63292
1791,0.65234
1792,0.59087
1793,0.83813
1794,1.18438
1795,1.43397
1796,1.20079
1797,0.60132
1798,0.74825
1799,0.51113
1800,0.47221
1801,0.44736
1802,0.43154
1803,0.46046
1804,0.41411
1805,0.44627
1806,0.55172
1807,0.58334
1808,0.49017
1809,0.51544
1810,0.45608
1811,0.48351
1812,0.48145
1813,0.51131
1814,0.5292
1815,0.47603
1816,0.50497
1817,0.5362
1818,0.61209
1819,0.68833
1820,0.6348
1821,0.60759
1822,0.52626
1823,0.43246
1824,0.38368
1825,0.35644
1826,0.34994
1827,0.36608
1828,0.39039
1829,0.5351
1830,1.19612
1831,1.14208
1832,0.60063
1833,0.51342
1834,0.55889
1835,0.51109
1836,0.47798
1837,0.5078
1838,0.82665
1839,0.95413
1840,0.9516
1841,1.32452
1842,1.23683
1843,1.14962
1844,1.49704
1845,0.75355
1846,0.58149
1847,0.54595
1848,0.47681
1849,0.43063
1850,0.38698
1851,0.36522
1852,0.35089
1853,0.50841
1854,0.68829
1855,0.77691
1856,0.68884
1857,0.62189
1858,0.5764
1859,0.62041
1860,0.58397
1861,0.47317
1862,0.56954
1863,0.56229
1864,1.14462
1865,1.27526
1866,1.40501
1867,1.2302
1868,0.90231
1869,0.99707
1870,1.19214
1871,0.92061
1872,0.94463
1873,0.829
