,Usaquen_CO_pmm
178,0.43896
179,0.45051
180,0.50695
181,0.50119
182,0.62193
183,0.64024
184,0.80212
185,0.96811
186,0.89452
187,0.77739
188,0.50383
189,0.47294
190,0.50484
191,0.48047
192,0.46426
193,0.45228
194,0.46985
195,0.45187
196,0.45375
197,0.49612
198,1.34589
199,0.64182
200,0.57048
201,0.55539
202,0.54937
203,0.80089
204,0.78632
205,0.75619
206,0.88568
207,0.87813
208,1.00227
209,1.08915
210,1.16068
211,1.19712
212,1.03763
213,0.84267
214,0.71611
215,0.66038
216,0.67771
217,0.79152
218,0.73664
219,0.66018
220,0.63505
221,0.77779
222,1.49718
223,1.4312
224,1.41352
225,1.01725
226,0.56817
227,0.53093
228,0.61475
229,0.63005
230,1.0048
231,1.10982
232,1.07343
233,1.03739
234,1.2473
235,0.85449
236,0.63852
237,0.58118
238,0.56071
239,0.58147
240,0.54916
241,0.64101
242,0.63045
243,0.55787
244,0.64246
245,0.94577
246,1.25559
247,0.78402
248,0.69162
249,0.63461
250,0.62305
251,0.61441
252,0.60854
253,0.62435
254,0.60615
255,0.60358
256,0.64427
257,0.66813
258,0.6207
259,0.63717
260,0.5899
261,0.58903
262,0.7101
263,0.61181
264,0.60679
265,0.56599
266,0.60005
267,0.5699
268,0.5683
269,0.68379
270,0.82479
271,0.79941
272,0.66201
273,0.74682
274,0.64753
275,0.62668
276,0.64823
277,0.63834
278,0.6558
279,0.6312
280,0.64226
281,0.34618
282,0.12833
283,0.04807
284,0.01791
285,0.10221
286,0.03364
287,0.06033
288,0.1499
289,0.14901
290,0.27347
291,0.34168
292,0.30494
293,0.54243
294,0.91502
295,0.71876
296,1.01795
297,0.85379
298,0.20956
299,0.07721
300,0.10255
301,0.07946
302,0.06455
303,0.04944
304,0.06215
305,0.08578
306,0.2619
307,0.41136
308,0.29773
309,0.46937
310,0.37788
311,0.31094
312,0.25683
313,0.33231
314,0.32049
315,0.35538
316,0.2837
317,0.14632
318,0.2129
319,0.33939
320,0.20374
321,0.16639
322,0.07638
323,0.07767
324,0.05705
325,0.23556
326,0.32433
327,0.3568
328,0.29115
329,0.2868
330,0.59427
331,0.57997
332,0.81995
333,0.81443
334,0.57177
335,0.51341
336,0.43957
337,0.41149
338,0.36628
339,0.41844
340,0.37977
341,0.46053
342,1.20187
343,1.10783
344,0.28137
345,0.20304
346,0.11942
347,0.10157
348,0.0889
349,0.07781
350,0.11592
351,0.15444
352,0.28858
353,0.403
354,0.50343
355,0.73266
356,0.616845
357,0.6480049999999999
358,0.6602549999999999
359,0.5257499999999999
360,0.457685
361,0.47612499999999996
362,0.466725
363,0.4194
364,0.37706
365,0.473005
366,0.742695
367,0.507725
368,0.54784
369,0.46765500000000004
370,0.38332
371,0.31107
372,0.26697
373,0.379865
374,0.307465
375,0.289095
376,0.285435
377,0.348015
378,0.37200500000000003
379,0.38205500000000003
380,0.474715
381,0.49609
382,0.44094
383,0.41669500000000004
384,0.40582
385,0.40902
386,0.350365
387,0.293855
388,0.3097
389,0.357045
390,0.559635
391,0.46257000000000004
392,0.40869
393,0.34897
394,0.25182
395,0.217635
396,0.19670500000000002
397,0.19408999999999998
398,0.20610499999999998
399,0.214115
400,0.233975
401,0.25416
402,0.291
403,0.38717
404,0.48327
405,0.51501
406,0.412945
407,0.32982
408,0.320395
409,0.33731
410,0.35085500000000003
411,0.257175
412,0.294445
413,0.460435
414,0.7647349999999999
415,0.8464999999999999
416,0.749995
417,0.45516
418,0.34814999999999996
419,0.25261500000000003
420,0.24176999999999998
421,0.222435
422,0.23456
423,0.204095
424,0.208445
425,0.227295
426,0.5936049999999999
427,0.622505
428,0.725755
429,0.6668449999999999
430,0.56147
431,0.47991500000000004
432,0.424535
433,0.44301999999999997
434,0.40659
435,0.373355
436,0.36387
437,0.42498
438,0.728355
439,0.82544
440,0.583325
441,0.35753
442,0.32302
443,0.283115
444,0.24605
445,0.25775000000000003
446,0.252495
447,0.418995
448,0.43826
449,0.520245
450,0.567785
451,0.684875
452,0.650245
453,0.585495
454,0.5271399999999999
455,0.39749
456,0.14238
457,0.11879
458,0.11325
459,0.1061
460,0.10732
461,0.20172
462,0.20455
463,0.27652
464,0.18394
465,0.15673
466,0.13962
467,0.16991
468,0.16209
469,0.14216
470,0.13825
471,0.13578
472,0.1502
473,0.16323
474,0.18723
475,0.26098
476,0.21306
477,0.19451
478,0.16526
479,0.18888
480,0.17813
481,0.10911
482,0.13601
483,0.12994
484,0.11235
485,0.13623
486,0.25849
487,0.3243
488,0.16676
489,0.12646
490,0.13868
491,0.14651
492,0.17057
493,0.18109
494,0.20371
495,0.18644
496,0.19339
497,0.17419
498,0.196
499,0.22184
500,0.2163
501,0.1928
502,0.25142
503,0.27787
504,0.19108
505,0.17849
506,0.17371
507,0.15118
508,0.18116
509,0.27706
510,0.5847
511,0.43853
512,0.45309
513,0.33834
514,0.31604
515,1.86385
516,0.29573
517,0.28752
518,0.29259
519,0.27698
520,0.31283
521,0.304
522,0.31469
523,0.3069
524,0.22705
525,0.26398
526,0.46059
527,0.26772
528,0.26184
529,0.27054
530,0.19988
531,0.23662
532,0.30862
533,0.47485
534,0.51543
535,0.29226
536,0.38956
537,0.29062
538,0.25034
539,0.26967
540,0.23984
541,0.2696
542,0.27033
543,0.2482
544,0.29314
545,0.33262
546,0.46749
547,0.52418
548,0.44199
549,0.35418
550,0.39075
551,0.20484
552,0.24426
553,0.27254
554,0.23438
555,0.23955
556,0.22696
557,0.73022
558,1.68289
559,1.13151
560,0.54518
561,0.32479
562,0.26776
563,0.28229
564,0.28418
565,0.26084
566,0.27588
567,0.31214
568,0.29655
569,0.38189
570,0.38418
571,0.40076
572,0.34802
573,0.32129
574,0.33227
575,0.28694
576,0.24866
577,0.31914
578,0.27423
579,0.24582
580,0.40218
581,0.53964
582,0.39507
583,0.66733
584,0.6019
585,0.33842
586,0.35868
587,0.36388
588,0.32495
589,0.34466
590,0.36665
591,0.35109
592,0.36131
593,0.38729
594,0.3869
595,0.39755
596,0.37419
597,0.54747
598,0.36419
599,0.33231
600,0.42279
601,0.41205
602,0.39423
603,0.3413
604,0.30966
605,0.72575
606,2.26042
607,2.01957
608,1.20225
609,0.4854
610,0.39528
611,0.35971
612,0.35563
613,0.34099
614,0.38844
615,0.36752
616,0.38622
617,0.43962
618,0.43649
619,0.34706
620,0.35161
621,0.33488
622,0.34917
623,0.29954
624,0.29405
625,0.36007
626,0.29687
627,0.28944
628,0.27991
629,0.7712
630,1.17008
631,0.50329
632,0.41867
633,0.55322
634,0.40271
635,0.3629
636,0.37093
637,0.39322
638,0.34564
639,0.49147
640,0.63106
641,0.36963
642,0.38431
643,0.38351
644,0.35575
645,0.3618
646,0.35036
647,0.35607
648,0.35277
649,0.39584
650,0.48917
651,0.49793
652,0.45721
653,0.47738
654,0.56184
655,0.35589
656,0.37917
657,0.34207
658,0.35452
659,0.36039
660,0.35014
661,0.36248
662,0.34863
663,0.3572
664,0.35451
665,0.37519
666,0.37169
667,0.40739
668,0.36497
669,0.34237
670,0.42114
671,0.30844
672,0.30734
673,0.29853
674,0.31413
675,0.34181
676,0.42257
677,1.06776
678,1.93463
679,2.12053
680,1.4886
681,1.17853
682,0.48628
683,0.44609
684,0.40721
685,0.44308
686,0.42494
687,0.39534
688,0.41227
689,0.4309
690,0.47462
691,0.49512
692,0.45706
693,0.38594
694,0.39756
695,0.33771
696,0.35458
697,0.46187
698,0.4182
699,0.47126
700,0.61365
701,1.3066
702,1.79242
703,2.17832
704,1.44631
705,0.8797
706,0.66106
707,0.48017
708,0.49382
709,0.4429
710,0.42387
711,0.66969
712,0.69103
713,0.64807
714,0.47548
715,0.4874
716,0.44449
717,0.4236
718,0.40539
719,0.42797
720,0.58157
721,0.51449
722,0.50216
723,0.53098
724,0.59683
725,1.20305
726,2.15019
727,1.90915
728,1.34586
729,0.79469
730,0.47444
731,0.49179
732,0.48218
733,0.50036
734,0.46526
735,0.50037
736,0.49169
737,0.48597
738,0.5109
739,0.58514
740,0.52929
741,0.5566
742,1.01584
743,1.21955
744,1.36476
745,1.26919
746,1.23805
747,1.19746
748,1.09506
749,1.19528
750,1.65876
751,1.92372
752,1.42832
753,0.97135
754,0.771
755,0.61028
756,0.51884
757,0.67869
758,0.70816
759,0.78076
760,0.72804
761,0.72474
762,0.62654
763,0.61802
764,0.59264
765,0.56302
766,0.5972
767,0.70881
768,0.69278
769,0.56068
770,0.75611
771,0.97356
772,0.74917
773,0.55414
774,0.6555
775,0.95941
776,0.91817
777,1.17267
778,1.14548
779,0.90125
780,0.26477
781,0.36799
782,0.42985
783,0.3053
784,0.16509
785,0.35308
786,0.44828
787,0.47378
788,0.53857
789,0.48452
790,0.40619
791,0.4767
792,0.62637
793,0.67684
794,0.81496
795,0.59453
796,0.56287
797,0.39916
798,0.55747
799,0.76644
800,0.65455
801,0.85841
802,0.32533
803,0.18118
804,0.37866
805,0.36986
806,0.24373
807,0.21274
808,0.2103
809,0.36663
810,0.31806
811,0.31664
812,0.35465
813,0.15643
814,0.17061
815,0.233
816,0.26394
817,0.12435
818,0.17029
819,0.17459
820,0.245485
821,0.74092
822,0.9868349999999999
823,1.325035
824,0.884355
825,0.6442
826,0.618865
827,0.587155
828,
829,0.46497
830,
831,0.42422
832,0.502145
833,0.59158
834,0.6813849999999999
835,0.402005
836,0.313855
837,0.348895
838,0.30411
839,0.32060500000000003
840,0.24486000000000002
841,0.22079500000000002
842,0.22828
843,0.21838
844,0.24370999999999998
845,0.41881
846,0.79673
847,0.9763350000000001
848,1.0735700000000001
849,0.598385
850,0.4563
851,0.5251
852,0.606215
853,0.612585
854,0.68425
855,0.496815
856,0.37063
857,0.35896
858,0.391695
859,0.343905
860,0.287115
861,0.369105
862,0.27787
863,0.23175
864,0.20729999999999998
865,0.212665
866,0.208505
867,0.198695
868,0.241235
869,0.29252
870,0.6435299999999999
871,0.502715
872,0.325265
873,0.28571
874,0.30139499999999997
875,0.2937
876,0.28851
877,0.28809
878,0.29116
879,0.42761
880,0.48658
881,0.50547
882,0.346685
883,0.39761
884,0.37531499999999995
885,0.436535
886,0.567005
887,0.43621
888,0.31708000000000003
889,0.21798
890,0.229755
891,0.30264
892,0.33459
893,0.322035
894,0.36344
895,0.31622
896,0.35792500000000005
897,0.33421
898,0.29835
899,0.27816
900,0.26858
901,0.27703
902,0.32377999999999996
903,0.39732
904,0.364235
905,0.403115
906,0.34618499999999996
907,0.33138500000000004
908,0.318525
909,0.295985
910,0.280745
911,0.26816
912,0.24205500000000002
913,0.26139999999999997
914,0.276865
915,0.245865
916,0.291865
917,0.32122
918,0.565205
919,0.398185
920,0.34492999999999996
921,0.32704500000000003
922,0.303905
923,0.29313500000000003
924,0.322725
925,0.341195
926,0.500345
927,0.700955
928,0.51676
929,0.66158
930,0.83838
931,0.74629
932,0.67324
933,0.54286
934,0.42657
935,0.40968
936,0.2597
937,0.297685
938,0.31193000000000004
939,0.28436
940,0.285775
941,0.45061
942,0.576075
943,0.688315
944,0.64756
945,0.62964
946,0.417405
947,0.356695
948,0.40700499999999995
949,0.412235
950,0.43874
951,0.48424
952,0.53479
953,0.740675
954,0.7280599999999999
955,0.59947
956,0.39898500000000003
957,0.437415
958,0.41252999999999995
959,0.27064
960,0.269725
961,0.27493
962,0.283445
963,0.24897000000000002
964,0.270905
965,0.5925
966,0.685175
967,0.8063400000000001
968,0.67281
969,0.64486
970,0.455635
971,0.32805
972,0.35853999999999997
973,0.34601
974,0.42168
975,0.50263
976,0.35857
977,0.38226499999999997
978,0.41744
979,0.443845
980,0.39713
981,0.38215
982,0.334495
983,0.32837
984,0.38086
985,0.32342
986,0.29781500000000005
987,0.31048
988,0.313575
989,0.560945
990,1.165945
991,1.01485
992,0.463845
993,0.33816
994,0.32304
995,0.326005
996,0.33074499999999996
997,0.318245
998,0.321965
999,0.347995
1000,0.34013000000000004
1001,0.421025
1002,0.46558499999999997
1003,0.481545
1004,0.631685
1005,0.40281
1006,0.33908499999999997
1007,0.275005
1008,0.240955
1009,0.288345
1010,0.310165
1011,0.3547
1012,0.33459
1013,0.732405
1014,1.315575
1015,1.274505
1016,0.8527899999999999
1017,0.350615
1018,0.27944
1019,0.27798999999999996
1020,0.301905
1021,0.344125
1022,0.38541000000000003
1023,0.45992
1024,0.71973
1025,0.74901
1026,0.90508
1027,0.78616
1028,0.56543
1029,0.69331
1030,0.77955
1031,0.84375
1032,0.73272
1033,0.69897
1034,0.6738
1035,0.80493
1036,0.86559
1037,1.31838
1038,1.97816
1039,1.84329
1040,1.59594
1041,1.03447
1042,0.90607
1043,0.85348
1044,0.70363
1045,0.66289
1046,0.74199
1047,0.82302
1048,0.8044
1049,0.83975
1050,0.9496
1051,0.94441
1052,1.33577
1053,1.05527
1054,1.25347
1055,1.05477
1056,0.65759
1057,0.53541
1058,0.50309
1059,0.48976
1060,0.50187
1061,0.58309
1062,0.74213
1063,0.71497
1064,0.67611
1065,0.58029
1066,0.6443
1067,0.85283
1068,0.76046
1069,0.75069
1070,0.78616
1071,0.89008
1072,1.0495
1073,0.64848
1074,0.61145
1075,0.64118
1076,0.69719
1077,0.73327
1078,0.62676
1079,0.56384
1080,0.67699
1081,0.59326
1082,0.55342
1083,0.56055
1084,0.56308
1085,0.5474
1086,0.72768
1087,0.82906
1088,0.77395
1089,0.67692
1090,0.67431
1091,0.63559
1092,0.64073
1093,0.60629
1094,1.94342
1095,0.80753
1096,0.51959
1097,0.47429
1098,0.42149
1099,0.43332
1100,0.43534
1101,0.38973
1102,0.36511
1103,0.35644
1104,0.35103
1105,0.35374
1106,0.34079
1107,0.33742
1108,0.34488
1109,0.37835
1110,0.5549
1111,0.45417
1112,0.44075
1113,0.4301
1114,0.42083
1115,0.39161
1116,0.36953
1117,0.35541
1118,0.39108
1119,0.36266
1120,0.38236
1121,0.39668
1122,0.39001
1123,0.33377
1124,0.57567
1125,0.34715
1126,0.24148
1127,0.19803
1128,0.16696
1129,0.14697
1130,0.14198
1131,0.13616
1132,0.11879
1133,0.14429
1134,0.21992
1135,0.26787
1136,0.24898
1137,0.20071
1138,0.16009
1139,0.17452
1140,0.16438
1141,0.20633
1142,0.21975
1143,0.60381
1144,0.55853
1145,0.30505
1146,0.35231
1147,0.40253
1148,0.41816
1149,0.65735
1150,0.38757
1151,0.63956
1152,0.50229
1153,0.34589
1154,0.3761
1155,0.40419
1156,0.25251
1157,0.35328
1158,0.34444
1159,0.2019
1160,0.19197
1161,0.20801
1162,0.21514
1163,0.2153
1164,0.22499
1165,0.23214
1166,0.43407
1167,0.43417
1168,0.46348
1169,0.34677
1170,0.40279
1171,0.42869
1172,0.49659
1173,0.52131
1174,0.51218
1175,0.28975
1176,0.18897
1177,0.18857
1178,0.19544
1179,0.15395
1180,0.21799
1181,0.42037
1182,0.73164
1183,0.65363
1184,0.88657
1185,0.76313
1186,0.62146
1187,0.5166
1188,0.42535
1189,0.46982
1190,0.40051
1191,0.40013
1192,0.51876
1193,0.62134
1194,0.66425
1195,0.81281
1196,0.69863
1197,0.74153
1198,0.43401
1199,0.27751
1200,0.31356
1201,0.21339
1202,0.24589
1203,0.25326
1204,0.31172
1205,0.86332
1206,1.73811
1207,1.2697
1208,0.33041
1209,0.33165
1210,0.40714
1211,0.40973
1212,0.52917
1213,0.45817
1214,0.48174
1215,0.46726
1216,0.64367
1217,0.61703
1218,0.43108
1219,0.42847
1220,0.38756
1221,0.39908
1222,0.36453
1223,0.37764
1224,0.44858
1225,0.38542
1226,0.37904
1227,0.35845
1228,0.36584
1229,0.80308
1230,1.6515
1231,1.6468
1232,0.7949
1233,0.46749
1234,0.43368
1235,0.45261
1236,0.43779
1237,0.54479
1238,0.59683
1239,0.64241
1240,0.64659
1241,0.74786
1242,0.82688
1243,0.82687
1244,0.7413
1245,0.58521
1246,0.647
1247,0.52133
1248,0.58106
1249,0.49411
1250,0.43968
1251,0.43459
1252,0.50075
1253,0.56325
1254,0.80834
1255,0.54624
1256,0.51456
1257,0.47198
1258,0.50736
1259,0.69045
1260,0.69856
1261,0.60067
1262,0.77772
1263,0.6831
1264,0.58525
1265,0.6731
1266,0.66003
1267,0.67954
1268,0.7216
1269,0.72082
1270,0.82192
1271,0.68456
1272,0.62381
1273,0.49242
1274,0.47303
1275,0.49516
1276,0.47261
1277,0.65485
1278,1.01047
1279,1.52613
1280,1.15172
1281,1.10908
1282,1.05844
1283,0.79731
1284,0.75729
1285,0.84386
1286,0.64572
1287,0.8039
1288,0.67757
1289,0.7009
1290,0.83679
1291,0.75267
1292,0.98503
1293,1.19122
1294,0.82977
1295,0.5674
1296,0.60075
1297,0.57968
1298,0.63086
1299,0.64098
1300,0.58069
1301,0.51985
1302,0.58912
1303,0.83753
1304,1.01611
1305,1.07824
1306,1.14652
1307,0.83099
1308,0.65665
1309,0.53607
1310,0.49145
1311,0.46974
1312,0.47969
1313,0.53565
1314,0.47113
1315,0.56239
1316,1.08421
1317,1.15677
1318,0.99467
1319,0.68352
1320,1.12169
1321,0.8861
1322,0.88127
1323,0.75194
1324,0.45928
1325,0.57277
1326,0.64626
1327,0.63689
1328,0.62281
1329,0.81415
1330,0.86113
1331,0.7767
1332,0.64037
1333,0.49851
1334,0.48675
1335,0.3907
1336,0.38878
1337,0.42306
1338,0.71627
1339,0.73598
1340,0.82566
1341,0.95562
1342,1.12172
1343,1.29406
1344,0.67837
1345,0.53191
1346,0.50388
1347,0.49812
1348,0.54164
1349,0.75262
1350,1.43157
1351,1.23533
1352,1.10536
1353,0.632
1354,0.44503
1355,0.46186
1356,0.47296
1357,0.45189
1358,0.40126
1359,0.45194
1360,0.50939
1361,0.61354
1362,0.65197
1363,1.31955
1364,1.31361
1365,1.39232
1366,1.36831
1367,0.92376
1368,0.76779
1369,0.55056
1370,0.39329
1371,0.41936
1372,0.47952
1373,0.79437
1374,1.85846
1375,2.2118
1376,1.15021
1377,0.59246
1378,0.48408
1379,0.57159
1380,0.36851
1381,0.44685
1382,0.39337
1383,0.44998
1384,0.50083
1385,0.51173
1386,0.80319
1387,0.88679
1388,0.79643
1389,0.87983
1390,0.80052
1391,0.63832
1392,0.5615
1393,0.63939
1394,0.62784
1395,0.43918
1396,0.36726
1397,0.68632
1398,1.28904
1399,1.43629
1400,1.31258
1401,0.68676
1402,0.69305
1403,0.64434
1404,0.44823
1405,0.45584
1406,0.39749
1407,0.40379
1408,0.45989
1409,0.57977
1410,0.57569
1411,0.64651
1412,0.6569
1413,0.72927
1414,0.78197
1415,0.57927
1416,0.42818
1417,0.44206
1418,0.3714
1419,0.33861
1420,0.41981
1421,0.50245
1422,1.09502
1423,0.85261
1424,0.60962
1425,0.68131
1426,0.63031
1427,0.76243
1428,0.74914
1429,0.85198
1430,0.70695
1431,0.71373
1432,0.56825
1433,0.54494
1434,0.63155
1435,0.76708
1436,0.578
1437,0.42776
1438,0.354
1439,0.38519
1440,0.31306
1441,0.29024
1442,0.29468
1443,0.2918
1444,0.29396
1445,0.37156
1446,0.44355
1447,0.50858
1448,0.48014
1449,0.43575
1450,0.4179
1451,0.49814
1452,0.36853
1453,0.41079
1454,0.38177
1455,0.75589
1456,0.78764
1457,0.81051
1458,0.92888
1459,0.78066
1460,0.41783
1461,0.41995
1462,0.32987
1463,0.30137
1464,0.28915
1465,0.30906
1466,0.40026
1467,0.28413
1468,0.29506
1469,0.29133
1470,0.37305
1471,0.54497
1472,0.50582
1473,0.38313
1474,0.39991
1475,0.3865
1476,0.34335
1477,0.3167
1478,0.43549
1479,0.52257
1480,0.3036
1481,0.38079
1482,0.34126
1483,0.35234
1484,0.34122
1485,0.36046
1486,0.80493
1487,0.53687
1488,0.31143
1489,0.24756
1490,0.25735
1491,0.26588
1492,0.30309
1493,0.26475
1494,0.32466
1495,0.39949
1496,0.42792
1497,0.60666
1498,0.39213
1499,0.35338
1500,0.52617
1501,0.48601
1502,0.52157
1503,0.56296
1504,0.69717
1505,0.81753
1506,1.05289
1507,1.29418
1508,0.83568
1509,0.54799
1510,0.65667
1511,0.6579
1512,0.56696
1513,0.58554
1514,0.65419
1515,0.69288
1516,0.70237
1517,0.7828
1518,1.26721
1519,1.28803
1520,1.31294
1521,1.00723
1522,0.67096
1523,0.46827
1524,0.43422
1525,0.42887
1526,0.3811
1527,0.3861
1528,0.3638
1529,0.39321
1530,0.42575
1531,0.38436
1532,0.65241
1533,0.47179
1534,0.52084
1535,0.4652
1536,0.33094
1537,0.29629
1538,0.24598
1539,0.30125
1540,0.51016
1541,0.78885
1542,1.13884
1543,0.38512
1544,0.32114
1545,0.45586
1546,0.29972
1547,0.36895
1548,0.35441
1549,0.30359
1550,0.35667
1551,0.32401
1552,0.32778
1553,0.38063
1554,0.35551
1555,0.40292
1556,0.50376
1557,0.30852
1558,0.20425
1559,0.19016
1560,0.15354
1561,0.14601
1562,0.16128
1563,0.16306
1564,0.19556
1565,0.26076
1566,0.55862
1567,0.40365
1568,0.32621
1569,0.2489
1570,0.26816
1571,0.25985
1572,0.27506
1573,0.27642
1574,0.27443
1575,0.28971
1576,0.31203
1577,0.34742
1578,0.38553
1579,0.51005
1580,0.39965
1581,0.20388
1582,0.2666
1583,0.19081
1584,0.16436
1585,0.16172
1586,0.18969
1587,0.18618
1588,0.19914
1589,0.40677
1590,0.92481
1591,0.48188
1592,0.32505
1593,0.32105
1594,0.26695
1595,0.31333
1596,0.31725
1597,0.46840000000000004
1598,0.75985
1599,0.77767
1600,0.83971
1601,0.81217
1602,0.84933
1603,0.86854
1604,0.76464
1605,0.72659
1606,0.6546
1607,0.56668
1608,0.54934
1609,0.63728
1610,0.5358
1611,0.52861
1612,0.55322
1613,0.59579
1614,0.83997
1615,0.76457
1616,0.67103
1617,0.73867
1618,0.75133
1619,0.75875
1620,0.76559
1621,0.81203
1622,0.73794
1623,0.78796
1624,0.71942
1625,0.69631
1626,0.68442
1627,0.92252
1628,0.79221
1629,0.99874
1630,1.0277
1631,0.82754
1632,0.81472
1633,0.84702
1634,0.80431
1635,0.67637
1636,0.62002
1637,0.5416
1638,0.62816
1639,0.78005
1640,0.68972
1641,0.6965
1642,0.63357
1643,0.62318
1644,0.632
1645,0.64527
1646,0.61262
1647,0.60679
1648,0.58168
1649,0.59155
1650,0.60703
1651,0.64029
1652,0.63048
1653,0.64422
1654,0.65708
1655,0.57689
1656,0.59649
1657,0.52709
1658,0.5054
1659,0.53608
1660,0.54268
1661,0.5668
1662,0.6169
1663,0.61901
1664,0.56117
1665,0.56306
1666,0.56902
1667,0.57774
1668,0.58938
1669,0.59242
1670,0.59343
1671,0.58107
1672,0.57126
1673,0.57779
1674,0.6157
1675,0.70899
1676,0.6892
1677,0.62591
1678,0.63441
1679,0.68646
1680,0.67829
1681,0.54995
1682,0.55127
1683,0.57535
1684,0.52155
1685,0.59176
1686,0.77064
1687,0.75603
1688,0.60602
1689,0.61462
1690,0.59341
1691,0.59076
1692,0.58944
1693,0.58895
1694,0.54428
1695,0.53864
1696,0.59187
1697,0.63291
1698,0.62612
1699,0.59992
1700,0.64599
1701,0.69518
1702,0.60053
1703,0.74785
1704,0.80929
1705,0.58805
1706,0.55958
1707,0.59251
1708,0.61209
1709,1.07159
1710,2.07674
1711,2.03476
1712,1.18825
1713,0.77216
1714,0.63068
1715,0.56502
1716,0.57755
1717,0.55934
1718,0.58448
1719,0.66215
1720,0.63118
1721,0.64749
1722,0.63923
1723,0.64042
1724,0.63468
1725,0.61412
1726,0.69579
1727,0.6688
1728,0.60368
1729,0.54221
1730,0.46775
1731,0.57603
1732,0.64595
1733,1.05659
1734,1.75265
1735,2.15916
1736,1.59927
1737,0.78429
1738,0.58567
1739,0.52911
1740,0.55028
1741,0.54885
1742,0.54885
1743,0.54813
1744,0.53352
1745,0.56165
1746,0.60953
1747,0.64825
1748,0.62833
1749,0.63827
1750,0.53047
1751,0.59592
1752,0.64021
1753,0.62406
1754,0.61768
1755,0.68783
1756,0.65771
1757,0.93285
1758,2.26994
1759,2.37852
1760,0.70509
1761,0.57498
1762,0.55028
1763,0.53874
1764,0.7204
1765,0.87088
1766,0.41209
1767,0.24585
1768,0.1292
1769,0.12869
1770,0.12918
1771,0.10921
1772,0.0669
1773,0.05092
1774,0.12172
1775,0.0891
1776,0.564325
1777,0.530545
1778,0.517255
1779,0.608315
1780,0.57364
1781,0.709355
1782,0.88853
1783,1.0132700000000001
1784,1.106165
1785,1.030985
1786,1.0499450000000001
1787,0.74909
1788,0.633265
1789,0.606985
1790,0.604465
1791,0.5810299999999999
1792,0.58831
1793,0.5737
1794,0.62096
1795,0.64054
1796,0.599225
1797,0.6361399999999999
1798,0.6322450000000001
1799,0.71181
1800,0.58115
1801,0.55291
1802,0.53775
1803,0.582025
1804,0.62843
1805,0.8373200000000001
1806,1.004985
1807,1.03059
1808,1.167525
1809,1.013385
1810,0.769075
1811,0.66609
1812,
1813,0.9225650000000001
1814,0.76244
1815,0.73081
1816,0.738105
1817,0.79907
1818,0.83805
1819,0.67336
1820,0.644675
1821,0.612975
1822,0.5722499999999999
1823,0.547895
1824,0.54898
1825,0.536615
1826,0.51341
1827,0.5328550000000001
1828,0.560595
1829,0.783145
1830,1.146705
1831,1.1248
1832,1.052985
1833,0.87269
1834,0.7846850000000001
1835,0.707525
1836,0.73586
