,Centro_de_Alto_Rendimiento_CO_pmm
150,1.18466
151,1.22098
152,1.42087
153,1.23293
154,0.9979
155,0.7739
156,0.85364
157,1.17219
158,1.47227
159,1.48157
160,1.23493
161,0.98719
162,0.80091
163,0.70813
164,0.70257
165,1.07223
166,1.1903
167,1.18862
168,0.72617
169,0.7272
170,0.81735
171,0.74763
172,0.72872
173,0.74393
174,1.42823
175,2.07591
176,1.64723
177,1.11657
178,1.33541
179,0.24489499999999997
180,0.82798
181,0.47785
182,0.26682
183,0.04066
184,0.617325
185,0.54068
186,0.63174
187,0.65538
188,0.65559
189,0.69838
190,0.62975
191,0.73926
192,0.74168
193,0.76929
194,0.71856
195,0.7532
196,0.74019
197,0.78668
198,1.37394
199,1.31726
200,1.56355
201,1.13163
202,0.73044
203,0.48795
204,0.123775
205,0.1765
206,0.86308
207,0.7861
208,0.7305
209,0.65837
210,0.69507
211,0.72312
212,0.64688
213,0.67205
214,0.59469
215,0.64435
216,0.69318
217,0.65924
218,0.67328
219,0.63492
220,0.651
221,0.80066
222,0.94458
223,1.15852
224,1.03973
225,0.79822
226,0.54484
227,0.48531
228,0.71156
229,0.81802
230,0.82893
231,0.9174
232,0.88719
233,0.92865
234,0.89025
235,0.93315
236,0.90757
237,0.87593
238,0.79515
239,0.72694
240,0.68611
241,0.6225
242,0.54752
243,0.62024
244,0.60946
245,0.72277
246,0.8128
247,1.2577
248,1.52989
249,0.8816
250,0.86273
251,1.02456
252,0.86106
253,0.73733
254,0.72959
255,0.75037
256,0.81007
257,0.87754
258,0.79643
259,0.75517
260,1.00472
261,1.53346
262,1.6565
263,1.18309
264,0.96995
265,0.94858
266,0.94669
267,0.97266
268,1.20794
269,1.23736
270,1.96138
271,2.4523
272,2.25654
273,1.15858
274,1.03616
275,0.993
276,0.74808
277,0.82898
278,0.70296
279,0.72421
280,0.8085
281,0.77659
282,0.80699
283,0.75121
284,1.26328
285,1.09115
286,1.01832
287,1.07525
288,1.13899
289,1.16449
290,1.1066
291,1.33647
292,1.44773
293,1.34649
294,1.47595
295,1.35389
296,0.99192
297,0.52157
298,0.6184
299,0.7373
300,0.92383
301,0.92497
302,0.80941
303,0.79568
304,0.95465
305,1.0829
306,1.3405
307,1.24981
308,1.53006
309,1.4282
310,1.13453
311,0.90184
312,0.78237
313,0.87987
314,0.72476
315,0.61345
316,0.52728
317,0.55825
318,1.28405
319,1.46758
320,0.7005
321,0.51519
322,0.58136
323,0.62959
324,0.60521
325,0.5071399999999999
326,0.45818000000000003
327,0.340035
328,0.75548
329,0.99474
330,0.67996
331,0.58634
332,0.57134
333,0.30428
334,0.45658
335,0.83509
336,0.8599
337,0.94478
338,0.84615
339,0.8298
340,0.73044
341,0.90653
342,1.59261
343,2.07447
344,0.85405
345,0.27596
346,0.14627
347,0.24068
348,0.38581
349,0.54487
350,0.68832
351,0.64151
352,0.59258
353,0.4884
354,0.82384
355,0.8721
356,0.53607
357,0.53061
358,0.8055
359,0.71641
360,0.75676
361,0.75161
362,0.62492
363,0.60299
364,0.6496
365,0.78801
366,1.65457
367,0.80798
368,0.48637
369,0.25788
370,0.26964
371,0.26115
372,0.276
373,0.26228
374,0.31278
375,0.20301
376,0.38073
377,0.46397
378,0.69419
379,1.57524
380,1.37365
381,0.53026
382,0.39099
383,0.42173
384,0.63276
385,0.4738
386,0.42901
387,0.42956
388,0.43557
389,0.55602
390,1.0938
391,0.98155
392,1.12881
393,0.74801
394,0.13663
395,0.27211
396,0.42547
397,0.64967
398,0.79207
399,0.86008
400,0.88435
401,0.8272
402,1.02231
403,0.87731
404,0.55128
405,0.36557
406,0.30729
407,0.27381
408,0.27676
409,0.23878
410,0.30828
411,0.30738
412,0.35181
413,0.51972
414,0.60927
415,1.09591
416,0.64921
417,0.25174
418,0.28105
419,0.32681
420,0.3716
421,0.34257
422,0.3886
423,0.35686
424,0.28965
425,0.38933
426,0.46109
427,0.44373
428,0.78082
429,0.67778
430,1.08238
431,0.71578
432,0.46309
433,0.41932
434,0.49169
435,0.4205
436,0.4766
437,0.59281
438,1.45262
439,2.15014
440,1.20255
441,0.44693
442,0.3507
443,0.29267
444,0.37046
445,0.44725
446,0.60021
447,0.64428
448,0.67354
449,0.61498
450,0.41821
451,0.42165
452,0.39432
453,0.34005
454,0.38872
455,0.35773
456,0.28337
457,0.34213
458,0.5041
459,0.53434
460,0.37044
461,0.29962
462,0.32923
463,0.36145
464,0.22051
465,0.10543
466,0.08161
467,0.1608
468,0.2815
469,0.36612
470,0.42692
471,0.5059
472,0.44639
473,0.25238
474,0.25276
475,0.41298
476,0.46143
477,0.44284
478,0.41703
479,0.53231
480,0.72469
481,0.67618
482,0.6961
483,0.62834
484,0.65785
485,0.81443
486,1.17191
487,1.8122
488,1.78574
489,0.97496
490,0.92481
491,0.41775
492,0.45316
493,0.48596
494,0.49461
495,
496,
497,0.58563
498,0.41971
499,0.58188
500,0.59563
501,0.45322
502,0.32595
503,0.33274
504,0.24479
505,0.23884
506,0.20281
507,0.22122
508,0.25956
509,0.34288
510,0.51579
511,0.765
512,0.50149
513,0.40283
514,0.36212
515,0.31789
516,0.29977
517,0.31612
518,0.32394
519,0.4135
520,0.40293
521,0.43895
522,0.4104
523,0.48289
524,0.3162
525,0.40461
526,0.34567
527,0.27489
528,0.29191
529,0.30273
530,0.26601
531,0.29513
532,0.30519
533,0.39161
534,0.48807
535,0.8334
536,0.49968
537,0.31203
538,0.27365
539,0.29999
540,0.35621
541,0.46834
542,0.57624
543,0.55457
544,0.4606
545,0.36206
546,0.47651
547,0.43976
548,0.38508
549,0.43142
550,0.33831
551,0.29695
552,0.28758
553,0.26634
554,0.26746
555,0.28239
556,0.32232
557,0.40051
558,0.63949
559,1.14504
560,1.08793
561,0.42341
562,0.48622
563,0.43057
564,0.53601
565,0.65721
566,0.73126
567,0.92584
568,1.01001
569,0.94939
570,0.72214
571,0.54372
572,0.47877
573,0.54962
574,0.79354
575,1.05171
576,0.97021
577,1.05744
578,0.59229
579,0.47448
580,0.50324
581,0.53928
582,0.85141
583,1.41989
584,0.6483
585,0.47352
586,0.5208
587,0.76567
588,1.0444
589,1.26098
590,0.5559
591,0.51184
592,0.40503
593,0.30647
594,0.046
595,0.519425
596,0.46918
597,-0.025
598,0.49609000000000003
599,-0.02266
600,0.43391
601,0.68971
602,0.86586
603,0.98475
604,0.91299
605,0.97524
606,1.19001
607,1.932
608,2.31867
609,1.22231
610,0.28701
611,0.51147
612,0.85794
613,1.12581
614,1.24493
615,1.08762
616,0.36748
617,0.43867
618,0.31796
619,0.7176349999999999
620,0.07298
621,0.26943
622,0.19213
623,0.37805
624,0.79169
625,1.0506
626,0.81005
627,0.83652
628,0.83783
629,0.69124
630,0.76648
631,0.77247
632,0.71091
633,0.28136
634,0.53251
635,0.73946
636,0.8905
637,0.95827
638,0.82819
639,0.77845
640,0.76517
641,0.7323
642,0.57689
643,0.44871
644,0.45654
645,0.695
646,1.28577
647,0.73676
648,0.71277
649,0.92027
650,0.85068
651,0.76416
652,0.67997
653,0.87568
654,1.52901
655,1.69628
656,1.5948
657,1.09671
658,0.360235
659,0.5461
660,0.64375
661,0.69131
662,1.09586
663,0.32927
664,0.18913
665,0.7244
666,0.59868
667,0.29584
668,0.75643
669,0.18906
670,0.661465
671,0.25182
672,0.71046
673,0.49472
674,0.34573
675,0.34441
676,0.39221
677,0.49707
678,0.88831
679,1.47129
680,1.18714
681,0.60928
682,0.8497
683,0.45222
684,0.54729
685,0.67812
686,0.74342
687,0.45203
688,0.39213
689,0.50353
690,0.94011
691,1.78744
692,1.80823
693,2.3873
694,2.75327
695,2.13943
696,1.09537
697,1.04462
698,1.03236
699,0.85008
700,0.88552
701,1.08577
702,1.97615
703,3.54097
704,2.55533
705,1.44538
706,0.88327
707,0.80248
708,1.06854
709,1.06907
710,0.90945
711,0.7771
712,0.65368
713,0.72257
714,0.82977
715,0.85994
716,0.77864
717,1.07783
718,1.32596
719,1.47585
720,1.56198
721,1.10513
722,0.94371
723,0.90705
724,0.89982
725,1.08399
726,1.66951
727,3.84975
728,1.94301
729,1.16482
730,0.89725
731,0.99991
732,0.91845
733,0.72245
734,0.99809
735,0.93199
736,0.91106
737,0.72334
738,0.79464
739,1.12406
740,1.10919
741,1.08167
742,1.10325
743,1.01711
744,0.84934
745,0.88647
746,0.72803
747,0.55968
748,0.5963
749,0.78508
750,1.6853
751,1.97017
752,0.78191
753,0.38822
754,0.54908
755,0.52803
756,0.81277
757,1.37612
758,1.27442
759,1.14736
760,1.10424
761,1.35735
762,1.69353
763,1.56986
764,1.32228
765,0.98939
766,0.82735
767,0.82499
768,0.89959
769,1.04969
770,0.98172
771,0.89333
772,0.78144
773,0.93513
774,1.30853
775,0.9782
776,1.29527
777,0.77215
778,0.56842
779,0.48658
780,0.67774
781,0.91196
782,1.01495
783,0.82713
784,0.65664
785,0.64231
786,0.79901
787,1.19055
788,1.02522
789,0.6853
790,0.65312
791,1.21687
792,1.03452
793,0.81575
794,0.90538
795,1.34169
796,1.04892
797,0.7709
798,0.97479
799,1.11885
800,0.58537
801,0.13854
802,0.1924
803,0.55698
804,0.65639
805,0.93544
806,1.01476
807,0.96123
808,0.91059
809,0.88337
810,0.87649
811,0.64818
812,0.90768
813,1.13746
814,1.31952
815,1.03442
816,0.70419
817,0.64673
818,0.53549
819,0.48129
820,0.46407
821,0.54609
822,1.17257
823,1.53372
824,1.10049
825,1.0176
826,1.0121
827,0.386325
828,1.52536
829,1.17307
830,1.10502
831,1.0383
832,0.97772
833,0.80864
834,0.77018
835,0.80563
836,0.46304
837,0.54883
838,0.61909
839,0.72319
840,0.91188
841,0.81061
842,0.61587
843,0.56733
844,0.68501
845,0.63553
846,0.993
847,1.49793
848,1.74787
849,1.48106
850,0.97638
851,1.17875
852,1.32567
853,0.94984
854,0.9815
855,0.75281
856,0.8383
857,1.12768
858,1.33066
859,1.20282
860,0.84959
861,0.82836
862,1.75365
863,1.92497
864,1.06334
865,1.18511
866,0.81989
867,0.65447
868,0.6686
869,1.10899
870,2.63529
871,4.23001
872,2.93734
873,0.98546
874,0.44517
875,0.61982
876,0.59728
877,0.56297
878,0.65977
879,0.48717
880,0.35996
881,0.88596
882,1.50822
883,1.37117
884,1.43937
885,2.16186
886,2.23408
887,1.81954
888,1.60177
889,1.04923
890,0.55783
891,0.62143
892,0.87397
893,1.09935
894,1.76303
895,1.99066
896,1.87507
897,0.69873
898,0.36813
899,0.41142
900,0.66196
901,0.64368
902,0.84105
903,0.86841
904,0.72414
905,0.58846
906,0.51875
907,0.47095
908,0.64417
909,0.60073
910,0.49768
911,0.48917
912,0.51694
913,0.60635
914,0.69723
915,0.674
916,0.72714
917,0.96813
918,1.06026
919,1.5316
920,0.6631
921,0.39997
922,0.6021
923,0.86116
924,1.06117
925,0.94946
926,1.03571
927,0.99312
928,1.1059
929,1.24778
930,1.40692
931,1.28666
932,1.54602
933,1.50387
934,1.30729
935,1.08849
936,1.07355
937,0.87775
938,0.73888
939,0.62309
940,0.59883
941,0.75907
942,1.22557
943,1.68287
944,1.69939
945,1.22638
946,0.63255
947,0.427
948,0.46618
949,0.48315
950,1.15233
951,1.17901
952,1.06577
953,0.862
954,0.81756
955,0.90321
956,1.03238
957,0.85263
958,1.32898
959,1.5263
960,1.08338
961,0.99938
962,0.93122
963,1.04491
964,0.96919
965,0.72781
966,1.18899
967,1.20462
968,0.81889
969,0.53621
970,0.36245
971,0.305
972,0.56677
973,0.91879
974,0.98085
975,0.80756
976,0.66838
977,0.74326
978,0.57788
979,0.62913
980,0.80924
981,1.23204
982,1.32147
983,1.3408
984,1.11678
985,0.72524
986,0.69366
987,0.5834
988,0.46939
989,0.71424
990,1.18956
991,2.04449
992,1.81444
993,1.15138
994,1.08407
995,0.84068
996,0.95383
997,1.2098
998,1.5843
999,1.58496
1000,1.31801
1001,1.22047
1002,0.95995
1003,0.5185
1004,0.33932
1005,0.43881
1006,0.6317
1007,0.42434
1008,0.81107
1009,0.85438
1010,0.6475
1011,0.52257
1012,0.58143
1013,0.69213
1014,1.05746
1015,1.62837
1016,1.57282
1017,1.00551
1018,0.83258
1019,0.71353
1020,1.13409
1021,1.26214
1022,0.4397
1023,0.52462
1024,0.60024
1025,0.50287
1026,0.13555
1027,0.07373
1028,0.84743
1029,1.27069
1030,1.40055
1031,1.36898
1032,0.52598
1033,0.56822
1034,0.75374
1035,0.79615
1036,0.76427
1037,1.10314
1038,1.96326
1039,2.74199
1040,1.2601
1041,0.6167
1042,0.50909
1043,0.87869
1044,1.20922
1045,1.29579
1046,0.57181
1047,0.87218
1048,0.62719
1049,0.50474
1050,0.0
1051,0.05557
1052,1.01841
1053,0.55848
1054,0.5205
1055,0.48957
1056,0.50391
1057,0.71618
1058,0.69496
1059,0.51113
1060,0.55953
1061,0.86029
1062,2.53525
1063,2.21389
1064,1.2815
1065,1.23932
1066,0.6205400000000001
1067,1.64755
1068,1.57412
1069,1.8116
1070,1.54743
1071,1.23576
1072,0.97303
1073,0.93955
1074,1.08036
1075,0.94666
1076,0.48902
1077,0.52192
1078,0.57295
1079,0.6339
1080,1.1537
1081,1.17516
1082,1.14544
1083,1.01896
1084,0.84252
1085,1.03585
1086,2.30468
1087,2.77088
1088,1.72862
1089,0.83941
1090,0.67703
1091,0.73617
1092,1.10697
1093,1.41598
1094,1.52422
1095,0.42207
1096,0.53839
1097,0.61676
1098,0.84667
1099,0.87138
1100,0.87744
1101,0.33661
1102,0.48164
1103,0.29733
1104,0.23322
1105,0.24085
1106,0.22923
1107,0.2522
1108,0.21198
1109,0.35138
1110,0.83053
1111,1.2537
1112,0.5695
1113,0.41563
1114,0.35306
1115,0.53016
1116,0.71102
1117,0.59513
1118,0.44941
1119,0.41453
1120,0.41818
1121,0.82086
1122,0.88749
1123,0.72388
1124,0.57651
1125,0.50457
1126,0.52241
1127,0.9567
1128,0.94701
1129,0.79923
1130,0.47412
1131,0.44589
1132,0.52893
1133,0.53213
1134,0.8087
1135,0.91183
1136,0.49499
1137,0.32263
1138,0.47094
1139,0.4098
1140,0.39579
1141,0.46155
1142,0.35885
1143,0.24895
1144,0.24002
1145,0.31299
1146,0.44819
1147,0.45277
1148,0.44662
1149,0.50538
1150,0.45814
1151,0.78577
1152,0.87537
1153,0.68442
1154,0.69596
1155,0.63688
1156,0.58845
1157,0.73375
1158,1.18235
1159,2.05306
1160,1.87168
1161,1.79294
1162,1.18652
1163,1.11702
1164,1.05415
1165,0.98289
1166,0.87917
1167,0.90001
1168,0.89078
1169,0.9012
1170,1.48722
1171,1.0402
1172,1.0449
1173,0.76
1174,0.95815
1175,0.72611
1176,0.60628
1177,0.5851
1178,0.60935
1179,0.64694
1180,0.61396
1181,0.96347
1182,1.71545
1183,1.66951
1184,0.9594
1185,0.56994
1186,0.60072
1187,0.68335
1188,0.73347
1189,0.58548
1190,0.58805
1191,0.75142
1192,0.75101
1193,0.98681
1194,0.9344
1195,0.86581
1196,0.99535
1197,0.85523
1198,0.86814
1199,0.8799
1200,0.77263
1201,0.66621
1202,0.50268
1203,0.50069
1204,0.61124
1205,0.57821
1206,1.06649
1207,1.86358
1208,1.20711
1209,0.78869
1210,0.459085
1211,0.42444
1212,0.60615
1213,0.49742
1214,0.51415
1215,0.60643
1216,0.64801
1217,0.58013
1218,0.62139
1219,0.45278
1220,0.53155
1221,0.47196
1222,0.58652
1223,1.4833
1224,1.07007
1225,0.50572
1226,0.44164
1227,0.52088
1228,0.4907
1229,0.52231
1230,1.6584
1231,0.77345
1232,0.57171
1233,0.41239
1234,0.43593
1235,0.54835
1236,0.5894
1237,0.61397
1238,0.61936
1239,0.69068
1240,0.68748
1241,0.66991
1242,0.70377
1243,0.69117
1244,0.56189
1245,0.88141
1246,1.09274
1247,0.73197
1248,1.06102
1249,0.88482
1250,0.77363
1251,0.59709
1252,0.57252
1253,0.71626
1254,1.51217
1255,2.38289
1256,1.16692
1257,1.16949
1258,1.08448
1259,0.64627
1260,0.39573
1261,0.34855
1262,0.48468
1263,0.5695
1264,0.88589
1265,1.19585
1266,0.63823
1267,0.49932
1268,0.53113
1269,0.70844
1270,0.53084
1271,0.54083
1272,0.78715
1273,0.94121
1274,0.6328
1275,0.67365
1276,0.80657
1277,1.20005
1278,1.87434
1279,2.44445
1280,0.87604
1281,0.4306
1282,0.51566
1283,0.65757
1284,0.58565
1285,0.77118
1286,0.76675
1287,0.87748
1288,1.51988
1289,1.61699
1290,1.38941
1291,1.10106
1292,1.33342
1293,1.32356
1294,1.02025
1295,1.15173
1296,0.63113
1297,0.59302
1298,0.58753
1299,0.52882
1300,0.50958
1301,0.5775
1302,0.75008
1303,0.7667
1304,0.86514
1305,0.72284
1306,0.90396
1307,0.9219
1308,1.01693
1309,0.78808
1310,0.69242
1311,0.81645
1312,0.66296
1313,0.89953
1314,1.07539
1315,0.75832
1316,0.65126
1317,0.8476
1318,0.77688
1319,0.58319
1320,0.366
1321,0.38703
1322,0.38111
1323,0.33001
1324,0.39719
1325,0.73533
1326,1.17058
1327,1.41363
1328,1.73011
1329,1.48608
1330,1.2146
1331,1.04461
1332,0.8212
1333,0.35411
1334,0.69841
1335,0.57568
1336,0.53421
1337,0.76838
1338,0.71248
1339,0.59681
1340,0.59699
1341,0.44333
1342,0.84336
1343,1.27148
1344,0.99142
1345,0.80774
1346,0.73235
1347,0.59942
1348,0.62656
1349,0.86689
1350,1.51818
1351,2.4884
1352,1.52861
1353,1.1959
1354,1.32151
1355,1.22114
1356,0.8199
1357,0.79098
1358,0.80536
1359,0.86836
1360,0.78999
1361,0.84592
1362,0.99216
1363,0.88264
1364,0.97234
1365,1.10771
1366,1.16309
1367,0.99718
1368,0.77975
1369,0.76761
1370,0.62545
1371,0.5605
1372,0.48862
1373,0.62665
1374,0.92453
1375,1.59943
1376,1.72533
1377,1.5562
1378,1.49915
1379,1.21811
1380,1.06512
1381,0.7523
1382,0.73141
1383,1.08036
1384,0.70204
1385,0.66014
1386,0.65865
1387,0.61908
1388,0.70592
1389,0.91711
1390,1.94984
1391,2.36429
1392,1.58126
1393,1.0329
1394,0.49768
1395,0.48123
1396,0.65941
1397,0.81358
1398,1.42413
1399,2.04944
1400,1.28126
1401,0.69362
1402,0.679225
1403,0.58173
1404,0.66663
1405,0.6219
1406,0.67107
1407,0.70156
1408,0.64947
1409,0.68031
1410,0.68543
1411,0.73056
1412,1.28388
1413,1.31742
1414,1.21421
1415,1.54746
1416,1.8735
1417,1.57132
1418,1.48937
1419,1.05792
1420,0.95148
1421,1.11901
1422,1.6096
1423,2.75913
1424,2.14535
1425,1.75567
1426,1.5278
1427,1.07412
1428,0.90189
1429,0.9142
1430,1.02391
1431,0.95051
1432,1.0807
1433,1.68719
1434,1.21452
1435,2.61713
1436,3.03747
1437,3.03561
1438,4.08204
1439,3.85278
1440,2.42327
1441,2.5263
1442,1.93014
1443,1.59233
1444,1.10481
1445,1.05811
1446,1.23971
1447,2.35155
1448,1.83891
1449,0.87557
1450,1.32341
1451,1.31335
1452,1.01457
1453,0.97007
1454,0.96289
1455,0.9975
1456,1.01407
1457,0.97971
1458,1.02005
1459,1.22113
1460,1.3646
1461,1.59218
1462,2.17637
1463,2.25548
1464,1.87138
1465,0.85807
1466,0.75613
1467,0.71031
1468,0.8387
1469,0.70287
1470,0.72453
1471,0.80223
1472,0.73302
1473,0.72252
1474,0.79637
1475,0.93242
1476,0.98267
1477,1.03682
1478,0.86397
1479,0.73493
1480,0.74357
1481,0.85516
1482,1.26465
1483,1.29234
1484,1.10019
1485,1.2909
1486,1.51859
1487,1.17164
1488,1.10981
1489,0.94712
1490,0.68442
1491,0.5586
1492,0.5986
1493,0.84962
1494,1.17907
1495,2.14642
1496,1.60267
1497,0.86804
1498,0.90697
1499,0.6800200000000001
1500,0.92155
1501,0.68203
1502,0.81264
1503,0.68653
1504,0.8529
1505,0.83288
1506,0.82161
1507,1.17572
1508,0.70471
1509,1.16219
1510,0.93029
1511,1.02417
1512,0.9084
1513,0.84032
1514,0.93502
1515,0.76041
1516,0.49361
1517,0.59094
1518,1.30061
1519,1.23775
1520,1.81354
1521,1.39464
1522,0.8721
1523,0.87233
1524,1.07157
1525,1.18058
1526,1.01187
1527,0.94306
1528,0.78043
1529,0.98619
1530,1.07417
1531,0.94026
1532,1.23856
1533,1.25021
1534,0.69465
1535,0.67418
1536,0.7657
1537,0.74729
1538,0.51729
1539,0.40735
1540,0.44895
1541,0.81036
1542,0.89502
1543,0.63164
1544,0.65337
1545,0.71827
1546,0.53976
1547,0.71667
1548,0.98643
1549,1.34161
1550,1.23286
1551,1.12908
1552,1.44557
1553,1.11616
1554,1.70358
1555,2.13333
1556,0.93303
1557,0.72762
1558,0.8957
1559,1.31761
1560,1.38235
1561,1.46532
1562,1.28943
1563,0.95439
1564,0.59791
1565,0.89601
1566,2.02429
1567,2.64772
1568,1.63935
1569,1.25466
1570,0.83616
1571,0.78406
1572,0.96197
1573,1.23597
1574,1.17445
1575,1.05942
1576,1.10968
1577,1.11635
1578,1.6431
1579,2.07765
1580,2.59882
1581,3.26915
1582,2.88636
1583,1.68845
1584,1.19951
1585,0.9576
1586,0.50941
1587,0.45782
1588,0.40258
1589,0.51721
1590,2.11428
1591,3.07387
1592,1.00428
1593,0.38838
1594,0.56427
1595,0.62809
1596,0.62053
1597,0.61807
1598,0.74808
1599,0.67773
1600,0.61384
1601,0.71795
1602,0.74253
1603,0.73378
1604,0.75277
1605,0.47602
1606,0.34099
1607,0.67715
1608,0.96523
1609,0.62882
1610,0.63096
1611,0.53129
1612,0.48433
1613,0.47552
1614,0.54364
1615,0.45271
1616,0.49233
1617,0.58549
1618,0.72822
1619,0.75596
1620,0.79763
1621,0.91921
1622,1.02233
1623,1.00502
1624,0.83161
1625,0.73113
1626,0.72711
1627,0.69761
1628,0.53626
1629,0.91716
1630,1.1378
1631,0.48659
1632,0.43525
1633,0.46314
1634,0.52008
1635,0.48213
1636,0.35446
1637,0.39361
1638,0.42576
1639,0.34741
1640,0.35985
1641,0.49716
1642,0.55154
1643,0.64031
1644,0.67877
1645,0.68787
1646,0.72872
1647,0.71909
1648,0.7178
1649,0.69055
1650,0.67497
1651,0.67057
1652,0.54529
1653,0.49409
1654,0.44827
1655,0.37358
1656,0.30947
1657,0.30317
1658,0.33439
1659,0.27833
1660,0.36844
1661,0.47721
1662,0.73577
1663,1.41515
1664,1.16007
1665,0.98114
1666,0.74924
1667,0.53093
1668,0.5987
1669,0.61744
1670,0.65463
1671,0.77759
1672,0.79254
1673,1.01919
1674,1.0834
1675,1.05784
1676,1.05286
1677,1.11851
1678,0.86647
1679,0.61633
1680,0.47008
1681,0.48855
1682,0.41514
1683,0.37668
1684,0.37674
1685,0.41011
1686,0.86887
1687,1.59047
1688,1.66895
1689,0.472715
1690,1.60211
1691,1.55486
1692,1.39584
1693,1.33355
1694,1.06065
1695,1.13338
1696,1.0965
1697,1.20407
1698,1.17884
1699,1.26894
1700,1.17611
1701,0.95359
1702,1.55189
1703,1.40057
1704,1.18592
1705,1.01371
1706,0.82465
1707,0.77275
1708,0.71412
1709,0.87279
1710,1.25077
1711,1.46224
1712,1.13665
1713,0.94132
1714,0.87857
1715,0.93775
1716,0.98776
1717,1.12625
1718,1.04583
1719,1.04327
1720,0.99436
1721,1.14991
1722,1.19495
1723,0.90519
1724,1.26028
1725,1.98543
1726,2.21302
1727,1.20383
1728,1.01064
1729,0.6859
1730,0.46643
1731,0.46788
1732,0.42411
1733,0.51778
1734,0.69972
1735,1.41062
1736,0.87516
1737,1.13618
1738,0.82112
1739,0.78515
1740,0.82647
1741,1.03161
1742,1.30595
1743,1.14567
1744,1.15127
1745,1.21471
1746,1.82334
1747,1.17688
1748,0.93123
1749,0.8087
1750,0.77997
1751,0.95825
1752,0.86624
1753,0.4418
1754,0.45425
1755,0.37156
1756,0.37099
1757,0.54539
1758,1.13669
1759,1.29566
1760,0.96933
1761,0.91632
1762,0.68716
1763,0.75533
1764,0.94658
1765,1.23797
1766,1.14518
1767,0.98712
1768,1.0179
1769,1.26514
1770,1.3422
1771,1.44931
1772,1.53495
1773,1.73472
1774,1.11865
1775,1.14304
1776,1.14042
1777,0.80578
1778,0.98975
1779,0.94033
1780,0.60985
1781,0.67933
1782,0.96355
1783,1.70629
1784,1.24623
1785,0.66454
1786,0.71307
1787,0.61601
1788,0.68332
1789,0.67633
1790,0.67978
1791,0.75183
1792,0.80519
1793,1.0964
1794,1.16644
1795,1.2017
1796,0.58549
1797,0.60972
1798,0.45546
1799,0.56986
1800,0.59211
1801,0.54386
1802,0.44765
1803,0.64587
1804,0.57992
1805,0.45083
1806,0.77498
1807,0.73779
1808,0.52341
1809,0.59889
1810,0.7075
1811,0.7332
1812,0.76216
1813,0.84312
1814,0.90287
1815,0.85421
1816,0.87716
1817,0.86421
1818,0.86852
1819,0.7266
1820,0.59828
1821,0.84833
1822,1.14686
1823,0.48972
1824,0.44716
1825,0.41928
1826,0.40317
1827,0.43333
1828,0.43423
1829,0.52172
1830,1.29394
1831,1.77731
1832,0.84041
1833,0.84371
1834,0.85652
1835,1.05946
1836,0.638125
1837,0.63493
1838,0.62129
1839,0.93802
1840,0.81203
1841,0.94473
1842,0.8172
1843,0.93016
1844,1.34114
1845,0.76184
1846,0.27535
1847,0.51769
1848,1.14461
1849,0.63665
1850,0.44226
1851,0.34668
1852,0.29634
1853,0.2921
1854,0.42438
1855,0.44672
1856,0.46761
1857,0.52573
1858,0.46525
1859,0.57612
1860,0.66916
1861,0.69565
1862,0.75566
1863,0.76044
1864,1.3863
1865,1.25749
1866,1.05844
