,Kennedy_CO_pmm
1867,0.55686
1868,0.41298
1869,0.40871
1870,0.6318
1871,0.754
1872,0.68555
1873,0.5803
1874,0.56514
1875,0.52158
1876,0.45496
1877,0.69507
1878,0.97211
1879,0.89024
1880,0.77954
1881,0.75023
1882,0.94884
1883,0.87217
1884,0.48717
1885,0.55801
1886,0.70064
1887,0.7951
1888,0.92346
1889,0.62889
1890,0.8288
1891,0.8924
1892,1.02797
1893,1.12478
1894,0.82103
1895,0.5955
1896,0.50597
1897,0.38074
1898,0.33435
1899,0.42942
1900,0.51883
1901,0.91694
1902,1.08465
1903,1.64464
1904,1.64843
1905,0.75686
1906,0.59297
1907,0.49883
1908,0.54284
1909,0.49975
1910,0.4381
1911,0.43019
1912,0.37071
1913,0.45481
1914,0.55134
1915,0.60585
1916,0.79165
1917,0.58594
1918,1.20578
1919,0.8428
1920,0.55627
1921,0.48331
1922,0.35855
1923,0.39233
1924,0.56191
1925,1.39582
1926,1.7485
1927,1.45417
1928,1.69634
1929,1.54
1930,1.39136
1931,0.92634
1932,0.59474
1933,0.44736
1934,0.36403
1935,0.36766
1936,0.35415
1937,0.42937
1938,0.55396
1939,0.56995
1940,0.64403
1941,0.45519
1942,0.5211
1943,0.73647
1944,0.90758
1945,0.58971
1946,0.51544
1947,0.6306
1948,1.12364
1949,1.78181
1950,2.23352
1951,1.8676
1952,1.2444
1953,1.05316
1954,0.69058
1955,0.42674
1956,0.33855
1957,0.35281
1958,0.32008
1959,0.34454
1960,0.38317
1961,0.47009
1962,0.58916
1963,0.79254
1964,0.70308
1965,0.70799
1966,0.94421
1967,0.58645
1968,0.49995
1969,0.39965
1970,0.39569
1971,0.5061
1972,0.63558
1973,0.98149
1974,0.79847
1975,0.77285
1976,0.56574
1977,0.63393
1978,0.62436
1979,0.63891
1980,0.60487
1981,0.63203
1982,0.60222
1983,0.50378
1984,0.62431
1985,0.66143
1986,0.73923
1987,0.88802
1988,0.77046
1989,0.74526
1990,0.75735
1991,0.5208
1992,0.68665
1993,0.50006
1994,0.4094
1995,0.45985
1996,0.48261
1997,0.68746
1998,1.1829
1999,1.24817
2000,0.74645
2001,0.58205
2002,0.44339
2003,0.38461
2004,0.41717
2005,0.41007
2006,0.39017
2007,0.39843
2008,0.37653
2009,0.44849
2010,0.63836
2011,0.98879
2012,1.30622
2013,1.62209
2014,1.18789
2015,1.15122
2016,0.74745
2017,0.81074
2018,0.73743
2019,0.7873
2020,1.21663
2021,1.57545
2022,2.87324
2023,1.3241
2024,0.92954
2025,0.65573
2026,0.58925
2027,0.52237
2028,0.44578
2029,0.48048
2030,0.3859
2031,0.39725
2032,0.43674
2033,0.54914
2034,0.72122
2035,0.68165
2036,1.1351
2037,1.0826
2038,0.95181
2039,0.59557
2040,0.40164
2041,0.43027
2042,0.63628
2043,0.69982
2044,1.18807
2045,1.95769
2046,2.2831
2047,1.697
2048,0.85516
2049,0.6624
2050,0.62827
2051,0.51773
2052,0.42699
2053,0.42493
2054,0.4189
2055,0.4194
2056,0.41476
2057,0.47885
2058,0.56099
2059,0.79199
2060,1.32055
2061,0.95838
2062,0.7131
2063,0.60562
2064,0.5007
2065,0.53386
2066,0.55322
2067,0.61052
2068,0.77897
2069,1.20292
2070,2.46923
2071,2.64565
2072,1.88108
2073,1.012135
2074,0.98091
2075,0.77699
2076,0.79289
2077,0.57417
2078,0.49497
2079,0.47366
2080,0.48056
2081,0.58088
2082,0.67413
2083,0.89364
2084,0.86056
2085,0.71588
2086,0.55692
2087,0.5686
2088,0.54034
2089,0.39351
2090,0.36993
2091,0.51858
2092,0.80116
2093,1.33711
2094,2.25968
2095,1.11705
2096,0.70817
2097,0.71574
2098,0.80015
2099,0.80685
2100,0.72881
2101,0.47359
2102,0.43573
2103,0.46262
2104,0.6073
2105,0.62934
2106,0.82526
2107,1.02073
2108,0.73993
2109,1.17979
2110,1.48158
2111,1.25673
2112,1.00741
2113,0.60754
2114,0.56816
2115,0.55984
2116,0.61387
2117,1.11752
2118,1.5021
2119,1.86381
2120,1.45626
2121,1.08176
2122,0.80966
2123,0.887
2124,0.9289
2125,1.08268
2126,1.02465
2127,0.94081
2128,0.81984
2129,1.0725
2130,1.13818
2131,1.02865
2132,0.94621
2133,0.93632
2134,0.90006
2135,0.68373
2136,0.60436
2137,0.75504
2138,0.60972
2139,0.66269
2140,0.98818
2141,1.25377
2142,1.40652
2143,1.46658
2144,0.8198
2145,0.62911
2146,0.56102
2147,0.65519
2148,0.58726
2149,0.5206
2150,0.59817
2151,0.57984
2152,0.64197
2153,0.6566
2154,0.82319
2155,0.80295
2156,0.76194
2157,0.78912
2158,0.57863
2159,0.50963
2160,0.36054
2161,0.47222
2162,0.43562
2163,0.51915
2164,0.67144
2165,1.4648
2166,1.37187
2167,1.03973
2168,0.9002
2169,0.599
2170,0.67329
2171,0.56579
2172,1.07362
2173,0.94008
2174,0.50689
2175,0.48854
2176,0.47
2177,0.5387
2178,0.6185
2179,0.64765
2180,0.59859
2181,0.70309
2182,0.61349
2183,0.61464
2184,0.54329
2185,0.62507
2186,0.6561
2187,0.53421
2188,0.68994
2189,0.84385
2190,0.97141
2191,1.16356
2192,1.22299
2193,0.82621
2194,0.7627349999999999
2195,0.94644
2196,0.55567
2197,0.49823
2198,0.55517
2199,0.5452
2200,0.82896
2201,1.42711
2202,2.00657
2203,2.77864
2204,3.54172
2205,3.16803
2206,1.34036
2207,1.1008
2208,1.12467
2209,1.33018
2210,0.78764
2211,0.90977
2212,1.21485
2213,1.95691
2214,2.40982
2215,2.21498
2216,2.24104
2217,1.96283
2218,1.36512
2219,0.84589
2220,0.57547
2221,0.44216
2222,0.41931
2223,0.36978
2224,0.39041
2225,0.50177
2226,0.73567
2227,0.69452
2228,0.69893
2229,0.55312
2230,0.48069
2231,0.39996
2232,0.3666
2233,0.2858
2234,0.28556
2235,0.34286
2236,0.39182
2237,0.52495
2238,0.87133
2239,0.80628
2240,0.58263
2241,0.49624
2242,0.3495
2243,0.30119
2244,0.3207
2245,0.32543
2246,0.30148
2247,0.32625
2248,0.34883
2249,0.40737
2250,0.51976
2251,0.56338
2252,0.55131
2253,0.50772
2254,0.41695
2255,0.34614
2256,0.30755
2257,0.25491
2258,0.25837
2259,0.2812
2260,0.32738
2261,0.4518
2262,0.62652
2263,0.74401
2264,0.78861
2265,0.70058
2266,0.34849
2267,0.36901
2268,0.34405
2269,0.35434
2270,0.32369
2271,0.38673
2272,0.45645
2273,0.4931
2274,0.66419
2275,0.65657
2276,0.67478
2277,0.59029
2278,0.57167
2279,0.43376
2280,0.39304
2281,0.33723
2282,0.32042
2283,0.31979
2284,0.33549
2285,0.41304
2286,0.59759
2287,0.7012
2288,0.50499
2289,0.62345
2290,0.38442
2291,0.37835
2292,0.40304
2293,0.41138
2294,0.39214
2295,0.37861
2296,0.43982
2297,0.53815
2298,0.6367
2299,0.78445
2300,0.72677
2301,0.64964
2302,0.52413
2303,0.46163
2304,0.35399
2305,0.3704
2306,0.46095
2307,0.53682
2308,0.56169
2309,0.6147
2310,0.71964
2311,0.90619
2312,0.72327
2313,0.59427
2314,0.53591
2315,0.47505
2316,0.46332
2317,0.42718
2318,0.46014
2319,0.44429
2320,0.45493
2321,0.47278
2322,0.73163
2323,0.81047
2324,0.71052
2325,0.68948
2326,0.57758
2327,0.45005
2328,0.38478
2329,0.39489
2330,0.4568
2331,0.4985
2332,0.73509
2333,1.55141
2334,1.91246
2335,1.44317
2336,0.78063
2337,0.59768
2338,0.5048
2339,0.50111
2340,0.48551
2341,0.45176
2342,0.4487
2343,0.44971
2344,0.44892
2345,0.68118
2346,0.6798
2347,1.01123
2348,1.07699
2349,1.04769
2350,1.03137
2351,0.77517
2352,0.57782
2353,0.49201
2354,0.47205
2355,0.58603
2356,0.68584
2357,1.01778
2358,1.3566
2359,1.92069
2360,1.41303
2361,0.65692
2362,0.61339
2363,0.6248
2364,0.63766
2365,0.45082
2366,0.39888
2367,0.4738
2368,0.58337
2369,0.6673
2370,0.59869
2371,0.71724
2372,0.75029
2373,0.70102
2374,0.65831
2375,0.53908
2376,0.43011
2377,0.32628
2378,0.33691
2379,0.41852
2380,0.64056
2381,1.39394
2382,1.31068
2383,1.42554
2384,1.30721
2385,0.63174
2386,0.40441
2387,0.5770200000000001
2388,0.46247
2389,0.47432
2390,0.48851
2391,0.56341
2392,0.85237
2393,1.11031
2394,0.72206
2395,0.67795
2396,0.63549
2397,1.23823
2398,2.0834
2399,1.38625
2400,0.50322
2401,0.37338
2402,0.37844
2403,0.41831
2404,0.88766
2405,2.0393
2406,2.46067
2407,0.99478
2408,0.91651
2409,0.87882
2410,0.88427
2411,0.86411
2412,0.96374
2413,1.08834
2414,0.79404
2415,0.44772
2416,0.47551
2417,0.56426
2418,0.81204
2419,0.9414
2420,0.83322
2421,1.45779
2422,0.95099
2423,0.45206
2424,0.47741
2425,0.50264
2426,0.63374
2427,0.70691
2428,0.88393
2429,1.68154
2430,2.05913
2431,1.55903
2432,1.13711
2433,0.90948
2434,0.86314
2435,0.86597
2436,0.8586
2437,0.81692
2438,0.8762
2439,0.87393
2440,1.00019
2441,1.2863
2442,1.47255
2443,1.31879
2444,1.33927
2445,1.33612
2446,1.27826
2447,1.19354
2448,0.68506
2449,0.69084
2450,0.70016
2451,0.78256
2452,1.00966
2453,1.54074
2454,1.95661
2455,1.62555
2456,1.18402
2457,0.85431
2458,0.79808
2459,0.77806
2460,0.74904
2461,0.79444
2462,0.85787
2463,1.05973
2464,0.95161
2465,1.04232
2466,1.12468
2467,1.37844
2468,0.95764
2469,1.05928
2470,1.1165
2471,0.98301
2472,0.81817
2473,0.8027
2474,0.72964
2475,0.77107
2476,1.27166
2477,1.5308
2478,1.62283
2479,1.50586
2480,0.87243
2481,0.6673
2482,0.57908
2483,0.54064
2484,0.50042
2485,0.49004
2486,0.45963
2487,0.43088
2488,0.48274
2489,0.49851
2490,0.93113
2491,0.86813
2492,0.95331
2493,0.86227
2494,0.5213
2495,0.52248
2496,0.40783
2497,0.3915
2498,0.45768
2499,0.47477
2500,0.61677
2501,1.0951
2502,1.69864
2503,1.26054
2504,1.19294
2505,1.18495
2506,0.94857
2507,0.75172
2508,0.66019
2509,0.71752
2510,0.77653
2511,0.62394
2512,0.56631
2513,0.6267
2514,0.96682
2515,0.86497
2516,1.01646
2517,0.93288
2518,0.80297
2519,0.67206
2520,0.62661
2521,0.66582
2522,0.616
2523,0.61587
2524,0.7731
2525,1.88643
2526,2.44533
2527,1.65351
2528,1.47469
2529,1.01712
2530,0.73415
2531,0.65446
2532,0.65907
2533,0.5865400000000001
2534,1.42148
2535,0.78415
2536,0.56435
2537,0.76257
2538,0.93673
2539,1.27774
2540,1.56646
2541,1.73809
2542,1.30408
2543,0.74062
2544,0.62798
2545,0.89757
2546,0.97443
2547,0.76496
2548,1.13042
2549,1.15099
2550,1.26598
2551,1.62355
2552,1.14046
2553,1.08473
2554,0.77715
2555,0.61338
2556,0.53043
2557,0.5964
2558,0.51728
2559,0.4816
2560,0.50878
2561,0.60162
2562,0.60414
2563,0.80296
2564,0.86618
2565,1.20924
2566,1.17532
2567,1.33976
2568,1.05594
2569,0.63452
2570,0.50169
2571,0.52326
2572,0.47903
2573,0.74373
2574,1.08025
2575,1.03773
2576,0.74595
2577,0.60292
2578,0.47044
2579,0.44963
2580,0.46824
2581,0.80341
2582,0.65351
2583,0.50518
2584,0.47857
2585,0.5171
2586,0.51946
2587,0.69124
2588,0.82237
2589,0.8742
2590,0.82227
2591,0.57318
2592,0.50245
2593,0.45396
2594,0.47175
2595,0.57345
2596,0.54249
2597,0.73929
2598,0.96169
2599,0.72648
2600,0.54332
2601,0.40431
2602,0.42358
2603,0.36108
2604,0.41158
2605,0.41513
2606,0.38051
2607,0.35788
2608,0.32846
2609,0.3677
2610,0.76402
2611,0.88699
2612,0.69056
2613,0.78029
2614,0.81849
2615,0.61385
2616,0.51724
2617,0.31352
2618,0.3349
2619,0.43194
2620,0.41547
2621,0.62433
2622,0.61114
2623,0.91654
2624,0.8794
2625,0.67584
2626,0.62643
2627,0.55051
2628,0.54034
2629,0.43703
2630,0.47939
2631,0.46146
2632,0.30674
2633,0.48178
2634,0.65105
2635,0.73852
2636,0.61373
2637,0.71206
2638,0.49831
2639,0.54389
2640,0.34347
2641,0.38806
2642,0.35623
2643,0.35722
2644,0.32045
2645,0.47851
2646,0.73601
2647,0.85483
2648,0.69412
2649,0.59303
2650,0.60218
2651,0.68289
2652,0.53597
2653,0.46012
2654,0.49722
2655,0.39526
2656,0.39652
2657,0.50434
2658,0.6097
2659,0.46008
2660,0.48306
2661,0.67982
2662,0.46175
2663,0.36031
2664,0.25984
2665,0.30679
2666,0.4311
2667,0.59648
2668,0.78003
2669,1.11407
2670,1.4843
2671,2.38186
2672,1.6703
2673,1.22138
2674,0.91764
2675,0.41929
2676,0.6292
2677,0.59562
2678,0.6722049999999999
2679,0.41951
2680,0.5015
2681,0.88093
2682,0.63701
2683,0.78482
2684,2.22479
2685,2.42618
2686,1.87643
2687,0.92005
2688,0.8131
2689,0.58573
2690,0.71899
2691,0.53316
2692,0.75076
2693,1.46142
2694,2.44822
2695,1.88546
2696,1.48129
2697,1.43202
2698,1.04276
2699,0.76701
2700,0.43305
2701,0.38424
2702,0.349
2703,0.31146
2704,0.33015
2705,0.46973
2706,0.55786
2707,0.55642
2708,0.52809
2709,0.54785
2710,0.61471
2711,0.49187
2712,0.32599
2713,0.25324
2714,0.20741
2715,0.26208
2716,0.37178
2717,0.64125
2718,1.16676
2719,1.45218
2720,1.3847
2721,0.99496
2722,0.91639
2723,0.7381
2724,0.75966
2725,0.77684
2726,0.5832
2727,0.42051
2728,0.41438
2729,0.49789
2730,0.61872
2731,0.72916
2732,0.74211
2733,0.59387
2734,0.49027
2735,0.5076
2736,0.38505
2737,0.37846
2738,0.46216
2739,0.94783
2740,0.69491
2741,2.43051
2742,2.7841
2743,2.12951
2744,1.27409
2745,0.65062
2746,0.57615
2747,0.54383
2748,0.56306
2749,0.5711
2750,0.69123
2751,0.6122
2752,0.4188
2753,0.44982
2754,0.80663
2755,0.53217
2756,0.87651
2757,1.02075
2758,0.77913
2759,0.53168
2760,0.46242
2761,0.30144
2762,0.36969
2763,0.51091
2764,0.64482
2765,0.85996
2766,1.25779
2767,1.15108
2768,0.91749
2769,0.75267
2770,0.55887
2771,0.50827
2772,0.55689
2773,0.44461
2774,0.42085
2775,0.63026
2776,0.59605
2777,0.79805
2778,1.22977
2779,1.2762
2780,1.26618
2781,1.07567
2782,1.36856
2783,0.79493
2784,0.51641
2785,0.50883
2786,0.48787
2787,0.55124
2788,0.65295
2789,0.98424
2790,1.70722
2791,1.73205
2792,1.23777
2793,0.84716
2794,0.80522
2795,0.74479
2796,0.68006
2797,0.66333
2798,0.64474
2799,0.66375
2800,0.73727
2801,0.8077
2802,0.99463
2803,0.87933
2804,0.94682
2805,0.8903
2806,0.82502
2807,0.67142
2808,0.52603
2809,0.60897
2810,0.48749
2811,0.45801
2812,0.47108
2813,0.86569
2814,0.79601
2815,0.66092
2816,0.63141
2817,0.57543
2818,0.54383
2819,0.54053
2820,0.53566
2821,0.55495
2822,0.5281
2823,0.49309
2824,0.63079
2825,0.87958
2826,0.97452
2827,0.93617
2828,0.78289
2829,0.79823
2830,0.7308
2831,0.57869
2832,0.39669
2833,0.37141
2834,0.34141
2835,0.29918
2836,0.49982
2837,1.18791
2838,1.53802
2839,1.2141
2840,0.63914
2841,0.54015
2842,0.48889
2843,0.42319
2844,0.55345
2845,0.51126
2846,0.5454
2847,0.63533
2848,0.6821
2849,1.03179
2850,1.11177
2851,0.97376
2852,0.75441
2853,0.9596
2854,0.77719
2855,0.70982
2856,0.55808
2857,0.29343
2858,0.27688
2859,0.29693
2860,0.67797
2861,1.59209
2862,2.24679
2863,1.18401
2864,0.73316
2865,0.53179
2866,0.43555
2867,0.41694
2868,0.45871
2869,0.47059
2870,0.49894
2871,0.53221
2872,0.62016
2873,0.99387
2874,1.35254
2875,1.82881
2876,1.55897
2877,1.62771
2878,1.20659
2879,0.74453
2880,0.54639
2881,0.86214
2882,0.67577
2883,0.62467
2884,0.63731
2885,0.76071
2886,1.46694
2887,1.44768
2888,0.69902
2889,0.49726
2890,0.4096
2891,0.40698
2892,0.4159
2893,0.48897
2894,0.49663
2895,0.49602
2896,0.6044
2897,0.64442
2898,0.98983
2899,0.96307
2900,0.91789
2901,0.70476
2902,0.5967
2903,0.56549
2904,0.40072
2905,0.39746
2906,0.47611
2907,0.72183
2908,0.80578
2909,1.36945
2910,2.40848
2911,1.60278
2912,1.05867
2913,0.59902
2914,1.56179
2915,0.81849
2916,0.87697
2917,0.77465
2918,0.80758
2919,0.83448
2920,0.89673
2921,1.134
2922,1.62922
2923,1.45826
2924,1.38637
2925,1.3468
2926,1.18085
2927,0.82823
2928,0.62343
2929,0.54946
2930,0.54
2931,0.74017
2932,0.97155
2933,1.30745
2934,1.20537
2935,1.75465
2936,1.74032
2937,1.28774
2938,1.01189
2939,0.82996
2940,0.80822
2941,0.84286
2942,0.91733
2943,0.90461
2944,0.9547
2945,1.13571
2946,1.39738
2947,1.47911
2948,1.27068
2949,1.26698
2950,1.04372
2951,1.02135
2952,0.94262
2953,0.8584
2954,0.72992
2955,0.73474
2956,0.7268
2957,1.53249
2958,2.5923
2959,1.88206
2960,1.35719
2961,1.1353
2962,1.04671
2963,0.91691
2964,0.75807
2965,0.80522
2966,0.80178
2967,0.77598
2968,0.94819
2969,1.09286
2970,0.9809
2971,1.05811
2972,0.83622
2973,1.06463
2974,0.97988
2975,0.96912
2976,0.60744
2977,0.66048
2978,0.66763
2979,0.76603
2980,0.90581
2981,0.91193
2982,0.74712
2983,0.8202
2984,0.70033
2985,0.69889
2986,0.66772
2987,0.80849
2988,0.69313
2989,0.65592
2990,0.68466
2991,0.65193
2992,0.68195
2993,0.93508
2994,0.94545
2995,0.89104
2996,0.793
2997,0.80199
2998,0.66547
2999,0.5224
3000,0.39878
3001,0.36495
3002,0.37546
3003,0.49094
3004,0.674
3005,1.36567
3006,1.64776
3007,1.33894
3008,0.85642
3009,0.73432
3010,0.65281
3011,0.66104
3012,0.69981
3013,0.70291
3014,0.69528
3015,0.8197
3016,0.84835
3017,1.19624
3018,1.38544
3019,1.52103
3020,1.09075
3021,0.95031
3022,1.12103
3023,0.65639
3024,0.46229
3025,0.42766
3026,0.48114
3027,0.50896
3028,0.62851
3029,1.07031
3030,1.16573
3031,1.31475
3032,1.27345
3033,0.90289
3034,0.70275
3035,0.67491
3036,0.68793
3037,0.64946
3038,0.64711
3039,0.70301
3040,0.51353
3041,0.60422
3042,1.13254
3043,1.27871
3044,1.18463
3045,0.98639
3046,0.9478
3047,0.64473
3048,0.44122
3049,0.43454
3050,0.52891
3051,0.60088
3052,0.82604
3053,1.30181
3054,1.55011
3055,1.6418
3056,0.92026
3057,0.75299
3058,0.63031
3059,0.51603
3060,0.56115
3061,0.47767
3062,0.48456
3063,0.44897
3064,0.47389
3065,0.60237
3066,0.819
3067,1.02821
3068,1.09816
3069,1.00624
3070,1.11375
3071,0.89465
3072,1.09389
3073,1.0589
3074,0.85475
3075,0.80852
3076,0.75633
3077,1.09679
3078,1.39107
3079,1.16422
3080,0.97919
3081,1.02213
3082,1.05064
3083,
3084,0.78485
3085,0.52368
3086,0.55728
3087,0.53273
3088,0.69013
3089,1.60863
3090,1.72924
3091,1.81478
3092,1.30502
3093,1.3657
3094,1.03568
3095,0.48972
3096,0.62161
3097,0.64199
3098,0.51201
3099,0.6488
3100,0.59557
3101,0.90082
3102,0.91795
3103,1.14578
3104,0.89123
3105,0.79679
3106,0.59355
3107,0.47818
3108,0.48868
3109,0.50413
3110,0.49042
3111,0.4677
3112,0.47519
3113,0.52777
3114,0.6656
3115,1.02494
3116,1.35017
3117,1.62993
3118,1.79459
3119,0.88831
3120,0.90754
3121,0.90309
3122,0.89667
3123,0.71849
3124,0.70819
3125,0.93103
3126,1.1247
3127,0.84205
3128,0.88154
3129,0.99259
3130,0.9017
3131,0.76411
3132,0.74528
3133,0.61406
3134,0.72877
3135,0.64463
3136,0.56354
3137,0.63232
3138,0.69823
3139,0.93953
3140,1.18539
3141,0.88269
3142,0.8638
3143,0.76533
3144,0.99323
3145,0.89454
3146,0.86932
3147,0.79258
3148,0.90708
3149,0.91439
3150,1.06785
3151,0.99689
3152,0.81786
3153,0.61509
3154,0.58897
3155,0.67964
3156,0.63038
3157,0.68942
3158,0.83389
3159,0.89229
3160,0.88366
3161,1.09199
3162,1.04227
3163,1.22765
3164,1.31819
3165,1.36296
3166,1.16172
3167,1.02555
3168,0.87556
3169,0.80832
3170,0.58685
3171,0.79803
3172,0.86498
3173,1.49242
3174,1.57381
3175,2.06215
3176,1.78593
3177,0.89262
3178,0.83977
3179,0.81762
3180,0.72892
3181,0.81638
3182,0.85852
3183,0.74132
3184,0.78682
3185,1.2473
3186,1.37969
3187,1.21272
3188,1.48446
3189,1.22443
3190,1.12841
3191,0.66132
3192,0.49668
3193,0.4473
3194,0.46525
3195,0.45843
3196,0.90235
3197,1.17826
3198,1.5778
3199,1.79782
3200,1.15437
3201,0.78174
3202,0.75694
3203,0.78753
3204,0.75428
3205,0.77179
3206,0.76783
3207,0.67116
3208,0.77639
3209,1.13766
3210,1.12595
3211,1.10501
3212,0.98613
3213,0.81542
3214,0.89639
3215,0.63816
3216,0.43255
3217,0.4266
3218,0.42709
3219,0.48479
3220,0.64384
3221,1.20029
3222,1.45255
3223,1.30128
3224,0.83625
3225,0.73746
3226,0.67754
3227,0.69563
3228,0.70856
3229,0.5964
3230,0.62012
3231,0.68528
3232,0.76852
3233,1.1099
3234,1.29123
3235,1.3016
3236,1.25713
3237,1.09251
3238,0.56296
3239,0.50438
3240,0.66752
3241,0.66407
3242,0.58211
3243,0.56548
3244,0.56517
3245,1.38645
3246,2.47972
3247,2.20965
3248,1.89636
3249,1.18733
3250,1.65061
3251,1.27934
3252,0.87266
3253,0.72479
3254,0.53549
3255,0.53885
3256,1.04133
3257,1.51343
3258,1.55116
3259,1.5011
3260,1.64872
3261,1.41585
3262,1.10119
3263,0.86074
3264,0.63707
3265,0.75591
3266,0.66028
3267,0.58647
3268,0.91211
3269,1.20197
3270,1.24689
3271,1.55818
3272,1.13788
3273,1.32249
3274,0.88899
3275,
3276,0.86908
3277,0.85444
3278,0.8303
3279,0.76034
3280,0.71916
3281,0.89843
3282,1.07828
3283,0.8113
3284,0.85646
3285,1.11052
3286,0.99215
3287,0.77562
3288,0.85366
3289,0.74921
3290,0.9003
3291,1.47142
3292,1.13254
3293,1.93197
3294,2.26928
3295,1.47319
3296,0.96482
3297,0.92704
3298,0.95616
3299,0.92686
3300,0.72382
3301,0.75467
3302,0.63526
3303,0.80819
3304,0.71739
3305,0.81951
3306,0.82912
3307,1.08132
3308,0.97396
3309,1.13802
3310,0.82214
3311,0.57355
3312,0.5605
3313,0.50935
3314,0.53304
3315,0.6827
3316,0.82802
3317,0.75336
3318,1.04849
3319,1.03681
3320,0.78001
3321,0.64449
3322,0.57088
3323,0.58613
3324,0.57171
3325,0.66784
3326,0.6421
3327,0.69353
3328,0.77039
3329,0.90622
3330,1.03124
3331,0.80668
3332,0.76825
3333,0.69544
3334,0.63341
3335,0.56397
3336,0.48788
3337,0.38798
3338,0.42482
3339,0.43286
3340,0.57597
3341,0.81342
3342,0.99501
3343,0.94852
3344,0.88973
3345,1.03708
3346,1.10835
3347,0.74829
3348,0.85035
3349,0.89683
3350,0.76057
3351,0.76759
3352,0.77871
3353,1.13284
3354,1.29988
3355,1.32422
3356,1.26527
3357,1.05079
3358,1.05887
3359,1.21981
3360,1.09144
3361,0.74876
3362,0.59795
3363,0.61967
3364,0.83248
3365,1.17935
3366,1.95478
3367,2.28285
3368,1.267
3369,0.77056
3370,0.88005
3371,0.68113
3372,0.71199
3373,0.70596
3374,0.72117
3375,0.67411
3376,0.76355
3377,1.02781
3378,1.07195
3379,1.1164
3380,1.09515
3381,0.96231
3382,0.86241
3383,0.74158
3384,0.50911
3385,0.55121
3386,0.45082
3387,0.41661
3388,0.45363
3389,0.63344
3390,0.88471
3391,0.78233
3392,0.91477
3393,1.01085
3394,0.68457
3395,0.66851
3396,0.64613
3397,0.63826
3398,0.66026
3399,0.67017
3400,0.70978
3401,1.06699
3402,1.20758
3403,1.31331
3404,1.33595
3405,1.40511
3406,1.28008
3407,0.75102
3408,0.6065
3409,0.5341
3410,0.48645
3411,0.62268
3412,0.69375
3413,0.97095
3414,1.99301
3415,2.2509
3416,1.69245
3417,1.20061
3418,0.571
3419,0.43971
3420,0.50029
3421,0.67264
3422,0.72962
3423,0.58602
3424,0.68401
3425,0.57883
3426,0.79646
3427,1.05032
3428,1.20049
3429,1.26244
3430,1.20173
3431,0.79296
3432,0.7177
3433,0.7529
3434,0.76029
3435,0.89423
3436,0.69776
3437,1.12911
3438,1.69833
3439,1.86615
3440,1.64734
3441,1.63716
3442,1.07148
3443,1.14063
3444,1.31933
3445,1.23961
3446,0.89805
3447,0.83529
3448,0.81125
3449,0.72624
3450,1.31836
3451,1.7134
3452,1.59728
3453,1.92375
3454,1.19348
3455,2.03316
3456,1.31369
3457,1.85786
3458,1.44848
3459,1.83755
3460,1.91077
3461,2.36259
3462,2.83325
3463,1.73253
3464,1.27149
3465,1.09115
3466,0.94317
3467,0.86679
3468,0.6188
3469,0.55999
3470,0.51174
3471,0.53521
3472,0.51244
3473,0.49513
3474,0.62313
3475,0.704
3476,0.92064
3477,1.7338
3478,1.41243
3479,1.19232
3480,1.12631
3481,0.79048
3482,0.84736
3483,0.97411
3484,0.89929
3485,1.01642
3486,1.33108
3487,1.29682
3488,0.8981
3489,0.56512
3490,0.5302
3491,0.39278
3492,0.48915
3493,0.5073
3494,0.51163
3495,0.51442
3496,0.48605
3497,0.40699
3498,1.04102
3499,1.73455
3500,1.78154
3501,1.65661
3502,1.48288
3503,1.36551
3504,0.84778
3505,0.84797
3506,0.66481
3507,0.74497
3508,0.80592
3509,1.27585
3510,2.12132
3511,1.41087
3512,1.39068
3513,0.86796
3514,0.48447
3515,0.45621
3516,
3517,0.58429
3518,0.60128
3519,0.64227
3520,0.71535
3521,0.7691
3522,1.02435
3523,0.93251
3524,1.54662
3525,1.16125
3526,0.87047
3527,0.7027
3528,0.39404
3529,0.82202
3530,0.79344
3531,0.82048
3532,1.28076
3533,2.09243
3534,3.09671
3535,1.83447
3536,1.49847
3537,0.59359
3538,0.54321
3539,0.65767
3540,0.65419
3541,0.78091
3542,0.47281
3543,0.43242
3544,0.58629
3545,0.6207
3546,0.76965
3547,0.98028
3548,0.89468
3549,0.93372
3550,0.93924
3551,0.69634
3552,0.77928
3553,0.89661
3554,1.08117
3555,0.89137
3556,0.98052
3557,1.45573
3558,1.91929
3559,2.08179
3560,1.57341
3561,1.44115
3562,0.92559
3563,0.49159
3564,0.53373
3565,0.68562
3566,0.51831
3567,0.51247
3568,0.52204
3569,0.63424
3570,0.76642
3571,1.12271
3572,1.36285
3573,1.27828
3574,1.21061
3575,0.98068
3576,0.71862
3577,0.6541
3578,0.51162
3579,0.45194
3580,0.68322
3581,1.42648
3582,1.2905
3583,0.85159
3584,1.53396
3585,1.07183
3586,0.68005
3587,0.64442
3588,0.59152
3589,0.49652
3590,0.52514
3591,0.51001
3592,0.48829
3593,0.52728
3594,0.62707
3595,0.72255
3596,0.66423
3597,0.68799
3598,0.73909
3599,0.78436
3600,0.74108
3601,0.81385
3602,0.87058
3603,0.86238
3604,1.10713
3605,1.57619
3606,1.87404
3607,0.99186
3608,0.49738
3609,0.43032
3610,0.55807
3611,0.62578
3612,0.65533
3613,0.62894
3614,0.6226
3615,0.56578
