,Puente_Aranda_CO_pmm
1879,1.8761
1880,1.7583
1881,1.5427
1882,0.7298
1883,0.4074
1884,0.3679
1885,0.4208
1886,0.7118
1887,0.6437
1888,0.7011
1889,0.6964
1890,0.5443
1891,0.4749
1892,0.8776
1893,1.4437
1894,1.6829
1895,2.4372
1896,2.1717
1897,1.3638
1898,1.1279
1899,1.0599
1900,1.0075
1901,1.2764
1902,1.7235
1903,1.2359
1904,0.7196
1905,0.3952
1906,0.3232
1907,0.2916
1908,0.2761
1909,0.3804
1910,0.4156
1911,0.3872
1912,0.429
1913,0.5227
1914,0.6098
1915,0.6563
1916,0.5771
1917,0.4494
1918,0.3673
1919,0.3237
1920,0.2821
1921,0.2794
1922,0.2726
1923,0.2589
1924,0.4059
1925,0.5372
1926,0.7154
1927,0.6814
1928,0.3134
1929,0.3054
1930,0.2552
1931,0.2593
1932,0.2745
1933,0.3273
1934,0.4202
1935,0.4716
1936,0.4581
1937,0.482
1938,0.4768
1939,0.4907
1940,0.6888
1941,0.7086
1942,0.8283
1943,0.6808
1944,0.7527
1945,0.6525
1946,0.7534
1947,0.6466
1948,0.7124
1949,1.1873
1950,2.1134
1951,1.6035
1952,1.3402
1953,1.0486
1954,0.9066
1955,0.6944
1956,0.5928
1957,0.6091
1958,0.6206
1959,1.1988
1960,0.9519
1961,1.4413
1962,1.6662
1963,1.1966
1964,0.8402
1965,1.0945
1966,1.0711
1967,0.8435
1968,0.4822
1969,0.5238
1970,0.3614
1971,0.3852
1972,0.6616
1973,0.8906
1974,1.185
1975,1.1217
1976,1.0788
1977,1.1874
1978,1.1134
1979,0.9215
1980,0.8504
1981,1.1646
1982,1.1853
1983,0.8563
1984,1.3728
1985,1.6335
1986,1.8048
1987,1.6657
1988,2.2831
1989,2.5588
1990,2.5743
1991,2.9787
1992,2.3686
1993,2.2317
1994,1.9424
1995,1.753
1996,1.9018
1997,2.0735
1998,3.4002
1999,2.5954
2000,1.8719
2001,1.6723
2002,1.1821
2003,0.9076
2004,0.5481
2005,0.5813
2006,0.7891
2007,0.7281
2008,0.801
2009,0.7112
2010,1.1494
2011,1.2205
2012,1.0661
2013,0.9529
2014,1.596
2015,1.7701
2016,1.5675
2017,1.1876
2018,0.8775
2019,0.7883
2020,1.084
2021,1.9422
2022,1.7484
2023,2.0659
2024,1.6919
2025,1.0516
2026,0.56274
2027,0.6355
2028,0.8282
2029,1.0471
2030,1.0078
2031,0.7862
2032,0.7645
2033,1.0675
2034,1.1947
2035,1.2492
2036,1.12
2037,1.0277
2038,0.9739
2039,0.7173
2040,0.6344
2041,0.6878
2042,0.8365
2043,0.7161
2044,0.839
2045,0.6747
2046,1.2849
2047,1.45
2048,1.3055
2049,1.0855
2050,0.8662
2051,1.0075
2052,1.0749
2053,0.9454
2054,1.2039
2055,1.067
2056,1.0088
2057,1.0549
2058,1.2887
2059,1.2621
2060,1.9203
2061,2.0712
2062,1.3951
2063,0.8613
2064,0.6238
2065,0.4856
2066,0.6456
2067,0.3927
2068,0.4011
2069,0.5321
2070,0.6905
2071,0.626
2072,0.461
2073,0.4722
2074,0.4834
2075,0.4848
2076,0.4989
2077,0.5628
2078,0.5537
2079,0.5306
2080,0.6188
2081,0.8015
2082,0.7523
2083,0.7085
2084,0.6575
2085,0.6626
2086,0.6207
2087,0.5638
2088,0.4953
2089,0.4986
2090,0.5741
2091,0.6352
2092,0.9176
2093,1.5394
2094,1.3464
2095,0.8467
2096,0.748
2097,0.5927
2098,0.5692
2099,0.5717
2100,0.5374
2101,0.5719
2102,0.7332
2103,0.7317
2104,0.8483
2105,1.4446
2106,1.3722
2107,0.9084
2108,0.7246
2109,0.566
2110,0.4782
2111,0.389
2112,0.4071
2113,0.3908
2114,0.5148
2115,0.5037
2116,0.6598
2117,1.0938
2118,1.1754
2119,1.3386
2120,0.8661
2121,0.7826
2122,0.627895
2123,0.7732
2124,0.6954
2125,0.6217
2126,0.6433
2127,0.5841
2128,0.6826
2129,0.7496
2130,0.7587
2131,0.7993
2132,0.7137
2133,0.4957
2134,0.5602
2135,0.4846
2136,0.3887
2137,0.4162
2138,0.4238
2139,0.4296
2140,0.545
2141,0.834
2142,1.0081
2143,1.2551
2144,1.3048
2145,0.9265
2146,0.6182
2147,0.5866
2148,0.6281
2149,0.6344
2150,0.6367
2151,0.62
2152,0.6106
2153,0.7495
2154,0.7607
2155,0.6864
2156,0.7407
2157,0.9249
2158,0.7565
2159,0.5695
2160,0.4792
2161,0.4307
2162,0.3638
2163,0.3766
2164,0.4327
2165,0.5869
2166,0.8952
2167,0.6408
2168,0.5576
2169,0.4266
2170,0.4022
2171,0.412
2172,0.4087
2173,0.3853
2174,0.5511
2175,0.5374
2176,0.5425
2177,0.5921
2178,0.7035
2179,0.5937
2180,0.5739
2181,0.5722
2182,0.4893
2183,0.4525
2184,0.3741
2185,0.385
2186,0.4117
2187,0.3896
2188,0.4069
2189,0.6043
2190,0.5732
2191,0.4108
2192,0.3793
2193,0.364
2194,0.3682
2195,0.3706
2196,0.3974
2197,0.4339
2198,0.6362
2199,0.5894
2200,0.7231
2201,0.5755
2202,0.7069
2203,0.6094
2204,0.6728
2205,0.5675
2206,0.5763
2207,0.4923
2208,0.4303
2209,0.4208
2210,0.4417
2211,0.4004
2212,0.4146
2213,0.5357
2214,0.668
2215,0.6285
2216,0.586
2217,0.5627
2218,0.5306
2219,0.4938
2220,0.4956
2221,0.5332
2222,0.4998
2223,0.6159
2224,0.799
2225,0.7916
2226,0.7095
2227,0.6947
2228,1.1521
2229,1.1722
2230,0.8662
2231,0.8197
2232,0.6956
2233,0.5943
2234,0.7396
2235,0.8604
2236,0.4778
2237,0.6506
2238,1.031
2239,0.9175
2240,0.5969
2241,0.4477
2242,0.4325
2243,0.441
2244,0.4129
2245,0.4438
2246,0.4791
2247,0.5297
2248,0.5678
2249,0.6289
2250,0.8635
2251,1.0987
2252,0.6848
2253,0.8334
2254,0.9251
2255,0.6113
2256,0.5711
2257,0.6622
2258,0.6086
2259,0.5434
2260,0.7483
2261,0.847
2262,1.3487
2263,1.4077
2264,1.2591
2265,1.1734
2266,0.7267
2267,0.523
2268,0.5882000000000001
2269,0.5696
2270,0.6421
2271,0.5889
2272,0.6531
2273,0.9779
2274,0.9613
2275,0.994
2276,0.9209
2277,0.6574
2278,0.6342
2279,0.6457
2280,0.4778
2281,0.4768
2282,0.4402
2283,0.4167
2284,0.4795
2285,0.8077
2286,1.2138
2287,1.2791
2288,1.116
2289,0.746
2290,0.6879
2291,0.6368
2292,0.6094
2293,0.5607
2294,0.6151
2295,0.5546
2296,0.6035
2297,0.7648
2298,0.7412
2299,0.7974
2300,0.9482
2301,0.9406
2302,0.844
2303,0.6299
2304,0.5128
2305,0.5652
2306,0.5644
2307,0.6137
2308,0.6772
2309,1.0361
2310,1.6353
2311,1.4406
2312,1.2456
2313,1.0699
2314,0.6891
2315,0.5951
2316,0.5622
2317,0.5428
2318,0.6271
2319,0.6551
2320,0.5896
2321,0.8513
2322,1.2548
2323,1.5225
2324,1.4474
2325,1.4323
2326,1.3755
2327,1.2379
2328,0.7952
2329,0.7029
2330,0.7253
2331,0.617
2332,0.8115
2333,0.8172
2334,2.0965
2335,2.4902
2336,1.8578
2337,1.5133
2338,1.4616
2339,1.2088
2340,0.9428
2341,0.6939
2342,0.931
2343,0.958
2344,0.7984
2345,0.9162
2346,1.3134
2347,1.3954
2348,1.1594
2349,1.2713
2350,1.4062
2351,2.0365
2352,1.3821
2353,0.9391
2354,0.6236
2355,0.5876
2356,0.617
2357,0.8158
2358,1.2339
2359,0.8487
2360,0.7931
2361,0.7613
2362,0.6999
2363,0.5703
2364,0.5442
2365,0.6114
2366,0.6915
2367,0.6703
2368,0.664
2369,0.863
2370,1.1759
2371,1.287
2372,1.4802
2373,1.5514
2374,1.4849
2375,1.7685
2376,1.4819
2377,1.2472
2378,0.8835
2379,0.9376
2380,1.0095
2381,1.0779
2382,1.1828
2383,1.5066
2384,1.3261
2385,0.7398
2386,0.5539
2387,0.4838
2388,0.4819
2389,0.5511
2390,0.6642
2391,0.5751
2392,0.6588
2393,0.8269
2394,0.7762
2395,0.8748
2396,0.6875
2397,0.6691
2398,0.8048
2399,0.8215
2400,0.7741
2401,0.7787
2402,0.6556
2403,0.6632
2404,0.7287
2405,0.8662
2406,1.1428
2407,1.1785
2408,0.7311
2409,0.5844
2410,0.4028
2411,0.4076
2412,0.4178
2413,0.4173
2414,0.4047
2415,0.4606
2416,0.5225
2417,0.635
2418,0.6085
2419,0.6822
2420,0.6482
2421,0.613
2422,0.5024
2423,0.426
2424,0.3952
2425,0.4047
2426,0.3878
2427,0.4115
2428,0.4771
2429,0.7612
2430,1.0587
2431,1.1337
2432,1.4252
2433,0.839
2434,0.7398
2435,0.4152
2436,0.3525
2437,0.3629
2438,0.2829
2439,0.2692
2440,0.2928
2441,0.4667
2442,0.5956
2443,0.6045
2444,0.767
2445,0.7691
2446,0.7144
2447,0.8514
2448,0.3104
2449,0.3905
2450,0.4991
2451,0.5152
2452,0.4465
2453,0.571
2454,1.8926
2455,0.7643
2456,0.4771
2457,0.3801
2458,0.2828
2459,0.2966
2460,0.3315
2461,0.3518
2462,0.3509
2463,0.3222
2464,0.3895
2465,0.5224
2466,0.6021
2467,0.6157
2468,0.5471
2469,0.4403
2470,0.4414
2471,0.2693
2472,0.1777
2473,0.1502
2474,0.1714
2475,0.1419
2476,0.2243
2477,0.5014
2478,0.8305
2479,0.9713
2480,0.8683
2481,0.5101
2482,0.3328
2483,0.3465
2484,0.3605
2485,0.3727
2486,0.3991
2487,0.4007
2488,0.4769
2489,0.6914
2490,0.9562
2491,0.9458
2492,0.807
2493,0.6771
2494,0.5786
2495,0.3912
2496,0.4293
2497,0.3165
2498,0.623
2499,0.7467
2500,0.6198
2501,1.0223
2502,1.227
2503,1.1433
2504,0.9047
2505,0.4933
2506,0.4345
2507,0.4043
2508,0.3971
2509,0.3855
2510,0.4041
2511,0.4347
2512,0.4279
2513,0.5103
2514,0.7129
2515,0.7441
2516,0.727
2517,1.3658
2518,1.3387
2519,0.9087
2520,0.6887
2521,0.6953
2522,0.4783
2523,0.9282
2524,0.782
2525,1.3443
2526,1.5534
2527,1.1342
2528,1.1276
2529,0.7384
2530,0.6564
2531,0.5619
2532,0.4303
2533,0.3824
2534,0.4862
2535,0.4343
2536,0.4312
2537,0.6542
2538,0.7499
2539,0.5784
2540,0.6446
2541,0.6419
2542,0.5722
2543,0.3055
2544,0.2823
2545,0.422
2546,0.3961
2547,0.2051
2548,0.2287
2549,0.4355
2550,0.6138
2551,0.8413
2552,0.7235
2553,0.5693
2554,0.3377
2555,0.2811
2556,0.319
2557,0.3591
2558,0.3531
2559,0.311
2560,0.33
2561,0.3803
2562,0.4055
2563,0.4792
2564,0.4702
2565,0.3868
2566,0.5217
2567,0.6347
2568,0.3613
2569,0.3025
2570,0.3197
2571,0.3671
2572,0.4514
2573,0.8305
2574,0.8036
2575,0.9332
2576,0.7217
2577,0.3741
2578,0.3203
2579,0.2682
2580,0.2808
2581,0.2889
2582,0.3403
2583,0.3783
2584,0.4164
2585,0.4553
2586,0.5743
2587,0.7692
2588,1.126
2589,1.2211
2590,0.5717
2591,0.3331
2592,0.3408
2593,0.2577
2594,0.3422
2595,0.3401
2596,0.4075
2597,1.3021
2598,1.1179
2599,0.9441
2600,0.7001
2601,0.6347
2602,0.4119
2603,0.3643
2604,0.3898
2605,0.3626
2606,0.4483
2607,0.4281
2608,0.6175
2609,0.8496
2610,0.7808
2611,1.015
2612,0.7023
2613,0.6882
2614,0.6757
2615,0.476
2616,0.3584
2617,0.4362
2618,0.4519
2619,0.5801
2620,0.7657
2621,1.1897
2622,1.961
2623,1.9204
2624,1.4624
2625,1.2673
2626,0.6046750000000001
2627,0.4313
2628,0.3996
2629,0.3831
2630,0.4002
2631,0.5026
2632,0.5247
2633,0.6218
2634,0.7593
2635,1.2114
2636,0.8485
2637,0.553
2638,0.3392
2639,0.2266
2640,0.3787
2641,0.4125
2642,0.4665
2643,0.3936
2644,0.3733
2645,0.7789
2646,1.414
2647,1.4855
2648,1.4003
2649,1.0106
2650,0.5292
2651,0.3341
2652,0.3068
2653,0.4609
2654,0.4934
2655,0.4664
2656,0.5289
2657,0.6708
2658,1.0619
2659,1.2048
2660,1.0816
2661,1.0278
2662,0.7616
2663,0.4893
2664,0.4006
2665,0.471
2666,0.6385
2667,0.3977
2668,0.6774
2669,1.3666
2670,1.8209
2671,1.7796
2672,1.4954
2673,1.1095
2674,0.6168
2675,0.3622
2676,0.4856
2677,0.575
2678,0.5015
2679,0.4941
2680,0.4934
2681,0.679
2682,0.8369
2683,0.9672
2684,1.0798
2685,0.7226
2686,0.4836
2687,0.3097
2688,0.2729
2689,0.2562
2690,0.242
2691,0.2624
2692,0.2953
2693,0.6674
2694,1.0193
2695,0.9083
2696,0.8168
2697,0.5886
2698,0.5329
2699,0.4635
2700,0.5063
2701,0.4248
2702,0.3995
2703,0.5032
2704,0.6154
2705,0.7241
2706,0.8439
2707,0.8356
2708,0.9124
2709,0.7278
2710,0.794
2711,1.0114
2712,0.857
2713,0.9022
2714,0.7097
2715,0.5309
2716,0.5659
2717,0.8775
2718,1.0472
2719,1.1355
2720,1.0974
2721,0.6603
2722,0.4875
2723,0.376
2724,0.4793
2725,0.5297
2726,0.4789
2727,0.4479
2728,0.5242
2729,0.6671
2730,0.7074
2731,0.699
2732,0.6263
2733,0.5176
2734,0.4183
2735,0.3602
2736,0.3569
2737,0.4251
2738,0.3352
2739,0.3521
2740,0.5802
2741,0.4867
2742,0.5935
2743,0.6631
2744,0.7027
2745,0.4612
2746,0.4015
2747,0.372
2748,0.2845
2749,0.4118
2750,0.3864
2751,0.463
2752,0.4668
2753,0.5276
2754,0.6005
2755,0.6565
2756,0.7096
2757,0.5735
2758,0.4823
2759,0.657
2760,0.4725
2761,0.3919
2762,0.5049
2763,0.4702
2764,0.4354
2765,0.9012
2766,1.1927
2767,0.9366
2768,0.9859
2769,0.66575
2770,0.403485
2771,0.81
2772,0.5829
2773,0.5655
2774,0.518
2775,0.7494
2776,0.9246
2777,1.0144
2778,1.1326
2779,1.1089
2780,1.2097
2781,1.2305
2782,1.0808
2783,0.741
2784,0.5199
2785,0.3906
2786,0.2976
2787,0.3257
2788,0.4241
2789,0.8698
2790,1.2794
2791,1.3873
2792,1.0867
2793,1.1956
2794,0.7833
2795,0.765
2796,0.7835
2797,0.6123
2798,0.726
2799,0.6508
2800,0.639
2801,1.0278
2802,1.5271
2803,1.1364
2804,0.9089
2805,0.8882
2806,0.9179
2807,0.9742
2808,1.3232
2809,0.7843
2810,0.5599
2811,0.5204
2812,0.6494
2813,0.9852
2814,1.2153
2815,1.028
2816,0.8346
2817,0.9454
2818,1.0382
2819,0.7838
2820,0.5997
2821,0.558
2822,0.9877
2823,0.9553
2824,0.9506
2825,1.1671
2826,1.0011
2827,1.0211
2828,0.9406
2829,1.2396
2830,1.1645
2831,0.7218
2832,0.5001
2833,0.427
2834,0.5877
2835,0.3791
2836,0.3651
2837,0.796
2838,0.9876
2839,1.2855
2840,1.6631
2841,1.1372
2842,0.8734
2843,0.576
2844,0.6502
2845,0.5496
2846,0.4788
2847,0.4253
2848,0.7514
2849,1.1637
2850,1.5759
2851,1.3115
2852,1.2004
2853,0.935
2854,1.0891
2855,0.7856
2856,0.5567
2857,0.4162
2858,0.4808
2859,0.4612
2860,0.5137
2861,0.7663
2862,0.9698
2863,0.8235
2864,0.7945
2865,0.6551
2866,0.6817
2867,0.7144
2868,0.592
2869,0.6192
2870,0.6388
2871,0.6527
2872,0.7177
2873,0.8822
2874,1.2318
2875,1.7007
2876,2.1356
2877,2.0507
2878,1.9475
2879,1.3382
2880,1.2983
2881,1.1078
2882,1.251
2883,0.9946
2884,1.1224
2885,1.6686
2886,1.6496
2887,1.6047
2888,1.5309
2889,1.0452
2890,0.7977
2891,0.6488
2892,0.8387
2893,0.666
2894,0.4756
2895,0.5988
2896,0.7325
2897,0.6477
2898,0.6579
2899,0.6494
2900,0.6576
2901,0.5365
2902,0.6183
2903,0.5459
2904,0.354
2905,0.31
2906,0.3037
2907,0.253
2908,0.297
2909,0.479
2910,0.8654
2911,0.6693
2912,0.5111
2913,0.501
2914,0.3801
2915,0.285
2916,0.3429
2917,0.3901
2918,0.4104
2919,0.3919
2920,0.4335
2921,0.492
2922,0.6361
2923,0.8808
2924,1.1856
2925,0.6651
2926,0.4554
2927,0.6123
2928,0.4022
2929,0.4231
2930,0.3462
2931,0.3108
2932,0.3717
2933,0.8215
2934,1.6849
2935,1.79
2936,1.35
2937,0.47984
2938,0.487
2939,0.45
2940,0.7287
2941,0.6959
2942,0.5684
2943,0.7295
2944,0.8929
2945,1.0336
2946,1.1989
2947,0.9822
2948,1.1936
2949,1.7805
2950,1.6359
2951,1.3377
2952,0.9844
2953,0.6348
2954,0.3816
2955,0.367
2956,0.3908
2957,0.6898
2958,1.289
2959,1.4061
2960,1.3973
2961,1.328
2962,0.9651
2963,0.6534
2964,0.6146
2965,0.6043
2966,0.5372
2967,0.6563
2968,0.7916
2969,0.8931
2970,1.3754
2971,1.4479
2972,0.8363
2973,0.645
2974,0.5872
2975,0.6581
2976,0.5486
2977,0.4423
2978,0.4145
2979,0.4757
2980,0.5194
2981,0.9099
2982,2.0104
2983,2.3977
2984,1.449
2985,1.1554
2986,0.8935
2987,0.5953
2988,0.7243
2989,0.6947
2990,0.8164
2991,0.9278
2992,0.6613
2993,0.4913
2994,0.5359
2995,0.4519
2996,0.5333
2997,0.5821
2998,0.7241
2999,0.7173
3000,0.8942
3001,0.8122
3002,0.7243
3003,0.604
3004,0.5556
3005,1.1056
3006,1.57
3007,1.4082
3008,1.1749
3009,0.843
3010,0.6072
3011,0.5349
3012,0.5471
3013,0.4069
3014,0.3968
3015,0.4383
3016,0.4123
3017,0.9465
3018,1.1749
3019,1.0185
3020,0.6346
3021,0.5218
3022,0.4687
3023,0.5014
3024,0.4396
3025,0.3427
3026,0.4452
3027,0.4528
3028,0.4947
3029,0.8449
3030,1.5959
3031,1.6706
3032,1.3515
3033,0.884
3034,0.6118
3035,0.552
3036,0.4265
3037,0.5607
3038,0.5555
3039,0.4917
3040,0.4702
3041,0.6253
3042,0.72
3043,0.969
3044,0.7735
3045,0.5153
3046,0.4063
3047,0.36
3048,0.3435
3049,0.3827
3050,0.4495
3051,0.4606
3052,0.4782
3053,0.9126
3054,1.2042
3055,1.2241
3056,1.1314
3057,1.0716
3058,0.9087
3059,1.0565
3060,1.0949
3061,1.0724
3062,0.925
3063,0.7617
3064,0.5513
3065,0.5424
3066,0.9913
3067,1.1071
3068,1.2761
3069,1.1106
3070,1.1971
3071,0.8568
3072,0.5913
3073,0.419
3074,0.4092
3075,0.3587
3076,0.3726
3077,0.6067
3078,0.9807
3079,0.6544
3080,0.6052
3081,0.3942
3082,0.3734
3083,0.3628
3084,0.3674
3085,0.3589
3086,0.3833
3087,0.4088
3088,0.4229
3089,0.4783
3090,0.6483
3091,0.7476
3092,0.7898
3093,0.4456
3094,0.4255
3095,0.3026
3096,0.2869
3097,0.4628
3098,0.3165
3099,0.4347
3100,0.3944
3101,0.5833
3102,1.3044
3103,1.6765
3104,1.3549
3105,0.9746
3106,0.6909
3107,0.5806
3108,0.598
3109,0.4943
3110,0.5299
3111,0.5856
3112,0.6631
3113,0.7826
3114,1.0028
3115,0.9386
3116,0.7614
3117,0.8034
3118,0.6134
3119,0.4699
3120,0.3653
3121,0.4242
3122,0.3842
3123,0.7435
3124,0.9046
3125,1.2466
3126,2.0616
3127,2.1183
3128,1.3252
3129,0.6171
3130,0.5159
3131,0.5065
3132,0.5234
3133,0.5133
3134,0.5882
3135,0.6061
3136,0.6482
3137,0.8507
3138,0.7907299999999999
3139,1.2467
3140,1.0255
3141,1.1262
3142,0.7301
3143,0.5227
3144,0.3514
3145,0.358
3146,0.5447
3147,0.4655
3148,0.5946
3149,1.0622
3150,1.2783
3151,0.9823
3152,0.69522
3153,0.6433
3154,0.4823
3155,0.4536
3156,0.4202
3157,0.4854
3158,0.5062
3159,0.4978
3160,0.5351
3161,0.5838
3162,0.6045
3163,0.5831
3164,0.5156
3165,0.4018
3166,0.3732
3167,0.3133
3168,0.3135
3169,0.3451
3170,0.3224
3171,0.3593
3172,0.5145
3173,1.1345
3174,1.5428
3175,1.3161
3176,1.5081
3177,1.0875
3178,0.7999
3179,0.6471
3180,0.6256
3181,0.5882
3182,0.5777
3183,0.5989
3184,0.6286
3185,0.8346
3186,0.9118
3187,0.7825
3188,0.7022
3189,0.5329
3190,0.5765
3191,0.5311
3192,0.4458
3193,0.3568
3194,0.3547
3195,0.7426
3196,0.8339
3197,0.8606
3198,1.1506
3199,1.1444
3200,1.0839
3201,0.9469
3202,0.6725
3203,0.6408
3204,0.5683
3205,0.7675
3206,0.7812
3207,0.772
3208,1.033
3209,1.554
3210,1.4324
3211,1.8187
3212,1.8609
3213,1.1586
3214,0.8714
3215,1.1704
3216,1.3338
3217,0.8969
3218,0.9336
3219,0.8769
3220,0.6867
3221,1.1731
3222,1.673
3223,1.5243
3224,1.4718
3225,1.0672
3226,0.8588
3227,0.755
3228,0.7658
3229,0.7362
3230,0.7831
3231,0.6706
3232,0.6741
3233,0.7022
3234,0.8547
3235,1.0731
3236,0.9282
3237,0.9475
3238,1.0469
3239,0.7292
3240,1.2733
3241,0.9601
3242,0.8424
3243,0.7096
3244,0.7049
3245,0.8256
3246,0.8101
3247,0.5702
3248,0.4789
3249,0.5096
3250,0.5147
3251,0.4441
3252,0.4652
3253,0.4823
3254,0.4871
3255,0.6034
3256,0.5422
3257,0.8066
3258,1.0456
3259,1.3066
3260,1.0156
3261,1.077
3262,1.041
3263,0.6827
3264,0.7942
3265,0.6495
3266,0.5348
3267,0.4755
3268,0.6999
3269,0.9968
3270,1.1847
3271,1.0922
3272,0.9327
3273,0.7652
3274,0.6159
3275,0.5739
3276,0.6051
3277,0.6318
3278,0.5983
3279,1.0783
3280,0.9423
3281,0.7722
3282,0.7746
3283,0.9167
3284,0.9778
3285,0.6629
3286,0.6021
3287,0.4428
3288,0.3898
3289,0.3717
3290,0.3737
3291,0.3566
3292,0.4751
3293,0.978
3294,1.3596
3295,1.6096
3296,1.5073
3297,1.0165
3298,1.176585
3299,0.549
3300,0.5831
3301,0.5481
3302,0.5353
3303,0.4951
3304,0.6392
3305,0.7105
3306,1.0635
3307,1.3294
3308,1.4978
3309,1.3275
3310,1.4516
3311,0.9204
3312,0.5014
3313,0.4543
3314,0.4331
3315,0.379
3316,0.5991
3317,1.3475
3318,2.662
3319,1.5854
3320,1.9431
3321,0.9411
3322,0.5325
3323,0.4833
3324,0.4601
3325,0.4715
3326,0.5047
3327,0.5178
3328,0.611
3329,0.6436
3330,0.7325
3331,0.685
3332,0.7345
3333,0.7018
3334,0.9709
3335,0.6037
3336,0.478
3337,0.6798
3338,0.444
3339,0.4055
3340,0.6836
3341,1.4512
3342,1.9629
3343,1.976
3344,1.8328
3345,0.9635
3346,0.6521
3347,0.5598
3348,0.5986
3349,0.6328
3350,0.5906
3351,0.6788
3352,0.6653
3353,0.8691
3354,0.9647
3355,0.9169
3356,0.7589
3357,0.9318
3358,0.8643
3359,0.8757
3360,0.8102
3361,0.6245
3362,0.6291
3363,0.4958
3364,0.6966
3365,0.9916
3366,1.0374
3367,0.9037
3368,0.6629
3369,0.582
3370,0.6358
3371,0.6163
3372,0.5814
3373,0.5568
3374,0.6082
3375,0.7773
3376,0.8569
3377,1.1684
3378,0.9412
3379,1.1795
3380,1.0621
3381,1.0579
3382,1.322
3383,0.8841
3384,0.785
3385,0.9931
3386,0.8771
3387,0.7294
3388,0.8339
3389,1.1743
3390,2.0316
3391,2.0106
3392,1.1503
3393,0.6462
3394,0.6233
3395,0.528
3396,0.6188
3397,0.6246
3398,0.6698
3399,0.6375
3400,0.775
3401,0.7691
3402,0.8775
3403,1.1908
3404,0.9807
3405,0.9762
3406,0.9888
3407,0.8658
3408,0.8292
3409,0.722
3410,0.7075
3411,0.6779
3412,0.4574
3413,0.4467
3414,0.6913
3415,0.8716
3416,0.6594
3417,0.5393
3418,0.4743
3419,0.4931
3420,0.45004
3421,0.658155
3422,0.5478
3423,0.5881
3424,0.7026
3425,0.6793
3426,0.693
3427,0.5856
3428,0.6034
3429,0.7717
3430,0.7189
3431,0.5318
3432,0.5929
3433,0.46469
3434,0.392395
3435,0.35423
3436,0.39098
3437,0.68736
3438,1.3347349999999998
3439,1.9218549999999999
3440,2.04887
3441,0.6972
3442,1.7482449999999998
3443,0.4753
3444,0.3951
3445,0.3561
3446,0.4153
3447,0.3991
3448,0.4748
3449,0.7523
3450,0.8837
3451,1.139
3452,0.5951
3453,0.5846
3454,0.7386
3455,0.8117
3456,0.6525
3457,0.5638
3458,0.3718
3459,0.5628
3460,0.4863
3461,1.0153
3462,1.5293
3463,1.6035
3464,1.0687
3465,0.5855
3466,0.5303
3467,0.4992
3468,0.4972
3469,0.5196
3470,0.5481
3471,0.5327
3472,0.5409
3473,0.5394
3474,0.52
3475,0.4035
3476,0.4092
3477,0.3369
3478,0.4019
3479,0.362
3480,0.3049
3481,0.193
3482,0.1739
3483,0.2179
3484,0.3426
3485,0.6494
3486,0.6218
3487,0.7887
3488,0.5756
3489,0.4878
3490,0.4544
3491,0.3803
3492,0.3387
3493,0.3148
3494,0.408
3495,0.4591
3496,0.5181
3497,0.5597
3498,0.6652
3499,0.5897
3500,0.4816
3501,0.4779
3502,0.492
3503,0.6347
3504,0.5199
3505,0.3593
3506,0.5225
3507,0.3915
3508,0.3229
3509,0.5255
3510,1.0125
3511,1.5269
3512,1.0581
3513,0.9741
3514,1.4238
3515,0.9774
3516,0.7638
3517,0.7097
3518,0.5116
3519,0.4992
3520,0.6007
3521,0.6712
3522,1.0436
3523,1.3061
3524,1.1298
3525,1.4514
3526,1.1984
3527,0.8382
3528,0.8859
3529,0.9472
3530,1.0552
3531,0.7196
3532,0.8014
3533,2.0069
3534,2.6033
3535,2.2409
3536,1.5723
3537,1.5483
3538,1.1732
3539,1.0567
3540,1.0905
3541,1.0462
3542,0.9184
3543,0.6229
3544,0.8048
3545,0.9235
3546,1.32
3547,1.2728
3548,0.9642
3549,0.5859
3550,0.6366
3551,0.6804
3552,0.5348
3553,0.4239
3554,0.6037
3555,0.6601
3556,0.6739
3557,0.8915
3558,1.4177
3559,1.5103
3560,1.6533
3561,0.9731
3562,0.6096
3563,0.7369
3564,0.6127
3565,0.991
3566,1.0041
3567,1.0092
3568,1.2296
3569,1.1807
3570,1.8591
3571,1.2401
3572,0.6124
3573,0.7144
3574,0.5082
3575,0.4304
3576,0.4939
3577,0.4963
3578,0.4536
3579,0.4315
3580,0.3996
3581,0.6369
3582,0.8503
3583,1.1442
3584,1.272
3585,0.7594
3586,0.6259
3587,0.6785
3588,0.8426
3589,0.7311
3590,0.588
3591,0.5892
3592,0.8283
3593,1.1312
3594,1.1915
3595,1.2786
3596,1.726
3597,2.7288
3598,2.4161
3599,2.811
3600,1.8679
3601,1.8552
3602,1.3193
3603,0.8899
3604,1.0622
3605,1.3069
3606,1.3284
3607,1.4037
3608,1.2102
3609,
3610,0.705
3611,0.6254
3612,0.6306
3613,0.6827
3614,0.5619
3615,0.5589
3616,0.5955
3617,0.7471
3618,0.7379
3619,1.0342
3620,0.9276
3621,0.8332
3622,0.9532
3623,0.8063
3624,0.5139
3625,0.3175
3626,0.2637
3627,0.2961
3628,0.3578
3629,1.0176
3630,1.4725
3631,1.4076
3632,1.5543
3633,0.9795
3634,0.5664
3635,0.4482
3636,0.5576
3637,0.6507
3638,0.7633
3639,0.6486
3640,0.6681
3641,0.8869
3642,0.9068
