,Puente_Aranda_CO_pmm
214,0.486
215,0.4522
216,0.4298
217,0.4387
218,0.3844
219,0.4274
220,0.4369
221,0.5666
222,0.7063
223,0.9609
224,0.7406
225,0.5092
226,0.4412
227,0.3854
228,0.4
229,0.409
230,0.4068
231,0.4294
232,0.4423
233,0.4506
234,0.42
235,0.4499
236,0.4695
237,0.4906
238,0.4521
239,0.4335
240,0.5071
241,0.7505
242,0.4347
243,0.3917
244,0.4749
245,0.6247
246,0.7494
247,0.5324
248,0.6103
249,0.6262
250,0.4803
251,0.455
252,0.4684
253,0.41
254,0.4718
255,0.458
256,0.4827
257,0.5263
258,0.5249
259,0.4677
260,0.4273
261,0.4197
262,0.3963
263,0.3871
264,0.4004
265,0.3752
266,0.3756
267,0.4118
268,0.4264
269,0.739
270,0.9975
271,1.0963
272,0.7226
273,0.6568
274,0.8544
275,0.6221
276,0.6096
277,0.6727
278,0.6009
279,0.6052
280,0.7008
281,0.8222
282,1.0153
283,1.1544
284,0.9227
285,0.9822
286,0.932
287,0.7762
288,0.667
289,0.5548
290,0.5534
291,0.5734
292,0.7009
293,4.7838
294,5.9848
295,3.8303
296,4.9801
297,4.585
298,1.6215
299,1.3267
300,0.8472
301,0.993
302,0.8819
303,0.7045
304,0.7432
305,1.0365
306,1.1339
307,1.4815
308,1.4264
309,1.0348
310,0.8688
311,0.7672
312,0.7534
313,0.8129
314,0.7206
315,0.6911
316,0.8739
317,1.4139
318,2.1891
319,4.5092
320,6.3409
321,3.5435
322,1.9171
323,1.1616
324,1.0026
325,0.5016
326,0.396
327,0.3202
328,0.3919
329,0.5144
330,0.7781
331,0.9072
332,1.0674
333,0.9161
334,0.5416
335,0.3805
336,0.3115
337,0.3208
338,0.3009
339,0.289
340,0.3788
341,0.9266
342,2.0609
343,4.1513
344,3.538
345,1.8745
346,1.9791
347,1.1342
348,0.5459
349,0.3493
350,0.3492
351,0.352
352,0.3563
353,0.4455
354,0.7397
355,0.7603
356,0.7329
357,0.5566
358,0.5289
359,0.3397
360,0.261
361,0.2588
362,0.2225
363,0.2194
364,0.2339
365,0.5173
366,0.8913
367,0.9241
368,2.1929
369,1.7075
370,1.7252
371,1.1559
372,1.0087
373,0.2244
374,0.18
375,0.1545
376,0.181
377,0.2392
378,0.2939
379,0.1981
380,0.2644
381,0.2422
382,0.2048
383,0.1732
384,0.215
385,0.1854
386,0.1503
387,0.115
388,0.8264
389,0.3912
390,3.7719
391,0.9569
392,1.7234
393,0.557695
394,0.38464
395,
396,0.2486
397,0.463
398,0.3061
399,0.7099
400,0.6257
401,0.3223
402,0.3331
403,0.389
404,0.4009
405,0.3474
406,0.3568
407,0.2332
408,0.2312
409,0.2156
410,0.1475
411,0.9543
412,4.2333
413,0.9541
414,2.0633
415,2.6765
416,2.7574
417,2.6245
418,2.8723
419,0.6043
420,0.2781
421,0.1838
422,0.2977
423,0.3085
424,0.3464
425,0.4964
426,0.5902
427,0.6336
428,0.5512
429,0.8093
430,0.5477
431,0.6009
432,0.3499
433,0.3091
434,0.26
435,0.3048
436,0.4435
437,1.1477
438,7.6529
439,2.8288
440,2.2808
441,0.907985
442,3.4952
443,3.2482
444,0.9385
445,0.3181
446,0.3432
447,0.3093
448,0.4299
449,0.5632
450,0.6891
451,0.9993
452,0.7058
453,0.9158
454,0.5558
455,0.4643
456,0.3602
457,0.3218
458,0.2707
459,0.2573
460,0.4902
461,0.9992
462,4.5051
463,4.9561
464,5.4333
465,2.9482
466,2.8112
467,2.1625
468,0.427
469,0.2498
470,0.2722
471,0.3446
472,0.3595
473,0.4459
474,0.6712
475,0.4872
476,0.5971
477,0.4716
478,0.4321
479,0.3795
480,0.1928
481,0.1632
482,0.2763
483,0.2666
484,0.3474
485,0.896
486,2.2879
487,2.824
488,2.2846
489,2.7844
490,2.8917
491,0.7502
492,0.5574
493,0.2476
494,0.4518
495,0.3518
496,0.3774
497,0.4741
498,0.7618
499,0.9689
500,1.1053
501,1.5446
502,0.4499
503,0.2293
504,0.1744
505,0.1993
506,1.017
507,1.7008
508,0.4962
509,1.0873
510,2.4314
511,5.391
512,3.289
513,3.7229
514,2.4504
515,1.0709
516,0.4169
517,0.2954
518,0.3001
519,0.3205
520,0.3491
521,0.4994
522,0.7042
523,0.7215
524,0.6778
525,0.5231
526,0.3835
527,1.9609
528,1.3485
529,1.9801
530,7.4396
531,6.2967
532,5.9113
533,1.4916
534,1.1615
535,1.9511
536,1.0835
537,0.4377
538,0.2754
539,0.2073
540,0.2445
541,0.3785
542,1.8959
543,0.5131
544,0.9308
545,0.3552
546,0.3464
547,0.6928
548,2.5222
549,1.0688
550,3.0896
551,1.6158
552,6.2615
553,4.0241
554,1.434
555,7.0848
556,1.407
557,6.8123
558,6.1669
559,3.6406
560,1.9202
561,0.6812
562,0.3376
563,0.215
564,0.1833
565,0.1938
566,0.2319
567,1.3828
568,0.6576
569,0.2948
570,0.253
571,1.5179
572,1.489
573,0.3375
574,7.0997
575,2.6061
576,2.0807
577,2.202
578,4.2588
579,2.1937
580,6.2996
581,3.2112
582,3.9987
583,4.4822
584,8.0413
585,6.3275
586,6.1904
587,3.646
588,0.8407
589,0.6381
590,0.4447
591,0.5112
592,0.4843
593,0.5557
594,0.8079
595,0.9618
596,0.5689
597,0.5704
598,0.6582
599,8.3198
600,6.3123
601,7.4095
602,4.7748
603,1.1087
604,2.0227
605,3.8991
606,7.7352
607,7.02
608,5.5284
609,2.0558
610,1.0466
611,0.4712
612,0.427
613,0.3815
614,0.4114
615,0.3559
616,0.4358
617,0.5397
618,0.7189
619,0.6468
620,0.6219
621,0.5302
622,0.4394
623,0.5653
624,4.5406
625,2.6749
626,1.0655
627,2.2144
628,1.0481
629,1.475
630,2.8532
631,4.6041
632,5.9821
633,6.1549
634,1.1776
635,0.5276
636,0.3972
637,0.4101
638,0.4784
639,0.4173
640,0.4671
641,0.5938
642,0.7074
643,0.7698
644,0.7451
645,0.6468
646,0.6553
647,0.7758
648,0.6216
649,0.3848
650,0.3705
651,0.3995
652,0.5139
653,1.2972
654,2.2099
655,2.446
656,4.1642
657,3.5127
658,3.6793
659,2.3602
660,1.1177
661,0.5683
662,0.5481
663,0.5853
664,0.623
665,0.7132
666,0.7234
667,0.7672
668,0.7712
669,0.6703
670,0.646
671,0.5959
672,0.54
673,0.3846
674,0.3664
675,0.4116
676,0.4306
677,1.7192
678,2.8464
679,2.2582
680,1.826
681,2.9317
682,3.3765
683,2.7026
684,1.6591
685,0.7459
686,0.5775
687,0.4924
688,0.5087
689,0.7325
690,0.8229
691,0.8785
692,0.8242
693,0.8661
694,0.7728
695,0.4902
696,0.3619
697,0.3478
698,0.3368
699,2.8898
700,1.9615
701,1.3361
702,1.9266
703,3.4152
704,3.5067
705,3.4445
706,0.6449
707,0.4037
708,0.4031
709,0.3904
710,0.398
711,0.3779
712,0.3935
713,0.457
714,0.5016
715,0.5325
716,0.5344
717,0.7427
718,0.6695
719,2.3
720,4.4755
721,5.0797
722,5.5099
723,1.1143
724,2.3803
725,3.5812
726,1.6467
727,0.6471
728,0.7775
729,0.3151
730,0.2834
731,0.2889
732,0.2942
733,0.3152
734,0.3424
735,0.3225
736,0.3626
737,0.381
738,0.3826
739,0.402
740,0.487
741,0.4111
742,0.4624
743,0.3981
744,0.333
745,0.2583
746,3.0876
747,0.74563
748,2.8186
749,1.8754
750,3.2033
751,3.2655
752,1.6594
753,1.2781
754,1.0973
755,0.5593
756,0.4901
757,0.5685
758,0.573
759,0.5612
760,0.574
761,1.0715
762,0.6708
763,1.7823
764,2.7516
765,5.6931
766,4.4073
767,0.8926
768,0.5787
769,0.6924250000000001
770,0.62524
771,3.1973
772,4.2917
773,2.9668
774,1.4265
775,2.4341
776,4.6945
777,2.5235
778,1.9034
779,0.7753
780,0.6424
781,0.6081
782,0.7439
783,0.6412
784,0.6118
785,0.789
786,1.0281
787,3.0637
788,1.0092
789,1.0199
790,1.0285
791,0.5893
792,0.4297
793,0.7432
794,0.5527
795,0.5154
796,5.1709
797,4.2323
798,2.1445
799,6.3884
800,2.7992
801,1.0440550000000002
802,0.715
803,0.6638
804,0.5805
805,0.4528
806,0.513
807,0.5053
808,0.5199
809,0.5757
810,0.6882
811,0.8297
812,0.8591
813,0.6637
814,0.6981
815,2.3024
816,2.9446
817,0.561
818,0.6554
819,2.1744
820,2.2152
821,3.2439
822,4.8164
823,8.3777
824,3.8102
825,1.2395
826,0.5683
827,0.4615
828,0.5105
829,0.4672
830,0.4466
831,0.4705
832,0.4997
833,0.7363
834,0.7006
835,0.7339
836,0.6881
837,0.7422
838,0.7365
839,0.9151
840,8.2162
841,4.186
842,5.2892
843,3.4459
844,3.8851
845,12.025
846,2.5445
847,1.2782
848,1.592
849,1.9838
850,0.5738
851,0.4888
852,0.606
853,0.6363
854,0.6232
855,0.6318
856,0.6324
857,0.6989
858,3.0928
859,1.0591
860,0.9362
861,0.7329
862,0.575
863,0.5678
864,1.1773
865,2.9858
866,0.9038
867,0.7798
868,0.6807
869,3.0053
870,4.1464
871,6.7996
872,1.4847
873,1.193
874,1.4073
875,1.5874
876,0.9079
877,2.2721
878,0.9652
879,0.7336
880,0.6798
881,0.6933
882,0.9673
883,0.9404
884,1.8773
885,1.1826
886,1.2854
887,1.453
888,1.9569
889,1.0052
890,0.6366
891,1.0619
892,6.3438
893,6.7739
894,1.9607
895,3.7905
896,1.0586
897,0.5033
898,0.4173
899,0.5861
900,0.4174
901,1.0043
902,2.3454
903,0.644
904,0.5476
905,0.7342
906,1.2288
907,0.7375
908,0.752
909,0.6255
910,0.789
911,0.5223
912,0.421
913,0.4152
914,0.5224
915,0.9082
916,2.6094
917,2.5281
918,1.2439
919,1.1016
920,1.6301
921,1.0955
922,0.9081
923,0.635
924,0.693
925,0.7014
926,0.6859
927,0.6821
928,0.7753
929,0.9426
930,0.8554
931,0.9434
932,0.8422
933,0.8185
934,0.8048
935,0.8082
936,0.7863
937,0.6989
938,0.6471
939,0.6062
940,0.6351
941,0.9107
942,1.2405
943,1.7295
944,1.6284
945,1.4784
946,1.4299
947,1.0805
948,0.7482
949,0.8399
950,0.7558
951,0.6927
952,0.9519
953,1.0387
954,1.1367
955,1.0876
956,1.0961
957,1.1653
958,1.0979
959,0.7138
960,0.5327
961,0.5011
962,0.4974
963,0.5382
964,0.5931
965,0.8356
966,1.2043
967,1.7886
968,1.9534
969,0.8682
970,0.640485
971,0.649
972,0.4419
973,0.3993
974,0.4596
975,0.5266
976,0.5076
977,0.7981
978,0.5535
979,0.615
980,0.9536
981,0.7059
982,0.5251
983,0.3938
984,0.3416
985,0.3271
986,0.3709
987,0.4053
988,0.5453
989,0.9557
990,1.6972
991,1.5506
992,1.0228
993,0.8392
994,0.656
995,0.4674
996,0.4579
997,0.4275
998,0.5114
999,0.4973
1000,0.4934
1001,0.6851
1002,0.841
1003,0.6493
1004,0.6549
1005,0.7694
1006,0.6846
1007,0.5208
1008,0.6205
1009,0.3751
1010,0.4809
1011,0.5094
1012,0.5786
1013,1.1065
1014,2.034
1015,1.7851
1016,1.7361
1017,1.3031
1018,0.9007
1019,0.6632
1020,0.7159
1021,0.7056
1022,0.7915
1023,0.6945
1024,0.7464
1025,0.6974
1026,0.8182
1027,0.8508
1028,0.9527
1029,0.8769
1030,0.809
1031,0.6284
1032,0.4702
1033,0.4778
1034,0.5842
1035,0.5142
1036,0.4572
1037,0.7662
1038,1.4969
1039,1.3837
1040,0.738
1041,0.5037
1042,0.4193
1043,0.4717
1044,0.5191
1045,0.5066
1046,0.5579
1047,0.695
1048,0.496
1049,0.7883
1050,1.1072
1051,1.0307
1052,1.04
1053,1.021
1054,0.9519
1055,1.2736
1056,0.8781
1057,0.8583
1058,0.7812
1059,0.6321
1060,0.7063
1061,0.8276
1062,1.1754
1063,1.1218
1064,1.0825
1065,0.9004
1066,0.6194
1067,0.5406
1068,0.5406
1069,0.4961
1070,0.5793
1071,0.7484
1072,0.8162
1073,0.8675
1074,0.9643
1075,1.4196
1076,1.7405
1077,1.6478
1078,1.4837
1079,1.3512
1080,1.1594
1081,0.857
1082,0.7857
1083,0.6759
1084,0.7529
1085,1.0796
1086,1.3982
1087,1.3774
1088,1.0359
1089,1.1423
1090,0.8176
1091,0.6783
1092,0.8911
1093,1.0214
1094,0.9043
1095,0.9157
1096,0.8861
1097,0.9538
1098,1.0432
1099,1.7492
1100,2.6323
1101,2.5542
1102,1.8455
1103,1.4726
1104,1.3177
1105,0.7245
1106,0.7024
1107,0.6861
1108,0.8875
1109,1.4861
1110,2.068
1111,2.0517
1112,1.693
1113,1.3617
1114,1.0396
1115,0.7102
1116,0.5587
1117,0.5369
1118,0.5601
1119,0.5845
1120,0.5374
1121,0.7886
1122,0.9312
1123,0.8274
1124,0.8156
1125,0.7419
1126,0.6079
1127,0.5309
1128,0.7021
1129,0.5822
1130,0.7754
1131,0.7703
1132,0.953
1133,1.1017
1134,2.0496
1135,1.8726
1136,1.773
1137,1.4623
1138,0.7575
1139,0.5351
1140,0.4965
1141,0.4906
1142,0.482
1143,0.5
1144,0.6037
1145,0.8693
1146,0.9042
1147,0.8593
1148,0.7179
1149,0.5284
1150,0.5263
1151,0.426
1152,0.3961
1153,0.5607
1154,0.6034
1155,0.5656
1156,0.6352
1157,0.7587
1158,1.1697
1159,1.4026
1160,1.1052
1161,0.8043
1162,0.7078
1163,0.6569
1164,0.5454
1165,0.5567
1166,0.551
1167,0.6371
1168,0.7327
1169,0.8986
1170,0.7827
1171,0.6319
1172,0.5649
1173,0.5244
1174,0.6093
1175,0.4866
1176,0.4534
1177,0.4646
1178,0.4547
1179,0.4396
1180,0.5821
1181,0.7591
1182,1.0937
1183,1.77395
1184,1.64903
1185,0.927085
1186,0.5374399999999999
1187,
1188,0.530035
1189,0.588635
1190,0.55511
1191,0.703515
1192,0.795755
1193,1.07874
1194,1.128025
1195,0.968485
1196,0.91438
1197,0.7759400000000001
1198,0.79516
1199,0.868615
1200,0.74951
1201,0.642725
1202,0.503715
1203,0.508615
1204,0.6481950000000001
1205,1.2497600000000002
1206,2.2248449999999997
1207,1.6551900000000002
1208,1.03698
1209,1.10754
1210,0.81211
1211,0.639975
1212,0.58385
1213,0.55467
1214,0.551185
1215,0.63276
1216,0.65625
1217,0.7556149999999999
1218,1.0854599999999999
1219,0.95933
1220,0.994505
1221,1.0551
1222,1.105145
1223,0.8990849999999999
1224,0.851305
1225,0.698055
1226,0.5604250000000001
1227,0.49994000000000005
1228,0.65982
1229,1.22642
1230,2.017855
1231,1.8738000000000001
1232,1.193555
1233,1.00089
1234,0.8278350000000001
1235,
1236,0.77267
1237,0.598965
1238,0.53356
1239,0.543225
1240,0.65064
1241,0.837315
1242,0.9768399999999999
1243,1.01178
1244,0.84024
1245,0.838365
1246,0.8180850000000001
1247,0.88649
1248,0.68839
1249,0.606555
1250,0.51785
1251,0.504875
1252,0.6583300000000001
1253,1.28132
1254,2.31392
1255,2.94361
1256,1.3304900000000002
1257,0.6756
1258,0.6077
1259,0.5726
1260,0.6035
1261,0.7364
1262,0.6925
1263,0.6652
1264,0.7365
1265,0.881
1266,0.9581
1267,0.9091
1268,0.7413
1269,0.6279
1270,0.6409
1271,0.6389
1272,0.5607
1273,0.5114
1274,0.4958
1275,0.562
1276,0.7872
1277,1.6059
1278,3.3347
1279,2.7557
1280,1.3876
1281,0.8774
1282,0.6949
1283,0.6315
1284,0.5551
1285,0.6928
1286,0.6385
1287,0.5933
1288,0.6059
1289,0.7773
1290,0.9234
1291,0.9681
1292,0.794
1293,0.7049
1294,0.7092
1295,1.0265
1296,0.6996
1297,0.8583
1298,0.7705
1299,0.7532
1300,0.768
1301,1.0631
1302,1.7487
1303,2.1468
1304,2.0405
1305,1.3769
1306,1.0245
1307,0.7506
1308,0.7273
1309,0.6941
1310,0.7535
1311,0.7307
1312,0.8073
1313,0.8362
1314,0.9979
1315,0.9455
1316,1.0175
1317,0.9996
1318,1.0095
1319,0.7503
1320,0.6751
1321,0.5785
1322,0.5413
1323,0.46
1324,0.4593
1325,0.8079
1326,0.8985
1327,1.02
1328,0.9442
1329,0.6798
1330,0.6522
1331,0.694
1332,0.8629
1333,0.8717
1334,0.8713
1335,0.6887
1336,0.6482
1337,0.8007
1338,1.0182
1339,0.9767
1340,1.0394
1341,1.356
1342,1.5126
1343,1.7719
1344,1.0404
1345,0.8208
1346,0.8434
1347,0.8874
1348,1.1071
1349,1.9747
1350,2.5205
1351,1.8954
1352,1.1065
1353,0.7305
1354,0.7522
1355,0.7105
1356,0.6767
1357,0.7843
1358,0.9046
1359,1.0696
1360,0.9056
1361,0.8709
1362,1.1891
1363,1.1599
1364,1.4133
1365,1.4994
1366,1.4794
1367,1.2182
1368,1.0859
1369,0.9731
1370,0.9195
1371,0.8471
1372,0.9542
1373,1.1161
1374,1.7047
1375,1.7875
1376,1.7481
1377,1.2606
1378,1.1004
1379,1.207
1380,1.0881
1381,0.8789
1382,0.8377
1383,0.9969
1384,1.2265
1385,1.0466
1386,1.1958
1387,1.3466
1388,1.5115
1389,1.8795
1390,2.011
1391,1.7864
1392,1.5026
1393,1.2637
1394,0.9568
1395,0.6856
1396,0.6427
1397,0.8503
1398,0.9049
1399,0.7592
1400,0.6619
1401,0.5779
1402,0.6995
1403,0.8159
1404,0.845
1405,0.9061
1406,0.7337
1407,0.665
1408,0.6887
1409,0.6821
1410,0.8841
1411,0.9199
1412,1.0113
1413,1.0240150000000001
1414,1.298375
1415,1.213635
1416,0.9513050000000001
1417,0.90758
1418,1.040695
1419,0.9811
1420,1.1731
1421,1.8729649999999998
1422,2.53929
1423,2.51146
1424,2.34603
1425,1.43069
1426,1.12397
1427,0.878015
1428,0.850855
1429,0.9562900000000001
1430,1.0732300000000001
1431,0.97097
1432,1.121235
1433,1.53328
1434,0.8976
1435,0.841
1436,1.079
1437,1.3059
1438,1.0949
1439,0.7049
1440,0.655
1441,0.5248
1442,0.5438
1443,0.5563
1444,0.6804
1445,0.8463
1446,1.1839
1447,1.2972
1448,1.5974599999999999
1449,1.326105
1450,1.1864
1451,1.389875
1452,1.22827
1453,1.1332200000000001
1454,1.2481300000000002
1455,1.19508
1456,0.8076
1457,0.9918
1458,1.2858
1459,1.58825
1460,1.91683
1461,2.1317399999999997
1462,2.256325
1463,1.710815
1464,1.2810400000000002
1465,1.42023
1466,1.091775
1467,1.196425
1468,1.225705
1469,1.27663
1470,1.447015
1471,1.439335
1472,1.380305
1473,1.30288
1474,1.20362
1475,1.25575
1476,1.35467
1477,1.4392399999999999
1478,1.388035
1479,1.293325
1480,1.2807549999999999
1481,1.496715
1482,1.70824
1483,1.69411
1484,1.60482
1485,2.18078
1486,1.8763649999999998
1487,1.712445
1488,1.52851
1489,1.53796
1490,1.51719
1491,1.4606949999999999
1492,1.535615
1493,1.836675
1494,
1495,
1496,
1497,
1498,1.2067
1499,1.349
1500,1.3247
1501,1.6897
1502,1.417
1503,1.4157
1504,1.3691
1505,1.6006
1506,2.0279
1507,1.7506
1508,1.8276
1509,2.0603
1510,1.9889
1511,1.4976
1512,0.9609
1513,0.8729
1514,0.7911
1515,0.8104
1516,0.7579
1517,1.0232
1518,1.2943
1519,1.4637
1520,1.196
1521,1.2113
1522,1.4146
1523,1.2586
1524,0.95
1525,1.145
1526,1.343
1527,1.2498
1528,1.2329
1529,1.6883
1530,1.9705
1531,2.3826
1532,2.3635
1533,2.4925
1534,2.5914
1535,1.993
1536,0.9405
1537,0.7239
1538,1.06
1539,1.0295
1540,1.1063
1541,1.5175
1542,2.6763
1543,1.9457
1544,1.7677
1545,1.5158
1546,0.958
1547,1.0064
1548,0.8526
1549,1.0643
1550,1.2724
1551,1.2649
1552,0.9972
1553,1.0192
1554,1.0668
1555,1.4086
1556,1.8478
1557,1.9093
1558,1.3591
1559,0.7517
1560,0.6405
1561,0.7295
1562,0.7739
1563,0.7748
1564,0.7433
1565,0.8627
1566,1.2365
1567,1.2679
1568,0.7556
1569,0.6567
1570,0.6437
1571,0.7112
1572,0.6584
1573,0.6644
1574,0.6955
1575,0.7431
1576,0.9751
1577,1.0891
1578,1.3411
1579,1.0757
1580,0.7184
1581,0.6618
1582,0.6355
1583,0.5727
1584,0.5769
1585,0.6115
1586,0.6092
1587,0.5954
1588,
1589,
1590,1.0778
1591,1.1877
1592,1.2032
1593,0.713
1594,
1595,0.7075
1596,0.6322
1597,0.7287
1598,0.734
1599,0.7333
1600,0.7562
1601,0.8471
1602,1.1276
1603,1.0058
1604,0.859
1605,0.9579
1606,0.909
1607,0.8767
1608,0.8637
1609,0.687
1610,0.7156
1611,0.7116
1612,0.7511
1613,0.911
1614,1.8179
1615,1.6008
1616,1.4101
1617,1.3855
1618,1.0816
1619,0.9769
1620,1.0016
1621,0.8359
1622,0.9189
1623,0.8875
1624,0.9099
1625,1.2374
1626,1.266
1627,1.1657
1628,1.0513
1629,0.9016
1630,1.1749
1631,1.1607
1632,0.8211
1633,0.8109
1634,0.7767
1635,0.6344
1636,0.7958
1637,1.4025
1638,2.2386
1639,2.0075
1640,1.32
1641,1.0808
1642,0.8348
1643,0.9354
1644,0.8742
1645,0.8624
1646,0.8304
1647,0.7641
1648,0.7912
1649,1.0205
1650,1.1087
1651,1.159
1652,1.0621
1653,0.9813
1654,1.0077
1655,1.0573
1656,0.8243
1657,0.7684
1658,0.7312
1659,0.6971
1660,0.7611
1661,0.9687
1662,1.26
1663,1.4084
1664,1.1488
1665,1.1042
1666,0.8206
1667,0.6962
1668,0.7884
1669,0.9109
1670,1.0716
1671,1.1371
1672,1.4423
1673,1.8558
1674,1.776
1675,1.3164
1676,1.2388
1677,1.2142
1678,1.177
1679,0.9574
1680,0.7307
1681,0.6651
1682,0.698
1683,0.7304
1684,0.9411
1685,1.1162
1686,1.3745
1687,1.5224
1688,1.6521
1689,1.6384
1690,1.1438
1691,0.9971
1692,0.9284
1693,0.8937
1694,0.8827
1695,1.0528
1696,1.0957
1697,1.3103
1698,1.5325
1699,0.9896
1700,0.9689
1701,1.0061
1702,0.9341
1703,0.8356
1704,0.7893
1705,0.8189
1706,0.8246
1707,0.7745
1708,0.8766
1709,1.0807
1710,1.3784
1711,1.4956
1712,1.5842
1713,1.8979
1714,1.5958
1715,0.9699
1716,0.7852
1717,1.1081
1718,1.1125
1719,1.0319
1720,0.9142
1721,0.9146
1722,1.1051
1723,1.0536
1724,1.1014
1725,0.9823
1726,1.0864
1727,1.1711
1728,1.1214
1729,0.8273
1730,0.7386
1731,0.7693
1732,0.8301
1733,0.8476
1734,0.989
1735,1.34
1736,0.902
1737,0.84
1738,0.7645
1739,0.7843
1740,0.7868
1741,0.8096
1742,0.8816
1743,1.0133
1744,0.9491
1745,1.0536
1746,1.3042
1747,1.4524
1748,1.6365
1749,1.9628
1750,2.2501
1751,2.2266
1752,1.7752
1753,1.7164
1754,1.4169
1755,1.0659
1756,0.9684
1757,1.4708
1758,1.8192
1759,2.0862
1760,1.6442
1761,1.5573
1762,1.2571
1763,1.0119
1764,1.2197
1765,0.8347500000000001
1766,0.9062
1767,0.8163
1768,0.8873
1769,1.0097
1770,1.2926
1771,1.2152
1772,0.9579
1773,0.791
1774,0.6631
1775,0.5585
1776,0.4934
1777,0.5521
1778,0.383
1779,0.3796
1780,0.427
1781,0.6901
1782,0.921
1783,1.0934
1784,1.3225
1785,0.9165
1786,1.1774
1787,1.0541
1788,0.6745
1789,0.5818
1790,0.5563
1791,0.5336
1792,0.8185
1793,0.8351
1794,1.0212
1795,1.2616
1796,1.0772
1797,1.2903
1798,1.3607
1799,0.9499
1800,0.6729
1801,0.6767
1802,0.497
1803,0.5844
1804,0.6844
1805,1.1002
1806,1.094
1807,1.2784
1808,1.6283
1809,1.7289
1810,1.3537
1811,0.8175
1812,0.7898
1813,0.7808
1814,0.7433
1815,0.7299
1816,0.8489
1817,1.2107
1818,1.3175
1819,1.0395
1820,1.2154
1821,2.0097
1822,2.0587
1823,1.9737
1824,1.2139
1825,0.5992
1826,0.4212
1827,0.4292
1828,0.5863
1829,0.8009
1830,1.3435
1831,1.5274
1832,2.2471
1833,1.6311
1834,1.1845
1835,0.768
1836,0.851
1837,0.6311
1838,0.5547
1839,0.4998
1840,0.6715
1841,0.8689
1842,1.1731
1843,1.0773
1844,1.2071
1845,1.6637
1846,1.1255
1847,0.5996
1848,0.5702
1849,0.3559
1850,0.5471
1851,0.3153
1852,0.5732
1853,1.287
1854,3.0496
1855,2.8791
1856,1.5894
1857,0.9916
1858,0.6972
1859,0.4873
1860,0.5153
1861,0.6461
1862,1.3012
1863,1.1895
1864,0.8695
1865,1.1285
1866,1.8164
1867,1.5608
1868,1.3188
1869,1.0594
1870,1.0753
1871,0.9756
1872,1.018
1873,0.833
1874,0.9986
1875,1.0225
1876,0.9783
1877,1.0516
1878,1.672
