Tiempo;Carvajal19;Centro19;Kennedy19;Ferias19;PuenteA19;Tunal19;Usaquen19
01-01-2019 01:00;0.49025;0.8853;0.54205;0.40793;0.19581;0.75898;
01-01-2019 02:00;0.90988;1.05264;0.64271;0.55134;0.37873;1.03628;
01-01-2019 03:00;0.75801;1.04845;0.55955;0.54866;0.42099;1.46145;
01-01-2019 04:00;0.91459;1.11959;0.52847;0.54836;0.34614;1.38905;
01-01-2019 05:00;0.7285;1.08699;0.46232;0.44871;0.38748;1.50716;
01-01-2019 06:00;0.72738;0.97416;0.48455;0.44231;0.32793;1.39888;
01-01-2019 07:00;1.50752;0.97282;0.56774;0.43485;0.46648;1.30423;
01-01-2019 08:00;0.55882;0.7818;0.54335;0.38083;0.39492;0.64276;
01-01-2019 09:00;0.37997;0.6098;0.18183;0.3559;0.13969;0.55786;
01-01-2019 10:00;0.39668;0.58517;0.17431;0.32703;0.09087;0.55957;
01-01-2019 11:00;0.41652;0.86058;0.20206;0.3255;0.08991;0.57928;
01-01-2019 12:00;0.43913;1.13744;0.21776;0.30481;0.10685;0.61038;
01-01-2019 13:00;0.47695;1.29364;0.25968;0.296;0.09679;0.63284;
01-01-2019 14:00;0.4972;1.38234;0.3238;0.2884;0.14084;0.63135;
01-01-2019 15:00;0.52014;1.40099;0.35709;0.2812;0.14265;0.64961;
01-01-2019 16:00;0.52562;1.38432;0.36554;0.27699;0.13718;0.64955;
01-01-2019 17:00;0.6231;1.22949;0.36611;0.30074;0.14724;0.61695;
01-01-2019 18:00;0.7856;0.98431;0.41821;0.35798;0.17345;0.62551;
01-01-2019 19:00;0.84895;0.75716;0.49033;0.38115;0.1648;0.65517;
01-01-2019 20:00;0.85179;0.73345;0.46777;0.4307;0.22461;0.65426;
01-01-2019 21:00;0.7749;0.73564;0.40773;0.43732;0.20571;0.59371;
01-01-2019 22:00;0.73358;0.76688;0.37238;0.40792;0.1876;0.58221;
01-01-2019 23:00;0.72623;0.76879;0.31764;0.41214;0.19876;0.62301;
01-01-2019 ;0.54461;0.76617;0.33808;0.37607;0.13514;0.5994;
02-01-2019 01:00;0.37486;0.69761;0.26199;0.34921;0.11166;0.56905;
02-01-2019 02:00;0.3212;0.68472;0.19747;0.34603;0.09019;0.55702;
02-01-2019 03:00;0.3122;0.69013;0.19478;0.34043;0.08181;0.5507;
02-01-2019 04:00;0.35506;0.70071;0.21987;0.3316;0.12671;0.55679;
02-01-2019 05:00;0.81121;0.75455;0.36333;0.33906;0.16387;0.58745;
02-01-2019 06:00;1.65515;0.84756;0.9042;0.38028;0.27449;0.68298;
02-01-2019 07:00;1.40094;0.9282;0.77384;0.49667;0.40623;0.72663;
02-01-2019 08:00;0.98858;0.89652;0.75559;0.57316;0.3423;0.61289;
02-01-2019 09:00;0.70366;0.70582;0.40064;0.46048;0.33141;0.60082;
02-01-2019 10:00;0.65011;0.56433;0.35866;0.40474;0.22159;0.58493;
02-01-2019 11:00;0.56853;0.78396;0.33178;0.39521;0.17765;0.60047;
02-01-2019 12:00;0.54479;1.06027;0.2992;0.36838;0.16783;0.59132;
02-01-2019 13:00;0.61999;;0.35065;;0.17441;0.57654;
02-01-2019 14:00;0.62408;;0.36664;0.20345;0.18113;0.59533;
02-01-2019 15:00;0.71922;0.41818;0.36825;0.17515;0.21195;0.60698;
02-01-2019 16:00;0.81344;0.13485;0.39063;0.19807;0.19486;0.60896;
02-01-2019 17:00;0.95297;-0.0413;0.47939;0.24287;0.24259;0.6668;
02-01-2019 18:00;0.93049;;0.62154;0.37552;0.3548;0.73497;
02-01-2019 19:00;1.18089;0.28443;0.70058;0.34308;0.35893;0.85833;
02-01-2019 20:00;1.05194;0.53094;0.69923;0.28949;0.31731;0.84979;
02-01-2019 21:00;1.14648;0.47842;0.71621;0.33351;0.27074;0.77344;
02-01-2019 22:00;1.16314;0.42981;0.64245;0.27628;0.22625;0.7225;
02-01-2019 23:00;0.87415;0.4253;0.57596;0.25673;0.2855;0.72497;
02-01-2019 ;0.5216;0.54304;0.40989;0.22871;0.22207;0.67181;
03-01-2019 01:00;0.58845;0.52682;0.44798;0.24496;0.21243;0.64133;
03-01-2019 02:00;0.78369;0.54394;0.45975;0.23042;0.30435;0.64725;
03-01-2019 03:00;0.49751;0.55899;0.44284;0.21358;0.27756;0.60385;
03-01-2019 04:00;0.44403;0.49174;0.4182;0.203;0.1411;0.57993;
03-01-2019 05:00;0.69255;0.48759;0.47492;0.19107;0.13625;0.61902;
03-01-2019 06:00;1.25337;0.49371;0.62121;0.2057;0.27541;0.68483;
03-01-2019 07:00;1.48883;0.49544;0.85034;0.27532;0.39937;0.67867;
03-01-2019 08:00;1.56132;0.64107;1.01936;0.38421;0.58354;0.68774;
03-01-2019 09:00;1.20289;0.59525;0.67257;0.31971;0.38976;0.70544;
03-01-2019 10:00;0.98096;0.41689;0.52557;0.28858;0.32904;0.73325;
03-01-2019 11:00;0.92905;0.43896;0.64426;0.25795;0.26035;0.71616;
03-01-2019 12:00;0.89194;0.4284;;0.24773;0.31219;0.71991;
03-01-2019 13:00;0.89044;0.4105;0.57872;0.27791;0.29339;0.74763;
03-01-2019 14:00;0.94139;0.45494;0.48479;0.27498;0.27145;0.74303;
03-01-2019 15:00;0.79416;0.45962;0.46952;0.25469;0.32023;0.71763;
03-01-2019 16:00;0.91836;0.41613;0.53234;0.2617;0.32166;0.74222;
03-01-2019 17:00;1.02339;0.42589;0.5253;0.26868;0.32721;0.77597;
03-01-2019 18:00;1.50219;0.47916;0.7702;0.37167;0.42466;0.91683;
03-01-2019 19:00;1.93014;0.56259;1.05063;0.41958;0.56945;1.08519;
03-01-2019 20:00;1.66724;0.6075;0.83025;0.43667;0.48568;0.90758;
03-01-2019 21:00;1.34331;0.62018;0.76444;0.44522;0.40817;0.80671;
03-01-2019 22:00;1.64885;0.65926;0.84598;0.44174;0.62416;0.83456;
03-01-2019 23:00;1.32004;0.6529;0.94934;0.42033;0.5971;0.95523;
03-01-2019 ;1.46499;0.73737;0.79953;0.40239;0.60234;0.93566;
04-01-2019 01:00;1.45746;0.71226;0.50357;0.39846;0.4461;1.01014;
04-01-2019 02:00;0.77328;0.75402;0.43147;0.35494;0.28954;0.85756;
04-01-2019 03:00;0.97364;0.82251;0.52533;0.34034;0.28998;0.95878;
04-01-2019 04:00;0.75622;0.80711;0.48783;0.37449;0.43629;0.89883;
04-01-2019 05:00;0.88402;0.83379;0.61699;0.37053;0.64623;0.94435;
04-01-2019 06:00;0.94123;0.84883;0.99744;0.49066;1.03486;1.05167;
04-01-2019 07:00;2.31634;1.09325;1.31014;0.84934;1.38581;1.28735;
04-01-2019 08:00;1.52344;1.45525;1.56294;0.92802;1.09909;0.87624;
04-01-2019 09:00;1.13008;1.08545;0.85894;0.6177;1.41389;0.69021;
04-01-2019 10:00;1.31092;0.7769;1.02479;0.46023;0.90061;0.72217;
04-01-2019 11:00;1.06864;0.62655;0.89345;0.34963;0.72687;0.76463;
04-01-2019 12:00;0.97723;0.62541;0.51109;0.25235;0.344;0.74951;0.42204
04-01-2019 13:00;0.73931;0.77932;0.4381;0.24531;0.23566;0.69278;0.39119
04-01-2019 14:00;0.7185;0.92212;0.44773;0.22477;0.28604;1.82466;0.38982
04-01-2019 15:00;0.84861;0.94527;0.42691;0.2194;0.29422;0.36086;0.39794
04-01-2019 16:00;0.90794;0.90406;0.47217;0.23713;0.4037;0.33061;0.38754
04-01-2019 17:00;1.10974;0.85674;0.57927;0.26462;0.3933;0.41739;0.41098
04-01-2019 18:00;1.27714;0.85857;0.84215;0.44816;0.64373;0.45506;0.39253
04-01-2019 19:00;1.76667;0.7291;0.91631;0.56068;0.94123;0.45419;0.39951
04-01-2019 20:00;1.62023;0.83508;0.90833;0.5254;0.93253;0.47488;0.39783
04-01-2019 21:00;1.58029;1.30023;0.92344;0.72553;0.7817;0.52775;0.53011
04-01-2019 22:00;1.31452;1.59871;0.91916;0.86061;0.69827;0.54834;0.39846
04-01-2019 23:00;1.61688;1.94034;1.33625;1.13245;0.6557;0.41416;0.85218
04-01-2019 ;1.51971;1.76736;1.21874;0.8692;0.56017;0.44035;1.22083
05-01-2019 01:00;1.32929;1.84913;0.66279;0.56322;0.97857;0.42219;0.84315
05-01-2019 02:00;0.99187;1.49637;0.60172;0.52246;0.8354;0.34078;0.66104
05-01-2019 03:00;0.90047;1.18825;0.70176;0.46992;0.52276;0.36196;0.66439
05-01-2019 04:00;0.91854;1.23094;0.61906;0.47078;0.55781;0.34166;0.60027
05-01-2019 05:00;1.25945;1.24768;0.72867;0.60864;0.74319;0.4022;0.61673
05-01-2019 06:00;2.34944;1.47886;1.35796;0.73068;1.54649;0.45611;0.5932
05-01-2019 07:00;2.64947;1.77215;1.74428;0.72666;2.23005;0.71431;0.91601
05-01-2019 08:00;3.27975;2.02613;2.07141;0.77461;2.04047;1.78068;1.07433
05-01-2019 09:00;2.1842;1.27881;1.63349;0.86509;1.25618;2.25687;1.13825
05-01-2019 10:00;1.60189;0.86536;1.19878;0.74607;1.14924;1.55673;0.93984
05-01-2019 11:00;0.90975;0.93887;0.53561;0.48438;0.67381;0.36641;0.64509
05-01-2019 12:00;0.99053;1.16237;0.43208;0.3775;0.37331;0.36053;0.34871
05-01-2019 13:00;0.85484;1.26904;0.42313;0.23728;0.30474;0.33283;0.34364
05-01-2019 14:00;0.92834;1.23207;0.36573;0.19932;0.24251;0.39575;0.36657
05-01-2019 15:00;0.8457;0.56791;0.37573;0.2228;0.38433;0.52859;0.35961
05-01-2019 16:00;1.11851;0.78841;0.33584;0.41611;0.40521;0.56453;0.37262
05-01-2019 17:00;0.56745;0.42821;0.3349;0.62296;0.30184;0.53768;0.40675
05-01-2019 18:00;0.64267;0.19655;0.36908;0.83102;0.49117;0.74025;0.40458
05-01-2019 19:00;0.73275;0.04712;0.42892;1.07083;0.90588;0.71482;0.38919
05-01-2019 20:00;1.70922;1.02276;0.57107;0.78611;0.6747;0.63871;0.38246
05-01-2019 21:00;1.3997;1.66013;0.76412;1.05219;0.58998;0.53777;0.36614
05-01-2019 22:00;1.16185;0.96457;0.65373;0.91153;0.49729;0.57447;0.34071
05-01-2019 23:00;0.99448;0.93769;0.56802;0.70949;0.3907;0.45432;0.34299
05-01-2019 ;0.71301;0.74695;0.45331;0.33334;0.3313;0.48104;0.33704
06-01-2019 01:00;0.81792;0.89272;0.38436;0.41627;0.29475;0.36451;0.39183
06-01-2019 02:00;0.69411;0.79686;0.42066;0.37508;0.34405;0.39266;0.40528
06-01-2019 03:00;0.78596;0.80676;0.38301;0.3751;0.41041;0.44026;0.42724
06-01-2019 04:00;0.66584;0.90531;0.53104;0.52693;0.37902;0.35787;0.55737
06-01-2019 05:00;0.5859;0.96142;0.4211;0.39123;0.27554;0.35591;0.45982
06-01-2019 06:00;0.98562;1.10645;0.54985;0.43365;0.30678;0.44248;0.51641
06-01-2019 07:00;1.17489;1.03689;0.8939;0.49755;0.64424;0.56547;0.60219
06-01-2019 08:00;1.1282;0.9596;0.73335;0.47805;0.72035;0.56378;0.50647
06-01-2019 09:00;0.73119;0.81578;0.46734;0.48033;0.49437;0.66332;0.64192
06-01-2019 10:00;0.56467;0.66467;0.37635;0.51316;0.45826;0.63179;0.74079
06-01-2019 11:00;0.47311;0.73695;0.37347;0.48586;0.32973;0.62566;0.67242
06-01-2019 12:00;0.57591;1.01292;0.35281;0.44824;0.42334;0.65965;0.55532
06-01-2019 13:00;0.59476;1.16077;0.33731;0.34831;0.36197;0.64779;0.53691
06-01-2019 14:00;0.70926;1.21856;0.32453;0.39392;0.32602;0.61617;0.55068
06-01-2019 15:00;0.62587;1.11658;0.33124;0.47503;0.3483;0.82106;0.68925
06-01-2019 16:00;0.66188;0.86657;0.34211;0.522;0.41253;1.17553;0.60814
06-01-2019 17:00;0.65779;1.00901;0.39808;0.5683;0.82193;1.3828;0.6085
06-01-2019 18:00;0.54113;0.69711;0.42162;0.55335;0.58395;1.17059;0.47385
06-01-2019 19:00;0.76042;1.06516;0.45751;0.7785;0.55149;0.98694;0.55774
06-01-2019 20:00;0.93693;0.9027;0.46968;0.63759;0.66214;0.764;0.72428
06-01-2019 21:00;1.06004;0.86669;0.8031;0.50292;0.93702;0.54563;0.39916
06-01-2019 22:00;0.984;0.74491;0.59096;0.3904;0.61918;0.57861;0.36081
06-01-2019 23:00;1.20392;1.04218;0.66742;0.43244;0.50757;0.45342;0.35918
06-01-2019 ;0.83849;1.13092;0.7267;0.58635;0.41882;0.43727;0.31787
07-01-2019 01:00;0.71173;1.3014;0.6638;0.64013;0.35084;0.40827;0.3277
07-01-2019 02:00;0.54932;1.32251;0.57651;0.59561;0.4047;0.32743;0.44854
07-01-2019 03:00;0.41961;1.10834;0.49749;0.4591;0.40067;0.3255;0.46207
07-01-2019 04:00;0.48794;1.12945;0.44267;0.35994;0.53499;0.33862;0.36604
07-01-2019 05:00;0.91611;0.88939;0.59725;0.42271;0.54934;0.33921;0.38753
07-01-2019 06:00;1.08512;0.96302;0.61094;0.45647;0.86853;0.46342;0.50016
07-01-2019 07:00;1.57803;1.18466;0.71935;0.49382;0.88792;0.66528;0.54559
07-01-2019 08:00;1.35893;1.22098;1.09114;0.69897;0.97415;0.59054;0.64667
07-01-2019 09:00;0.79102;1.42087;0.91124;0.79184;0.88116;0.88725;0.64922
07-01-2019 10:00;1.06122;1.23293;0.88781;0.69676;0.96019;0.99178;0.55445
07-01-2019 11:00;0.74904;0.9979;0.50774;0.54102;0.60446;0.92601;0.45009
07-01-2019 12:00;0.41647;0.7739;0.31236;0.37691;0.25175;0.64338;0.34757
07-01-2019 13:00;0.33014;0.85364;0.27047;0.29222;0.20903;0.55432;0.36482
07-01-2019 14:00;0.5283;1.17219;0.29619;0.30999;0.23295;0.55422;0.34749
07-01-2019 15:00;0.71561;1.47227;0.36032;0.35219;0.34117;0.61323;0.33966
07-01-2019 16:00;0.60576;1.48157;0.35637;0.42107;0.36046;0.64754;0.40748
07-01-2019 17:00;0.69919;1.23493;0.34274;0.46698;0.38921;0.61727;0.50449
07-01-2019 18:00;0.67506;0.98719;0.4046;0.52965;0.44557;0.80086;0.39688
07-01-2019 19:00;0.62453;0.80091;0.48062;0.4681;0.40924;0.91614;0.36037
07-01-2019 20:00;0.95909;0.70813;0.42544;0.42919;0.29438;0.80119;0.40993
07-01-2019 21:00;0.57438;0.70257;0.41911;0.49157;0.44334;0.83328;0.60842
07-01-2019 22:00;0.62502;1.07223;0.62821;0.69426;0.53034;0.94878;0.67187
07-01-2019 23:00;0.59092;1.1903;0.3723;0.79809;0.42671;0.92132;0.74183
07-01-2019 ;0.34318;1.18862;0.24778;0.52056;0.28323;0.52557;0.67795
08-01-2019 01:00;0.34705;0.72617;0.26749;0.47444;0.17906;0.46932;0.75124
08-01-2019 02:00;0.3338;0.7272;0.28136;0.5425;0.21674;0.4304;0.64704
08-01-2019 03:00;0.36161;0.81735;0.32083;0.49677;0.26221;0.43138;0.54073
08-01-2019 04:00;0.60072;0.74763;0.30292;0.51143;0.26288;0.44001;0.50909
08-01-2019 05:00;0.73056;0.72872;0.33685;0.47142;0.34337;0.54265;0.42427
08-01-2019 06:00;0.97407;0.74393;0.60677;0.69989;0.58723;1.15222;0.63409
08-01-2019 07:00;2.832;1.42823;1.44712;1.64105;0.9216;0.77451;1.10787
08-01-2019 08:00;3.34817;2.07591;2.314;1.62099;2.63464;0.85527;1.29469
08-01-2019 09:00;1.47644;1.64723;1.57749;0.85758;1.81414;0.83612;1.21472
08-01-2019 10:00;0.9664;1.11657;0.90328;0.55169;1.26403;1.00962;0.60482
08-01-2019 11:00;0.63882;1.33541;0.42643;0.4981;0.70991;1.00034;0.32917
08-01-2019 12:00;0.40315;;0.25061;0.38042;0.38513;0.83042;0.32671
08-01-2019 13:00;0.49627;0.82798;0.30132;0.39509;0.25972;0.64099;0.37196
08-01-2019 14:00;0.77181;0.47785;0.28788;0.42371;0.27564;0.57338;0.38983
08-01-2019 15:00;0.69611;0.26682;0.29086;0.42746;0.35342;0.57197;0.38118
08-01-2019 16:00;0.64147;0.04066;0.28663;0.47794;0.30171;0.49336;0.39854
08-01-2019 17:00;0.57513;;0.32625;0.54909;0.33569;0.57672;0.40434
08-01-2019 18:00;0.84999;0.54068;0.41739;0.77385;0.41311;0.803;0.54244
08-01-2019 19:00;0.78639;0.63174;0.48054;0.92214;0.45502;0.95195;0.69983
08-01-2019 20:00;0.44692;0.65538;0.41364;0.68223;0.3921;0.79857;0.65584
08-01-2019 21:00;0.40786;0.65559;0.37964;0.61581;0.37284;0.81711;0.64723
08-01-2019 22:00;0.39073;0.69838;0.3657;0.63531;0.42445;0.78376;0.66785
08-01-2019 23:00;0.45435;0.62975;0.3321;0.55923;0.46422;0.77241;0.66311
08-01-2019 ;0.35273;0.73926;0.28404;0.56721;0.31419;0.63626;0.57469
09-01-2019 01:00;0.39047;0.74168;0.2832;0.47304;0.27481;0.52044;0.55207
09-01-2019 02:00;0.46091;0.76929;0.27994;0.49053;0.24918;0.38913;0.51455
09-01-2019 03:00;0.70225;0.71856;0.31485;0.58165;0.28899;0.43123;0.49239
09-01-2019 04:00;0.92825;0.7532;0.34976;0.43345;0.35637;0.4369;0.42969
09-01-2019 05:00;1.45035;0.74019;0.8093;0.43682;0.53523;0.51439;0.47311
09-01-2019 06:00;2.45474;0.78668;0.89589;0.80176;0.87291;0.57548;0.67469
09-01-2019 07:00;1.20219;1.37394;0.92815;0.79242;1.48712;1.30791;0.81093
09-01-2019 08:00;1.80978;1.31726;1.46816;1.00981;1.31157;1.33773;0.77745
09-01-2019 09:00;0.99063;1.56355;1.07187;1.0254;1.07113;0.93191;0.76049
09-01-2019 10:00;0.53942;1.13163;0.30997;1.19925;0.95967;0.98493;1.01253
09-01-2019 11:00;0.37127;0.73044;0.28586;0.67831;0.41466;0.66457;0.84686
09-01-2019 12:00;0.43769;0.48795;0.24974;0.37967;0.28712;0.6378;0.47024
09-01-2019 13:00;;;;0.3641;0.28269;0.64707;
09-01-2019 14:00;;;;0.39617;;0.65956;
09-01-2019 15:00;0.67488;0.86308;;;0.40861;0.61944;
09-01-2019 16:00;0.90425;0.7861;0.33049;0.4561;0.38876;0.60542;0.35936
09-01-2019 17:00;1.00645;0.7305;0.36798;0.54848;0.44684;0.67328;0.38229
09-01-2019 18:00;0.63789;0.65837;0.43642;0.7076;0.5595;0.85079;0.48707
09-01-2019 19:00;1.01439;0.69507;0.54831;0.83245;0.65195;0.98395;0.54293
09-01-2019 20:00;0.7658;0.72312;0.55511;0.73124;0.6089;1.03592;0.48121
09-01-2019 21:00;0.65229;0.64688;0.47109;0.60371;0.41644;0.9522;0.51771
09-01-2019 22:00;0.69314;0.67205;0.40008;0.58988;0.43502;0.83899;0.4464
09-01-2019 23:00;0.5642;0.59469;0.3704;0.61779;0.34776;0.6688;0.4511
09-01-2019 ;0.44819;0.64435;0.33668;0.44555;0.44956;0.65336;0.4208
10-01-2019 01:00;0.43004;0.69318;0.26729;0.35452;0.29293;0.51701;0.33221
10-01-2019 02:00;0.40512;0.65924;0.25407;0.32295;0.17896;0.46148;0.31458
10-01-2019 03:00;0.43752;0.67328;0.25554;0.27075;0.17016;0.51352;0.28817
10-01-2019 04:00;0.44718;0.63492;0.25893;0.28723;0.20197;0.47403;0.25459
10-01-2019 05:00;0.33411;0.651;0.29301;0.35965;0.25004;0.57885;0.28057
10-01-2019 06:00;0.36975;0.80066;0.45849;0.68859;0.48719;0.75966;0.34961
10-01-2019 07:00;0.52138;0.94458;0.60087;0.79709;0.63928;0.98978;0.61602
10-01-2019 08:00;0.58949;1.15852;0.52873;0.97834;0.68171;1.19423;0.61205
10-01-2019 09:00;0.46528;1.03973;0.4057;0.75259;0.49273;0.91025;0.59906
10-01-2019 10:00;0.44625;0.79822;0.33782;0.6723;0.4488;0.92503;0.56277
10-01-2019 11:00;0.43598;0.54484;0.28871;0.5344;0.32346;0.72847;0.55196
10-01-2019 12:00;0.35496;0.48531;0.29544;0.48311;0.30264;0.74383;0.42338
10-01-2019 13:00;0.46178;0.71156;0.31507;0.46344;0.33023;0.74966;0.39649
10-01-2019 14:00;0.74861;0.81802;0.37073;0.51696;0.35476;0.77366;0.35386
10-01-2019 15:00;0.85205;0.82893;0.40232;0.47696;0.35745;0.74424;0.34536
10-01-2019 16:00;0.6806;0.9174;0.37313;0.46337;0.27519;0.68721;0.36698
10-01-2019 17:00;0.82098;0.88719;0.4164;0.54172;0.32819;0.76495;0.39107
10-01-2019 18:00;0.97866;0.92865;0.51893;0.79844;0.72561;0.96862;0.46685
10-01-2019 19:00;0.57818;0.89025;0.58095;0.92389;0.53185;1.10273;0.54925
10-01-2019 20:00;0.51336;0.93315;0.59423;0.75387;0.5083;1.3004;0.56783
10-01-2019 21:00;0.47553;0.90757;0.53744;0.66388;0.42071;0.98034;0.48744
10-01-2019 22:00;0.46842;0.87593;0.4484;0.63225;0.34006;0.85874;0.43816
10-01-2019 23:00;0.39484;0.79515;0.37858;0.52439;0.28069;0.78467;0.36902
10-01-2019 ;0.35992;0.72694;0.30674;0.4655;0.30717;0.65034;0.42223
11-01-2019 01:00;0.45342;0.68611;0.2663;0.40554;0.30427;0.50276;0.3758
11-01-2019 02:00;0.33738;0.6225;0.23071;0.32454;0.22687;0.48956;0.29344
11-01-2019 03:00;0.31903;0.54752;0.23941;0.38184;0.20761;0.47205;0.30637
11-01-2019 04:00;0.38289;0.62024;0.25668;0.37117;0.26494;0.46554;0.36636
11-01-2019 05:00;0.34755;0.60946;0.31741;0.33488;0.33649;0.60226;0.32277
11-01-2019 06:00;0.55067;0.72277;0.58032;0.49628;0.618;1.04084;0.44551
11-01-2019 07:00;1.87654;0.8128;1.05864;0.73979;1.1907;0.93002;0.90277
11-01-2019 08:00;1.41027;1.2577;1.2776;1.01075;1.84445;0.8908;0.70372
11-01-2019 09:00;1.41102;1.52989;0.99664;0.76964;1.65525;1.07459;0.53854
11-01-2019 10:00;0.95107;0.8816;0.69991;0.58527;1.11931;1.59315;0.55095
11-01-2019 11:00;0.76356;0.86273;;0.6751;0.66681;0.99931;0.47976
11-01-2019 12:00;0.97009;1.02456;0.44852;0.59869;;0.85977;0.36093
11-01-2019 13:00;0.80459;0.86106;0.46051;0.71224;0.70707;0.64759;0.63315
11-01-2019 14:00;0.7526;0.73733;0.33687;0.57292;0.49478;0.47709;0.51998
11-01-2019 15:00;0.62077;0.72959;0.32049;0.54459;0.47133;0.44798;0.39573
11-01-2019 16:00;0.64052;0.75037;0.30258;0.55736;0.39627;0.44967;0.35206
11-01-2019 17:00;0.51707;0.81007;0.30761;0.54735;0.40754;0.56198;0.3949
11-01-2019 18:00;0.79338;0.87754;0.39649;0.72608;0.69791;0.75662;0.40986
11-01-2019 19:00;1.1271;0.79643;0.52829;1.04387;0.86431;0.96272;0.5123
11-01-2019 20:00;0.9349;0.75517;0.70068;1.05024;1.15668;1.21378;0.4975
11-01-2019 21:00;1.25112;1.00472;1.01388;1.07211;0.86156;1.38813;0.79922
11-01-2019 22:00;2.22044;1.53346;1.03256;1.21736;1.1052;1.0558;0.48523
11-01-2019 23:00;1.47439;1.6565;1.09509;0.89065;1.38406;0.7465;0.45408
11-01-2019 ;1.21405;1.18309;0.83122;0.85625;0.5608;0.54893;0.45653
12-01-2019 01:00;1.19915;0.96995;0.64718;0.60981;0.58798;0.45849;0.45988
12-01-2019 02:00;1.33018;0.94858;0.73642;0.55469;0.51608;0.31454;0.32409
12-01-2019 03:00;0.82329;0.94669;0.89745;0.61163;0.68623;0.38506;0.289
12-01-2019 04:00;0.81475;0.97266;0.87489;0.63678;0.72723;0.41389;0.23127
12-01-2019 05:00;1.04465;1.20794;0.76578;0.78625;0.9332;0.57923;0.3162
12-01-2019 06:00;1.29392;1.23736;1.3119;0.81231;2.08829;1.54625;0.50823
12-01-2019 07:00;1.94936;1.96138;1.20942;0.95156;2.61423;1.69477;0.75193
12-01-2019 08:00;1.70305;2.4523;1.14167;1.45676;2.16666;2.76068;0.74251
12-01-2019 09:00;1.7698;2.25654;1.16531;0.93862;1.55458;2.25168;0.55822
12-01-2019 10:00;1.72088;1.15858;1.07414;0.81875;1.05969;1.34541;0.40055
12-01-2019 11:00;1.32693;1.03616;0.96184;0.72865;1.15981;0.48804;0.52827
12-01-2019 12:00;1.16729;0.993;0.64869;0.65598;0.76464;0.36331;0.31371
12-01-2019 13:00;0.95734;0.74808;0.40241;0.83815;0.43898;0.33861;0.38161
12-01-2019 14:00;0.97553;0.82898;0.37568;0.64717;0.50836;0.55281;0.31403
12-01-2019 15:00;0.75641;0.70296;0.31449;0.61012;0.47855;0.54968;0.27423
12-01-2019 16:00;0.82227;0.72421;0.30916;0.56567;0.46837;0.56949;0.24247
12-01-2019 17:00;0.83374;0.8085;0.3406;0.51912;0.46856;0.60392;0.28616
12-01-2019 18:00;1.09594;0.77659;0.37995;0.58175;0.60742;0.52177;0.28937
12-01-2019 19:00;1.36344;0.80699;0.80626;0.6765;0.87978;0.65245;0.24976
12-01-2019 20:00;1.42396;0.75121;0.96965;0.64246;0.89301;0.56297;0.25869
12-01-2019 21:00;1.58853;1.26328;0.94562;0.79351;0.75514;0.5511;0.24941
12-01-2019 22:00;1.46426;1.09115;0.73215;1.02133;0.72849;0.48976;0.24738
12-01-2019 23:00;1.42635;1.01832;0.73822;0.8289;0.63422;0.56233;0.24166
12-01-2019 ;1.09167;1.07525;0.91505;0.81186;0.51083;0.43203;0.20895
13-01-2019 01:00;0.81635;1.13899;0.62413;0.8474;0.37999;0.34926;0.22713
13-01-2019 02:00;0.63273;1.16449;0.49234;0.80296;0.3667;0.30064;0.27836
13-01-2019 03:00;0.53602;1.1066;0.45041;0.54657;0.34784;0.32988;0.33864
13-01-2019 04:00;0.55443;1.33647;0.40802;0.54388;0.49713;0.31751;0.23923
13-01-2019 05:00;0.69355;1.44773;0.50572;0.49746;0.41631;0.3346;0.1821
13-01-2019 06:00;1.3283;1.34649;0.74669;0.48019;0.56567;0.73479;0.21278
13-01-2019 07:00;1.31198;1.47595;1.06902;0.68945;0.83726;0.535;0.31015
13-01-2019 08:00;0.89222;1.35389;0.78374;0.74888;0.68707;0.47423;0.22517
13-01-2019 09:00;0.79479;0.99192;0.57153;0.52519;0.44901;0.36044;0.18523
13-01-2019 10:00;0.68844;0.52157;0.39604;0.28875;0.24547;0.35683;0.19037
13-01-2019 11:00;0.59917;0.6184;0.48185;0.30843;0.26559;0.32254;0.18764
13-01-2019 12:00;0.5018;0.7373;0.35683;0.29521;0.29313;0.44176;0.20354
13-01-2019 13:00;0.74299;0.92383;0.40156;0.30185;0.38545;0.38853;0.21512
13-01-2019 14:00;0.80085;0.92497;0.42344;0.34333;0.43233;0.36154;0.23458
13-01-2019 15:00;0.81474;0.80941;0.41818;0.61932;0.47136;0.31383;0.25869
13-01-2019 16:00;0.73244;0.79568;0.36326;0.70649;0.42393;0.46918;0.25613
13-01-2019 17:00;0.70768;0.95465;0.3666;0.70946;0.42657;0.39747;0.48191
13-01-2019 18:00;0.77047;1.0829;0.42047;0.85131;0.51581;0.41201;0.40327
13-01-2019 19:00;0.7793;1.3405;0.49786;1.13231;0.58491;0.39329;0.45352
13-01-2019 20:00;1.33698;1.24981;0.77893;0.83472;1.04811;0.61486;0.45471
13-01-2019 21:00;1.15169;1.53006;0.5191;1.01678;0.93405;0.50808;0.27268
13-01-2019 22:00;1.01436;1.4282;0.62394;1.24945;0.74287;0.47629;0.3261
13-01-2019 23:00;1.34098;1.13453;0.73361;1.20906;0.74897;0.43861;0.31242
13-01-2019 ;1.10112;0.90184;0.57937;0.74896;0.69878;0.42429;0.2308
14-01-2019 01:00;0.78484;0.78237;0.5295;0.75717;0.46798;0.31772;0.22715
