,Centro_de_Alto_Rendimiento_CO_pmm
400,0.2763
401,0.317
402,0.324
403,0.3295
404,0.4144
405,0.3997
406,0.4633
407,0.5296
408,0.3706
409,0.3693
410,0.3536
411,0.3869
412,0.385
413,0.4668
414,0.9051
415,1.4668
416,1.1518
417,0.5742
418,0.29941
419,0.2482
420,0.2392
421,0.2267
422,0.3382
423,0.3757
424,0.395
425,0.5412
426,0.6133
427,0.6666
428,0.7192
429,0.7881
430,0.6826
431,0.7515
432,0.61
433,0.5204
434,0.4724
435,0.4664
436,0.4
437,0.6204
438,1.1448
439,1.8239
440,1.149
441,0.9084
442,0.574
443,0.2936
444,0.1613
445,0.1512
446,0.2902
447,0.3485
448,0.4103
449,0.5343
450,0.6175
451,0.6822
452,0.7447
453,0.72
454,0.6771
455,0.9028
456,0.8539
457,0.6853
458,0.62
459,0.5412
460,0.4814
461,0.5115
462,0.9831
463,1.2556
464,1.4718
465,0.8768
466,0.712
467,0.3495
468,0.1753
469,0.1864
470,0.1927
471,0.1988
472,0.2379
473,0.3392
474,0.4036
475,0.611
476,0.576
477,0.4879
478,0.4562
479,0.3951
480,0.5647
481,0.5201
482,0.4617
483,0.4914
484,0.485
485,0.5316
486,1.229
487,1.507
488,1.1558
489,0.7268
490,0.7665
491,0.4968
492,0.2529
493,0.2233
494,0.2607
495,0.4029
496,0.3896
497,0.4427
498,0.646
499,0.7788
500,0.9674
501,0.8345
502,0.6966
503,0.7056
504,0.7533
505,0.6924
506,0.4319
507,0.3557
508,0.3236
509,0.4789
510,0.5905
511,0.982
512,1.112
513,0.9493
514,0.8495
515,0.5294
516,0.2937
517,0.2505
518,0.2734
519,0.3336
520,0.3597
521,0.4368
522,0.5626
523,0.61
524,0.8346
525,0.6754
526,0.3639
527,0.3275
528,0.2488
529,0.2117
530,0.2032
531,0.1927
532,0.1845
533,0.2954
534,0.563
535,0.9756
536,0.6374
537,0.3768
538,0.1857
539,0.1958
540,0.1922
541,0.3244
542,0.1925
543,0.1777
544,0.1907
545,0.2163
546,0.2185
547,0.4971
548,0.6731
549,0.5162
550,0.5386
551,0.8154
552,0.6821
553,0.3804
554,0.3205
555,0.3336
556,0.2811
557,0.2943
558,0.2691
559,0.2769
560,0.25
561,0.1579
562,0.168
563,0.1689
564,0.1713
565,0.1722
566,0.1789
567,0.216
568,0.2188
569,0.2148
570,0.2315
571,0.4542
572,0.3184
573,0.2409
574,0.2706
575,0.2898
576,0.1958
577,0.1749
578,0.2042
579,0.2151
580,0.2356
581,0.3224
582,0.5976
583,0.6385
584,0.7941
585,0.42074999999999996
586,0.32225000000000004
587,0.6089
588,0.4433
589,0.3195
590,0.2699
591,0.2645
592,0.3019
593,0.2816
594,0.4707
595,0.3282
596,0.4124
597,0.2969
598,0.3537
599,0.2981
600,0.2827
601,0.2951
602,0.305
603,0.2913
604,0.3251
605,0.465
606,1.0093
607,0.7978
608,0.846
609,0.752
610,0.6182
611,0.2445
612,0.2762
613,0.2485
614,0.2385
615,0.2539
616,0.3171
617,0.328
618,0.4496
619,0.3253
620,0.2845
621,0.2631
622,0.361
623,0.4756
624,0.4179
625,0.3185
626,0.2307
627,0.2221
628,0.2387
629,0.2939
630,0.9749
631,1.0829
632,1.0989
633,0.9631
634,0.4594
635,0.2289
636,0.2142
637,0.1812
638,0.1711
639,0.1805
640,0.2534
641,0.3237
642,0.4511
643,0.5816
644,0.4047
645,0.6946
646,0.9114
647,0.6577
648,0.5533
649,0.4262
650,0.4362
651,0.4837
652,0.3517
653,0.5299
654,1.296
655,1.9258
656,1.5086
657,0.9311
658,0.663
659,0.4915
660,0.3975
661,0.3919
662,0.3904
663,0.4557
664,0.4216
665,0.5111
666,0.5405
667,0.5464
668,0.5245
669,0.5528
670,0.5939
671,0.4073
672,0.2951
673,0.3669
674,0.403
675,0.3605
676,0.3767
677,0.6275
678,0.8762
679,1.2978
680,1.0751
681,0.7674
682,0.3723
683,0.3106
684,0.3302
685,0.5393
686,0.4597
687,0.3752
688,0.3906
689,0.4837
690,0.5385
691,0.3915
692,0.3419
693,0.2918
694,0.5175
695,0.7205
696,0.482
697,0.4232
698,0.4026
699,0.3219
700,0.2983
701,0.3678
702,0.5904
703,0.893
704,0.8537
705,0.789
706,0.5689
707,0.2048
708,0.2361
709,0.208
710,0.2307
711,0.2007
712,0.2509
713,0.2567
714,0.2375
715,0.2947
716,0.3385
717,0.4202
718,0.5362
719,0.5137
720,0.4219
721,0.3962
722,0.387
723,0.3306
724,0.3948
725,0.3996
726,0.4625
727,0.3932
728,0.2134
729,0.2065
730,0.192
731,0.1873
732,0.1944
733,0.2076
734,0.2163
735,0.2184
736,0.2289
737,0.2349
738,0.2676
739,0.2362
740,0.2233
741,0.2284
742,0.2686
743,0.2441
744,0.2311
745,0.2512
746,0.2155
747,0.1703
748,0.1834
749,0.214
750,0.4282
751,0.7401
752,0.7422
753,0.6983
754,0.5211
755,0.1902
756,0.1834
757,0.198
758,0.2143
759,0.2524
760,0.2502
761,0.2874
762,0.3002
763,0.2822
764,0.2751
765,0.309
766,0.2744
767,0.1446
768,0.1334
769,0.2004
770,0.1634
771,0.1727
772,0.1687
773,0.2372
774,0.6226
775,0.5972
776,0.5853
777,0.73013
778,0.6539200000000001
779,0.5149
780,0.2588
781,0.2678
782,0.2829
783,0.2547
784,0.2736
785,0.2674
786,0.3109
787,0.4115
788,0.3818
789,0.4072
790,0.3904
791,0.5886
792,0.4991
793,0.3214
794,0.2349
795,0.2687
796,0.3568
797,0.4613
798,0.7654
799,1.2792
800,0.9002
801,0.3994
802,0.1741
803,0.2047
804,0.2162
805,0.2537
806,0.2782
807,0.2503
808,0.2733
809,0.3695
810,0.3637
811,0.3989
812,0.3246
813,0.2784
814,0.5082
815,0.6306
816,0.7503
817,0.4977
818,0.5117
819,0.5651
820,0.5422
821,0.5519
822,0.898
823,0.9922
824,1.0615
825,0.6522
826,0.2957
827,0.2481
828,0.2391
829,0.2608
830,0.2596
831,0.2635
832,0.2836
833,0.4014
834,0.3586
835,0.2944
836,0.626
837,0.7663
838,0.9247
839,0.5644
840,0.2871
841,0.2119
842,0.2245
843,0.2599
844,0.2839
845,0.3234
846,0.4461
847,0.2525
848,0.2861
849,0.2831
850,0.2913
851,0.2587
852,0.2703
853,0.3049
854,0.346
855,0.3384
856,0.2847
857,0.3381
858,0.311
859,0.4304
860,0.2734
861,0.267
862,0.2207
863,0.4212
864,0.5443
865,0.4577
866,0.4364
867,0.4005
868,0.3951
869,0.4585
870,0.9129
871,0.8349
872,0.6843
873,0.5758
874,0.2215
875,0.1738
876,0.2088
877,0.2232
878,0.6056
879,0.5492
880,0.6627
881,0.7635
882,0.7966
883,0.9271
884,0.849
885,1.0247
886,1.0175
887,1.0431
888,1.0914
889,1.1533
890,0.82
891,0.5915
892,0.5523
893,0.4935
894,0.475
895,0.6071
896,0.6862
897,0.385
898,0.2624
899,0.1877
900,0.153
901,0.146
902,0.1415
903,0.3412
904,0.3348
905,0.3062
906,0.4806
907,0.4838
908,0.4671
909,0.5585
910,0.6643
911,0.41
912,0.3753
913,0.2767
914,0.3098
915,0.3296
916,0.2637
917,0.3208
918,0.8508
919,1.0094
920,0.5794
921,0.3419
922,0.3158
923,0.2823
924,0.3082
925,0.4591
926,0.5308
927,0.5118
928,0.4238
929,0.3748
930,0.4748
931,0.9006
932,1.2117
933,0.5532
934,0.5451
935,0.5897
936,0.6727
937,0.4481
938,0.3546
939,0.301
940,0.2615
941,0.3957
942,0.7803
943,1.2453
944,1.3555
945,1.1268
946,0.7213
947,0.525
948,0.457
949,0.4352
950,0.4674
951,0.3865
952,0.6026
953,0.82
954,0.8106
955,0.7343
956,0.6434
957,0.718
958,0.772
959,0.8
960,0.2678
961,0.1762
962,0.186
963,0.1894
964,0.2168
965,0.3082
966,0.4807
967,0.9581
968,1.0866
969,0.6661
970,0.4221
971,0.296765
972,0.496055
973,0.257
974,0.3117
975,0.2949
976,0.2701
977,0.3924
978,0.47507499999999997
979,0.48858999999999997
980,0.561595
981,1.056435
982,1.11616
983,1.4547599999999998
984,1.0653350000000001
985,0.909275
986,0.722685
987,0.6018
988,0.58884
989,0.72963
990,1.13828
991,1.3976350000000002
992,1.15994
993,0.6352
994,0.3801
995,0.2895
996,0.2406
997,0.2692
998,0.251
999,0.238
1000,0.2414
1001,0.3437
1002,0.67708
1003,0.55906
1004,0.5031
1005,0.588615
1006,0.639225
1007,0.371625
1008,0.5321549999999999
1009,0.54354
1010,0.44658
1011,0.436965
1012,0.484765
1013,0.4745
1014,0.9012
1015,1.306
1016,1.1769100000000001
1017,0.66736
1018,0.8702
1019,0.6078
1020,0.5653
1021,0.5311
1022,0.5521
1023,0.3432
1024,0.3284
1025,0.3876
1026,0.5357
1027,0.6602
1028,0.5918
1029,0.4055
1030,0.3224
1031,0.4635
1032,0.4124
1033,0.2898
1034,0.3529
1035,0.1908
1036,0.1461
1037,0.2657
1038,0.6723
1039,0.2744
1040,0.269
1041,0.2709
1042,0.2038
1043,0.177
1044,0.1967
1045,0.1779
1046,0.16
1047,0.3334
1048,0.2688
1049,0.4231
1050,0.4633
1051,0.6198
1052,0.7594
1053,0.9347
1054,1.0
1055,1.2459
1056,1.6066
1057,0.8883
1058,0.5229
1059,0.4361
1060,0.4357
1061,0.4518
1062,0.6842
1063,0.6664
1064,0.6439
1065,0.4404
1066,0.3002
1067,0.2629
1068,0.2817
1069,0.2922
1070,0.4078
1071,0.512
1072,0.5564
1073,0.806
1074,0.6411
1075,1.3001
1076,1.6519
1077,1.6366
1078,1.4629
1079,1.2347
1080,0.8486
1081,0.8129
1082,0.5205
1083,0.3349
1084,0.335
1085,0.4793
1086,0.6494
1087,0.695
1088,0.8645
1089,0.5863
1090,0.3286
1091,0.2095
1092,0.2908
1093,0.6303
1094,0.704
1095,0.5008
1096,0.4073
1097,0.4669
1098,0.5159
1099,1.0867
1100,1.7412
1101,2.2393
1102,1.9846
1103,1.8599
1104,1.5107
1105,1.0161
1106,0.7036
1107,0.579
1108,0.4542
1109,0.5916
1110,1.2093
1111,0.9852
1112,0.8785
1113,0.5708
1114,0.6103
1115,0.2799
1116,0.2245
1117,0.191
1118,0.1888
1119,0.1823
1120,0.1894
1121,0.2951
1122,0.3374
1123,0.3582
1124,0.4215
1125,0.3077
1126,0.2548
1127,0.2407
1128,0.3316
1129,0.4121
1130,0.6614
1131,0.6567
1132,0.4668
1133,0.6258
1134,1.3048
1135,1.9977
1136,1.5695
1137,1.2061
1138,0.6227
1139,0.2967
1140,0.1948
1141,0.2223
1142,0.233
1143,0.2311
1144,0.2949
1145,0.4428
1146,0.4997
1147,0.5094
1148,0.3902
1149,0.3613
1150,0.416
1151,0.3199
1152,0.2869
1153,0.275
1154,0.2894
1155,0.2295
1156,0.2032
1157,0.2528
1158,0.444
1159,0.6092
1160,0.5856
1161,0.3782
1162,0.3211
1163,0.2963
1164,0.2834
1165,0.2711
1166,0.2651
1167,0.2923
1168,0.3719
1169,0.4338
1170,0.426
1171,0.3696
1172,0.3831
1173,0.3561
1174,0.3971
1175,0.3135
1176,0.3076
1177,0.2243
1178,0.1969
1179,0.2785
1180,0.2987
1181,0.298
1182,0.4822
1183,0.9476
1184,0.8874
1185,0.791
1186,0.4201
1187,0.3496
1188,0.3172
1189,0.356
1190,0.347
1191,0.2679
1192,0.2932
1193,0.3539
1194,0.4428
1195,0.4448
1196,0.4502
1197,0.6511
1198,0.3606
1199,0.466
1200,0.4702
1201,0.3646
1202,0.2528
1203,0.2465
1204,0.2765
1205,0.2315
1206,0.3756
1207,0.6725
1208,0.8067
1209,0.6758
1210,0.3527
1211,0.2926
1212,0.3631
1213,0.2979
1214,0.3743
1215,0.3999
1216,0.2844
1217,0.3362
1218,0.3919
1219,0.6751
1220,0.5172
1221,0.4681
1222,0.2734
1223,0.2992
1224,0.3058
1225,0.2545
1226,0.2141
1227,0.218
1228,0.2061
1229,0.2406
1230,0.3745
1231,0.5201
1232,0.4564
1233,0.4321
1234,0.4123
1235,0.5113
1236,0.4354
1237,0.2932
1238,0.2944
1239,0.2768
1240,0.2872
1241,0.3144
1242,0.3783
1243,0.3518
1244,0.357
1245,0.3387
1246,0.3756
1247,0.3024
1248,0.3106
1249,0.2731
1250,0.1946
1251,0.1625
1252,0.17
1253,0.2859
1254,0.7702
1255,0.9399
1256,0.7945
1257,0.4416
1258,0.2242
1259,0.2659
1260,0.226
1261,0.2834
1262,0.2764
1263,0.2177
1264,0.2978
1265,0.3639
1266,0.3563
1267,0.3011
1268,0.2535
1269,0.2186
1270,0.2169
1271,0.175
1272,0.2483
1273,0.2829
1274,0.3615
1275,0.3278
1276,0.282
1277,0.485
1278,1.1166
1279,1.127
1280,0.3364
1281,0.3516
1282,0.2405
1283,0.2918
1284,0.2043
1285,0.2217
1286,0.2257
1287,0.1902
1288,0.2546
1289,0.3313
1290,0.3093
1291,0.4646
1292,0.3263
1293,0.4788
1294,0.3674
1295,0.3117
1296,0.4162
1297,0.3363
1298,0.1923
1299,0.2136
1300,0.2328
1301,0.303
1302,0.7744
1303,1.114
1304,1.0619
1305,0.8565
1306,0.2209
1307,0.2514
1308,0.231
1309,0.2184
1310,0.2744
1311,0.3513
1312,0.2783
1313,0.2611
1314,0.3581
1315,0.5506
1316,0.676
1317,0.9141
1318,0.4691
1319,0.2514
1320,0.2059
1321,0.1971
1322,0.1634
1323,0.1458
1324,0.1537
1325,0.2318
1326,0.3436
1327,0.6241
1328,0.6436
1329,0.382
1330,0.3835
1331,0.3273
1332,0.4747
1333,0.4898
1334,0.5126
1335,0.2848
1336,0.2593
1337,0.3401
1338,0.4371
1339,0.4214
1340,0.3805
1341,0.5275
1342,0.9977
1343,0.5469
1344,0.3721
1345,0.2326
1346,0.2025
1347,0.2044
1348,0.235
1349,0.4387
1350,0.9151
1351,0.782
1352,0.3996
1353,0.3325
1354,0.2291
1355,0.2517
1356,0.2489
1357,0.2347
1358,0.4365
1359,0.5537
1360,0.4969
1361,0.5427
1362,0.5751
1363,0.8926
1364,1.2454
1365,0.9514
1366,0.8613
1367,0.8935
1368,0.6332
1369,0.6184
1370,0.5016
1371,0.4385
1372,0.3413
1373,0.3294
1374,0.7522
1375,1.1348
1376,1.3743
1377,0.5718
1378,0.1988
1379,0.662
1380,0.7264
1381,0.5387
1382,0.4593
1383,0.5007
1384,0.906
1385,0.8697
1386,0.8012
1387,0.8463
1388,1.3
1389,1.2895
1390,1.4166
1391,1.7816
1392,1.1237
1393,0.612
1394,0.4148
1395,0.2981
1396,0.2739
1397,0.2337
1398,0.3904
1399,0.5861
1400,0.3719
1401,0.2789
1402,0.2059
1403,0.2367
1404,0.2504
1405,0.3037
1406,0.3186
1407,0.2407
1408,0.2184
1409,0.2486
1410,0.315
1411,0.4548
1412,0.489
1413,0.49
1414,0.4848
1415,0.2559
1416,0.2791
1417,0.2123
1418,0.1782
1419,0.1991
1420,0.2355
1421,0.39
1422,0.4907
1423,0.7215
1424,0.7573
1425,0.5731
1426,0.3974
1427,0.2993
1428,0.3177
1429,0.3202
1430,0.2447
1431,0.2877
1432,0.3207
1433,0.3903
1434,0.3182
1435,0.4154
1436,0.5848
1437,0.6474
1438,0.8356
1439,0.4595
1440,0.4108
1441,0.4682
1442,0.3673
1443,0.1865
1444,0.2603
1445,0.369
1446,0.4721
1447,0.6931
1448,0.5484
1449,0.4206
1450,0.4033
1451,0.4097
1452,0.4681
1453,0.49
1454,0.3625
1455,0.3664
1456,0.4121
1457,0.4393
1458,0.5704
1459,0.6588
1460,0.5643
1461,0.7607
1462,0.9246
1463,0.7853
1464,0.8791
1465,0.4536
1466,0.3294
1467,0.2916
1468,0.2688
1469,0.2947
1470,0.4759
1471,0.64
1472,0.725
1473,0.7302
1474,0.7252
1475,0.6314
1476,0.6757
1477,0.7128
1478,0.668
1479,0.59
1480,0.3823
1481,0.4218
1482,0.6944
1483,0.797
1484,0.807
1485,0.5899
1486,0.4525
1487,0.4464
1488,0.4886
1489,0.3922
1490,0.2945
1491,0.2995
1492,0.3332
1493,0.5278
1494,0.633
1495,0.7776
1496,0.9662
1497,0.8597
1498,0.9257
1499,0.6976
1500,0.7957
1501,1.2593
1502,0.808
1503,0.7407
1504,0.7025
1505,0.7695
1506,1.4799
1507,1.4939
1508,1.7506
1509,1.5244
1510,1.7911
1511,1.9908
1512,1.4063
1513,0.9809
1514,0.3182
1515,0.1742
1516,0.1741
1517,0.2556
1518,0.6367
1519,1.0713
1520,1.1905
1521,0.822
1522,1.0232
1523,0.7918
1524,0.6381
1525,0.5092
1526,0.5692
1527,0.6812
1528,0.7284
1529,0.8954
1530,1.1957
1531,1.0362
1532,1.7525
1533,1.4322
1534,1.5742
1535,1.7315
1536,1.6076
1537,1.4868
1538,1.1594
1539,0.2754
1540,0.5046
1541,0.8331
1542,1.2812
1543,1.4451
1544,1.2765
1545,0.7081
1546,0.5356
1547,0.2814
1548,0.3093
1549,0.3406
1550,0.6537
1551,0.7349
1552,0.5264
1553,0.4768
1554,0.7132
1555,0.8507
1556,1.2414
1557,1.4724
1558,0.6243
1559,0.1686
1560,0.2049
1561,0.1928
1562,0.1969
1563,0.2097
1564,0.2076
1565,0.1835
1566,0.2725
1567,0.2883
1568,0.2701
1569,0.1544
1570,0.2074
1571,0.1712
1572,0.1899
1573,0.2294
1574,0.2948
1575,0.2712
1576,0.4058
1577,0.34
1578,0.2105
1579,0.2193
1580,0.2747
1581,0.1801
1582,0.2153
1583,0.1331
1584,0.1309
1585,0.1191
1586,0.1169
1587,0.1365
1588,0.173
1589,0.1942
1590,0.2295
1591,0.5257
1592,0.2128
1593,0.1846
1594,0.179
1595,0.1358
1596,0.1313
1597,0.1623
1598,0.1735
1599,0.1336
1600,0.1487
1601,0.2187
1602,0.3411
1603,0.3318
1604,0.2953
1605,0.4069
1606,0.3094
1607,0.3433
1608,0.2975
1609,0.1904
1610,0.1948
1611,0.3466
1612,0.2718
1613,0.3752
1614,0.9431
1615,0.776
1616,0.7447
1617,0.5817
1618,0.4956
1619,0.262
1620,0.3554
1621,0.3531
1622,0.3884
1623,0.3986
1624,0.8266
1625,0.8922
1626,1.0363
1627,0.5702
1628,0.6461
1629,0.3542
1630,0.3896
1631,0.5661
1632,0.6965
1633,0.3338
1634,0.2295
1635,0.293
1636,0.3236
1637,0.4414
1638,1.1075
1639,1.3616
1640,0.6123
1641,0.3552
1642,0.1942
1643,0.382
1644,0.3293
1645,0.3789
1646,0.3312
1647,0.3008
1648,0.3033
1649,0.4128
1650,0.5196
1651,0.4451
1652,0.4698
1653,0.4867
1654,0.5587
1655,0.5019
1656,0.5704
1657,0.4053
1658,0.3161
1659,0.3844
1660,0.2664
1661,0.4135
1662,0.4874
1663,0.6228
1664,0.5668
1665,0.5168
1666,0.41058
1667,0.2884
1668,0.4578
1669,0.3183
1670,0.4474
1671,0.5381
1672,0.8662
1673,0.8755
1674,0.9413
1675,1.9616
1676,1.4856
1677,1.2461
1678,1.1307
1679,0.7869
1680,0.2954
1681,0.2619
1682,0.2381
1683,0.2459
1684,0.3154
1685,0.5397
1686,0.669
1687,0.6053
1688,0.8232
1689,0.8853
1690,0.6176
1691,0.4525
1692,0.3803
1693,0.3317
1694,0.372
1695,0.4685
1696,0.4627
1697,0.5961
1698,0.8491
1699,0.7521
1700,0.4278
1701,0.4431
1702,0.4409
1703,0.2962
1704,0.3534
1705,0.425
1706,0.3844
1707,0.3738
1708,0.3748
1709,0.4213
1710,0.7624
1711,0.7037
1712,0.9722
1713,1.0248
1714,0.6573
1715,0.5754
1716,0.3354
1717,0.4972
1718,0.5663
1719,0.4617
1720,0.497
1721,0.3732
1722,0.512
1723,0.6737
1724,0.6236
1725,0.8048
1726,0.8635
1727,0.8493
1728,0.8565
1729,0.5159
1730,0.4542
1731,0.4376
1732,0.4238
1733,0.4559
1734,0.7053
1735,0.6988
1736,0.5776
1737,0.3974
1738,0.3545
1739,0.3289
1740,0.3238
1741,0.322
1742,0.566
1743,0.378
1744,0.4606
1745,0.4666
1746,0.6692
1747,1.0582
1748,1.4545
1749,1.4708
1750,1.3149
1751,1.3309
1752,1.2159
1753,0.9944
1754,0.884
1755,0.4925
1756,0.4633
1757,0.441
1758,0.8979
1759,0.997
1760,0.8986
1761,0.4975
1762,0.3856
1763,0.4194
1764,0.551
1765,0.5185
1766,0.6513
1767,0.7462
1768,0.7209
1769,0.537
1770,0.7611
1771,0.6182
1772,0.5603
1773,0.3845
1774,0.3315
1775,0.3085
1776,0.3199
1777,0.3357
1778,0.2962
1779,0.3229
1780,0.3063
1781,0.3318
1782,0.5525
1783,1.1484
1784,1.2281
1785,0.9385
1786,0.8654
1787,1.0978
1788,0.8911
1789,0.4145
1790,0.2887
1791,0.2891
1792,0.5216
1793,0.5998
1794,1.0504
1795,1.1092
1796,1.0205
1797,0.9518
1798,1.3278
1799,1.0621
1800,1.0048
1801,0.8599
1802,0.7849
1803,0.6193
1804,0.5781
1805,0.718
1806,1.1049
1807,1.5039
1808,1.3438
1809,1.5352
1810,0.8988
1811,0.6946
1812,0.5878
1813,0.5701
1814,0.5293
1815,0.3893
1816,0.4199
1817,0.6168
1818,1.0995
1819,0.8787
1820,0.735
1821,1.036
1822,1.4065
1823,1.178
1824,0.7265
1825,0.2936
1826,0.2803
1827,0.2975
1828,0.2674
1829,0.3112
1830,0.6235
1831,1.0975
1832,1.2202
1833,1.1672
1834,0.5943
1835,0.6605
1836,0.6439
1837,0.491
1838,0.2812
1839,0.5286
1840,0.6376
1841,0.8475
1842,0.7266
1843,0.8036
1844,1.2564
1845,1.4611
1846,1.5895
1847,0.7984
1848,0.2688
1849,0.1913
1850,0.2043
1851,0.2738
1852,0.4448
1853,0.5719
1854,1.9185
1855,1.621
1856,0.6445
1857,0.5944
1858,0.478
1859,0.341
1860,0.2987
1861,0.4032
1862,1.0457
1863,0.8416
1864,0.684
1865,0.9499
1866,1.6164
1867,2.4325
1868,1.2119
1869,0.8475
1870,0.8008
1871,0.8218
1872,0.9636
1873,0.7323
1874,0.8183
1875,0.7348
1876,0.6726
1877,0.848
1878,1.0557
1879,1.2419
1880,1.27
1881,0.9097
1882,0.4242
1883,0.2338
1884,0.3096
1885,0.3124
1886,0.315
1887,0.309
