,Centro_de_Alto_Rendimiento_CO_pmm
1888,0.4842
1889,0.5205
1890,0.3816
1891,0.4139
1892,0.6543
1893,1.1677
1894,1.2181
1895,1.2432
1896,1.202
1897,1.2386
1898,1.3006
1899,1.3708
1900,0.8969
1901,0.8519
1902,1.1068
1903,0.7166
1904,0.4333
1905,0.2711
1906,0.2117
1907,0.1608
1908,0.1611
1909,0.2027
1910,0.2196
1911,0.1859
1912,0.2016
1913,0.2241
1914,0.2251
1915,0.2148
1916,0.1959
1917,0.22
1918,0.1962
1919,0.224
1920,0.2487
1921,0.3248
1922,0.2791
1923,0.2798
1924,0.2438
1925,0.3041
1926,0.4388
1927,0.5201
1928,0.3865
1929,0.3197
1930,0.2588
1931,0.1476
1932,0.1404
1933,0.1467
1934,0.2296
1935,0.3862
1936,0.3455
1937,0.3097
1938,0.3472
1939,0.4536
1940,0.5858
1941,0.437
1942,0.3862
1943,0.4226
1944,0.6519
1945,0.6741
1946,0.5591
1947,0.4635
1948,0.4481
1949,0.7585
1950,1.31
1951,1.8999
1952,1.389
1953,1.1321
1954,1.0517
1955,0.5457
1956,0.658535
1957,0.6663
1958,0.9992
1959,0.8127
1960,0.8992
1961,1.2789
1962,1.285
1963,1.6034
1964,2.1367
1965,1.4988
1966,1.4366
1967,0.6639
1968,0.3972
1969,0.3236
1970,0.3832
1971,0.364
1972,0.3588
1973,0.443
1974,0.5999
1975,1.0135
1976,0.9071
1977,0.8354
1978,0.8359
1979,0.6253
1980,0.6176
1981,0.7971
1982,0.7629
1983,0.6291
1984,0.7994
1985,1.1233
1986,1.6038
1987,1.6492
1988,2.1978
1989,2.9382
1990,2.8113
1991,2.8214
1992,3.1504
1993,3.0362
1994,2.4792
1995,2.6451
1996,1.8416
1997,0.9343
1998,1.6299
1999,2.0199
2000,1.3697
2001,1.0793
2002,1.1567
2003,0.4635
2004,0.2569
2005,0.314
2006,0.3169
2007,0.3543
2008,0.4214
2009,0.3607
2010,0.3818
2011,0.5464
2012,1.807
2013,2.0643
2014,1.4754
2015,1.2031
2016,1.1629
2017,0.7974
2018,0.7733
2019,0.9186
2020,0.9677
2021,1.0665
2022,1.2923
2023,1.7095
2024,1.4107
2025,0.4613
2026,0.2227
2027,0.2125
2028,0.2433
2029,0.4591
2030,0.4251
2031,0.6644
2032,0.332
2033,0.2666
2034,0.5565
2035,0.5776
2036,0.2785
2037,0.2355
2038,0.2162
2039,0.3505
2040,0.4908
2041,0.4646
2042,0.5374
2043,0.5401
2044,0.344
2045,0.2377
2046,0.3983
2047,0.5207
2048,0.5833
2049,0.569
2050,0.6056
2051,0.7336
2052,0.8823
2053,0.698
2054,0.6824
2055,0.73
2056,0.7052
2057,1.0829
2058,1.9296
2059,2.0268
2060,0.9714
2061,0.3595
2062,0.932
2063,0.4618
2064,0.8686
2065,0.6537
2066,0.2742
2067,0.1189
2068,0.1095
2069,0.1502
2070,0.3983
2071,0.356
2072,0.2208
2073,0.1931
2074,0.1441
2075,0.1537
2076,0.1522
2077,0.1601
2078,0.1567
2079,0.1517
2080,0.1808
2081,0.1649
2082,0.1833
2083,0.1483
2084,0.1471
2085,0.1568
2086,0.1551
2087,0.1474
2088,0.0983
2089,0.1079
2090,0.1722
2091,0.1726
2092,0.1477
2093,0.2001
2094,0.2529
2095,0.2852
2096,0.2114
2097,0.2331
2098,0.40049
2099,0.2397
2100,0.2731
2101,0.2321
2102,0.2931
2103,0.2162
2104,0.3962
2105,0.9755
2106,0.8049
2107,0.2009
2108,0.1734
2109,0.1555
2110,0.1532
2111,0.1062
2112,0.1036
2113,0.1092
2114,0.1616
2115,0.1526
2116,0.1651
2117,0.2661
2118,0.4095
2119,0.261
2120,0.2489
2121,0.2218
2122,0.257
2123,0.3206
2124,0.2808
2125,0.2704
2126,0.2162
2127,0.2214
2128,0.197
2129,0.2001
2130,0.2319
2131,0.2467
2132,0.2855
2133,0.1733
2134,0.1766
2135,0.1414
2136,0.1276
2137,0.1126
2138,0.1143
2139,0.1359
2140,0.1721
2141,0.1753
2142,0.4168
2143,0.4372
2144,0.5457
2145,0.2939
2146,0.2261
2147,0.2476
2148,0.2793
2149,0.2441
2150,0.1972
2151,0.2161
2152,0.228
2153,0.2304
2154,0.3265
2155,0.3205
2156,0.2499
2157,0.2056
2158,0.2124
2159,0.1679
2160,0.1521
2161,0.1614
2162,0.1255
2163,0.1781
2164,0.1461
2165,0.1503
2166,0.3231
2167,0.3402
2168,0.1804
2169,0.1516
2170,0.176
2171,0.1649
2172,0.1771
2173,0.1691
2174,0.3292
2175,0.2554
2176,0.223
2177,0.2602
2178,0.2197
2179,0.2171
2180,0.202
2181,0.2001
2182,0.2411
2183,0.2267
2184,0.1938
2185,0.1935
2186,0.1804
2187,0.1981
2188,0.2107
2189,0.2833
2190,0.3421
2191,0.2279
2192,0.1766
2193,0.1512
2194,0.1583
2195,0.1707
2196,0.1697
2197,0.1797
2198,0.194
2199,0.2625
2200,0.2551
2201,0.2846
2202,0.2411
2203,0.2744
2204,0.2152
2205,0.2252
2206,0.2097
2207,0.2748
2208,0.3154
2209,0.2054
2210,0.2053
2211,0.1985
2212,0.1966
2213,0.2654
2214,0.2712
2215,0.2968
2216,0.247
2217,0.2581
2218,0.3188
2219,0.3341
2220,0.2255
2221,0.2582
2222,0.253
2223,0.2641
2224,0.5476
2225,0.6147
2226,0.5139
2227,0.5002
2228,0.6537
2229,0.8
2230,0.8798
2231,0.5957
2232,0.452
2233,0.1965
2234,0.1891
2235,0.1967
2236,0.1928
2237,0.1861
2238,0.318
2239,0.4607
2240,0.2796
2241,0.2756
2242,0.1743
2243,0.1841
2244,0.1539
2245,0.1704
2246,0.1776
2247,0.3037
2248,0.2879
2249,0.3581
2250,0.5031
2251,0.541
2252,0.6766
2253,0.6631
2254,0.5361
2255,0.2067
2256,0.3744
2257,0.2588
2258,0.2174
2259,0.1674
2260,0.2075
2261,0.2916
2262,0.5723
2263,1.1986
2264,1.0793
2265,0.3368
2266,0.4631
2267,0.3574
2268,0.195
2269,0.2437
2270,0.2426
2271,0.2794
2272,0.2654
2273,0.3032
2274,0.3109
2275,0.2925
2276,0.2148
2277,0.2336
2278,0.2056
2279,0.1904
2280,0.1857
2281,0.1605
2282,0.148
2283,0.1602
2284,0.1893
2285,0.2689
2286,0.2746
2287,0.4141
2288,1.35232
2289,0.8062
2290,0.2235
2291,0.36585999999999996
2292,0.37941500000000006
2293,0.44742499999999996
2294,0.275
2295,0.2679
2296,0.2753
2297,0.3003
2298,0.3681
2299,0.3696
2300,0.4579
2301,0.4029
2302,0.2542
2303,0.3493
2304,0.3352
2305,0.2853
2306,0.3747
2307,0.4371
2308,0.2713
2309,0.2869
2310,0.5464
2311,1.2209
2312,1.2581
2313,0.5123
2314,0.5747
2315,0.255
2316,0.2983
2317,0.2749
2318,0.231
2319,0.24
2320,0.3125
2321,0.5897
2322,0.8868
2323,1.0464
2324,1.3096
2325,1.3702
2326,1.5581
2327,1.4315
2328,0.6133
2329,0.4301
2330,0.4756
2331,0.458
2332,0.5026
2333,0.536
2334,0.7725
2335,1.135
2336,1.037
2337,0.8348
2338,0.7045
2339,0.4463
2340,0.2694
2341,0.2942
2342,0.346
2343,0.4138
2344,0.493
2345,0.483
2346,0.8845
2347,1.5154
2348,0.8959
2349,0.7721
2350,0.9421
2351,0.8912
2352,0.5253
2353,0.3517
2354,0.1819
2355,0.1507
2356,0.1618
2357,0.3043
2358,0.5573
2359,0.4514
2360,0.2514
2361,0.2099
2362,0.2372
2363,0.2126
2364,0.2261
2365,0.2258
2366,0.2637
2367,0.2515
2368,0.2774
2369,0.3403
2370,0.6009
2371,0.6816
2372,0.7685
2373,0.6088
2374,0.9369
2375,0.77
2376,0.9233
2377,1.0769
2378,0.8941
2379,0.7306
2380,0.6021
2381,0.384
2382,0.4201
2383,1.0953
2384,0.71
2385,0.1653
2386,0.2021
2387,0.1769
2388,0.1882
2389,0.1916
2390,0.2061
2391,0.2078
2392,0.1842
2393,0.5313
2394,0.3986
2395,0.368
2396,0.2676
2397,0.5339
2398,0.5487
2399,0.4051
2400,0.5001
2401,0.5147
2402,0.3849
2403,0.3005
2404,0.2911
2405,0.2832
2406,0.3867
2407,0.4893
2408,0.592
2409,0.389
2410,0.1428
2411,0.1532
2412,0.1556
2413,0.1523
2414,0.1582
2415,0.1595
2416,0.1851
2417,0.3496
2418,0.346
2419,0.3606
2420,0.448
2421,0.3487
2422,0.2527
2423,0.2189
2424,0.361
2425,0.3158
2426,0.179
2427,0.143
2428,0.1894
2429,0.2635
2430,0.5538
2431,0.8045
2432,0.591
2433,0.3227
2434,0.2889
2435,0.2522
2436,0.3389
2437,0.3412
2438,0.2324
2439,0.211
2440,0.2871
2441,0.3929
2442,0.4085
2443,0.3167
2444,0.3854
2445,0.3559
2446,0.2799
2447,0.2727
2448,0.1552
2449,0.1614
2450,0.1669
2451,0.1971
2452,0.2171
2453,0.3949
2454,0.5659
2455,0.2634
2456,0.2375
2457,0.2282
2458,0.2598
2459,0.287
2460,0.2622
2461,0.2524
2462,0.2452
2463,0.2393
2464,0.2883
2465,0.3576
2466,0.4347
2467,0.4695
2468,0.3611
2469,0.2779
2470,0.3442
2471,0.225
2472,0.1636
2473,0.1675
2474,0.1387
2475,0.1325
2476,0.1346
2477,0.2098
2478,0.4912
2479,0.51
2480,0.4659
2481,0.271
2482,0.2536
2483,0.2794
2484,0.2609
2485,0.2889
2486,0.3043
2487,0.2939
2488,0.3191
2489,0.5409
2490,0.6707
2491,0.8109
2492,1.2202
2493,1.1829
2494,1.0158
2495,0.9506
2496,0.7047
2497,0.8668
2498,0.7029
2499,0.461
2500,0.3334
2501,0.4311
2502,0.8125
2503,1.1622
2504,1.019
2505,0.6076149999999999
2506,0.36619999999999997
2507,0.30086
2508,
2509,0.2816
2510,0.3081
2511,0.3209
2512,0.3431
2513,0.3904
2514,0.582
2515,0.4084
2516,0.7039
2517,1.4274
2518,1.2403
2519,1.0635
2520,1.038
2521,1.0471
2522,1.1035
2523,0.9184
2524,0.7112
2525,0.4526
2526,0.6431
2527,0.5249
2528,0.314
2529,0.3431
2530,0.3118
2531,0.3372
2532,0.246
2533,0.2096
2534,0.2399
2535,0.3133
2536,0.3339
2537,0.3996
2538,0.6014
2539,0.425
2540,0.447
2541,0.4162
2542,0.4903
2543,0.4573
2544,0.3624
2545,0.3713
2546,0.1973
2547,0.1283
2548,0.1527
2549,0.1803
2550,0.7514
2551,0.9433
2552,0.4245
2553,0.282
2554,0.1722
2555,0.1683
2556,0.1662
2557,0.1755
2558,0.1793
2559,0.1983
2560,0.2037
2561,0.2161
2562,0.2318
2563,0.2582
2564,0.2064
2565,0.2521
2566,0.2547
2567,0.1876
2568,0.1906
2569,0.1942
2570,0.2452
2571,0.2766
2572,0.2574
2573,0.2996
2574,0.3939
2575,0.2375
2576,0.2101
2577,0.1719
2578,0.1864
2579,0.1758
2580,0.214
2581,0.2932
2582,0.33
2583,0.3727
2584,0.3079
2585,0.3874
2586,0.3986
2587,0.458
2588,0.486
2589,0.2595
2590,0.1984
2591,0.1887
2592,0.1657
2593,0.1491
2594,0.1569
2595,0.1519
2596,0.1809
2597,0.3365
2598,0.7979
2599,0.7886
2600,0.6059
2601,0.3608
2602,0.1892
2603,0.1939
2604,0.1936
2605,0.1895
2606,0.1925
2607,0.2213
2608,0.3053
2609,0.3796
2610,0.7226
2611,0.7986
2612,0.6676
2613,0.5855
2614,0.4669
2615,0.3266
2616,0.7377
2617,0.7719
2618,0.6243
2619,0.424
2620,0.3131
2621,0.4083
2622,1.3629
2623,1.2444
2624,1.1755
2625,0.8146
2626,0.5052
2627,0.4904
2628,0.2542
2629,0.2107
2630,0.3336
2631,0.4617
2632,0.4786
2633,0.7859
2634,0.9731
2635,1.1803
2636,1.1731
2637,0.3286
2638,0.4473
2639,0.4179
2640,0.2169
2641,0.2189
2642,0.2092
2643,0.1891
2644,0.1673
2645,0.4548
2646,1.012
2647,0.837
2648,1.0093
2649,1.1519
2650,0.47502
2651,0.1663
2652,0.1274
2653,0.3119
2654,0.3997
2655,0.3812
2656,0.3965
2657,0.4998
2658,0.8396
2659,0.9852
2660,0.9792
2661,0.8877
2662,1.4698
2663,1.3467
2664,1.2445
2665,1.0595
2666,0.5818
2667,0.5632
2668,0.6346
2669,0.8483
2670,1.0275
2671,0.7541
2672,0.8214
2673,0.5778
2674,0.4943
2675,0.1849
2676,0.2332
2677,0.4249
2678,0.3946
2679,0.3718
2680,0.3958
2681,0.4563
2682,0.5523
2683,0.6554
2684,0.5807
2685,0.5777
2686,0.305
2687,0.3607
2688,0.3059
2689,0.2575
2690,0.288
2691,0.2179
2692,0.268
2693,0.3962
2694,0.9484
2695,0.4152
2696,0.3989
2697,0.262
2698,0.2812
2699,0.3156
2700,0.2405
2701,0.1786
2702,0.2041
2703,0.2404
2704,0.3807
2705,0.5216
2706,0.5746
2707,0.7435
2708,0.7571
2709,0.7792
2710,0.7799
2711,1.0109
2712,0.8357
2713,0.6452
2714,0.5665
2715,0.3127
2716,0.2116
2717,0.2312
2718,1.8858
2719,0.825
2720,0.4536
2721,0.2617
2722,0.2423
2723,0.0939
2724,0.1482
2725,0.3072
2726,0.2885
2727,0.2748
2728,0.3561
2729,0.5135
2730,0.669
2731,0.4071
2732,0.3245
2733,0.326
2734,0.4607
2735,0.4312
2736,0.2747
2737,0.212
2738,0.2059
2739,0.1912
2740,0.1733
2741,0.1739
2742,0.3115
2743,0.3131
2744,0.271
2745,0.2433
2746,0.2062
2747,0.2033
2748,0.1557
2749,0.1956
2750,0.2177
2751,0.2953
2752,0.2926
2753,0.3475
2754,0.4544
2755,0.5164
2756,0.3314
2757,0.2681
2758,0.2426
2759,0.3393
2760,0.4533
2761,0.3031
2762,0.2988
2763,0.2806
2764,0.3409
2765,0.3676
2766,1.0676
2767,1.2328
2768,1.132
2769,0.7805
2770,0.2599
2771,0.2353
2772,0.2557
2773,0.2317
2774,0.2487
2775,0.4559
2776,0.6597
2777,0.7816
2778,0.7938
2779,0.6954
2780,0.7537
2781,0.8944
2782,1.1429
2783,0.8801
2784,0.5404
2785,0.2251
2786,0.2631
2787,0.2395
2788,0.2286
2789,0.4737
2790,0.7611
2791,0.9681
2792,1.088
2793,0.6641
2794,0.3824
2795,0.3121
2796,0.3005
2797,0.2703
2798,0.3923
2799,0.2781
2800,0.2558
2801,0.3529
2802,1.0882
2803,0.8816
2804,0.8221
2805,0.5439
2806,0.49
2807,0.5264
2808,0.5084
2809,0.2885
2810,0.3196
2811,0.3043
2812,0.3636
2813,0.4613
2814,0.9104
2815,0.8946
2816,1.0395
2817,1.1097
2818,0.7074
2819,0.7201
2820,0.4165
2821,0.4729
2822,0.5119
2823,0.6814
2824,0.9366
2825,1.0599
2826,0.7068
2827,0.6247
2828,0.5731
2829,0.6445
2830,0.5803
2831,0.4676
2832,0.3539
2833,0.347
2834,0.3666
2835,0.3296
2836,0.3355
2837,0.3055
2838,0.5263
2839,0.7901
2840,0.9212
2841,0.385755
2842,
2843,0.68352
2844,0.3373
2845,0.4246
2846,0.3004
2847,0.335
2848,0.6017
2849,0.7259
2850,1.0518
2851,0.9576
2852,0.9827
2853,0.7485
2854,0.6728
2855,0.5782
2856,0.5333
2857,0.4188
2858,0.3275
2859,0.2281
2860,0.1907
2861,0.2738
2862,0.3944
2863,0.519
2864,0.7012
2865,0.6142
2866,0.5714
2867,0.6263
2868,0.491
2869,0.5332
2870,0.601
2871,0.5247
2872,0.5766
2873,0.5778
2874,0.6548
2875,1.3618
2876,1.7196
2877,1.8478
2878,1.877
2879,1.7729
2880,1.1229
2881,1.1363
2882,1.2362
2883,1.2095
2884,1.0356
2885,0.9422
2886,1.1357
2887,1.367
2888,1.1765
2889,0.9005
2890,0.6059
2891,0.3237
2892,0.4774
2893,0.5922
2894,0.3367
2895,0.4857
2896,0.5407
2897,0.522
2898,0.5122
2899,0.4203
2900,0.4283
2901,0.3706
2902,0.3336
2903,0.3207
2904,0.3469
2905,0.3025
2906,0.2263
2907,0.1593
2908,0.1696
2909,0.2227
2910,0.452
2911,0.7432
2912,0.3764
2913,0.3083
2914,0.2867
2915,0.2262
2916,0.2238
2917,0.3668
2918,0.2923
2919,0.3055
2920,0.3297
2921,0.4155
2922,0.6349
2923,0.6591
2924,0.7805
2925,0.5928
2926,0.2508
2927,0.2553
2928,0.2473
2929,0.1751
2930,0.1372
2931,0.1298
2932,0.1564
2933,0.2679
2934,0.9952
2935,1.0547
2936,0.6961
2937,0.7944
2938,0.4824
2939,0.3892
2940,0.7007
2941,0.4915
2942,0.4037
2943,0.6148
2944,0.6128
2945,0.6915
2946,0.8854
2947,1.0914
2948,1.1141
2949,1.1239
2950,1.1798
2951,0.8183
2952,0.325
2953,0.1971
2954,0.1665
2955,0.2225
2956,0.2209
2957,0.2005
2958,0.3924
2959,1.1814
2960,0.9629
2961,0.48989
2962,0.8525
2963,0.5504
2964,0.3482
2965,0.7936
2966,0.6868
2967,0.3115
2968,0.5155
2969,0.5854
2970,0.7342
2971,0.8375
2972,0.7096
2973,0.3829
2974,0.2559
2975,0.3386
2976,0.1645
2977,0.1327
2978,0.1646
2979,0.1588
2980,0.1639
2981,0.2659
2982,1.0997
2983,1.3447
2984,1.0101
2985,0.4234
2986,0.4219
2987,0.3669
2988,0.4326
2989,0.4541
2990,0.5533
2991,0.6706
2992,0.428
2993,0.3968
2994,0.3472
2995,0.3821
2996,0.391
2997,0.424
2998,0.5312
2999,0.6502
3000,0.6909
3001,0.686
3002,0.3994
3003,0.4244
3004,0.2902
3005,0.4418
3006,0.8741
3007,1.2167
3008,0.7299
3009,0.6835
3010,0.4027
3011,0.259
3012,0.2942
3013,0.2548
3014,0.2121
3015,0.2088
3016,0.244
3017,0.4316
3018,0.6204
3019,0.621
3020,0.2953
3021,0.2764
3022,0.2946
3023,0.2688
3024,0.2161
3025,0.2224
3026,0.1946
3027,0.1505
3028,0.1809
3029,0.3396
3030,0.9596
3031,1.2219
3032,0.8208
3033,0.791
3034,0.5321
3035,0.4025
3036,0.2575
3037,0.2829
3038,0.2845
3039,0.2338
3040,0.2836
3041,0.3595
3042,0.6051
3043,0.662
3044,0.3314
3045,0.2484
3046,0.2484
3047,0.2499
3048,0.2042
3049,0.189
3050,0.1334
3051,0.1637
3052,0.1793
3053,0.2562
3054,0.4279
3055,0.5819
3056,0.6321
3057,0.6412
3058,0.448
3059,0.7914
3060,0.7834
3061,0.8595
3062,0.6245
3063,0.3928
3064,0.6215
3065,0.6979
3066,0.7089
3067,0.7038
3068,0.7834
3069,1.165
3070,1.1625
3071,0.8002
3072,0.614
3073,0.3553
3074,0.2494
3075,0.1923
3076,0.2001
3077,0.2018
3078,0.2971
3079,0.3873
3080,0.3886
3081,0.2259
3082,0.1479
3083,0.1509
3084,0.1766
3085,0.2047
3086,0.1617
3087,0.1827
3088,0.1871
3089,0.3223
3090,0.5521
3091,0.5337
3092,0.2932
3093,0.1798
3094,0.1821
3095,0.1876
3096,0.179
3097,0.1863
3098,0.1268
3099,0.1239
3100,0.1237
3101,0.2114
3102,0.6343
3103,0.6197
3104,0.4288
3105,0.4238
3106,0.2664
3107,0.231
3108,0.1757
3109,0.1801
3110,0.2019
3111,0.2002
3112,0.2496
3113,0.3148
3114,0.3001
3115,0.5324
3116,0.3267
3117,0.2032
3118,0.2102
3119,0.1939
3120,0.1646
3121,0.1704
3122,0.1595
3123,0.1701
3124,0.2039
3125,0.3287
3126,0.6642
3127,0.7251
3128,0.6025
3129,0.4213
3130,
3131,0.2268
3132,0.1977
3133,0.1921
3134,0.2402
3135,0.2388
3136,0.2562
3137,0.2602
3138,0.4287
3139,0.3316
3140,0.4238
3141,0.2768
3142,0.185
3143,0.151
3144,0.0906
3145,0.0884
3146,0.0976
3147,0.1027
3148,0.1372
3149,0.2323
3150,0.6385
3151,0.3734
3152,0.2378
3153,0.158
3154,0.1584
3155,0.1749
3156,0.1685
3157,0.1821
3158,0.1777
3159,0.2047
3160,0.2003
3161,0.2435
3162,0.2363
3163,0.217
3164,0.1904
3165,0.1576
3166,0.13
3167,0.1066
3168,0.0998
3169,0.0977
3170,0.1113
3171,0.1072
3172,0.1176
3173,0.5627
3174,0.8439
3175,0.7097
3176,0.8742
3177,0.2955
3178,0.1959
3179,0.1996
3180,0.2121
3181,0.222
3182,0.2211
3183,0.2014
3184,0.2332
3185,0.2795
3186,0.2879
3187,0.2942
3188,0.2105
3189,0.1842
3190,0.1654
3191,0.1405
3192,0.1233
3193,0.1308
3194,0.1271
3195,0.1352
3196,0.1504
3197,0.2142
3198,0.3835
3199,0.4027
3200,0.4032
3201,0.3718
3202,0.3659
3203,0.2348
3204,0.2384
3205,0.3278
3206,0.3023
3207,0.2983
3208,0.3738
3209,0.7088
3210,1.1889
3211,1.1179
3212,1.4644
3213,1.455
3214,0.9139
3215,0.9008
3216,0.6625
3217,0.5996
3218,0.4625
3219,0.2397
3220,0.2491
3221,0.369
3222,0.4951
3223,0.6819
3224,0.8184
3225,0.6698
3226,0.603
3227,0.4944
3228,0.1955
3229,0.2441
3230,0.2689
3231,0.2646
3232,0.2705
3233,0.278
3234,0.2966
3235,0.3897
3236,0.2815
3237,0.2858
3238,0.303
3239,0.5936
3240,0.3474
3241,0.5997
3242,0.6281
3243,0.5369
3244,0.4817
3245,0.4962
3246,0.4752
3247,0.3166
3248,0.187
3249,0.2608
3250,0.2832
3251,0.2123
3252,0.2255
3253,0.218
3254,0.3002
3255,0.4225
3256,0.6351
3257,0.4583
3258,0.5758
3259,0.712
3260,0.7155
3261,0.429
3262,0.3319
3263,0.3088
3264,0.2656
3265,0.2335
3266,0.2141
3267,0.2567
3268,0.2863
3269,0.2547
3270,0.362
3271,0.4684
3272,0.4795
3273,0.4154
3274,0.2987
3275,0.3126
3276,0.4729
3277,0.3681
3278,0.4751
3279,0.6646
3280,0.8541
3281,0.6952
3282,0.7429
3283,0.5424
3284,0.2659
3285,0.2122
3286,0.3088
3287,0.1638
3288,0.1853
3289,0.2013
3290,0.2284
3291,0.2291
3292,0.2659
3293,0.3415
3294,0.7698
3295,1.3266
3296,0.7894
3297,0.4377
3298,0.3046
3299,0.2361
3300,0.2372
3301,0.2132
3302,0.1763
3303,0.1777
3304,0.2106
3305,0.3498
3306,0.5015
3307,0.7598
3308,0.8532
3309,0.9774
3310,1.2148
3311,1.0662
3312,1.1582
3313,0.7683
3314,0.5101
3315,0.4097
3316,0.5103
3317,0.6063
3318,1.3804
3319,1.7988
3320,1.3286
3321,0.5918
3322,0.2341
3323,
3324,0.45337500000000003
3325,0.1877
3326,0.2261
3327,0.2318
3328,0.2205
3329,0.2717
3330,0.2666
3331,0.4698
3332,0.7177
3333,0.8149
3334,0.7448
3335,0.8382
3336,0.6158
3337,0.2335
3338,0.2324
3339,0.2855
3340,0.2093
3341,0.3582
3342,1.087
3343,1.1602
3344,0.9446
3345,0.7082
3346,0.1827
3347,0.1829
3348,0.1704
3349,0.1609
3350,0.1789
3351,0.1857
3352,0.21
3353,0.2781
3354,0.3126
3355,0.2281
3356,0.2835
3357,0.3361
3358,0.5058
3359,0.9555
3360,0.5417
3361,0.4096
3362,0.4227
3363,0.3657
3364,0.4138
3365,0.4152
3366,0.4642
3367,0.296
3368,0.3507
3369,0.2936
3370,0.2427
3371,0.2689
3372,0.2554
3373,0.2915
3374,0.2789
3375,0.3199
3376,0.3443
3377,0.4273
3378,0.4648
3379,0.4274
3380,0.7134
3381,0.4692
3382,0.3996
3383,0.7182
3384,0.4757
3385,0.1586
3386,0.2091
3387,0.2907
3388,0.2875
3389,0.3848
3390,0.7217
3391,1.2782
3392,0.354
3393,0.2022
3394,0.1818
3395,0.1986
3396,0.2203
3397,0.2507
3398,0.1916
3399,0.2023
3400,0.2009
3401,0.2515
3402,0.2626
3403,0.2331
3404,0.2611
3405,0.2802
3406,0.3118
3407,0.2393
3408,0.3224
3409,0.3914
3410,0.3221
3411,0.1984
3412,0.199
3413,0.2121
3414,0.3567
3415,0.2845
3416,0.2247
3417,0.2963
3418,0.1879
3419,0.168
3420,0.1707
3421,0.1814
3422,0.177
3423,0.1708
3424,0.1785
3425,0.1789
3426,0.2071
3427,0.2565
3428,0.2658
3429,0.289
3430,0.2086
3431,0.1715
3432,0.1011
3433,0.2601
3434,0.2379
3435,0.1363
3436,0.1829
3437,0.2679
3438,0.7475
3439,0.4976
3440,0.2743
3441,0.1921
3442,0.2462
3443,0.2176
3444,0.2036
3445,0.1985
3446,0.2196
3447,0.2042
3448,0.1827
3449,0.2418
3450,0.6411
3451,0.456
3452,0.2817
3453,0.2601
3454,0.2213
3455,0.1303
3456,0.1867
3457,0.2525
3458,0.3163
3459,0.3839
3460,0.369
3461,0.3912
3462,1.105
3463,1.2127
3464,0.3882
3465,0.2083
3466,0.2171
3467,0.1755
3468,0.2121
3469,0.2344
3470,0.2376
3471,0.218
3472,0.2922
3473,0.2585
3474,0.2206
3475,0.1969
3476,0.2246
3477,0.1693
3478,0.1862
3479,0.1837
3480,0.1278
3481,0.098
3482,0.0925
3483,0.0994
3484,0.1059
3485,0.1663
3486,0.2095
3487,0.2595
3488,0.43193000000000004
3489,0.110585
3490,-0.027585
3491,0.2212
3492,0.2318
3493,0.1997
3494,0.3056
3495,0.2289
3496,0.2068
3497,0.2746
3498,0.4078
3499,0.3033
3500,0.2109
3501,0.3608
3502,0.3872
3503,0.2403
3504,0.2203
3505,0.1686
3506,0.1732
3507,0.2191
3508,0.1853
3509,0.1856
3510,0.4708
3511,0.8253
3512,1.232
3513,1.0808
3514,0.7821
3515,0.786
3516,0.4949
3517,0.2925
3518,0.3129
3519,0.329
3520,0.2588
3521,0.3263
3522,0.4405
3523,0.6241
3524,0.551
3525,0.7258
3526,1.1094
3527,0.9469
3528,0.7661
3529,0.8456
3530,0.8613
3531,0.8896
3532,0.7568
3533,1.0026
3534,1.6505
3535,1.3903
3536,0.8666
3537,0.6275
3538,0.7136
3539,0.6874
3540,0.7781
3541,1.064
3542,1.0472
3543,0.5565
3544,0.6644
3545,0.4266
3546,0.787
3547,1.2463
3548,1.601
3549,0.5578
3550,0.4037
3551,0.4755
3552,0.4555
3553,0.3901
3554,0.4339
3555,0.4974
3556,0.4709
3557,0.4093
3558,0.517
3559,0.7241
3560,0.753
3561,0.9402
3562,0.6515
3563,0.6704
3564,0.5149
3565,0.7764
3566,0.7481
3567,0.5666
3568,0.7762
3569,0.8553
3570,1.3112
3571,1.0623
3572,0.7727
3573,0.7011
3574,0.5625
3575,0.3654
3576,0.3808
3577,0.3651
3578,0.2838
3579,0.2965
3580,0.2792
3581,0.3826
3582,0.5339
3583,0.6712
3584,0.5681
3585,0.4895
3586,0.4019
3587,0.247
3588,0.6706
3589,0.6452
3590,0.5114
3591,0.4389
3592,0.4578
3593,0.6235
3594,0.6597
3595,1.0142
3596,1.251
3597,2.0195
3598,2.2356
3599,2.131
3600,1.6025
3601,0.7546
3602,0.5458
3603,0.1828
3604,0.2359
3605,0.2303
3606,0.3699
3607,0.694
3608,0.8751
3609,0.2638
3610,0.1313
3611,0.1503
3612,0.2081
3613,0.2209
3614,0.1378
3615,0.1442
3616,0.1113
3617,0.2358
3618,0.3656
3619,0.3356
3620,0.5429
3621,0.9524
3622,0.8726
3623,0.4222
3624,0.3949
3625,0.2585
3626,0.1558
3627,0.1481
3628,0.1012
3629,0.138
3630,0.5343
3631,0.6679
3632,0.7194
3633,1.0041
3634,0.7181
3635,0.1767
3636,0.1676
3637,0.3088
3638,0.4361
3639,0.2934
3640,0.1866
3641,0.5231
3642,0.6508
3643,0.6987
3644,0.8035
3645,0.8434
3646,0.9177
3647,0.6326
3648,0.3851
3649,0.3272
3650,0.3089
3651,0.282
3652,0.329
