,Usaquen_CO_pmm
1892,0.6853
1893,0.5494
1894,0.464
1895,0.5656
1896,0.4905
1897,0.9254
1898,0.5378
1899,0.4671
1900,0.4495
1901,0.4404
1902,0.4233
1903,0.2736
1904,0.2623
1905,0.2521
1906,0.2505
1907,0.259
1908,0.2676
1909,0.2803
1910,0.2666
1911,0.2941
1912,0.2978
1913,0.2835
1914,0.2962
1915,0.2868
1916,0.2929
1917,0.2874
1918,0.2805
1919,0.2714
1920,0.2604
1921,0.2434
1922,0.2457
1923,0.2418
1924,0.24
1925,0.235
1926,0.2469
1927,0.2594
1928,0.2439
1929,0.2232
1930,0.2345
1931,0.2158
1932,0.2399
1933,0.259
1934,0.2813
1935,0.3046
1936,0.4965
1937,0.5159
1938,0.5218
1939,0.6259
1940,0.7319
1941,0.8069
1942,0.7432
1943,0.7616
1944,0.6297
1945,0.5597
1946,0.5826
1947,0.5142
1948,0.6143
1949,0.887
1950,1.1998
1951,1.027
1952,1.0885
1953,0.8931
1954,1.1597
1955,1.1181
1956,0.8476
1957,1.0793
1958,1.0235
1959,0.7324
1960,0.8017
1961,1.0318
1962,0.9417
1963,0.8869
1964,0.9344
1965,0.916
1966,0.8398
1967,0.4266
1968,0.4902
1969,0.4909
1970,0.3498
1971,0.343
1972,0.2934
1973,0.4388
1974,0.8858
1975,0.9508
1976,0.611
1977,0.4333
1978,0.5893
1979,0.4263
1980,0.331
1981,0.5241
1982,0.5339
1983,0.69
1984,0.7349
1985,0.6547
1986,0.8876
1987,1.3797
1988,1.6743
1989,1.1874
1990,0.9899
1991,0.9152
1992,0.9558
1993,0.7209
1994,0.6085
1995,0.4448
1996,0.4132
1997,0.7526
1998,1.0991
1999,1.3198
2000,1.2867
2001,0.9388
2002,0.4048
2003,
2004,
2005,
2006,
2007,0.3845
2008,0.3889
2009,0.4078
2010,
2011,
2012,
2013,0.4014
2014,0.3968
2015,0.3499
2016,0.3146
2017,0.2632
2018,0.2705
2019,0.2813
2020,0.2368
2021,0.2834
2022,0.3284
2023,0.362
2024,0.4013
2025,0.3718
2026,0.3085
2027,0.3238
2028,0.3326
2029,0.358
2030,0.3193
2031,0.3709
2032,0.3766
2033,0.3417
2034,0.3098
2035,0.3557
2036,0.3423
2037,0.2914
2038,0.2697
2039,0.2646
2040,0.2478
2041,0.2504
2042,0.246
2043,0.2434
2044,0.2449
2045,0.2766
2046,0.3353
2047,0.429
2048,0.3545
2049,0.3967
2050,0.4385
2051,0.3436
2052,0.3355
2053,0.3291
2054,0.429
2055,0.2902
2056,0.291
2057,0.3284
2058,0.3522
2059,0.2983
2060,0.3014
2061,0.4082
2062,0.2665
2063,0.2433
2064,0.2341
2065,0.2415
2066,0.2256
2067,0.2172
2068,0.2201
2069,0.2387
2070,0.2788
2071,0.2768
2072,0.2419
2073,0.27
2074,0.2704
2075,0.2626
2076,0.2635
2077,0.2576
2078,0.2556
2079,0.249
2080,0.2497
2081,0.2707
2082,0.2844
2083,0.2675
2084,0.2821
2085,0.271
2086,0.2594
2087,0.2612
2088,0.2571
2089,0.2381
2090,0.2397
2091,0.2459
2092,0.2343
2093,0.3392
2094,0.5907
2095,0.4497
2096,0.3231
2097,0.3143
2098,0.3364
2099,0.3283
2100,0.3687
2101,0.3065
2102,0.3311
2103,0.3696
2104,0.3853
2105,0.3617
2106,0.3067
2107,0.3744
2108,0.3574
2109,0.3063
2110,0.2837
2111,0.2853
2112,0.2202
2113,0.2239
2114,0.2186
2115,0.2179
2116,0.2302
2117,0.3297
2118,0.6971
2119,0.521
2120,0.346
2121,0.3473
2122,0.3135
2123,0.2881
2124,0.3026
2125,0.3151
2126,0.2678
2127,0.2702
2128,0.2765
2129,0.3233
2130,0.3524
2131,0.3124
2132,0.3186
2133,0.3003
2134,0.3063
2135,0.2749
2136,0.2481
2137,0.2385
2138,0.2213
2139,0.227
2140,0.2374
2141,0.3562
2142,0.4385
2143,0.3751
2144,0.3406
2145,0.34
2146,0.506515
2147,0.3886
2148,0.4135
2149,0.3811
2150,0.3514
2151,0.3533
2152,0.3739
2153,0.4045
2154,0.4067
2155,0.4133
2156,0.3793
2157,0.3562
2158,0.3545
2159,0.3199
2160,0.1982
2161,0.1879
2162,0.1995
2163,0.2094
2164,0.1977
2165,0.2236
2166,0.2439
2167,0.2094
2168,0.2334
2169,0.2074
2170,0.2154
2171,0.2148
2172,0.2225
2173,0.2259
2174,0.2295
2175,0.2327
2176,0.2218
2177,0.2396
2178,0.2455
2179,0.2413
2180,0.2398
2181,0.2369
2182,0.2384
2183,0.218
2184,0.2137
2185,0.2045
2186,0.2033
2187,0.2013
2188,0.1972
2189,0.215
2190,0.2215
2191,0.2229
2192,0.2244
2193,0.2214
2194,0.2253
2195,0.2325
2196,0.2475
2197,0.2463
2198,0.2478
2199,0.2709
2200,0.2759
2201,0.2584
2202,0.273
2203,0.3315
2204,0.2904
2205,0.2563
2206,0.2588
2207,0.2357
2208,0.2336
2209,0.2245
2210,0.2304
2211,0.2312
2212,0.2403
2213,0.2593
2214,0.3243
2215,0.2959
2216,0.2801
2217,0.2534
2218,0.265
2219,0.2663
2220,0.2648
2221,0.2552
2222,0.2495
2223,0.2529
2224,0.2823
2225,0.3428
2226,0.5385
2227,0.3123
2228,0.2955
2229,0.2889
2230,0.2858
2231,0.2783
2232,0.2582
2233,0.2633
2234,0.289
2235,0.2887
2236,0.2484
2237,0.269
2238,0.3472
2239,0.2794
2240,0.2618
2241,0.251
2242,0.2559
2243,0.2546
2244,0.2621
2245,0.2606
2246,0.2629
2247,0.2685
2248,0.3353
2249,0.4546
2250,0.3567
2251,0.3214
2252,0.2874
2253,0.3171
2254,0.2926
2255,0.2963
2256,0.2808
2257,0.2626
2258,0.2648
2259,0.2675
2260,0.2791
2261,0.3218
2262,0.4383
2263,0.3294
2264,0.3321
2265,0.3542
2266,0.3326
2267,0.2908
2268,0.3152
2269,0.3164
2270,0.2993
2271,0.2928
2272,0.2957
2273,0.2922
2274,0.3089
2275,0.3078
2276,0.2876
2277,0.2797
2278,0.2868
2279,0.2802
2280,0.2671
2281,0.2587
2282,0.2445
2283,0.2526
2284,0.2707
2285,0.3004
2286,0.3878
2287,0.8525
2288,0.9568
2289,0.4438
2290,0.3192
2291,0.3131
2292,0.3254
2293,0.3355
2294,0.3168
2295,0.3237
2296,0.3121
2297,0.3311
2298,0.3065
2299,0.3059
2300,0.2787
2301,0.314
2302,0.2755
2303,0.2616
2304,0.1734
2305,0.1768
2306,0.1526
2307,0.2152
2308,0.2386
2309,0.4702
2310,1.0551
2311,0.7488
2312,0.9726
2313,1.2046
2314,0.4487
2315,0.2646
2316,0.2481
2317,0.2414
2318,0.2595
2319,0.2573
2320,0.2753
2321,0.2807
2322,0.3419
2323,0.2933
2324,0.2476
2325,0.2616
2326,0.2006
2327,0.1816
2328,0.1945
2329,0.2358
2330,0.4806
2331,0.5337
2332,0.3986
2333,0.5953
2334,0.7818
2335,0.8631
2336,0.6569
2337,0.7103
2338,0.3919
2339,0.261
2340,0.3157
2341,0.364255
2342,0.3658
2343,0.4003
2344,0.5184
2345,0.71
2346,0.7838
2347,1.1401
2348,1.1535
2349,0.9329
2350,0.5302
2351,0.3502
2352,0.2576
2353,0.2473
2354,0.2202
2355,0.1994
2356,0.1945
2357,0.3495
2358,0.404
2359,0.4275
2360,0.5001
2361,0.3747
2362,0.3192
2363,0.2496
2364,0.2606
2365,0.3135
2366,0.3251
2367,0.2821
2368,0.2768
2369,0.3516
2370,0.4406
2371,0.6017
2372,0.6021
2373,0.4448
2374,0.6513
2375,0.6175
2376,0.5497
2377,0.3974
2378,0.5011
2379,0.6762
2380,0.4422
2381,0.5465
2382,0.8968
2383,0.3152
2384,0.2316
2385,0.2063
2386,0.222
2387,0.2305
2388,0.2408
2389,0.289
2390,0.293
2391,0.2495
2392,0.26
2393,0.2477
2394,0.2787
2395,0.271
2396,0.297
2397,0.257
2398,0.2522
2399,0.2148
2400,0.2263
2401,0.2178
2402,0.2246
2403,0.228
2404,0.215
2405,0.33
2406,0.3559
2407,0.2785
2408,0.2929
2409,0.222
2410,0.2032
2411,0.2308
2412,0.2331
2413,0.2238
2414,0.2196
2415,0.2272
2416,0.2408
2417,0.2434
2418,0.2493
2419,0.2851
2420,0.2794
2421,0.2554
2422,0.2502
2423,0.2307
2424,0.2403
2425,0.2322
2426,0.2303
2427,0.2392
2428,0.2509
2429,0.2582
2430,0.3598
2431,0.3068
2432,0.2695
2433,0.2807
2434,0.2813
2435,0.2956
2436,0.2942
2437,0.304
2438,0.2975
2439,0.2612
2440,0.2801
2441,0.2749
2442,0.3594
2443,0.3682
2444,0.5075
2445,0.389
2446,0.3014
2447,0.2345
2448,0.2256
2449,0.2227
2450,0.2124
2451,0.2108
2452,0.2517
2453,0.4833
2454,0.573
2455,0.4701
2456,0.4014
2457,0.2724
2458,0.3038
2459,0.3223
2460,0.3412
2461,0.3432
2462,0.3309
2463,0.3938
2464,0.4045
2465,0.363
2466,0.3309
2467,0.3168
2468,0.2997
2469,0.2744
2470,0.2623
2471,0.2348
2472,0.2342
2473,0.2342
2474,0.2298
2475,0.2365
2476,0.2408
2477,0.3124
2478,0.4092
2479,0.4748
2480,0.3832
2481,0.3869
2482,0.3306
2483,0.3538
2484,0.3681
2485,0.354
2486,0.365
2487,0.3584
2488,0.334
2489,0.3775
2490,0.3399
2491,0.3866
2492,0.3763
2493,0.2871
2494,0.2769
2495,0.2608
2496,0.2092
2497,0.1985
2498,0.2049
2499,0.2267
2500,0.2157
2501,0.2803
2502,0.512
2503,0.3958
2504,0.3167
2505,0.2949
2506,
2507,0.308
2508,0.3096
2509,0.3246
2510,0.3626
2511,0.3772
2512,0.3711
2513,0.3809
2514,0.3408
2515,0.3824
2516,0.3726
2517,0.3757
2518,0.3707
2519,0.3002
2520,0.2426
2521,0.3067
2522,0.3161
2523,0.3313
2524,0.2296
2525,0.2976
2526,0.3711
2527,0.4592
2528,0.3341
2529,0.2528
2530,0.2313
2531,0.2602
2532,0.3729
2533,0.2456
2534,0.2128
2535,0.364
2536,0.5379
2537,0.4978
2538,0.557
2539,0.4304
2540,0.3075
2541,0.2384
2542,0.2245
2543,0.2219
2544,0.2744
2545,0.2127
2546,0.1999
2547,0.1868
2548,0.1761
2549,0.1748
2550,0.4695
2551,0.2558
2552,0.2229
2553,0.266
2554,0.2414
2555,0.2294
2556,0.2487
2557,0.278
2558,0.2662
2559,0.2681
2560,0.2705
2561,0.3053
2562,0.3215
2563,0.2984
2564,0.2955
2565,0.2859
2566,0.2601
2567,0.2392
2568,0.2409
2569,0.2219
2570,0.221
2571,0.2066
2572,0.2139
2573,0.249
2574,0.2749
2575,0.2463
2576,0.2337
2577,0.2365
2578,0.2365
2579,0.2699
2580,0.2433
2581,0.2455
2582,0.2632
2583,0.2503
2584,0.3699
2585,0.404
2586,0.2785
2587,0.2777
2588,0.312
2589,0.3432
2590,0.2728
2591,0.2422
2592,0.2477
2593,0.2341
2594,0.2234
2595,0.2368
2596,0.2429
2597,0.4294
2598,0.5789
2599,0.5785
2600,0.3992
2601,0.2709
2602,0.2055
2603,0.2136
2604,0.2301
2605,0.2347
2606,0.2585
2607,0.2899
2608,0.3248
2609,0.3086
2610,0.2802
2611,0.3062
2612,0.3039
2613,0.2844
2614,0.2524
2615,0.223
2616,0.2197
2617,0.2058
2618,0.2646
2619,0.2642
2620,0.3418
2621,0.6315
2622,0.4608
2623,0.3019
2624,0.2969
2625,0.2489
2626,0.2607
2627,0.2549
2628,0.2843
2629,0.3009
2630,0.2997
2631,0.3093
2632,0.3435
2633,0.6469
2634,0.5479
2635,0.3687
2636,0.306
2637,0.2798
2638,0.2618
2639,0.2475
2640,0.2182
2641,0.2693
2642,0.2581
2643,0.2608
2644,0.303
2645,0.4584
2646,0.7065
2647,1.0309
2648,0.7473
2649,0.7099
2650,0.8882
2651,0.6446
2652,0.208
2653,0.2089
2654,0.3066
2655,0.5584
2656,0.5891
2657,0.6106
2658,0.9629
2659,1.4111
2660,1.4542
2661,0.4421
2662,0.2582
2663,0.2639
2664,0.2825
2665,0.2579
2666,0.3719
2667,0.6448
2668,0.6675
2669,0.8168
2670,0.9503
2671,0.4198
2672,0.3012
2673,0.2583
2674,0.278
2675,0.2534
2676,0.2872
2677,0.2695
2678,0.4992
2679,0.4966
2680,0.5301
2681,0.634
2682,1.2053
2683,1.0923
2684,0.9771
2685,0.3086
2686,0.2728
2687,0.2649
2688,0.2203
2689,0.2231
2690,0.232
2691,0.2401
2692,0.2401
2693,0.2628
2694,0.3417
2695,0.3229
2696,0.3537
2697,0.3707
2698,0.322
2699,0.3171
2700,0.2965
2701,0.2956
2702,0.2522
2703,0.2589
2704,0.3346
2705,0.541
2706,0.6026
2707,0.4605
2708,0.5835
2709,0.5798
2710,0.5762
2711,0.3126
2712,0.2565
2713,0.2422
2714,0.2389
2715,0.2264
2716,0.2629
2717,0.3474
2718,0.3763
2719,0.5513
2720,0.4181
2721,0.2519
2722,0.2173
2723,0.2454
2724,0.2682
2725,0.4105
2726,0.4766
2727,0.556
2728,0.6078
2729,0.833
2730,0.529
2731,0.5002
2732,0.5224
2733,0.302
2734,0.3226
2735,0.2857
2736,0.4072
2737,0.3938
2738,0.3665
2739,0.2885
2740,0.2886
2741,0.297
2742,0.4438
2743,0.318
2744,0.286
2745,0.3053
2746,0.2894
2747,0.2998
2748,0.3081
2749,0.3071
2750,0.3073
2751,0.405
2752,0.4583
2753,0.5672
2754,0.5234
2755,0.3547
2756,0.3334
2757,0.4545
2758,0.3674
2759,0.3173
2760,0.2718
2761,0.2603
2762,0.2448
2763,0.2366
2764,0.238
2765,0.2582
2766,0.29
2767,0.3405
2768,0.3304
2769,0.309
2770,0.3357
2771,0.3281
2772,0.3579
2773,0.3145
2774,0.3218
2775,0.3526
2776,0.7365
2777,0.4962
2778,0.4189
2779,0.6214
2780,0.8535
2781,0.9457
2782,0.8215
2783,0.3358
2784,0.3199
2785,0.3301
2786,0.2982
2787,0.3079
2788,0.3358
2789,0.4701
2790,0.5702
2791,0.6569
2792,0.5373
2793,0.4048
2794,0.3737
2795,0.3726
2796,0.3376
2797,0.3476
2798,0.3315
2799,0.3302
2800,0.342
2801,0.336
2802,0.3226
2803,0.3468
2804,0.3918
2805,0.5066
2806,0.4718
2807,0.2386
2808,0.232
2809,0.2271
2810,0.2644
2811,0.3882
2812,0.5205
2813,1.0804
2814,0.8941
2815,0.614
2816,0.8401
2817,0.5383
2818,0.6562
2819,0.9472
2820,0.6954
2821,0.6913
2822,0.7047
2823,0.6754
2824,0.9431
2825,1.0409
2826,0.9171
2827,0.9011
2828,0.7391
2829,0.4103
2830,0.5116
2831,0.377
2832,0.3787
2833,0.397
2834,0.4013
2835,0.3444
2836,0.3292
2837,0.3871
2838,0.4871
2839,0.5054
2840,0.6362
2841,0.8015
2842,0.8836
2843,0.6899
2844,0.7187
2845,0.9018
2846,0.9283
2847,0.5902
2848,0.6216
2849,0.9074
2850,0.9073
2851,1.1575
2852,0.9073
2853,0.6211
2854,0.3167
2855,0.2417
2856,0.1735
2857,0.2004
2858,0.244
2859,0.1971
2860,0.2115
2861,0.3098
2862,0.5241
2863,0.5983
2864,0.7022
2865,0.8171
2866,0.7253
2867,0.6891
2868,0.6599
2869,0.5754
2870,0.7196
2871,0.7915
2872,0.7055
2873,1.2445
2874,1.6317
2875,1.786
2876,1.6844
2877,1.7278
2878,1.574
2879,1.2876
2880,1.3495
2881,1.0192
2882,0.9617
2883,0.8486
2884,0.9199
2885,1.0931
2886,0.8546
2887,0.9491
2888,0.9401
2889,0.676
2890,0.6155
2891,0.2925
2892,0.2758
2893,0.2955
2894,0.5457
2895,0.5795
2896,0.6915
2897,0.9311
2898,1.0261
2899,0.8796
2900,0.6407
2901,0.3905
2902,0.4377
2903,0.4544
2904,0.4185
2905,0.39
2906,0.3662
2907,0.3243
2908,0.2743
2909,0.3317
2910,0.4752
2911,0.5067
2912,0.4165
2913,0.4028
2914,0.3985
2915,0.3213
2916,0.2821
2917,0.3812
2918,0.4074
2919,0.4558
2920,0.4588
2921,0.3221
2922,0.5312
2923,0.6762
2924,0.5142
2925,0.439
2926,0.4155
2927,0.4303
2928,0.3212
2929,0.2611
2930,0.228
2931,0.2329
2932,0.2751
2933,0.5818
2934,0.9307
2935,0.7784
2936,0.5842
2937,0.6971
2938,0.8231
2939,0.4831
2940,0.6519
2941,0.8465
2942,0.7564
2943,0.7921
2944,0.8581
2945,0.8954
2946,1.2077
2947,1.3801
2948,1.0169
2949,0.9698
2950,0.6979
2951,0.5103
2952,0.4206
2953,0.4001
2954,0.3753
2955,0.3454
2956,0.3612
2957,0.6763
2958,1.1126
2959,0.9429
2960,0.803
2961,0.9497
2962,1.0239
2963,0.39639
2964,0.8549
2965,0.839
2966,0.8369
2967,0.6786
2968,0.8563
2969,0.9411
2970,0.7652
2971,0.8489
2972,0.7233
2973,0.6285
2974,0.5399
2975,0.4076
2976,0.1402
2977,0.1435
2978,0.1554
2979,0.1813
2980,0.1754
2981,0.6924
2982,1.2835
2983,1.2288
2984,0.6129
2985,0.2532
2986,0.3767
2987,0.359
2988,0.3851
2989,0.7174
2990,0.7257
2991,0.9411
2992,0.6751
2993,0.507
2994,0.3766
2995,0.3727
2996,0.5758
2997,0.5581
2998,0.6274
2999,0.3972
3000,0.3537
3001,0.3232
3002,0.2847
3003,0.2871
3004,0.3613
3005,0.5531
3006,0.8704
3007,0.98
3008,0.8059
3009,1.0926
3010,0.8202
3011,0.6491
3012,0.4095
3013,0.3414
3014,0.3202
3015,0.3313
3016,0.4034
3017,0.4896
3018,0.7107
3019,0.6377
3020,0.511
3021,0.4587
3022,0.3683
3023,0.299
3024,0.2703
3025,0.2444
3026,0.232
3027,0.243
3028,0.2359
3029,0.4249
3030,0.7763
3031,0.6097
3032,0.5238
3033,0.8543
3034,0.7292
3035,0.4896
3036,0.4188
3037,0.3402
3038,0.4163
3039,0.365
3040,0.378
3041,0.4162
3042,0.5215
3043,0.57
3044,0.4475
3045,0.3752
3046,0.3105
3047,0.3342
3048,0.3542
3049,0.3517
3050,0.2624
3051,0.2726
3052,0.3186
3053,0.4116
3054,0.6567
3055,0.6037
3056,0.5117
3057,0.429
3058,0.264
3059,0.2692
3060,0.3406
3061,1.0743
3062,1.1158
3063,0.7261
3064,0.7071
3065,0.9607
3066,1.0441
3067,0.9057
3068,0.5653
3069,0.475
3070,0.2637
3071,0.2735
3072,0.2992
3073,0.3283
3074,0.3061
3075,0.3094
3076,0.2967
3077,0.4231
3078,0.6116
3079,0.3261
3080,0.2379
3081,0.2411
3082,0.2483
3083,0.2641
3084,0.266
3085,0.2649
3086,0.2566
3087,0.2658
3088,0.2659
3089,0.2897
3090,0.3698
3091,0.4327
3092,0.3647
3093,0.2684
3094,0.2364
3095,0.2065
3096,0.1433
3097,0.137
3098,0.1333
3099,0.1488
3100,0.173
3101,0.3183
3102,0.4968
3103,0.5438
3104,0.4031
3105,0.2928
3106,0.2999
3107,0.302
3108,0.2966
3109,0.2177
3110,0.2555
3111,0.224
3112,0.2546
3113,0.273
3114,0.2283
3115,0.2168
3116,0.2447
3117,0.1969
3118,0.1853
3119,0.1572
3120,0.1466
3121,0.146
3122,0.1418
3123,0.1461
3124,0.1558
3125,0.3824
3126,0.4271
3127,0.3589
3128,0.2743
3129,0.269
3130,0.2523
3131,0.476045
3132,0.2266
3133,0.2448
3134,0.2423
3135,0.239
3136,0.2477
3137,0.2786
3138,0.3138
3139,0.467
3140,0.3319
3141,0.2844
3142,0.2132
3143,0.1952
3144,0.1814
3145,0.1644
3146,0.1673
3147,0.1753
3148,0.1885
3149,0.3873
3150,0.5206
3151,0.5965
3152,0.4406
3153,0.2704
3154,0.2401
3155,0.3343
3156,0.2408
3157,0.2663
3158,0.2545
3159,0.2921
3160,0.2581
3161,0.2573
3162,0.2477
3163,0.2637
3164,0.2881
3165,0.2889
3166,0.2507
3167,0.2136
3168,0.2
3169,0.189
3170,0.1856
3171,0.2015
3172,0.2246
3173,0.3606
3174,0.5062
3175,0.4324
3176,0.3614
3177,0.3022
3178,0.3074
3179,0.3129
3180,0.272
3181,0.2931
3182,0.3133
3183,0.302
3184,0.2801
3185,0.3296
3186,0.3103
3187,0.312
3188,0.2905
3189,0.2936
3190,0.2722
3191,0.2375
3192,0.1776
3193,0.1582
3194,0.1667
3195,0.1722
3196,0.1748
3197,0.3019
3198,0.3009
3199,0.3483
3200,0.2926
3201,0.2647
3202,0.2595
3203,0.247
3204,0.2562
3205,0.3014
3206,0.2921
3207,0.3085
3208,0.299
3209,0.3198
3210,0.4035
3211,0.3053
3212,0.278
3213,0.325
3214,0.2823
3215,0.2197
3216,0.1954
3217,0.1987
3218,0.2187
3219,0.1971
3220,0.2608
3221,0.4215
3222,0.6417
3223,0.64
3224,0.3168
3225,0.298
3226,0.281
3227,0.2924
3228,0.323
3229,0.2772
3230,0.2748
3231,0.2691
3232,0.2792
3233,0.2802
3234,0.3271
3235,0.3282
3236,0.3382
3237,0.356
3238,0.319
3239,0.2252
3240,0.1954
3241,0.1994
3242,0.2189
3243,0.2263
3244,0.2192
3245,0.2025
3246,0.2924
3247,0.3136
3248,0.2216
3249,0.2368
3250,0.2439
3251,0.2624
3252,0.2695
3253,0.269
3254,0.2462
3255,0.2698
3256,0.2968
3257,0.3041
3258,0.2798
3259,0.3276
3260,0.4334
3261,0.3548
3262,0.3615
3263,0.272
3264,0.2098
3265,0.2049
3266,0.188
3267,0.1701
3268,0.2085
3269,0.2619
3270,0.4021
3271,0.303
3272,0.2208
3273,0.2593
3274,0.2117
3275,0.2252
3276,0.2226
3277,0.2621
3278,0.2477
3279,0.5614
3280,0.5591
3281,0.2261
3282,0.223
3283,0.2497
3284,0.2098
3285,0.1734
3286,0.1798
3287,0.2038
3288,0.1605
3289,0.1464
3290,0.1506
3291,0.1589
3292,0.2105
3293,0.2801
3294,0.3145
3295,0.2707
3296,0.2622
3297,0.2534
3298,0.2637
3299,0.2747
3300,0.2281
3301,0.2349
3302,0.2357
3303,0.241
3304,0.2465
3305,0.2361
3306,0.2782
3307,0.2404
3308,0.7908
3309,1.2059
3310,0.8554
3311,0.1524
3312,0.1625
3313,0.1995
3314,0.1989
3315,0.3132
3316,0.2796
3317,0.3601
3318,0.9429
3319,0.2463
3320,0.3343
3321,0.2648
3322,0.2199
3323,0.1962
3324,0.2153
3325,0.2354
3326,0.2383
3327,0.2527
3328,0.2339
3329,0.2377
3330,0.2498
3331,0.2229
3332,0.2674
3333,0.2341
3334,0.167
3335,0.1683
3336,0.0997
3337,0.118
3338,0.1037
3339,0.1045
3340,0.1257
3341,0.8141
3342,1.4282
3343,0.8937
3344,0.4435
3345,0.2287
3346,0.2244
3347,0.2203
3348,0.2328
3349,0.2358
3350,0.2497
3351,0.2547
3352,0.2621
3353,0.2524
3354,0.2151
3355,0.2528
3356,0.244
3357,0.3001
3358,0.265
3359,0.2512
3360,0.1348
3361,0.1377
3362,0.1359
3363,0.1387
3364,0.138
3365,0.4986
3366,0.2915
3367,0.3929
3368,0.2919
3369,0.2593
3370,0.2429
3371,0.254
3372,0.2519
3373,0.2699
3374,0.2696
3375,0.2571
3376,0.2637
3377,0.3473
3378,0.3197
3379,0.4201
3380,0.3038
3381,0.2498
3382,0.2523
3383,0.2521
3384,0.1915
3385,0.1936
3386,0.197
3387,0.2091
3388,0.2088
3389,0.4651
3390,0.8502
3391,0.5124
3392,0.2586
3393,0.3248
3394,0.2771
3395,0.2817
3396,0.2676
3397,0.2598
3398,0.2449
3399,0.2163
3400,0.2232
3401,0.2475
3402,0.268
3403,0.3878
3404,0.4305
3405,0.3562
3406,0.2729
3407,0.2776
3408,0.2548
3409,0.2149
3410,0.2188
3411,0.2193
3412,0.1932
3413,0.1968
3414,0.2477
3415,0.2288
3416,0.2474
3417,0.2292
3418,0.2311
3419,0.2333
3420,0.227
3421,0.2231
3422,0.1959
3423,0.2028
3424,0.2063
3425,0.229
3426,0.2937
3427,0.2782
3428,0.2862
3429,0.238
3430,0.2278
3431,0.2087
3432,0.149
3433,0.1475
3434,0.1523
3435,0.1717
3436,0.1942
3437,0.3959
3438,0.3381
3439,0.2369
3440,0.2263
3441,0.2518
3442,0.2644
3443,0.2902
3444,0.3158
3445,0.2616
3446,0.2614
3447,0.2701
3448,0.299
3449,0.3788
3450,0.3646
3451,0.2801
3452,0.2569
3453,0.273
3454,0.2713
3455,0.2331
3456,0.1682
3457,0.1595
3458,0.1543
3459,0.1752
3460,0.1682
3461,0.216
3462,0.3169
3463,0.3672
3464,0.2792
3465,0.2942
3466,0.2566
3467,0.2466
3468,0.2739
3469,0.2588
3470,0.2793
3471,0.3081
3472,0.2603
3473,0.214
3474,0.2463
3475,0.3217
3476,0.2415
3477,0.2507
3478,0.2186
3479,0.1884
3480,0.1714
3481,0.16
3482,0.161
3483,0.1581
3484,0.1624
3485,0.2084
3486,0.3089
3487,0.3701
3488,0.3617
3489,0.2969
3490,0.2272
3491,0.2595
3492,0.2673
3493,0.2806
3494,0.2609
3495,0.256
3496,0.2879
3497,0.2769
3498,0.3111
3499,0.289
3500,0.2418
3501,0.2309
3502,0.2392
3503,0.2149
3504,0.1519
3505,0.1662
3506,0.2069
3507,0.181
3508,0.1659
3509,0.2679
3510,0.2689
3511,0.3176
3512,0.7815
3513,0.6977
3514,0.5334
3515,0.2737
3516,0.3303
3517,0.3337
3518,0.3689
3519,0.2334
3520,0.2589
3521,0.2537
3522,0.2154
3523,0.287
3524,0.2616
3525,0.5194
3526,0.6358
3527,0.9484
3528,1.1335
3529,0.8605
3530,0.7016
3531,0.6687
3532,0.6963
3533,1.211
3534,1.101
3535,1.1106
3536,1.2171
3537,0.7662
3538,0.8369
3539,0.4305
3540,0.264
3541,0.3712
3542,0.4205
3543,0.646
3544,0.7829
3545,0.9804
3546,0.6969
3547,0.9186
3548,0.9972
3549,0.787
3550,0.5174
3551,0.447
3552,0.4554
3553,0.4306
3554,0.4361
3555,0.4268
3556,0.3744
3557,0.4493
3558,0.5304
3559,0.6055
3560,0.6026
3561,0.8085
3562,0.8682
3563,1.0977
3564,0.8996
3565,0.7859
3566,0.9298
3567,0.8764
3568,0.7192
3569,1.0923
3570,1.6718
3571,1.9375
3572,2.1795
3573,1.8245
3574,0.7831
3575,0.7098
3576,0.7212
3577,0.6115
3578,0.593
3579,0.45
3580,0.4432
3581,0.4149
3582,0.5644
3583,0.6402
3584,0.6767
3585,0.3716
3586,0.2179
3587,0.2558
3588,0.2673
3589,0.626
3590,0.6728
3591,0.6174
3592,0.6224
3593,0.8506
3594,0.8192
3595,0.6623
3596,0.7033
3597,0.571
3598,0.4001
3599,0.2603
3600,0.271
3601,0.2213
3602,0.2113
3603,0.2471
3604,0.2223
3605,0.3003
3606,0.3631
3607,0.5737
3608,0.3297
3609,0.3251
3610,0.3446
3611,0.328
3612,0.4044
3613,0.3029
3614,0.2881
3615,0.2645
3616,0.2686
3617,0.2879
3618,0.3509
3619,0.3618
3620,0.3255
3621,0.3144
3622,0.2384
3623,0.2265
3624,0.2853
3625,0.3644
3626,0.247
3627,0.2114
3628,0.241
3629,0.5896
3630,0.9611
3631,0.4848
3632,0.6555
3633,0.6291
3634,0.2649
3635,0.2703
3636,0.2527
3637,0.3058
3638,0.3132
3639,0.3059
3640,0.2929
3641,0.2889
3642,0.2971
3643,0.2808
3644,0.2901
3645,0.2694
3646,0.633
3647,0.6181
3648,0.4443
3649,0.5333
3650,0.6254
3651,0.6525
3652,0.6435
3653,0.9372
3654,1.1061
3655,1.1301
3656,0.8786
3657,0.6285
3658,0.4973
3659,0.493
3660,0.2993
3661,0.361645
3662,0.7169
3663,0.6407
3664,0.6866
3665,0.8189
