,Kennedy_CO_pmm
163,1.2223
164,1.0035
165,0.9158
166,0.6843
167,0.6607
168,0.7293
169,0.8784
170,0.7797
171,0.9095
172,0.7738
173,1.5678
174,1.5194
175,1.2676
176,1.0206
177,1.0759
178,0.9257
179,0.7599
180,0.5977
181,0.6741
182,0.717
183,0.7285
184,1.0796
185,1.0262
186,1.1533
187,1.0556
188,1.0227
189,1.0079
190,0.868
191,0.6195
192,0.5733
193,0.5786
194,0.5728
195,0.6351
196,0.7584
197,0.9385
198,1.2139
199,1.1445
200,0.9723
201,1.0215
202,0.6857
203,0.731
204,0.7049
205,0.6981
206,0.6716
207,0.6732
208,0.6855
209,0.8016
210,0.7637
211,0.8195
212,0.7917
213,0.7392
214,0.6702
215,0.588
216,0.4987
217,0.48
218,0.4875
219,0.4875
220,0.4844
221,0.6153
222,1.0696
223,0.8391
224,0.7284
225,0.6365
226,0.5461
227,0.5155
228,0.5067
229,0.5475
230,0.5471
231,0.5474
232,0.6017
233,0.6757
234,0.7038
235,0.6897
236,0.6429
237,0.6266
238,0.6136
239,0.56
240,0.5406
241,0.5599
242,0.5366
243,0.5194
244,0.5746
245,0.8168
246,0.9438
247,0.8117
248,0.7444
249,0.6777
250,0.6441
251,0.6482
252,0.646
253,0.6411
254,0.585
255,0.5557
256,0.6932
257,0.8427
258,0.7841
259,0.6731
260,0.5744
261,0.5918
262,0.5439
263,0.4953
264,0.4574
265,0.5545
266,0.5551
267,0.7039
268,1.0649
269,1.8441
270,1.8064
271,1.3099
272,0.8592
273,0.8238
274,0.7545
275,0.7106
276,0.634
277,0.6408
278,0.7702
279,0.6485
280,0.7875
281,0.9326
282,1.0701
283,1.1225
284,1.0125
285,0.8166
286,0.7361
287,0.7012
288,0.8058
289,0.8622
290,0.645
291,0.7288
292,0.7875
293,1.192
294,1.6292
295,1.6799
296,1.2472
297,1.3291
298,1.0336
299,0.6461
300,0.6382
301,0.6365
302,0.6162
303,0.6425
304,0.6381
305,0.7719
306,0.7897
307,0.9514
308,0.9676
309,0.994
310,1.2351
311,0.7994
312,0.7004
313,0.7161
314,0.7153
315,0.7967
316,0.7811
317,1.4737
318,1.5647
319,1.9798
320,1.6165
321,1.0214
322,0.6979
323,0.6502
324,0.6116
325,0.6517
326,0.6107
327,0.5764
328,0.6084
329,0.674
330,0.8563
331,1.0038
332,1.1356
333,0.9806
334,0.6683
335,0.9289
336,0.6854
337,0.5529
338,0.5895
339,0.6468
340,0.9319
341,1.6641
342,2.088
343,2.0286
344,1.6065
345,1.065
346,0.6604
347,0.5633
348,0.5989
349,0.5663
350,0.5848
351,0.5988
352,0.5769
353,0.6361
354,0.7712
355,0.9027
356,0.9445
357,0.9695
358,1.1355
359,1.1088
360,0.8753
361,0.7497
362,0.6495
363,0.681
364,0.8069
365,1.2336
366,1.2931
367,1.4623
368,1.0966
369,0.5602
370,0.5045
371,0.3909
372,0.4599
373,0.4828
374,0.5276
375,0.4892
376,0.4945
377,0.5242
378,0.5773
379,0.5756
380,0.5243
381,0.4507
382,0.4417
383,0.4399
384,0.443
385,0.4273
386,0.3906
387,0.4237
388,0.4962
389,0.8484
390,0.8344
391,1.0033
392,0.5743
393,0.6523
394,0.5248
395,0.4289
396,0.5007
397,0.5329
398,0.5153
399,0.5159
400,0.5242
401,0.5483
402,0.6191
403,0.6587
404,0.7281
405,0.6349
406,0.6213
407,0.6074
408,0.6834
409,0.5553
410,0.5529
411,0.5562
412,0.707
413,1.2047
414,1.6891
415,2.0764
416,1.9629
417,0.9022
418,0.835485
419,0.5871
420,0.6373
421,0.7042
422,0.6143
423,0.5724
424,0.6009
425,0.6609
426,0.7291
427,0.7889
428,0.9182
429,1.1775
430,1.0373
431,0.8286
432,0.6141
433,0.6901
434,0.8656
435,0.6402
436,0.8493
437,1.1726
438,1.4801
439,1.7664
440,1.7726
441,1.5266
442,0.9759
443,0.7815
444,0.6481
445,0.5864
446,0.5217
447,0.5208
448,0.5914
449,0.6857
450,0.8464
451,0.9616
452,0.9407
453,0.9003
454,0.8031
455,0.6543
456,0.5306
457,0.4427
458,0.5803
459,0.6881
460,0.6886
461,1.3592
462,1.6917
463,1.6921
464,1.3046
465,0.9083
466,1.0817
467,0.5842
468,0.5132
469,0.5234
470,0.62
471,0.6299
472,0.7311
473,1.0281
474,0.9072
475,0.7939
476,0.8107
477,0.6899
478,0.5413
479,0.5959
480,0.6519
481,0.5568
482,0.4835
483,0.536
484,0.9762
485,1.6905
486,1.9948
487,2.3767
488,1.187
489,0.7045
490,0.8228
491,0.6059
492,0.5883
493,0.5552
494,0.5506
495,0.5164
496,0.5536
497,0.6263
498,0.7526
499,1.3232
500,1.1402
501,1.0237
502,0.7379
503,0.6475
504,0.714
505,0.6624
506,0.7936
507,0.8178
508,0.9341
509,1.6849
510,2.2902
511,1.8789
512,1.1456
513,0.9025
514,0.9755
515,1.0154
516,0.671
517,0.688
518,0.7187
519,0.7158
520,0.7353
521,1.1841
522,1.1993
523,1.2752
524,1.3831
525,1.0173
526,0.8093
527,0.6476
528,0.66
529,0.5827
530,0.5783
531,0.5857
532,0.6915
533,0.9573
534,0.8729
535,1.4945
536,1.0407
537,0.7096
538,0.7022
539,0.6352
540,0.7437
541,0.698
542,0.6754
543,0.6408
544,0.6465
545,0.658
546,0.7275
547,0.7693
548,1.0037
549,1.1306
550,0.6379
551,0.4825
552,0.5676
553,0.554
554,0.5627
555,0.5429
556,0.6161
557,0.5992
558,0.6744
559,0.6559
560,0.7346
561,0.6365
562,0.5274
563,0.523
564,0.4974
565,0.5515
566,0.5579
567,0.4962
568,0.5033
569,0.6325
570,0.7919
571,0.7696
572,0.9733
573,0.7524
574,0.6823
575,0.6727
576,0.6407
577,0.6485
578,0.5606
579,0.5996
580,0.6415
581,0.806
582,1.1008
583,1.2983
584,1.3186
585,1.2437
586,1.1667
587,0.9647
588,0.7547
589,0.6457
590,0.6764
591,0.7268
592,0.8287
593,1.124
594,1.3078
595,1.464
596,1.3051
597,0.8027
598,0.8079
599,0.8202
600,0.6298
601,0.5132
602,0.5844
603,0.5534
604,0.7632
605,1.3495
606,1.4383
607,1.3422
608,1.5217
609,1.3267
610,0.8139
611,0.643
612,0.6347
613,0.6109
614,0.6661
615,0.6613
616,0.7329
617,0.9506
618,1.1273
619,1.0739
620,1.2226
621,0.8193
622,0.6849
623,0.5854
624,0.6947
625,0.6154
626,0.5893
627,0.6001
628,0.7942
629,1.5691
630,1.5462
631,2.2075
632,1.9179
633,1.1765
634,0.48142
635,0.512525
636,0.7091
637,0.7174
638,0.7174
639,0.656
640,0.7112
641,0.7937
642,0.7665
643,0.8513
644,0.9705
645,1.0129
646,0.7885
647,0.6009
648,0.7321
649,0.7774
650,0.7582
651,0.7443
652,1.1992
653,1.2112
654,1.8456
655,1.3355
656,1.6374
657,1.2387
658,0.6605
659,0.5012
660,0.5611
661,0.5818
662,0.5933
663,0.5814
664,0.6108
665,0.6769
666,0.679
667,0.6764
668,0.7418
669,0.6121
670,0.5672
671,0.6341
672,0.8266
673,0.499
674,0.5228
675,0.7601
676,0.8476
677,1.4132
678,2.3119
679,2.0504
680,1.4562
681,1.5197
682,0.8618
683,0.6343
684,0.7056
685,0.6496
686,0.6081
687,0.5641
688,0.5537
689,0.6414
690,0.7824
691,1.1155
692,1.0526
693,1.0538
694,0.8839
695,0.6595
696,0.8771
697,0.5918
698,0.559
699,0.6097
700,0.7852
701,1.625
702,2.2745
703,2.4124
704,1.683
705,1.4628
706,0.7721
707,0.6125
708,0.6572
709,0.6951
710,0.6367
711,0.6853
712,0.7176
713,0.804
714,0.9872
715,0.9517
716,0.8118
717,0.8535
718,1.0318
719,0.8936
720,0.8657
721,0.5913
722,0.5701
723,0.601
724,0.5195
725,0.7279
726,1.2457
727,1.1225
728,0.6224
729,0.5131
730,0.5267
731,0.5372
732,0.5153
733,0.5903
734,0.6196
735,0.6858
736,0.6868
737,0.7898
738,0.8347
739,0.7867
740,0.7792
741,0.7747
742,0.6717
743,0.6345
744,0.551
745,0.5324
746,0.5807
747,0.6025
748,0.62
749,0.7033
750,1.0282
751,1.0149
752,1.0276
753,0.735505
754,1.3126
755,0.8487
756,0.6805
757,0.7676
758,0.8596
759,0.7883
760,0.8972
761,1.0968
762,1.1886
763,1.0894
764,0.8537
765,0.9382
766,0.9564
767,0.7005
768,0.5226
769,0.5039
770,0.5776
771,0.611
772,0.7041
773,1.0757
774,2.1915
775,1.3399
776,1.0012
777,1.0485
778,0.9538
779,0.7405
780,0.8493
781,0.8474
782,0.7878
783,0.8819
784,0.9414
785,1.1726
786,1.3139
787,1.656
788,1.4382
789,1.3078
790,1.0038
791,0.6596
792,0.5135
793,0.633
794,0.7813
795,0.6037
796,0.9881
797,1.5944
798,2.9145
799,2.5171
800,1.5413
801,0.8198
802,0.666
803,0.6691
804,0.612
805,0.6414
806,0.5364
807,0.54742
808,0.55362
809,0.538435
810,0.70869
811,0.761285
812,0.919335
813,0.7867
814,0.70328
815,0.49744
816,0.42552
817,0.379025
818,0.389635
819,0.441635
820,0.5670649999999999
821,0.90798
822,1.36016
823,1.8604349999999998
824,1.9403
825,1.1588
826,0.6535
827,0.7138
828,0.7505
829,0.7348
830,0.729
831,0.7867
832,0.8077
833,1.2048
834,1.3791
835,1.0956
836,1.0122
837,0.9884
838,0.9703
839,0.725
840,0.779
841,0.5941
842,0.6395
843,0.8634
844,0.9343
845,1.1218
846,2.4369
847,1.7997
848,1.0472
849,0.7955
850,0.7113
851,0.7664
852,0.8999
853,1.0105
854,0.925
855,0.9137
856,0.9785
857,1.0052
858,1.3287
859,1.3126
860,1.2754
861,1.2376
862,1.0939
863,0.8708
864,0.7986
865,0.9005
866,1.0506
867,0.7001
868,1.0249
869,1.5485
870,1.7512
871,1.4343
872,1.3779
873,0.8886
874,0.7157
875,0.7015
876,0.7704
877,0.785
878,0.738
879,0.6862
880,0.7403
881,0.7789
882,0.8622
883,0.9084
884,1.1219
885,1.0684
886,1.124
887,0.9272
888,0.9988
889,0.9052
890,0.915
891,0.8009
892,0.7713
893,0.987
894,1.0777
895,1.4753
896,1.3708
897,0.6162
898,0.6094
899,0.56
900,0.6069
901,0.61
902,0.6058
903,0.5685
904,0.6115
905,0.6349
906,0.7361
907,0.7474
908,0.9656
909,0.8804
910,0.8651
911,0.7084
912,0.6553
913,0.7874
914,0.6665
915,0.6216
916,0.6519
917,1.2761
918,1.8744
919,1.2881
920,0.8835
921,0.7518
922,0.7294
923,0.643
924,0.674
925,0.5992
926,0.6079
927,0.6682
928,0.7548
929,0.9049
930,1.2075
931,1.543
932,0.8448
933,0.983
934,1.3563
935,0.9578
936,0.6955
937,0.798
938,0.7054
939,0.6808
940,0.7658
941,0.9929
942,1.6359
943,1.6
944,1.9365
945,1.813
946,1.5102
947,0.635185
948,1.0885
949,0.8398
950,0.7535
951,0.6805
952,0.6531
953,0.7811
954,0.8263
955,0.8942
956,0.8188
957,1.1505
958,0.8509
959,0.6
960,0.5483
961,0.5613
962,0.5852
963,0.6171
964,0.8831
965,1.5191
966,1.1387
967,1.2362
968,1.0858
969,0.5943
970,0.5397
971,0.5505
972,0.5206
973,0.5688
974,0.5848
975,0.5456
976,0.5703
977,0.7461
978,0.8322
979,0.8225
980,0.9841
981,0.8737
982,0.6187
983,0.556
984,0.4534
985,0.4604
986,0.4455
987,0.456
988,0.5501
989,0.9374
990,1.4465
991,1.3529
992,1.2662
993,0.8645
994,0.6921
995,0.4913
996,0.5378
997,0.5296
998,0.5204
999,0.5027
1000,0.5146
1001,0.6192
1002,0.7408
1003,0.6357
1004,0.723
1005,0.7986
1006,0.8623
1007,0.6764
1008,0.5501
1009,0.5521
1010,0.6558
1011,0.7136
1012,0.8759
1013,1.0308
1014,1.7183
1015,1.3355
1016,1.1303
1017,0.8964
1018,0.656
1019,0.5573
1020,0.6676
1021,0.6119
1022,0.5779
1023,0.5711
1024,0.5919
1025,0.6935
1026,0.7412
1027,0.8108
1028,0.7372
1029,1.0115
1030,0.8285
1031,0.5711
1032,0.4961
1033,0.5358
1034,0.5546
1035,0.65
1036,0.7451
1037,1.2441
1038,1.5315
1039,1.2461
1040,0.8804
1041,0.8141
1042,0.6883
1043,0.7721
1044,0.7261
1045,0.7917
1046,0.658
1047,0.6517
1048,0.5664
1049,0.7314
1050,1.0238
1051,1.4693
1052,1.2758
1053,1.335
1054,1.2634
1055,1.0934
1056,1.0322
1057,0.7893
1058,0.6534
1059,0.6281
1060,0.7129
1061,0.7394
1062,0.776
1063,0.961
1064,1.0352
1065,0.8697
1066,0.5616
1067,0.5593
1068,0.5436
1069,0.5226
1070,0.5841
1071,0.8181
1072,0.9124
1073,0.9832
1074,1.0473
1075,1.4892
1076,1.3393
1077,0.9943
1078,1.0217
1079,0.8902
1080,0.7173
1081,0.7398
1082,0.6953
1083,0.6334
1084,0.6506
1085,0.8765
1086,1.1009
1087,1.4059
1088,1.5485
1089,1.193
1090,0.7004
1091,0.593
1092,0.9716
1093,0.9978
1094,1.0029
1095,1.2622
1096,1.0729
1097,1.3279
1098,1.6473
1099,1.6157
1100,1.7805
1101,2.4925
1102,2.4859
1103,2.1599
1104,1.377
1105,0.5328
1106,0.6527
1107,1.0708
1108,0.8471
1109,1.7682
1110,1.6058
1111,2.14
1112,2.2486
1113,1.2152
1114,2.6096
1115,0.6668
1116,0.5347
1117,0.5028
1118,0.5119
1119,0.5221
1120,0.5521
1121,0.6516
1122,0.7418
1123,0.7988
1124,0.7752
1125,0.8834
1126,0.8009
1127,0.8778
1128,0.9588
1129,0.5936
1130,0.6593
1131,0.666
1132,0.7819
1133,1.0812
1134,1.638
1135,1.5628
1136,1.5232
1137,0.6932
1138,0.4387
1139,0.4148
1140,0.4599
1141,0.4708
1142,0.4732
1143,0.4623
1144,0.5284
1145,0.6621
1146,0.6683
1147,0.6885
1148,0.674
1149,0.6056
1150,0.5473
1151,0.4867
1152,0.4334
1153,0.5283
1154,0.5695
1155,0.5591
1156,0.6111
1157,0.8117
1158,1.023
1159,1.1988
1160,1.1717
1161,0.8486
1162,0.6717
1163,0.564
1164,0.5603
1165,0.5405
1166,0.5288
1167,0.5429
1168,0.6054
1169,0.7011
1170,0.7272
1171,0.7317
1172,0.7026
1173,0.6389
1174,0.5501
1175,0.4882
1176,0.4591
1177,0.433
1178,0.4746
1179,0.4668
1180,0.5387
1181,0.7808
1182,1.1808
1183,1.1739
1184,1.374
1185,1.1302
1186,0.6106
1187,0.5235
1188,0.6039
1189,0.6273
1190,0.6402
1191,0.6158
1192,0.6439
1193,0.698
1194,0.7449
1195,0.7852
1196,0.7442
1197,0.6726
1198,0.6356
1199,0.5294
1200,0.4891
1201,0.505
1202,0.5068
1203,0.4909
1204,0.4655
1205,0.5531
1206,0.7023
1207,0.7997
1208,0.9121
1209,0.6093
1210,0.4714
1211,0.5441
1212,0.6124
1213,0.611
1214,0.6129
1215,0.6043
1216,0.5611
1217,0.5884
1218,0.7143
1219,0.744
1220,0.8751
1221,0.7947
1222,0.7394
1223,0.6196
1224,0.6397
1225,0.5439
1226,0.4545
1227,0.429
1228,0.4124
1229,0.4589
1230,0.5737
1231,0.71
1232,0.7302
1233,0.6816
1234,0.5576
1235,0.5311
1236,0.5629
1237,0.6182
1238,0.6343
1239,0.625
1240,0.6191
1241,0.7137
1242,0.6847
1243,0.7058
1244,0.6317
1245,0.5767
1246,0.522
1247,0.4818
1248,0.4416
1249,0.4408
1250,0.4521
1251,0.4735
1252,0.5032
1253,0.6368
1254,0.9249
1255,1.3263
1256,0.9848
1257,0.7179
1258,0.729
1259,0.7218
1260,0.7549
1261,0.8316
1262,0.7883
1263,0.8178
1264,0.8559
1265,1.08
1266,1.195
1267,1.0845
1268,0.9688
1269,0.9183
1270,0.8005
1271,0.5493
1272,0.5315
1273,0.5478
1274,0.5592
1275,0.5517
1276,0.889
1277,1.2117
1278,1.9054
1279,2.2951
1280,0.9717
1281,0.8887
1282,0.7481
1283,0.7951
1284,0.6954
1285,0.7031
1286,0.6779
1287,0.7348
1288,0.8533
1289,1.16
1290,1.3738
1291,1.1339
1292,1.0037
1293,0.933
1294,0.8076
1295,0.653
1296,0.5557
1297,0.74
1298,0.7643
1299,0.6153
1300,0.64
1301,0.8904
1302,1.0348
1303,1.5233
1304,1.5369
1305,1.3734
1306,0.8902
1307,0.7235
1308,0.7832
1309,0.8421
1310,0.825
1311,0.7953
1312,0.9177
1313,1.0947
1314,1.2207
1315,1.1915
1316,1.2113
1317,1.1279
1318,1.0557
1319,0.8471
1320,0.6557
1321,0.5606
1322,0.5661
1323,0.5302
1324,0.7219
1325,1.0916
1326,1.6702
1327,1.5006
1328,1.1758
1329,0.86
1330,0.88
1331,0.8549
1332,0.7998
1333,0.8419
1334,0.9331
1335,0.7603
1336,0.8264
1337,1.0319
1338,1.3411
1339,1.4542
1340,1.2932
1341,1.2015
1342,0.8703
1343,1.1106
1344,1.1846
1345,0.897
1346,0.8458
1347,1.2185
1348,1.2315
1349,2.2188
1350,2.9086
1351,2.1321
1352,1.0964
1353,0.8638
1354,0.7197
1355,0.7559
1356,0.6297
1357,0.6221
1358,0.6444
1359,0.6677
1360,0.6566
1361,0.69
1362,0.7694
1363,0.9077
1364,0.9174
1365,1.2103
1366,0.9429
1367,0.765
1368,0.6422
1369,0.6893
1370,0.6333
1371,0.7295
1372,0.9232
1373,1.0648
1374,1.2421
1375,1.0703
1376,1.4655
1377,1.1854
1378,0.9206
1379,0.8089
1380,0.7391
1381,0.7281
1382,0.8553
1383,0.8586
1384,0.7659
1385,0.8662
1386,0.8595
1387,1.0052
1388,1.4505
1389,1.4535
1390,1.3791
1391,1.4295
1392,1.0335
1393,0.8807
1394,0.8114
1395,0.6235
1396,0.5863
1397,1.0124
1398,1.0126
1399,0.9481
1400,0.6404
1401,0.602
1402,0.6142
1403,0.6034
1404,0.6064
1405,0.5894
1406,0.536
1407,0.5566
1408,0.6074
1409,0.6556
1410,0.705
1411,0.8008
1412,0.7384
1413,0.7706
1414,0.6984
1415,0.6739
1416,0.5196
1417,0.5194
1418,0.4471
1419,0.5296
1420,0.6444
1421,0.688
1422,0.8876
1423,1.2464
1424,0.971
1425,0.5803
1426,0.517
1427,0.5085
1428,0.5715
1429,0.5204
1430,0.472
1431,0.5266
1432,0.6141
1433,0.6514
1434,0.7635
1435,0.971
1436,1.5248
1437,1.0801
1438,0.6415
1439,0.5081
1440,0.5202
1441,0.4239
1442,0.4457
1443,0.4644
1444,0.4802
1445,0.6888
1446,0.7125
1447,1.0207
1448,0.9729
1449,0.6917
1450,0.6034
1451,0.5738
1452,0.5707
1453,0.5729
1454,0.554
1455,0.6008
1456,0.6476
1457,1.1478
1458,1.5803
1459,0.9803
1460,0.8366
1461,0.9478
1462,0.9403
1463,0.756
1464,0.6786
1465,0.6908
1466,0.5969
1467,0.5861
1468,0.6543
1469,0.9565
1470,1.8337
1471,1.6746
1472,1.1804
1473,0.9338
1474,0.7353
1475,0.7341
1476,0.7703
1477,0.6685
1478,0.6274
1479,0.6491
1480,0.6666
1481,0.6438
1482,0.8722
1483,0.9984
1484,1.3467
1485,1.1339
1486,1.005
1487,0.605
1488,0.5012
1489,0.4933
1490,0.5321
1491,0.5511
1492,0.6075
1493,0.8485
1494,0.9045
1495,1.0352
1496,0.7467
1497,0.7326
1498,0.6597
1499,0.8019
1500,1.0989
1501,1.6116
1502,1.4412
1503,1.5329
1504,1.0807
1505,1.086
1506,1.3293
1507,1.3061
1508,1.1584
1509,1.4557
1510,1.4964
1511,1.0774
1512,0.7182
1513,0.582
1514,0.6288
1515,0.6633
1516,0.8194
1517,1.4507
1518,1.9171
1519,1.3847
1520,1.2856
1521,1.3834
1522,1.0445
1523,0.8914
1524,0.8443
1525,0.8254
1526,0.9133
1527,0.8049
1528,0.8181
1529,0.9203
1530,1.1351
1531,1.2174
1532,1.3603
1533,2.1902
1534,1.7482
1535,1.4739
1536,0.7478
1537,0.6239
1538,0.8006
1539,1.1245
1540,1.2973
1541,1.8383
1542,1.7324
1543,2.535
1544,1.8433
1545,1.4035
1546,0.8266
1547,0.6815
1548,0.7579
1549,0.8462
1550,0.8254
1551,0.8291
1552,0.7199
1553,0.7751
1554,0.9536
1555,1.3402
1556,1.3303
1557,1.0955
1558,1.2262
1559,0.7532
1560,0.7877
1561,0.6389
1562,0.4922
1563,0.5241
1564,0.5789
1565,0.8207
1566,1.1329
1567,1.1013
1568,0.8776
1569,0.7925
1570,0.6426
1571,0.6382
1572,0.7157
1573,0.6926
1574,0.7913
1575,0.8066
1576,0.7764
1577,0.803
1578,1.0769
1579,1.4114
1580,1.5027
1581,0.9787
1582,0.7796
1583,0.6477
1584,0.5936
1585,0.4762
1586,0.4631
1587,0.4758
1588,0.7084
1589,1.7725
1590,1.8597
1591,2.2921
1592,1.3717
1593,0.8475
1594,0.6069
1595,0.663
1596,0.5546
1597,0.5434
1598,0.6034
1599,0.5992
1600,0.6182
1601,0.8996
1602,1.3177
1603,1.5591
1604,1.345
1605,1.0901
1606,1.293
1607,0.7948
1608,0.6123
1609,0.6352
1610,0.7338
1611,0.8266
1612,0.7982
1613,1.7107
1614,1.7391
1615,1.1827
1616,1.2091
1617,0.9109
1618,0.8134
1619,0.6334
1620,0.5695
1621,0.5214
1622,0.555
1623,0.6128
1624,0.6052
1625,0.693
1626,0.8134
1627,0.8594
1628,0.8731
1629,1.1117
1630,1.1867
1631,0.7393
1632,0.7397
1633,0.6326
1634,0.7008
1635,0.5971
1636,1.0309
1637,2.4071
1638,2.9695
1639,1.8612
1640,1.0131
1641,0.7004
1642,0.6371
1643,0.5668
1644,0.55
1645,0.5554
1646,0.557
1647,0.5131
1648,0.5281
1649,0.5983
1650,0.7241
1651,0.7146
1652,0.6697
1653,0.6566
1654,0.6943
1655,0.7793
1656,0.7019
1657,0.5816
1658,0.5163
1659,0.5191
1660,0.5528
1661,0.7386
1662,1.0995
1663,0.9019
1664,0.7177
1665,0.6394
1666,0.5285
1667,0.4729
1668,0.5934
1669,0.5733
1670,0.6111
1671,0.6842
1672,0.9999
1673,1.3106
1674,0.7683
1675,0.7862
1676,0.7512
1677,0.7129
1678,0.7477
1679,0.5764
1680,0.4791
1681,0.4577
1682,0.4654
1683,0.4848
1684,0.6101
1685,0.6952
1686,0.8487
1687,1.0683
1688,1.2461
1689,1.0724
1690,0.7126
1691,0.6881
1692,0.6091
1693,
1694,0.5273
1695,0.6121
1696,0.664
1697,0.905
1698,0.9983
1699,0.9122
1700,0.6459
1701,0.6087
1702,0.5892
1703,0.5554
1704,0.5928
1705,0.7387
1706,0.7563
1707,0.6436
1708,0.9249
1709,1.6195
1710,1.9789
1711,1.8403
1712,1.6935
1713,1.5753
1714,1.0978
1715,0.5032
1716,0.4565
1717,0.7917
1718,0.7967
1719,0.6436
1720,0.6505
1721,0.7131
1722,0.8267
1723,0.7592
1724,0.9169
1725,0.9952
1726,0.7368
1727,0.6702
1728,0.6091
1729,0.5311
1730,0.5014
1731,0.5614
1732,0.5728
1733,0.6644
1734,0.6947
1735,0.697
1736,0.6016
1737,0.587
1738,0.533
1739,0.5071
1740,0.4761
1741,0.478
1742,0.575
1743,0.8107
1744,0.803
1745,0.9207
1746,1.3812
1747,1.8647
1748,1.51
1749,1.7506
1750,1.3136
1751,1.3267
1752,1.239
1753,1.0654
1754,0.9646
1755,0.8382
1756,0.8804
1757,1.1061
1758,1.6602
1759,2.5733
1760,1.6253
1761,0.9478
1762,0.8022
1763,0.6002350000000001
1764,0.6978
1765,0.6738
1766,0.6631
1767,0.6718
1768,0.712
1769,0.7285
1770,0.9945
1771,1.8113
1772,1.8265
1773,1.524
1774,0.9028
1775,1.0167
1776,0.6757
1777,0.5985
1778,0.5735
1779,0.559
1780,0.5514
1781,0.7634
1782,1.0847
1783,1.5322
1784,0.9674
1785,0.927
1786,1.0738
1787,1.3639
1788,1.1661
1789,0.8509
1790,0.7691
1791,0.6326
1792,0.6671
1793,0.7408
1794,0.8709
1795,1.0321
1796,0.8876
1797,0.9382
1798,1.2281
1799,0.8808
1800,0.8313
1801,0.6651
1802,0.6584
1803,0.7247
1804,0.6559
1805,1.1235
1806,1.6271
1807,1.4483
1808,1.5766
1809,1.614
1810,0.9807
1811,1.2643
1812,0.9406
1813,0.7421
1814,0.6714
1815,0.7044
1816,0.8082
1817,0.9511
1818,0.8844
1819,0.9262
1820,1.2154
1821,2.1786
1822,1.8965
1823,1.2939
1824,0.7849
1825,0.586
1826,0.5318
1827,0.7413
1828,0.7323
1829,1.1017
1830,1.2226
1831,1.7372
1832,2.0111
1833,1.2514
1834,0.8822
1835,0.7741
1836,1.1781
1837,0.8955
1838,0.8344
1839,0.8657
1840,0.6596
1841,0.8071
1842,0.8875
1843,1.0254
1844,1.0012
1845,0.9775
1846,0.8704
1847,0.5276
1848,0.4759
1849,0.4979
1850,0.4738
1851,0.5532
1852,1.0129
1853,1.3866
1854,2.3613
1855,1.4817
1856,1.1663
1857,0.8815
1858,0.5175
1859,0.4569
1860,0.6172
1861,0.5662
1862,1.2054
1863,1.5751
1864,1.0325
1865,0.8789
1866,0.998
1867,1.2085
1868,1.1684
1869,0.8266
1870,0.9805
1871,1.1582
1872,0.8804
1873,0.9072
1874,0.9878
1875,0.957
1876,0.8339
1877,1.0311
1878,1.3888
1879,1.892
1880,1.7696
1881,0.8785
1882,0.4764
1883,0.4998
1884,0.5284
1885,0.6253
1886,0.8211
1887,0.7533
1888,0.8058
1889,0.8579
1890,0.878
