,Puente_Aranda_CO_pmm
528,0.3572
529,0.33406
530,0.32894
531,0.34365
532,0.39783
533,0.70082
534,1.05508
535,1.08615
536,0.64402
537,0.57793
538,0.51173
539,0.51845
540,0.53186
541,0.56396
542,0.55029
543,0.51341
544,0.50881
545,0.80181
546,1.15668
547,0.96884
548,0.82235
549,0.77194
550,0.79104
551,0.58825
552,0.59021
553,0.53747
554,0.51334
555,0.49809
556,0.5606
557,0.73997
558,1.37964
559,1.1332
560,1.09432
561,0.93228
562,0.66495
563,0.65241
564,0.74561
565,0.87604
566,0.84928
567,0.86339
568,0.97152
569,1.03865
570,1.26965
571,1.48568
572,1.55292
573,1.43804
574,1.15923
575,0.85479
576,0.90347
577,1.09399
578,0.86929
579,1.01459
580,1.08893
581,1.12254
582,1.57312
583,1.36804
584,1.07026
585,0.77719
586,0.63295
587,0.71682
588,0.74117
589,0.75091
590,0.83223
591,1.05016
592,0.99965
593,1.11575
594,1.3531
595,1.83714
596,1.3927
597,1.26672
598,1.076
599,0.88601
600,0.73196
601,0.72864
602,0.68872
603,0.6824
604,0.82489
605,1.49239
606,2.18623
607,2.76829
608,1.89505
609,0.82846
610,0.66505
611,0.69841
612,0.72628
613,0.77059
614,0.83052
615,0.8942
616,1.00181
617,1.16131
618,1.22343
619,1.3795
620,1.40952
621,1.2842
622,1.0878
623,0.96501
624,0.81758
625,0.73732
626,0.8449
627,0.86572
628,0.94554
629,1.32436
630,1.5637
631,1.50855
632,1.38903
633,0.92235
634,0.82483
635,0.8579
636,0.86777
637,0.89785
638,0.84435
639,0.93978
640,0.93765
641,0.98429
642,1.01796
643,1.29139
644,1.31164
645,1.37803
646,1.07014
647,1.42109
648,1.08582
649,1.07232
650,0.98333
651,0.99601
652,1.14641
653,1.68307
654,2.41837
655,3.02826
656,2.06826
657,1.62567
658,1.18903
659,1.00716
660,1.02624
661,1.29267
662,1.33428
663,1.50866
664,1.29415
665,1.55232
666,1.39332
667,1.29585
668,2.15328
669,1.45715
670,1.29059
671,0.92756
672,0.77294
673,0.79444
674,0.78361
675,0.75285
676,0.79609
677,1.27743
678,1.77724
679,1.88076
680,1.71553
681,1.44065
682,1.49
683,1.3079
684,1.16514
685,1.20385
686,1.16105
687,1.24544
688,1.147
689,1.35689
690,1.71848
691,2.16622
692,2.51089
693,2.7385
694,2.22203
695,1.65598
696,1.26252
697,1.32328
698,1.16906
699,0.98077
700,1.47667
701,2.05865
702,3.81949
703,3.91999
704,3.40723
705,2.03298
706,1.48896
707,1.38478
708,1.02268
709,0.83882
710,0.79715
711,0.79192
712,0.72737
713,0.79587
714,0.99147
715,0.81323
716,0.72082
717,1.06736
718,0.90308
719,1.20172
720,1.33403
721,1.04814
722,1.04556
723,1.04222
724,1.47149
725,2.34279
726,3.98552
727,4.2912
728,1.68899
729,1.93348
730,1.56556
731,1.06754
732,0.99702
733,0.98389
734,0.96285
735,0.81334
736,0.7875
737,0.97094
738,0.99872
739,1.15356
740,1.12899
741,1.19695
742,1.16825
743,0.95318
744,0.96409
745,0.96148
746,0.88193
747,0.88247
748,0.73177
749,1.32155
750,2.30096
751,2.92948
752,1.80563
753,1.13855
754,0.99545
755,0.8521
756,0.5140199999999999
757,0.80374
758,0.64448
759,0.64126
760,0.80897
761,0.98545
762,1.28783
763,1.362
764,1.23925
765,0.70779
766,0.62289
767,0.8544
768,0.72703
769,0.90207
770,0.65146
771,0.70083
772,0.74659
773,1.43905
774,1.86314
775,1.5863
776,1.87104
777,1.28993
778,1.17385
779,0.67517
780,0.6285
781,0.649
782,0.63213
783,0.71646
784,0.73893
785,0.81222
786,0.96578
787,2.02601
788,1.21925
789,1.21277
790,1.11825
791,0.78749
792,0.64899
793,0.57698
794,0.53751
795,0.51678
796,0.9353
797,1.10547
798,1.1481
799,0.90754
800,0.66465
801,0.66534
802,0.63425
803,0.62995
804,0.51057
805,0.44086
806,0.48015
807,0.48191
808,0.48641
809,0.60245
810,0.78048
811,0.73422
812,0.92136
813,0.79679
814,0.58592
815,0.44219
816,0.37976
817,0.33171
818,0.40492
819,0.50233
820,0.83936
821,1.42273
822,2.38946
823,2.55106
824,2.85078
825,1.9634
826,1.24108
827,0.71863
828,0.80933
829,0.7986
830,0.66132
831,0.67584
832,0.69741
833,0.8127
834,0.83256
835,1.05754
836,0.99728
837,0.76748
838,0.94501
839,1.10014
840,0.97602
841,0.71196
842,0.70653
843,0.68599
844,0.80093
845,1.39409
846,1.76248
847,2.64979
848,2.43602
849,1.62436
850,1.19541
851,1.24723
852,1.29836
853,0.97355
854,0.84304
855,0.90764
856,0.91352
857,1.25453
858,1.25118
859,1.24099
860,2.16441
861,1.63775
862,1.71249
863,0.86358
864,1.20254
865,0.4996
866,0.77879
867,0.81976
868,1.02514
869,1.57294
870,2.93522
871,3.05163
872,1.98646
873,0.92988
874,0.7939
875,0.72655
876,0.81874
877,0.76267
878,0.87078
879,0.93155
880,1.06803
881,1.31455
882,1.54249
883,1.92314
884,1.23531
885,1.41628
886,1.86275
887,1.39779
888,0.98717
889,0.74505
890,0.65167
891,0.62434
892,1.10114
893,1.61765
894,1.93289
895,1.85997
896,1.22361
897,0.58334
898,0.63189
899,0.47393
900,0.51465
901,0.6507
902,0.66922
903,0.70243
904,0.67114
905,0.6829
906,0.71893
907,0.79992
908,0.84949
909,0.86185
910,0.90283
911,0.95777
912,0.65435
913,0.51185
914,0.63055
915,0.68664
916,0.75525
917,1.06807
918,1.46087
919,1.46236
920,0.92286
921,0.7138
922,0.64885
923,0.66789
924,0.79686
925,0.80967
926,0.9354
927,1.0431
928,0.96938
929,1.20535
930,1.38721
931,1.50047
932,1.52175
933,1.24992
934,1.19628
935,0.89782
936,0.72633
937,0.77379
938,0.69874
939,0.63875
940,0.70882
941,0.8463
942,1.32772
943,1.99711
944,1.91326
945,0.86384
946,0.70359
947,0.67846
948,0.92521
949,0.88157
950,0.94823
951,0.86533
952,0.8878
953,0.87123
954,0.95284
955,1.15193
956,1.18426
957,1.13707
958,1.00603
959,0.87534
960,0.82833
961,0.71801
962,0.74462
963,0.92817
964,1.02269
965,1.46203
966,2.04787
967,2.31983
968,1.32026
969,0.78198
970,0.86168
971,0.66179
972,0.62325
973,0.89019
974,0.88518
975,0.86402
976,0.79222
977,0.84377
978,0.79684
979,1.18722
980,1.15501
981,0.98547
982,0.90666
983,0.83384
984,0.77827
985,0.96369
986,0.89112
987,0.96098
988,0.97832
989,1.66973
990,2.6069
991,2.69739
992,2.97693
993,1.84217
994,1.24546
995,0.68644
996,0.78609
997,0.96395
998,0.97933
999,1.01709
1000,1.0508
1001,0.93781
1002,1.20116
1003,1.68303
1004,1.32287
1005,1.17771
1006,1.39308
1007,0.83452
1008,0.71658
1009,0.68472
1010,0.62279
1011,0.93051
1012,1.22067
1013,2.03201
1014,2.9849
1015,2.30899
1016,2.40238
1017,1.73039
1018,1.47354
1019,0.95364
1020,0.76654
1021,0.79589
1022,0.90749
1023,0.97137
1024,1.0479
1025,1.26268
1026,1.44203
1027,1.32673
1028,1.51017
1029,1.48279
1030,1.25784
1031,0.91018
1032,0.77302
1033,0.70891
1034,0.70199
1035,0.72392
1036,0.81588
1037,2.04268
1038,3.14199
1039,2.32713
1040,1.79488
1041,0.84817
1042,0.90246
1043,0.8961
1044,0.84682
1045,0.77723
1046,1.05764
1047,1.0099
1048,0.88367
1049,1.07697
1050,1.59973
1051,1.40606
1052,1.45905
1053,1.24949
1054,1.14532
1055,0.88457
1056,0.85059
1057,0.99352
1058,1.09597
1059,0.98218
1060,1.33227
1061,2.17128
1062,3.42659
1063,3.36634
1064,2.04162
1065,1.90239
1066,1.77346
1067,1.45309
1068,1.19882
1069,1.15458
1070,0.99081
1071,1.09977
1072,1.05187
1073,1.19187
1074,1.54095
1075,1.69676
1076,1.87802
1077,1.48798
1078,1.53711
1079,1.0442
1080,1.02983
1081,1.22528
1082,1.2287
1083,1.07822
1084,1.49718
1085,1.9271
1086,2.93403
1087,4.48314
1088,3.44742
1089,2.08303
1090,1.44258
1091,0.89834
1092,0.9316
1093,0.98736
1094,1.07886
1095,1.02566
1096,1.12096
1097,0.9173100000000001
1098,0.89892
1099,1.20918
1100,1.30624
1101,1.15446
1102,0.76813
1103,0.54159
1104,0.39281
1105,0.31458
1106,0.38636
1107,0.44221
1108,0.30705
1109,0.61255
1110,0.84131
1111,0.74979
1112,0.86743
1113,0.72186
1114,0.65603
1115,0.63499
1116,0.57633
1117,0.51612
1118,0.49671
1119,0.40683
1120,0.48018
1121,0.61773
1122,0.7204
1123,0.70703
1124,0.72915
1125,0.68053
1126,0.56654
1127,0.51545
1128,0.37441
1129,0.61574
1130,0.55773
1131,0.5175
1132,0.66759
1133,0.6897
1134,0.9094
1135,0.74366
1136,0.5783
1137,0.4597
1138,0.45698
1139,0.39328
1140,0.54385
1141,0.47803
1142,0.39899
1143,0.41348
1144,0.43896
1145,0.50676
1146,0.65959
1147,0.73923
1148,0.82539
1149,0.88872
1150,0.76934
1151,0.77702
1152,0.46634
1153,0.55059
1154,0.50273
1155,0.4977
1156,0.57203
1157,1.0961
1158,1.37055
1159,1.25199
1160,1.28063
1161,0.91336
1162,1.02132
1163,0.96944
1164,0.73454
1165,0.6316
1166,0.56903
1167,0.59475
1168,0.61646
1169,0.70518
1170,0.89701
1171,0.91196
1172,1.00915
1173,0.83987
1174,0.84845
1175,0.63355
1176,0.47199
1177,0.39067
1178,0.52179
1179,0.61627
1180,0.80191
1181,1.14235
1182,1.20621
1183,1.54195
1184,1.30871
1185,0.68367
1186,0.5334
1187,
1188,0.50473
1189,0.60215
1190,0.4997
1191,0.75101
1192,0.90666
1193,1.18534
1194,1.03261
1195,0.89704
1196,1.11427
1197,0.96564
1198,0.86742
1199,0.91849
1200,0.84327
1201,0.62601
1202,0.53603
1203,0.57367
1204,0.65285
1205,1.14115
1206,1.61024
1207,1.25974
1208,1.03351
1209,1.21705
1210,0.7276
1211,0.76157
1212,0.64205
1213,0.57758
1214,0.61434
1215,0.77044
1216,0.67014
1217,0.77882
1218,1.15741
1219,1.0422
1220,1.05798
1221,0.95189
1222,1.22228
1223,1.19369
1224,1.10814
1225,0.83553
1226,0.64204
1227,0.50009
1228,0.85632
1229,1.24512
1230,1.81683
1231,1.97785
1232,0.9569
1233,0.66692
1234,0.56025
1235,0.54832
1236,0.99928
1237,0.64752
1238,0.62428
1239,0.72849
1240,0.85267
1241,1.02628
1242,1.09077
1243,1.32846
1244,0.91213
1245,1.09098
1246,1.16399
1247,1.29856
1248,1.01399
1249,0.92523
1250,0.71963
1251,0.71177
1252,0.90175
1253,1.74727
1254,3.28262
1255,3.97563
1256,1.54332
1257,0.96932
1258,0.87774
1259,0.97832
1260,0.73466
1261,0.64532
1262,0.68558
1263,0.82149
1264,0.93039
1265,1.5342
1266,1.34681
1267,1.07867
1268,0.99
1269,0.97554
1270,0.91873
1271,0.71982
1272,0.68365
1273,0.712
1274,1.01874
1275,1.05631
1276,1.51461
1277,2.21924
1278,2.87439
1279,2.47516
1280,1.61615
1281,0.9982
1282,0.73238
1283,0.74679
1284,0.84265
1285,0.99653
1286,1.08113
1287,1.27104
1288,1.95473
1289,2.06437
1290,1.92981
1291,1.65464
1292,1.78423
1293,1.49825
1294,1.44385
1295,1.37471
1296,1.07216
1297,0.89166
1298,0.94949
1299,0.91061
1300,0.90663
1301,1.03614
1302,1.22297
1303,1.30564
1304,1.23177
1305,1.19455
1306,1.02466
1307,1.03675
1308,0.94727
1309,1.02715
1310,0.91368
1311,1.0037
1312,1.18613
1313,1.42372
1314,1.5355
1315,1.20963
1316,0.9637
1317,1.1585
1318,1.10713
1319,1.08931
1320,1.09724
1321,0.80895
1322,0.71008
1323,0.74025
1324,0.81679
1325,1.1437
1326,1.7949
1327,1.94992
1328,1.83667
1329,1.84691
1330,1.61947
1331,1.995
1332,2.1649
1333,1.17095
1334,1.10501
1335,1.05508
1336,1.13803
1337,1.56103
1338,1.92951
1339,1.57106
1340,1.45249
1341,1.55305
1342,1.37661
1343,1.15468
1344,1.26203
1345,1.23713
1346,1.44227
1347,1.11061
1348,1.47275
1349,2.00353
1350,2.74398
1351,3.03245
1352,2.84634
1353,1.723
1354,1.58455
1355,1.92608
1356,1.50529
1357,1.30316
1358,1.06352
1359,1.21044
1360,1.17934
1361,1.37537
1362,1.43835
1363,1.49515
1364,1.38344
1365,1.3054
1366,1.32512
1367,1.01953
1368,0.95319
1369,0.887
1370,0.83706
1371,0.86598
1372,0.84493
1373,1.11226
1374,1.49872
1375,2.26449
1376,1.78388
1377,2.20351
1378,1.79708
1379,1.54351
1380,1.36323
1381,1.29551
1382,1.31888
1383,1.22951
1384,1.236
1385,1.46648
1386,1.68345
1387,1.63192
1388,1.52132
1389,1.6516
1390,1.64212
1391,1.36014
1392,1.09641
1393,1.02059
1394,0.94596
1395,1.13743
1396,1.05777
1397,1.47858
1398,1.76443
1399,1.80151
1400,2.05802
1401,1.21536
1402,1.03783
1403,1.27139
1404,1.27341
1405,1.31164
1406,1.15349
1407,1.13018
1408,1.29043
1409,1.61935
1410,1.725
1411,1.54624
1412,1.6455
1413,1.65816
1414,1.99683
1415,1.86326
1416,1.23567
1417,1.19163
1418,1.70539
1419,1.49873
1420,1.74314
1421,2.74434
1422,3.30428
1423,3.15437
1424,2.78041
1425,1.90628
1426,1.54613
1427,1.39683
1428,1.38476
1429,1.51655
1430,1.64742
1431,1.50918
1432,1.8818
1433,2.46517
1434,2.50419
1435,2.81969
1436,2.72324
1437,3.61839
1438,2.1954
1439,2.31892
1440,2.31149
1441,1.69051
1442,2.00747
1443,2.45141
1444,2.30608
1445,2.71641
1446,3.2571
1447,4.00433
1448,2.49693
1449,2.16035
1450,1.94421
1451,2.4069
1452,2.1393
1453,1.95882
1454,1.98334
1455,1.96162
1456,2.23959
1457,2.08935
1458,2.15351
1459,2.37219
1460,2.79526
1461,3.06684
1462,3.69129
1463,2.89576
1464,2.2303
1465,2.4342
1466,1.76827
1467,1.91697
1468,1.97614
1469,1.8634
1470,2.01455
1471,1.96997
1472,1.87113
1473,1.99699
1474,2.03206
1475,2.19225
1476,2.13851
1477,2.13997
1478,2.08419
1479,2.02267
1480,2.04397
1481,2.2657
1482,2.32493
1483,2.33845
1484,2.24837
1485,3.43841
1486,2.93198
1487,2.69996
1488,2.34029
1489,2.50181
1490,2.67409
1491,2.62891
1492,2.54712
1493,2.78265
1494,
1495,
1496,
1497,
1498,0.8305450000000001
1499,0.94791
1500,0.876305
1501,1.078695
1502,0.98803
1503,0.999185
1504,1.1317249999999999
1505,1.365285
1506,1.706735
1507,1.686775
1508,1.77503
1509,1.595735
1510,1.499755
1511,1.202735
1512,0.7253499999999999
1513,0.61974
1514,0.592645
1515,0.582355
1516,0.598725
1517,0.95947
1518,1.95229
1519,2.28055
1520,1.7355550000000002
1521,1.4846249999999999
1522,1.409395
1523,1.2441499999999999
1524,0.910175
1525,0.937285
1526,0.96451
1527,0.96844
1528,1.04522
1529,1.357905
1530,1.455855
1531,1.566085
1532,1.65142
1533,1.93241
1534,1.908185
1535,1.435775
1536,0.827535
1537,0.71492
1538,0.851005
1539,0.828335
1540,0.95336
1541,1.40721
1542,2.374075
1543,1.943505
1544,1.2857750000000001
1545,1.1446450000000001
1546,0.68832
1547,0.72949
1548,0.60503
1549,0.7282150000000001
1550,0.85736
1551,0.90473
1552,0.816315
1553,0.93317
1554,1.00999
1555,1.2232
1556,1.339835
1557,1.27279
1558,1.1143399999999999
1559,0.52681
1560,0.42683
1561,0.498135
1562,0.51995
1563,0.54368
1564,0.609625
1565,0.9357800000000001
1566,1.5968399999999998
1567,1.28841
1568,0.63758
1569,0.52424
1570,0.488155
1571,0.48915000000000003
1572,0.47456
1573,0.46363
1574,0.49754
1575,0.575935
1576,0.71658
1577,0.81883
1578,1.088645
1579,0.929845
1580,0.706145
1581,0.518955
1582,0.616295
1583,0.62061
1584,0.444125
1585,0.52156
1586,0.437455
1587,0.40746000000000004
1588,
1589,
1590,1.5795750000000002
1591,1.70729
1592,0.9679
1593,0.57518
1594,
1595,0.51161
1596,0.46601499999999996
1597,0.512105
1598,0.54453
1599,0.6035349999999999
1600,0.6130599999999999
1601,0.720425
1602,0.92517
1603,0.791595
1604,0.71546
1605,0.7711049999999999
1606,0.71365
1607,0.6174
1608,0.7005
1609,0.47965
1610,0.43913
1611,0.44098000000000004
1612,0.645235
1613,0.82533
1614,1.511535
1615,1.34703
1616,0.944745
1617,0.9076649999999999
1618,0.7399199999999999
1619,0.64528
1620,0.707595
1621,0.63857
1622,0.70702
1623,0.68445
1624,0.729695
1625,1.02101
1626,1.1087
1627,1.07566
1628,0.85954
1629,0.78051
1630,1.02675
1631,1.143005
1632,0.8961
1633,0.81115
1634,0.713775
1635,0.7845599999999999
1636,1.118875
1637,1.60707
1638,2.06473
1639,1.89807
1640,1.2358250000000002
1641,0.6874750000000001
1642,0.5532900000000001
1643,0.604985
1644,0.5447649999999999
1645,0.561615
1646,0.534425
1647,0.51556
1648,0.56082
1649,0.68882
1650,0.76978
1651,0.782945
1652,0.7158100000000001
1653,0.70686
1654,0.7193050000000001
1655,0.679165
1656,0.48537
1657,0.45094999999999996
1658,0.41079499999999997
1659,0.38320000000000004
1660,0.425355
1661,0.556585
1662,0.75878
1663,0.820625
1664,0.65715
1665,0.6134850000000001
1666,0.48262
1667,0.43184500000000003
1668,0.47699
1669,0.545535
1670,0.6462300000000001
1671,0.685665
1672,0.78343
1673,1.11493
1674,1.44938
1675,1.8657
1676,1.7742
1677,1.32346
1678,1.2865
1679,1.11768
1680,1.27327
1681,0.84071
1682,0.91003
1683,0.83103
1684,0.82416
1685,1.0832
1686,1.83402
1687,2.16691
1688,1.77042
1689,1.15169
1690,1.39935
1691,1.21488
1692,0.96269
1693,0.85527
1694,0.87919
1695,0.95386
1696,1.02094
1697,1.12893
1698,1.51867
1699,1.70167
1700,1.53406
1701,1.86423
1702,1.6143
1703,1.45416
1704,1.30697
1705,1.8591
1706,1.09775
1707,0.87781
1708,1.0093
1709,1.37384
1710,1.50505
1711,1.90447
1712,1.0712
1713,0.77359
1714,0.77815
1715,0.70052
1716,0.73629
1717,1.03289
1718,0.97616
1719,1.11005
1720,1.11185
1721,1.36506
1722,1.45488
1723,1.47005
1724,1.43156
1725,1.43652
1726,1.48343
1727,1.04604
1728,0.74444
1729,0.64122
1730,0.59645
1731,0.57408
1732,0.63417
1733,1.15614
1734,1.41861
1735,2.2688
1736,1.72093
1737,1.09482
1738,0.81197
1739,0.65718
1740,0.71178
1741,0.7724
1742,1.10438
1743,1.10183
1744,1.08238
1745,1.3468
1746,1.76263
1747,2.4798
1748,1.38432
1749,1.26195
1750,1.20702
1751,0.94851
1752,0.7708
1753,1.46611
1754,1.46068
1755,1.34
1756,1.505
1757,1.19898
1758,2.03358
1759,2.93781
1760,2.3048
1761,1.49098
1762,0.80022
1763,1.18597
1764,1.00499
1765,1.19748
1766,1.13945
1767,1.16718
1768,1.25297
1769,1.60175
1770,1.79798
1771,1.32967
1772,1.5789
1773,1.50958
1774,1.49258
1775,0.99899
1776,1.22214
1777,1.12495
1778,0.98763
1779,1.43523
1780,1.35795
1781,1.56426
1782,2.64339
1783,2.40831
1784,2.18606
1785,1.52853
1786,1.12337
1787,1.04574
1788,1.17841
1789,1.22486
1790,1.19155
1791,1.03894
1792,1.42925
1793,1.72926
1794,1.98756
1795,2.29147
1796,1.74203
1797,1.34872
1798,1.39777
1799,1.14277
1800,1.01458
1801,1.036
1802,0.96449
1803,0.99731
1804,1.08902
1805,1.14769
1806,1.18572
1807,1.0753
1808,1.24335
1809,1.05485
1810,1.06098
1811,0.9941
1812,1.029
1813,1.08335
1814,1.18663
1815,1.27047
1816,1.3227
1817,1.32334
1818,1.49459
1819,1.69028
1820,1.59766
1821,1.54644
1822,2.35991
1823,2.03655
1824,1.02083
1825,0.934
1826,1.21601
1827,1.03232
1828,1.37485
1829,1.95889
1830,2.76299
1831,1.70544
1832,1.56044
1833,1.1276
1834,1.0234
1835,1.04046
1836,1.0614
1837,1.29378
1838,1.48934
1839,1.03578
1840,0.80135
1841,0.8655999999999999
1842,1.1595650000000002
1843,1.07408
1844,1.22778
1845,1.60266
1846,2.20246
1847,1.21881
1848,0.55162
1849,0.74047
1850,0.57661
1851,0.36325
1852,0.41765
1853,0.64524
1854,0.93066
1855,0.96235
1856,0.95652
1857,0.71702
