Tiempo,carvajal2018,carvajal2019,carvajal2021,Centro2018,Centro2019,Centro2021,Kennedy2018,Kennedy2019,Kennedy2021,Ferias2018,Ferias2019,Ferias2021,PuenteA2018,PuenteA2019,PuenteA2021,Tunal2018,Tunal2019,Tunal2021,Usaquen2018,Usaquen2019,Usaquen2021
34,1.109085628742515,1.1157681325301205,1.6450359281437126,0.4167689880952381,0.3417001290322581,0.5190107784431138,0.7242226946107784,0.6702203592814371,,0.41893226190476185,0.5228290419161676,,0.6260290476190477,0.30140413173652697,1.010564705882353,,0.695745843373494,0.5707210843373494,0.2555103592814371,0.6522240476190476,0.37690538922155686
35,1.2110135975609757,1.1802176506024098,1.7439097222222222,0.5887815476190477,0.6713001818181817,0.4545875,0.7691145833333334,0.5434599371069182,0.9142038167938932,0.6547270895522388,0.6339493975903615,0.59182,0.8151026530612244,0.5177253614457831,0.8131867469879518,0.4991666666666667,0.7876152976190476,0.8157632530120481,0.48844298611111114,0.718592303030303,0.4224279761904762
36,1.2399295070422534,1.1089958333333332,1.9750011904761906,0.37699141732283464,0.7935649645390072,0.6058682926829267,0.7822269090909091,0.8060524698795181,0.7846176056338028,0.7197718543046357,0.755186,0.9589006944444445,0.6986298192771084,0.7791034722222222,1.080839880952381,0.5791298611111111,0.7936932727272729,0.9658372549019608,0.36064312499999995,0.564838630952381,0.5256515151515152
37,1.1477455089820359,1.3080286904761904,1.6421065476190475,1.2713035329341318,0.7527683916083916,0.5179868263473054,0.7879931137724552,0.6173236585365853,1.2144448484848485,0.8678202409638553,0.702424251497006,0.5100883333333334,1.0527074647887324,0.7689476363636364,0.9606600000000001,0.9329308333333334,0.6940709243697479,0.7219844311377245,0.6969420238095237,0.7167547058823529,0.35133035714285715
38,1.3325745833333333,1.4923353293413173,1.5923125748502993,0.7526351497005989,1.3735963917525775,0.5244658682634731,0.7736113173652696,0.8399371856287425,0.9982574850299402,0.5088924516129033,1.0657508982035928,,0.7867873125,0.9877091044776118,0.9595512048192771,,1.0570876047904192,0.7604461077844311,0.4440538095238095,,0.34098809523809526
39,1.3328092857142857,1.2626695808383235,1.8984270833333332,1.2264697604790418,1.1304034351145038,0.5607424050632912,0.7669254819277108,0.698143869047619,0.8880795180722891,0.5898705988023952,0.9497550299401198,0.7529520833333333,0.50815,0.626197380952381,0.9542265060240964,,1.0198666467065869,0.9236993865030674,0.4513234730538922,,0.4620491017964072
40,1.3094563571428572,0.9736176506024097,1.637817857142857,0.49902375,0.9529069677419355,0.43835238095238094,0.7565201190476191,0.7184250299401197,0.8548083916083916,0.7798472368421053,0.8878195808383234,0.6878609589041096,0.7972801190476191,0.832163611111111,0.8337706586826348,0.5688844166666667,0.8728488023952096,0.7487804195804195,0.564351981981982,0.7148528472222222,0.4142789156626506
41,1.1079033734939758,1.2518293452380953,2.0978815476190475,1.1148017261904761,0.7326285416666667,0.7355520958083832,0.8009434523809524,0.7133226785714286,1.0705059523809524,0.8154755688622753,0.6077373652694611,0.8120571428571429,0.8775117307692307,0.6223775,1.0627360248447206,0.8618033333333334,0.878133025210084,1.0652464285714285,0.668257619047619,0.46826875,0.6637684523809524
42,1.1527655688622755,1.4092122754491017,2.1675744047619045,0.9160047619047619,1.1337379754601227,0.7398095238095238,0.7394547619047619,0.8303959523809523,0.9509524096385542,0.5223766666666667,0.7873530538922154,0.752188622754491,0.7339172222222222,1.1790664457831326,1.1530680722891566,,1.1043970833333334,1.058477108433735,0.8493869642857144,,0.6000796407185629
43,1.1000130357142857,1.3444175449101796,2.059207142857143,1.2587733734939759,1.068493780487805,0.6285469879518073,0.8394404166666667,0.7647589221556886,0.7376952095808383,0.6852405988023952,0.6711955952380952,0.7840692771084337,0.7896634523809523,0.862065644171779,1.077152380952381,,,1.04852,0.9680272619047618,,0.562488125
44,1.2912826506024098,1.2803928313253012,1.95363661971831,0.9258652121212122,0.9275388414634146,0.4720013245033112,0.7237463157894737,0.809808606060606,0.8305231707317073,0.7689603546099291,0.6532319277108434,0.5860969879518073,0.9243886746987952,0.8965083443708609,0.8407644578313254,0.6551086021505377,0.7402094285714286,0.849622077922078,0.7862058518518518,0.5519631944444444,0.4190287425149701
45,1.1042478873239436,1.2650583636363637,1.8831242424242425,0.8661088235294118,0.7304580357142857,0.5008482142857142,0.7953348214285715,0.80815125748503,0.7743852112676056,0.7841875595238095,0.800743630952381,0.7252297101449275,0.7317516071428571,0.7822082035928144,1.0008443113772454,0.347381875,0.8346707784431138,0.981122619047619,0.4860654861111111,0.6207868055555555,0.4890464285714286
46,0.9827645833333334,0.9102080722891566,2.0187315476190477,2.062936766467066,1.5876104166666665,0.5883415662650602,0.9261295833333333,0.5600643975903615,0.5691682634730539,1.0242024404761905,0.8840662068965518,0.7874309523809524,1.1802789759036145,1.0133834782608695,1.2344309523809525,0.7743917964071857,,0.9424173652694611,0.6438205732484077,0.5945179220779221,0.5015307228915662
47,0.9211419047619047,0.9311606547619048,2.1537194444444445,1.9020742857142856,0.8459357051282052,0.8273785714285713,0.8262284523809523,0.5247875308641975,0.8301664670658683,0.8897182517482517,0.7550348872180451,1.1294198795180723,1.089314761904762,1.170192358490566,1.2936355421686747,0.6795151785714286,,1.3727788819875777,0.4346136904761905,0.476148,0.7303517857142857
48,1.1190686904761904,1.2783723270440253,1.9653489361702126,1.400425393939394,1.2177775609756099,0.37839685534591194,0.7649077844311377,0.8857864880952381,0.884794011976048,0.9462663120567376,0.8259086585365853,0.5807700598802396,0.9266935087719299,0.9134212025316456,0.7458150602409639,0.7684,0.7911779166666667,0.8189713414634145,0.6989799346405229,0.5204192261904762,0.37094969696969693
49,1.2133840845070423,1.1953361904761906,1.6308059523809522,0.7892783333333333,0.6157175449101797,0.3931934523809524,0.86911275,0.9105126666666666,0.783579020979021,0.7389111445783133,0.7502107738095238,0.5742548611111111,0.7615168263473054,0.8685185029940119,0.845506626506024,0.7294766666666667,0.7113411904761905,0.6964388888888888,0.4218409722222222,0.594038869047619,0.3592928143712575
50,1.1567486904761903,1.1859199404761906,2.265915476190476,1.3666002976190477,1.1140564583333332,0.5697886904761905,0.8549566071428572,0.6629880722891567,0.9190553571428571,0.7434532142857142,0.8138151497005988,1.0387315476190477,0.8136903571428572,0.8938438554216868,1.3455107142857141,0.8185305594405594,0.7689435416666667,1.1071240963855422,0.6493209523809524,0.6633978333333334,0.5496910179640718
51,1.22908125,1.349877245508982,1.9955845238095238,1.4095726347305388,0.9615916265060241,0.47928452380952385,0.7766877380952382,0.9549174251497007,0.677422619047619,0.7218192215568862,0.5560939156626505,1.0537011904761906,0.814624251497006,0.8314086826347304,0.9183321428571428,0.7296764880952381,0.4953873394495413,0.8954547619047618,0.6386652873563218,0.3567122916666667,0.5318488095238095
52,1.176625892857143,1.2148638095238096,2.2058224999999996,1.1969460714285713,1.061698313253012,0.5389891666666667,0.758081369047619,0.8906025748502994,0.8004591666666666,0.5980957142857143,0.6059373170731708,1.1059383333333335,0.6467214285714286,0.7520192215568863,0.7261308333333333,0.6753247590361445,0.4807235329341317,0.9683466666666667,0.13731522727272727,0.5175979012345678,0.4543425
