,Las_Ferias_CO_pmm
1890,0.9933
1891,0.9382
1892,1.3732
1893,1.1489
1894,0.8111
1895,0.8636
1896,1.0632
1897,1.0943
1898,1.2398
1899,1.0969
1900,1.0535
1901,0.9482
1902,1.2605
1903,0.9445
1904,0.6612
1905,0.6309
1906,0.7454
1907,0.6187
1908,0.6343
1909,0.6793
1910,0.6574
1911,0.6802
1912,0.6725
1913,0.7419
1914,0.7971
1915,0.7566
1916,0.8028
1917,0.6831
1918,0.7179
1919,0.6427
1920,0.6738
1921,0.6365
1922,0.6348
1923,0.6502
1924,0.6469
1925,0.8492
1926,0.7503
1927,0.8573
1928,0.7381
1929,0.7268
1930,0.6397
1931,0.5601
1932,0.5286
1933,0.5207
1934,0.8199
1935,0.8347
1936,0.7571
1937,0.8432
1938,0.8643
1939,1.0063
1940,1.1028
1941,0.9785
1942,1.0296
1943,0.988
1944,0.9289
1945,0.7965
1946,0.787
1947,0.8083
1948,0.7889
1949,1.5484
1950,2.3148
1951,2.0264
1952,2.312
1953,1.701
1954,1.2691
1955,1.0548
1956,1.0137
1957,1.08
1958,1.4309
1959,1.2086
1960,1.4688
1961,1.6533
1962,1.8161
1963,1.7945
1964,1.3045
1965,1.2157
1966,1.1281
1967,1.0498
1968,0.7827
1969,0.7331
1970,0.6477
1971,0.6823
1972,0.734
1973,0.8421
1974,1.0409
1975,1.2238
1976,1.1795
1977,1.0867
1978,0.9937
1979,0.9313
1980,1.0431
1981,1.2798
1982,1.2333
1983,1.4091
1984,1.3992
1985,1.4821
1986,1.3752
1987,2.6619
1988,3.2161
1989,3.1006
1990,3.4812
1991,2.447
1992,1.5638
1993,1.6577
1994,1.3365
1995,0.8649
1996,1.2402
1997,1.5072
1998,1.6579
1999,1.4021
2000,1.558
2001,1.3562
2002,1.0737
2003,0.7969
2004,0.7719
2005,0.8529
2006,0.83
2007,0.8419
2008,1.0195
2009,0.9006
2010,1.01833
2011,0.94045
2012,1.0903049999999999
2013,1.4181
2014,1.0416
2015,0.8692
2016,0.7009
2017,0.6131
2018,1.0165
2019,1.244
2020,1.1801
2021,1.0685
2022,2.0949
2023,1.4863
2024,1.1683
2025,1.2454
2026,0.7563
2027,0.7333
2028,0.792
2029,0.73849
2030,0.7504
2031,1.1213
2032,0.6596
2033,0.7803
2034,0.8188
2035,0.8188
2036,0.7019
2037,0.5529
2038,0.5784
2039,0.6383
2040,0.6415
2041,0.5284
2042,0.4611
2043,0.3412
2044,0.3006
2045,0.3544
2046,0.4355
2047,0.5255
2048,0.5796
2049,0.5229
2050,0.7317
2051,0.951
2052,1.2855
2053,1.2521
2054,1.0339
2055,0.9556
2056,1.1481
2057,1.3514
2058,0.9102
2059,0.8757
2060,1.0025
2061,0.8192
2062,1.0266
2063,1.3864
2064,0.9018
2065,0.3435
2066,0.3785
2067,0.2897
2068,0.4635
2069,0.4025
2070,0.3757
2071,0.4739
2072,0.3629
2073,0.3472
2074,0.2494
2075,0.3178
2076,0.2852
2077,0.322
2078,0.3355
2079,0.3
2080,0.3163
2081,0.3424
2082,0.3861
2083,0.3549
2084,0.3542
2085,0.4182
2086,0.3767
2087,0.2987
2088,0.2501
2089,0.2099
2090,0.2285
2091,0.2417
2092,0.2983
2093,0.6072
2094,0.6487
2095,0.5131
2096,0.4009
2097,0.3615
2098,0.3246
2099,0.5033
2100,0.4894
2101,0.3865
2102,0.4217
2103,0.429
2104,0.4526
2105,0.8063
2106,0.5848
2107,0.5919
2108,0.4699
2109,0.3123
2110,0.2941
2111,0.2688
2112,0.2091
2113,0.1967
2114,0.2061
2115,0.2053
2116,0.2641
2117,0.4467
2118,0.6676
2119,0.6708
2120,0.406
2121,0.4368
2122,0.5106
2123,0.4735
2124,0.4986
2125,0.4839
2126,0.357
2127,0.3498
2128,0.4261
2129,0.5834
2130,0.782
2131,0.5277
2132,0.5035
2133,0.4203
2134,0.3629
2135,0.3119
2136,0.2703
2137,0.2835
2138,0.2617
2139,0.2096
2140,0.2132
2141,0.3069
2142,0.4454
2143,0.5996
2144,0.45474499999999995
2145,0.601
2146,0.4689
2147,0.5989
2148,0.6929
2149,0.6764
2150,0.6545
2151,0.6825
2152,0.67
2153,0.7708
2154,0.7888
2155,0.8799
2156,0.6888
2157,0.7012
2158,0.6303
2159,0.5789
2160,0.5879
2161,0.5499
2162,0.5506
2163,0.5499
2164,0.6161
2165,0.6502
2166,0.6799
2167,0.6535
2168,0.671
2169,0.6165
2170,0.6137
2171,0.5621
2172,0.5763
2173,0.5956
2174,0.6231
2175,0.6593
2176,0.6737
2177,0.7021
2178,0.7302
2179,0.6839
2180,0.7844
2181,0.7042
2182,0.749
2183,0.6362
2184,0.57
2185,0.5682
2186,0.5719
2187,0.6002
2188,0.6003
2189,0.7019
2190,0.6199
2191,0.6106
2192,0.6079
2193,0.6282
2194,0.6396
2195,0.603
2196,0.5851
2197,0.6058
2198,0.5932
2199,0.6997
2200,0.6675
2201,0.7366
2202,0.7144
2203,0.7514
2204,0.7743
2205,0.7271
2206,0.7115
2207,0.66
2208,0.6536
2209,0.6814
2210,0.6247
2211,0.6808
2212,0.7387
2213,0.8034
2214,0.791
2215,0.7232
2216,0.6978
2217,0.63
2218,0.8188
2219,0.7223
2220,0.6611
2221,0.6964
2222,0.7068
2223,0.6949
2224,0.7938
2225,1.0181
2226,0.9947
2227,1.0434
2228,1.2254
2229,1.2675
2230,1.0568
2231,0.907
2232,0.7364
2233,0.6617
2234,0.6236
2235,0.6181
2236,0.6251
2237,0.6839
2238,0.7747
2239,0.702
2240,0.6852
2241,0.615
2242,0.6471
2243,0.6276
2244,0.6004
2245,0.5826
2246,0.6321
2247,0.8478
2248,0.7703
2249,0.8082
2250,0.8626
2251,0.9218
2252,0.7409
2253,0.7315
2254,0.7308
2255,0.6948
2256,0.6396
2257,0.669
2258,0.6631
2259,0.6165
2260,0.621
2261,1.595
2262,1.3225
2263,1.3586
2264,1.2489
2265,0.8366
2266,0.7494
2267,0.6796
2268,0.6226
2269,0.6818
2270,0.6912
2271,0.6529
2272,0.7573
2273,0.7772
2274,0.8963
2275,0.9534
2276,0.9228
2277,0.6915
2278,0.6865
2279,0.6109
2280,0.5946
2281,0.5799
2282,0.581
2283,0.575
2284,0.6024
2285,0.8557
2286,1.0965
2287,1.2702
2288,1.3068
2289,0.9363
2290,0.7472
2291,0.7516
2292,0.7142
2293,0.7707
2294,0.7242
2295,0.7542
2296,0.7546
2297,0.8449
2298,0.8733
2299,0.9599
2300,0.8657
2301,0.7669
2302,0.8539
2303,0.7051
2304,0.701
2305,0.6044
2306,0.7362
2307,0.7639
2308,0.6532
2309,0.7985
2310,1.2597
2311,1.7138
2312,2.0128
2313,1.3592
2314,1.0822
2315,0.8284
2316,0.7303
2317,0.6887
2318,0.6669
2319,0.6344
2320,0.8137
2321,1.195
2322,1.4563
2323,1.3494
2324,1.4234
2325,1.1844
2326,0.8352
2327,1.5024
2328,0.7817
2329,0.9441
2330,0.9581
2331,0.9487
2332,1.0831
2333,1.6243
2334,1.4518
2335,1.4134
2336,0.700735
2337,0.5854900000000001
2338,0.51826
2339,0.3135
2340,0.2692
2341,0.3985
2342,0.4236
2343,0.5363
2344,0.8093
2345,0.7819
2346,1.1567
2347,1.3291
2348,0.9939
2349,0.9382
2350,0.8955
2351,0.8427
2352,0.4444
2353,0.1307
2354,0.1326
2355,0.0714
2356,0.0919
2357,0.2298
2358,0.5925
2359,0.6012
2360,0.5123
2361,0.3783
2362,0.1905
2363,0.1813
2364,0.1924
2365,0.2378
2366,0.2037
2367,0.2697
2368,0.4976
2369,0.6373
2370,0.6027
2371,0.793
2372,0.9629
2373,0.6314
2374,0.7471
2375,0.6023
2376,0.6229
2377,0.8583
2378,0.56
2379,0.4683
2380,0.3375
2381,0.3579
2382,0.5965
2383,0.7367
2384,0.6376
2385,0.2529
2386,0.1823
2387,0.1702
2388,0.1672
2389,0.2203
2390,0.2569
2391,0.2073
2392,0.2068
2393,0.4081
2394,0.5742
2395,0.5674
2396,0.5557
2397,0.7617
2398,0.4287
2399,0.3386
2400,0.3802
2401,0.2776
2402,0.2363
2403,0.3268
2404,0.2494
2405,0.2466
2406,0.4129
2407,0.5119
2408,0.397
2409,0.2075
2410,0.0783
2411,0.0552
2412,0.0313
2413,0.0706
2414,0.0719
2415,0.0425
2416,0.1026
2417,0.2876
2418,0.3138
2419,0.3624
2420,0.389
2421,0.2355
2422,0.2721
2423,0.1027
2424,0.1525
2425,0.1249
2426,0.047
2427,0.0325
2428,0.0586
2429,0.1757
2430,0.6728
2431,1.0227
2432,0.3893
2433,0.2583
2434,0.3109
2435,0.2611
2436,0.321
2437,0.2735
2438,0.1593
2439,0.1282
2440,0.1575
2441,0.3358
2442,0.2703
2443,0.4129
2444,0.3684
2445,0.23
2446,0.1803
2447,0.1462
2448,0.1071
2449,0.0972
2450,0.1317
2451,0.2733
2452,0.3507
2453,0.3419
2454,0.5407
2455,0.3793
2456,1.224395
2457,0.806755
2458,0.2004
2459,0.126
2460,0.0885
2461,0.0981
2462,0.1189
2463,0.0754
2464,0.0679
2465,0.1619
2466,0.2096
2467,0.3621
2468,0.2565
2469,0.1569
2470,0.0419
2471,0.87385
2472,0.89737
2473,0.0
2474,0.0
2475,0.0
2476,0.0148
2477,0.1663
2478,0.5919
2479,0.5848
2480,0.6844
2481,0.2401
2482,0.2175
2483,0.1298
2484,0.1895
2485,0.1984
2486,0.1409
2487,0.1948
2488,0.1102
2489,0.3491
2490,0.6711
2491,0.4445
2492,0.3679
2493,0.4023
2494,0.3839
2495,0.2386
2496,0.3581
2497,0.3152
2498,0.094
2499,0.0743
2500,0.0501
2501,0.1519
2502,0.7939
2503,0.8077
2504,0.3219
2505,0.1497
2506,0.2002
2507,0.2498
2508,0.171
2509,0.1174
2510,0.26
2511,0.1984
2512,0.1318
2513,0.2552
2514,0.3346
2515,0.7237
2516,0.792
2517,0.6295
2518,0.7813
2519,0.6353
2520,0.7032
2521,0.8084
2522,0.5709
2523,0.215
2524,0.0622
2525,0.0905
2526,0.4358
2527,0.216
2528,0.0572
2529,0.0702
2530,0.087
2531,0.138
2532,0.1512
2533,0.07
2534,0.0099
2535,0.2504
2536,0.2734
2537,0.3669
2538,0.3767
2539,0.404
2540,0.2693
2541,0.2646
2542,0.2813
2543,0.0813
2544,0.1546
2545,0.1018
2546,0.0
2547,0.0
2548,0.0
2549,0.1596
2550,0.7612
2551,0.3414
2552,0.1379
2553,0.0483
2554,0.014
2555,0.0
2556,0.0
2557,0.0
2558,0.0351
2559,0.0573
2560,0.028
2561,0.179
2562,0.1407
2563,0.0529
2564,0.1016
2565,0.0723
2566,0.0199
2567,0.0
2568,0.88673
2569,0.758715
2570,0.6301650000000001
2571,0.67039
2572,0.754315
2573,0.95137
2574,0.0754
2575,0.0066
2576,0.0
2577,0.0
2578,0.8901749999999999
2579,0.73658
2580,0.009
2581,0.1195
2582,0.0255
2583,0.1618
2584,0.1475
2585,0.1607
2586,0.1652
2587,0.3665
2588,0.2282
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.2082
2598,0.3265
2599,0.2289
2600,0.1239
2601,0.0445
2602,0.575135
2603,0.60655
2604,0.608715
2605,0.0144
2606,0.0
2607,0.0794
2608,0.1444
2609,0.2434
2610,0.4872
2611,0.4945
2612,0.6396
2613,0.7631
2614,0.5376
2615,0.1429
2616,0.0
2617,0.0
2618,0.0
2619,0.51717
2620,0.0285
2621,0.4243
2622,0.7031
2623,0.9484
2624,0.6075
2625,0.1466
2626,0.0045
2627,0.0353
2628,0.0135
2629,0.1046
2630,0.1832
2631,0.2765
2632,0.5721
2633,0.9196
2634,0.808
2635,1.0625
2636,0.8014
2637,0.0367
2638,0.0814
2639,0.0676
2640,0.8908699999999999
2641,0.85993
2642,0.0
2643,0.0
2644,0.0
2645,0.2934
2646,0.7533
2647,0.591
2648,0.6523
2649,0.6899
2650,0.573
2651,0.2691
2652,0.0136
2653,0.0702
2654,0.3405
2655,0.3683
2656,0.373
2657,0.6166
2658,1.0035
2659,1.0479
2660,0.9212
2661,1.0203
2662,0.8478
2663,1.1904
2664,0.4562
2665,0.3169
2666,0.149
2667,0.1418
2668,0.1341
2669,0.7281
2670,0.6565
2671,0.5662
2672,1.077175
2673,0.966075
2674,0.5026
2675,0.4643
2676,0.2749
2677,0.5091
2678,0.5218
2679,0.5065
2680,0.624
2681,0.7317
2682,0.7206
2683,0.757
2684,0.6827
2685,0.6583
2686,0.1938
2687,0.1694
2688,0.1879
2689,0.244
2690,0.2195
2691,0.2795
2692,0.2646
2693,0.3944
2694,0.4211
2695,0.3623
2696,0.2859
2697,0.2618
2698,0.2413
2699,0.3958
2700,0.3025
2701,0.2542
2702,0.2306
2703,0.1896
2704,0.4648
2705,0.6436
2706,0.6948
2707,0.679
2708,0.7126
2709,0.8448
2710,1.0531
2711,0.8946
2712,0.7556
2713,0.3699
2714,0.2241
2715,0.2185
2716,0.2668
2717,0.3863
2718,0.8384
2719,0.5979
2720,0.2819
2721,0.2344
2722,0.1743
2723,0.1505
2724,0.2285
2725,0.4321
2726,0.352
2727,0.4666
2728,0.5077
2729,0.658
2730,0.8838
2731,0.7061
2732,0.5714
2733,0.5259
2734,0.5089
2735,0.4519
2736,0.258
2737,0.247
2738,0.2164
2739,0.2245
2740,0.2038
2741,0.3303
2742,0.4523
2743,0.3522
2744,0.2817
2745,0.2045
2746,0.2074
2747,0.2438
2748,0.2535
2749,0.2818
2750,0.3047
2751,0.3817
2752,0.3828
2753,0.4519
2754,0.4994
2755,0.5716
2756,0.5034
2757,0.4987
2758,0.4336
2759,0.4429
2760,0.3928
2761,0.2961
2762,0.2986
2763,0.204
2764,0.3098
2765,0.5937
2766,0.779
2767,1.4002
2768,1.0079
2769,0.5578
2770,0.3474
2771,0.3544
2772,0.3031
2773,0.3147
2774,0.3247
2775,0.7565
2776,0.9162
2777,1.256
2778,1.3533
2779,1.1472
2780,0.9591
2781,0.8751
2782,0.7285
2783,0.5395
2784,0.4444
2785,0.3474
2786,0.277
2787,0.3174
2788,0.3656
2789,0.7232
2790,0.9108
2791,0.776
2792,0.8694
2793,0.5091
2794,0.4569
2795,0.5464
2796,0.475
2797,0.6534
2798,1.1838
2799,1.3144
2800,0.8047
2801,1.2494
2802,1.3975
2803,1.4811
2804,0.9447
2805,0.7467
2806,0.6776
2807,0.6805
2808,0.5258
2809,0.4556
2810,0.4299
2811,0.4478
2812,0.5303
2813,0.8798
2814,1.207
2815,1.3097
2816,1.027115
2817,0.9645950000000001
2818,0.7575
2819,0.7228
2820,0.6985
2821,0.7426
2822,0.841
2823,1.0138
2824,1.0852
2825,1.207
2826,1.0001
2827,1.0108
2828,0.8978
2829,0.9699
2830,0.8366
2831,0.6909
2832,0.5429
2833,0.482
2834,0.4315
2835,0.452
2836,0.5295
2837,0.7425
2838,1.0008
2839,1.0411
2840,1.1023
2841,0.9138
2842,0.7342
2843,0.7393
2844,0.7015
2845,0.6774
2846,0.6131
2847,0.5993
2848,0.6782
2849,1.2103
2850,1.3405
2851,1.5142
2852,0.9748
2853,0.9047
2854,0.8011
2855,0.8842
2856,0.4524
2857,0.3595
2858,0.3503
2859,0.3167
2860,0.3194
2861,0.5362
2862,0.723
2863,0.9091
2864,0.921
2865,0.8642
2866,0.6949
2867,0.7677
2868,0.6899
2869,0.8147
2870,0.7448
2871,0.6709
2872,0.7666
2873,1.1914
2874,1.5116
2875,1.5614
2876,2.1539
2877,1.9194
2878,2.2026
2879,1.7991
2880,1.4686
2881,1.3183
2882,0.9139
2883,0.7532
2884,0.7648
2885,0.9686
2886,1.4803
2887,1.4247
2888,1.2463
2889,0.8719
2890,0.6987
2891,0.5427
2892,0.5531
2893,0.742
2894,0.5717
2895,0.6647
2896,0.7834
2897,1.0591
2898,1.0009
2899,1.0268
2900,0.8501
2901,0.6488
2902,0.5472
2903,0.5612
2904,0.513
2905,0.4606
2906,0.4296
2907,0.3627
2908,0.371
2909,0.4113
2910,0.9279
2911,0.6861
2912,0.5337
2913,0.5097
2914,0.4423
2915,0.3911
2916,0.4055
2917,0.5163
2918,0.5427
2919,0.5538
2920,0.5609
2921,0.6118
2922,0.8531
2923,0.7891
2924,0.8954
2925,0.8751
2926,0.5196
2927,0.4687
2928,0.4077
2929,0.3908
2930,0.4428
2931,0.5659
2932,0.4951
2933,0.6998
2934,1.1255
2935,1.2566
2936,1.2549
2937,1.0536
2938,0.7164
2939,0.5634
2940,0.9249
2941,1.0338
2942,0.8057
2943,0.9333
2944,1.1727
2945,1.4799
2946,1.5129
2947,1.193
2948,1.2773
2949,1.2764
2950,0.914
2951,0.6927
2952,0.487
2953,0.4498
2954,0.483
2955,0.4678
2956,0.5591
2957,0.8919
2958,1.1644
2959,1.4743
2960,1.3884
2961,1.3279
2962,0.8691
2963,0.7307
2964,0.6844
2965,1.2134
2966,0.9933
2967,0.9452
2968,1.116
2969,1.1356
2970,1.3582
2971,1.4154
2972,1.0404
2973,0.9256
2974,0.7162
2975,0.6569
2976,0.5226
2977,0.3001
2978,0.3263
2979,0.3879
2980,0.4239
2981,0.7732
2982,1.3236
2983,1.6149
2984,1.1404
2985,0.6998
2986,0.5733
2987,0.5669
2988,0.6767
2989,0.7218
2990,0.9586
2991,0.9873
2992,0.744
2993,0.567
2994,0.6355
2995,0.6169
2996,0.6365
2997,0.671
2998,0.6891
2999,0.8652
3000,0.8523
3001,0.7439
3002,0.6297
3003,0.5429
3004,0.4028
3005,0.829
3006,1.5434
3007,1.8568
3008,0.7688200000000001
3009,0.8474
3010,0.589
3011,0.4047
3012,0.3715
3013,0.4013
3014,0.4336
3015,0.4103
3016,0.5879
3017,0.7136
3018,0.7081
3019,0.6506
3020,0.6156
3021,0.4786
3022,0.3564
3023,0.2177
3024,0.2209
3025,0.2334
3026,0.1369
3027,0.1452
3028,0.2041
3029,0.5144
3030,0.8791
3031,0.8141
3032,0.8823
3033,0.6795
3034,0.4485
3035,0.359
3036,0.336
3037,0.4297
3038,0.482
3039,0.5085
3040,0.5623
3041,0.6624
3042,0.8188
3043,0.7762
3044,0.5387
3045,0.4756
3046,0.3814
3047,0.3469
3048,0.3018
3049,0.2264
3050,0.2716
3051,0.2679
3052,0.2802
3053,0.3269
3054,0.5512
3055,0.6353
3056,0.5414
3057,0.4373
3058,0.4126
3059,0.7436
3060,1.1807
3061,1.1216
3062,0.9269
3063,0.8206
3064,0.7405
3065,1.0034
3066,0.9174
3067,1.0713
3068,1.182
3069,1.5167
3070,1.0504
3071,0.6189
3072,0.368
3073,0.3498
3074,0.3071
3075,0.2919
3076,0.2669
3077,0.3484
3078,0.4476
3079,0.4585
3080,0.3872
3081,0.2626
3082,0.325
3083,0.3099
3084,0.2784
3085,0.3311
3086,0.2933
3087,0.3164
3088,0.3737
3089,0.7079
3090,0.8893
3091,0.6655
3092,0.4508
3093,0.4662
3094,0.2944
3095,0.2755
3096,0.2167
3097,0.2543
3098,0.2435
3099,0.2085
3100,0.2583
3101,0.4536
3102,0.7579
3103,0.6915
3104,0.5493
3105,0.4689
3106,0.4604
3107,0.4887
3108,0.4769
3109,0.5249
3110,0.5737
3111,0.6376
3112,0.6763
3113,0.6462
3114,0.602
3115,0.6833
3116,0.4892
3117,0.3452
3118,0.2959
3119,0.2933
3120,0.3906
3121,0.2222
3122,0.2163
3123,0.2611
3124,0.3103
3125,0.4525
3126,0.6632
3127,0.6458
3128,0.5122
3129,0.4066
3130,0.3551
3131,0.3265
3132,0.2922
3133,0.3246
3134,0.3348
3135,0.3245
3136,0.3693
3137,0.5369
3138,0.7945
3139,0.6346
3140,0.4983
3141,0.3803
3142,0.3303
3143,0.3283
3144,0.3044
3145,0.3208
3146,0.1589
3147,0.1762
3148,0.2092
3149,0.3575
3150,0.5245
3151,0.6178
3152,0.3716
3153,0.3115
3154,0.3653
3155,0.3398
3156,0.421
3157,0.3286
3158,0.3452
3159,0.4657
3160,0.4249
3161,0.46
3162,0.4428
3163,0.4693
3164,0.4241
3165,0.4573
3166,0.3564
3167,0.3634
3168,0.3331
3169,0.2349
3170,0.2127
3171,0.259
3172,0.3296
3173,0.4562
3174,0.6816
3175,0.6433
3176,0.8458
3177,0.5003
3178,0.4114
3179,0.3639
3180,0.3538
3181,0.3986
3182,0.394
3183,0.3712
3184,0.3524
3185,0.4809
3186,0.5561
3187,0.3732
3188,0.3863
3189,0.3276
3190,0.2931
3191,0.2788
3192,0.2604
3193,0.2613
3194,0.2611
3195,0.3045
3196,0.2997
3197,0.3814
3198,0.5083
3199,0.575
3200,0.516845
3201,0.34617499999999995
3202,0.33072
3203,0.2641
3204,0.368
3205,0.3916
3206,0.3539
3207,0.5253
3208,0.4347
3209,0.6636
3210,1.2301
3211,1.0172
3212,1.302
3213,1.2766
3214,0.9426
3215,0.6721
3216,0.3557
3217,0.2378
3218,0.2809
3219,0.3054
3220,0.3465
3221,0.431
3222,0.6521
3223,0.6695
3224,0.5039
3225,0.442
3226,0.3487
3227,0.4152
3228,0.4747
3229,0.5136
3230,0.4126
3231,0.3671
3232,0.3596
3233,0.4246
3234,0.3647
3235,0.4856
3236,0.4506
3237,0.4235
3238,0.5681
3239,0.5267
3240,0.3381
3241,0.2975
3242,0.5263
3243,0.2902
3244,0.2895
3245,0.2743
3246,0.4438
3247,0.3913
3248,0.3295
3249,0.2664
3250,0.4342
3251,0.2965
3252,0.2977
3253,0.2385
3254,0.524
3255,0.5918
3256,0.9074
3257,0.7464
3258,0.9013
3259,0.6249
3260,0.5672
3261,0.4737
3262,0.3816
3263,0.4042
3264,0.2879
3265,0.2302
3266,0.246
3267,0.3152
3268,0.3583
3269,0.3503
3270,0.4908
3271,0.4345
3272,0.3686
3273,0.2552
3274,0.2248
3275,0.2757
3276,0.5353
3277,0.4073
3278,0.4216
3279,0.7462
3280,0.6884
3281,0.7246
3282,0.6309
3283,0.423
3284,0.4176
3285,0.1567
3286,0.1362
3287,0.1633
3288,0.2481
3289,0.1526
3290,0.1201
3291,0.1598
3292,0.1642
3293,0.3952
3294,0.7906
3295,1.0659
3296,0.4091
3297,0.3385
3298,0.3334
3299,0.3093
3300,0.2513
3301,0.2208
3302,0.2237
3303,0.2369
3304,0.3647
3305,0.4963
3306,0.4761
3307,1.0833
3308,1.0282
3309,0.8142
3310,1.2123
3311,0.4594
3312,0.4675
3313,0.3581
3314,0.4891
3315,0.3851
3316,0.2829
3317,1.345
3318,1.4291
3319,1.4694
3320,1.0959
3321,0.7709
3322,0.44906
3323,0.428965
3324,0.50667
3325,0.754525
3326,0.3197
3327,0.3623
3328,0.3059
3329,0.3544
3330,0.7044
3331,0.7741
3332,0.6902
3333,0.812
3334,0.8421
3335,0.8613
3336,0.5889
3337,0.4609
3338,0.4015
3339,0.2581
3340,0.314
3341,0.7972
3342,0.7784
3343,0.9282
3344,0.6357
3345,0.5831
3346,0.2742
3347,0.3133
3348,0.3733
3349,0.3536
3350,0.3439
3351,0.4638
3352,0.4609
3353,0.7252
3354,0.5453
3355,0.553
3356,0.4128
3357,0.4182
3358,0.422
3359,0.4952
3360,0.3692
3361,0.3307
3362,0.2774
3363,0.3276
3364,0.3399
3365,0.3767
3366,0.6776
3367,0.6085
3368,0.5365
3369,0.3609
3370,0.3768
3371,0.4116
3372,0.4586
3373,0.5048
3374,0.5311
3375,0.5624
3376,0.4618
3377,0.6859
3378,0.7569
3379,0.8187
3380,0.8708
3381,0.5146
3382,0.487
3383,0.4032
3384,0.3335
3385,0.2836
3386,0.3071
3387,0.3436
3388,0.4753
3389,0.576
3390,0.9371
3391,0.6526
3392,0.5439
3393,0.4308
3394,0.4327
3395,0.3923
3396,0.3939
3397,0.4098
3398,0.3619
3399,0.3509
3400,0.3228
3401,0.3764
3402,0.3924
3403,0.4282
3404,0.4962
3405,0.585
3406,0.419
3407,0.3493
3408,0.3308
3409,0.2378
3410,0.239
3411,0.2457
3412,0.2758
3413,0.2835
3414,0.3666
3415,0.3745
3416,0.2964
3417,0.3391
3418,0.292
3419,0.2577
3420,0.291
3421,0.2842
3422,0.3149
3423,0.2452
3424,0.25
3425,0.2783
3426,0.3192
3427,0.3057
3428,0.3241
3429,0.3835
3430,0.3173
3431,0.2361
3432,0.2057
3433,0.2289
3434,0.2472
3435,0.2454
3436,0.5799
3437,1.2168
3438,0.9254
3439,0.7616
3440,0.4345
3441,0.3221
3442,0.3687
3443,0.4168
3444,0.3624
3445,0.4529
3446,0.4391
3447,0.4673
3448,0.4367
3449,0.6207
3450,0.8215
3451,0.6747
3452,0.5222
3453,0.483
3454,0.4917
3455,0.5424
3456,0.4926
3457,0.4958
3458,0.3833
3459,0.4654
3460,0.4669
3461,0.552
3462,1.3279
3463,1.0115
3464,0.5116
3465,0.5471
3466,0.4719
3467,0.4188
3468,0.4431
3469,0.367
3470,0.4424
3471,0.4456
3472,0.5122
3473,0.5237
3474,0.5272
3475,0.4733
3476,0.4637
3477,0.3967
3478,0.3768
3479,0.3942
3480,0.2973
3481,0.2372
3482,0.2622
3483,0.2583
3484,0.2689
3485,0.399
3486,0.5333
3487,0.5279
3488,0.4894
3489,0.4079
3490,0.4311
3491,0.4001
3492,0.3727
3493,0.3389
3494,0.5678
3495,0.5307
3496,0.4508
3497,0.4442
3498,0.5691
3499,0.6669
3500,0.5381
3501,0.5995
3502,0.5728
3503,0.3383
3504,0.3379
3505,0.359
3506,0.3466
3507,0.356
3508,0.3508
3509,0.5762
3510,0.717
3511,0.816
3512,1.1002
3513,0.9187
3514,0.8486
3515,0.9038
3516,1.0411
3517,0.7289
3518,0.66
3519,0.5693
3520,0.6282
3521,0.932
3522,0.9932
3523,0.6931
3524,0.5276
3525,0.5957
3526,0.6678
3527,1.0767
3528,0.9815
3529,0.9062
3530,0.7865
3531,0.7226
3532,0.6969
3533,0.9505
3534,1.2875
3535,1.1351
3536,1.0496
3537,0.7798
3538,0.6976
3539,0.696
3540,0.6189
3541,0.9482
3542,0.9268
3543,0.8448
3544,0.9345
3545,0.9366
3546,1.3959
3547,1.5608
3548,1.4223
3549,0.8767
3550,0.6615
3551,0.8125
3552,0.9489
3553,0.755
3554,0.719
3555,0.603
3556,0.6353
3557,0.6261
3558,0.6518
3559,0.8522
3560,1.0578
3561,1.2005
3562,1.343
3563,1.0215
3564,0.9123
3565,0.8939
3566,1.1193
3567,1.0033
3568,0.9596
3569,1.2882
3570,1.681
3571,1.5271
3572,1.3447
3573,1.1503
3574,0.9202
3575,0.8358
3576,0.6918
3577,0.691
3578,0.6001
3579,0.5375
3580,0.5086
3581,0.7531
3582,0.8473
3583,0.9163
3584,0.7365
3585,0.6786
3586,0.5416
3587,0.4721
3588,0.6887
3589,0.8778
3590,0.8936
3591,0.7305
3592,0.8427
3593,0.9075
3594,1.1052
3595,1.7355
3596,1.7068
3597,1.3889
3598,1.2156
3599,1.1068
3600,0.7798
3601,0.5054
3602,0.448
3603,0.4405
3604,0.4134
3605,0.472
3606,0.6429
3607,0.7926
3608,0.7586
3609,0.5913
3610,0.865355
3611,0.5025
3612,0.5052
3613,0.5355
3614,0.5505
3615,0.4817
3616,0.4551
3617,0.6395
3618,0.6315
3619,0.7421
3620,0.8748
3621,0.6308
3622,0.5106
3623,0.499
3624,0.7411
3625,0.55
3626,0.4567
3627,0.4715
3628,0.4259
3629,1.2424
3630,0.9013
3631,0.7802
3632,0.7169
3633,0.9347
3634,0.7268
3635,0.5118
3636,0.6175
3637,0.6832
3638,0.7543
3639,0.7203
3640,0.5728
3641,0.7495
3642,1.1047
3643,0.9673
3644,1.0271
3645,1.1668
3646,0.898
3647,0.7063
3648,0.5647
3649,0.4509
3650,0.4037
3651,0.4554
3652,0.4242
3653,0.7539
3654,0.9888
