,Tunal_CO_pmm
1894,1.0875
1895,1.0455
1896,0.7368
1897,0.6308
1898,0.5575
1899,0.7083
1900,0.7432
1901,0.7789
1902,1.2287
1903,1.8864
1904,1.0185
1905,0.6174
1906,0.6591
1907,0.6838
1908,0.5957
1909,0.574
1910,0.6173
1911,0.606
1912,0.6458
1913,0.6523
1914,0.6532
1915,0.6551
1916,0.6462
1917,0.6089
1918,0.6047
1919,0.5764
1920,0.598
1921,0.5973
1922,0.5675
1923,0.5636
1924,0.564
1925,0.5913
1926,0.6726
1927,0.5871
1928,0.5602
1929,0.5694
1930,0.5476
1931,0.5464
1932,0.5703
1933,0.5979
1934,0.6433
1935,0.7735
1936,1.1069
1937,1.1658
1938,1.4402
1939,1.4006
1940,1.4582
1941,1.3156
1942,1.2783
1943,1.2163
1944,0.931
1945,0.9922
1946,0.6724
1947,0.7302
1948,0.7883
1949,1.3082
1950,1.6105
1951,1.2135
1952,0.8982
1953,1.0196
1954,1.2014
1955,1.0332
1956,0.8903
1957,0.8851
1958,1.6802
1959,1.6354
1960,1.9185
1961,2.5484
1962,3.529
1963,2.7112
1964,1.6861
1965,1.9093
1966,1.7029
1967,1.2864
1968,0.7593
1969,0.7945
1970,0.8205
1971,0.8985
1972,0.9888
1973,1.6989
1974,1.9725
1975,1.7101
1976,1.6437
1977,1.1644
1978,1.2575
1979,1.0941
1980,1.417
1981,1.0208
1982,0.9703
1983,1.451
1984,1.7269
1985,2.2974
1986,2.8192
1987,2.4272
1988,2.376
1989,1.7397
1990,2.2204
1991,2.5217
1992,1.8692
1993,1.3627
1994,1.6268
1995,1.3793
1996,1.4885
1997,3.0925
1998,4.0377
1999,4.0494
2000,3.3505
2001,2.3584
2002,1.4986
2003,0.8055
2004,0.7983
2005,0.79214
2006,1.5617
2007,1.1894
2008,0.9476
2009,0.8007
2010,1.0113
2011,1.0554
2012,0.9069
2013,0.9626
2014,1.1369
2015,1.0021
2016,0.8294
2017,0.7016
2018,0.7035
2019,0.8586
2020,1.2578
2021,1.9398
2022,1.1071
2023,1.69
2024,1.3533
2025,0.7585
2026,0.7181
2027,0.7487
2028,1.0271
2029,1.1277
2030,0.8846
2031,0.7124
2032,0.7687
2033,0.8353
2034,0.8195
2035,0.8472
2036,0.8892
2037,0.8393
2038,0.8045
2039,0.7215
2040,0.7505
2041,0.6599
2042,0.6458
2043,0.7716
2044,1.092
2045,1.634
2046,1.2111
2047,0.8712
2048,0.7707
2049,0.7432
2050,0.8365
2051,1.2465
2052,0.7501
2053,0.7444
2054,0.9581
2055,0.7971
2056,0.7378
2057,0.8159
2058,0.8881
2059,0.9923
2060,1.2256
2061,1.1325
2062,0.9073
2063,0.6901
2064,0.6496
2065,0.6534
2066,0.6529
2067,0.5933
2068,0.614
2069,0.6838
2070,0.8081
2071,0.7506
2072,0.7235
2073,0.68
2074,0.7722
2075,0.7666
2076,0.7434
2077,0.7594
2078,0.7862
2079,0.7049
2080,0.7376
2081,0.8054
2082,0.7829
2083,0.8043
2084,0.7488
2085,0.7926
2086,0.729
2087,0.6544
2088,0.6203
2089,0.6008
2090,0.5933
2091,0.6135
2092,0.6818
2093,0.8196
2094,1.0257
2095,0.8583
2096,0.7525
2097,0.715
2098,0.7435
2099,0.9145
2100,0.7823
2101,0.7219
2102,0.7832
2103,0.8399
2104,0.8247
2105,0.8277
2106,0.9208
2107,1.4068
2108,0.9874
2109,0.9363
2110,0.7178
2111,0.6848
2112,0.6375
2113,0.6166
2114,0.6377
2115,0.6857
2116,0.8101
2117,0.9669
2118,1.078
2119,0.9077
2120,0.8353
2121,1.025
2122,0.8743
2123,0.8788
2124,0.8686
2125,0.838
2126,0.7879
2127,0.7736
2128,0.8241
2129,0.9752
2130,0.9948
2131,0.9721
2132,1.0243
2133,1.0351
2134,0.8162
2135,0.7073
2136,0.6562
2137,0.6537
2138,0.6855
2139,0.6629
2140,0.7048
2141,1.3423
2142,1.0122
2143,1.0145
2144,0.9088
2145,0.7966
2146,0.7742
2147,0.7368
2148,0.8157
2149,0.8111
2150,0.8088
2151,0.8217
2152,0.876
2153,0.8459
2154,1.046
2155,1.0231
2156,0.8355
2157,0.7996
2158,0.7874
2159,0.7782
2160,0.6792
2161,0.6701
2162,0.6323
2163,0.6552
2164,0.6862
2165,0.7005
2166,0.7626
2167,0.9396
2168,0.7937
2169,0.7178
2170,0.6609
2171,0.6665
2172,0.7591
2173,0.762
2174,0.8483
2175,0.7205
2176,0.7004
2177,0.7402
2178,0.7883
2179,0.76
2180,0.7323
2181,0.7575
2182,0.7066
2183,0.6735
2184,0.6602
2185,0.6613
2186,0.6717
2187,0.6343
2188,0.6729
2189,0.7032
2190,0.7291
2191,0.665
2192,0.6605
2193,0.675
2194,0.6793
2195,0.7283
2196,0.7149
2197,0.703
2198,0.7734
2199,0.8344
2200,0.735
2201,0.76
2202,0.7875
2203,0.7737
2204,0.7552
2205,0.7035
2206,0.7102
2207,0.6913
2208,0.6659
2209,0.6616
2210,0.6662
2211,0.6656
2212,0.6912
2213,0.7203
2214,0.7827
2215,0.7214
2216,0.7109
2217,0.7225
2218,0.7182
2219,0.7674
2220,0.7296
2221,0.8465
2222,0.7396
2223,0.7264
2224,1.2442
2225,1.319
2226,1.7003
2227,1.4196
2228,1.0191
2229,0.7617
2230,1.0546
2231,1.0646
2232,0.9872
2233,0.847
2234,0.7703
2235,0.7244
2236,0.743
2237,0.7657
2238,0.7683
2239,0.7522
2240,0.684
2241,0.7185
2242,0.7127
2243,0.6893
2244,0.6933
2245,0.8008
2246,0.7648
2247,0.8558
2248,1.0481
2249,1.141
2250,0.8952
2251,0.8842
2252,0.7803
2253,0.7836
2254,0.7813
2255,0.7332
2256,0.6978
2257,0.7148
2258,0.848
2259,0.8563
2260,0.7507
2261,0.9732
2262,1.1195
2263,0.8546
2264,0.8537
2265,1.0054
2266,1.055555
2267,0.778245
2268,0.7906
2269,0.7193
2270,0.7292
2271,0.749
2272,0.8112
2273,0.8638
2274,0.854
2275,0.8537
2276,0.8157
2277,0.7209
2278,0.7245
2279,0.6819
2280,0.6751
2281,0.6704
2282,0.7305
2283,0.7422
2284,0.7589
2285,0.8254
2286,0.9269
2287,0.9059
2288,0.7973
2289,0.7518
2290,0.7575
2291,0.7641
2292,0.7682
2293,0.7429
2294,0.7605
2295,0.6994
2296,0.7818
2297,0.7743
2298,0.9745
2299,1.0091
2300,1.1065
2301,1.0958
2302,0.8562
2303,0.8117
2304,0.7341
2305,0.7405
2306,0.678
2307,0.6668
2308,0.8305
2309,1.1167
2310,1.3757
2311,1.4211
2312,0.8756
2313,0.7324
2314,0.7277
2315,0.7743
2316,0.7673
2317,0.741
2318,0.7318
2319,0.7515
2320,0.759
2321,0.9765
2322,0.9834
2323,1.1936
2324,1.1616
2325,0.986
2326,0.9331
2327,0.7756
2328,0.727
2329,0.8972
2330,0.7034
2331,0.7562
2332,0.7993
2333,1.11
2334,1.5611
2335,1.4717
2336,1.339
2337,1.1401
2338,0.8012
2339,0.7935
2340,0.7824
2341,0.8425
2342,1.277
2343,1.1554
2344,1.1557
2345,1.2236
2346,1.706
2347,1.9657
2348,2.5572
2349,2.3065
2350,1.061
2351,0.6884
2352,1.0119
2353,0.9761
2354,0.9953
2355,0.6541
2356,0.6764
2357,0.8992
2358,1.1088
2359,0.9932
2360,0.7676
2361,0.7535
2362,0.7641
2363,0.76
2364,0.7323
2365,0.7598
2366,0.7777
2367,0.7433
2368,0.9019
2369,0.9401
2370,1.0291
2371,0.9266
2372,1.3104
2373,1.3167
2374,1.2359
2375,0.9532
2376,1.0752
2377,0.7697
2378,0.9304
2379,0.8391
2380,0.8215
2381,1.7622
2382,1.935
2383,1.8591
2384,0.7695
2385,0.8145
2386,0.806
2387,0.6324
2388,0.6203
2389,0.8247
2390,0.9934
2391,1.0178
2392,1.1228
2393,0.8264
2394,0.8561
2395,0.7842
2396,0.7437
2397,0.7357
2398,0.9135
2399,0.9588
2400,0.8672
2401,0.603
2402,0.7538
2403,0.7892
2404,0.7819
2405,1.1398
2406,1.2772
2407,0.9563
2408,0.6056
2409,0.612
2410,0.6143
2411,0.6243
2412,0.6283
2413,0.6201
2414,0.6155
2415,0.6526
2416,0.6753
2417,0.6704
2418,0.6753
2419,0.6902
2420,0.6808
2421,0.6707
2422,0.6389
2423,0.5867
2424,0.5835
2425,0.5705
2426,0.5798
2427,0.5846
2428,0.6094
2429,0.7262
2430,0.9628
2431,0.7442
2432,0.7387
2433,0.6839
2434,0.7222299999999999
2435,0.3353
2436,0.3461
2437,0.3732
2438,0.3458
2439,0.3157
2440,0.2671
2441,0.3478
2442,0.753
2443,1.4712
2444,1.4577
2445,0.6521
2446,1.3957
2447,0.4467
2448,0.2801
2449,0.2519
2450,0.2383
2451,0.2493
2452,0.2972
2453,0.4884
2454,0.5841
2455,0.3862
2456,0.3555
2457,0.3448
2458,0.328
2459,0.3962
2460,0.4922
2461,0.5091
2462,0.5002
2463,0.4047
2464,0.3916
2465,0.672
2466,0.8097
2467,0.7629
2468,0.7639
2469,0.6886
2470,0.4469
2471,0.3351
2472,0.2883
2473,0.2688
2474,0.2634
2475,0.2909
2476,0.3571
2477,0.5178
2478,0.5182
2479,0.6777
2480,0.3979
2481,0.4288
2482,0.4648
2483,0.4945
2484,0.4337
2485,0.4273
2486,0.4944
2487,0.4446
2488,0.3985
2489,0.5055
2490,0.5926
2491,0.5139
2492,0.4231
2493,0.497
2494,0.5205
2495,0.3248
2496,0.3169
2497,0.305
2498,0.3189
2499,0.3966
2500,0.4728
2501,0.931
2502,1.0947
2503,1.3357
2504,0.4733
2505,0.4528
2506,0.388
2507,0.379
2508,0.3801
2509,0.4542
2510,0.514
2511,0.4555
2512,0.5647
2513,0.5839
2514,0.6002
2515,0.6884
2516,0.8935
2517,0.8598
2518,0.8555
2519,0.506
2520,0.4939
2521,0.3807
2522,0.2962
2523,0.2886
2524,0.4203
2525,0.6352
2526,1.0547
2527,1.7508
2528,0.9076
2529,0.4425
2530,0.336
2531,0.3278
2532,0.3166
2533,0.3288
2534,0.327
2535,0.6269
2536,0.6426
2537,0.8858
2538,0.8381
2539,0.45
2540,0.4627
2541,0.405
2542,0.387
2543,0.3414
2544,0.3442
2545,0.3301
2546,0.3253
2547,0.2899
2548,0.3083
2549,0.3823
2550,0.4201
2551,0.478
2552,0.4638
2553,0.333
2554,0.4044
2555,0.3817
2556,0.4532
2557,0.4593
2558,0.4707
2559,0.4524
2560,0.4234
2561,0.4449
2562,0.4732
2563,0.5256
2564,0.4454
2565,0.5003
2566,0.4525
2567,0.336
2568,0.3282
2569,0.6409
2570,0.6765
2571,0.6121
2572,0.6878
2573,0.9233
2574,0.9276
2575,0.5003
2576,0.437
2577,0.3809
2578,0.3875
2579,0.3419
2580,0.403
2581,0.3571
2582,0.423
2583,0.546
2584,0.7086
2585,0.8393
2586,0.717
2587,0.5364
2588,0.4804
2589,0.4526
2590,0.4351
2591,0.3455
2592,0.3775
2593,0.3073
2594,0.3322
2595,0.3523
2596,0.3622
2597,1.4817
2598,0.7521
2599,1.0519
2600,0.6741
2601,0.5835
2602,0.3463
2603,0.4057
2604,0.3666
2605,0.3903
2606,0.3868
2607,0.4045
2608,0.4644
2609,0.4863
2610,0.7338
2611,0.6585
2612,0.6218
2613,0.5002
2614,0.5352
2615,0.4985
2616,0.3918
2617,0.3246
2618,0.3116
2619,0.3378
2620,0.4681
2621,0.7477
2622,1.0462
2623,0.5248
2624,0.3919
2625,0.3661
2626,0.3202
2627,0.311
2628,0.3039
2629,0.352
2630,0.3973
2631,0.7007
2632,0.7578
2633,0.8491
2634,1.2457
2635,0.7319
2636,0.4889
2637,0.4233
2638,0.3802
2639,0.3518
2640,0.3775
2641,0.4011
2642,0.3687
2643,0.3803
2644,0.4892
2645,0.879
2646,0.8256
2647,1.8024
2648,1.4034
2649,0.567
2650,0.3842
2651,0.3308
2652,0.4182
2653,0.3797
2654,0.5706
2655,0.759
2656,0.827
2657,0.9955
2658,1.3231
2659,0.9116
2660,1.2211
2661,0.7641
2662,0.6076
2663,0.5015
2664,0.441
2665,0.3833
2666,0.3725
2667,0.3763
2668,0.5528
2669,1.0351
2670,1.2157
2671,2.0458
2672,1.0954
2673,0.6872
2674,
2675,
2676,0.5794
2677,0.6838
2678,0.6391
2679,0.7055
2680,0.7975
2681,0.9547
2682,1.2678
2683,0.8901
2684,0.7349
2685,0.5386
2686,0.4781
2687,0.408
2688,0.4171
2689,0.4321
2690,0.3976
2691,0.4207
2692,0.4976
2693,0.5996
2694,0.7109
2695,0.7704
2696,0.5183
2697,0.4767
2698,0.4685
2699,
2700,0.3677
2701,0.3851
2702,0.405
2703,0.5216
2704,0.4704
2705,0.9166
2706,0.9937
2707,0.7197
2708,0.5617
2709,0.4639
2710,0.4119
2711,0.3396
2712,0.2959
2713,0.3182
2714,0.3133
2715,0.3811
2716,0.3911
2717,0.633
2718,0.7171
2719,1.1002
2720,1.1624
2721,0.4456
2722,0.2897
2723,0.2551
2724,0.2793
2725,0.5919
2726,0.5584
2727,0.5584
2728,0.718
2729,0.8529
2730,1.0261
2731,0.5552
2732,0.4668
2733,0.397
2734,0.399
2735,0.4954
2736,0.4261
2737,0.4156
2738,0.3761
2739,0.3978
2740,0.3959
2741,0.64
2742,0.6755
2743,0.6935
2744,0.615
2745,0.4791
2746,0.3565
2747,0.3373
2748,0.3325
2749,0.3117
2750,0.3863
2751,0.5673
2752,0.5841
2753,0.7065
2754,0.8779
2755,0.48
2756,0.3708
2757,0.6268
2758,0.6514
2759,0.4206
2760,0.3568
2761,0.4196
2762,0.4318
2763,0.4028
2764,0.4447
2765,0.5836
2766,0.6191
2767,0.5149
2768,0.5703
2769,0.5066
2770,0.4346
2771,0.4908
2772,0.6126
2773,0.5138
2774,0.46
2775,0.7947
2776,0.7339
2777,1.0248
2778,1.0463
2779,1.0222
2780,1.461
2781,1.3062
2782,0.6449
2783,0.5087
2784,0.3987
2785,0.3702
2786,0.3849
2787,0.4513
2788,0.5968
2789,1.0406
2790,1.8889
2791,1.4837
2792,1.6001
2793,1.0743
2794,0.457
2795,0.5526
2796,0.5954
2797,0.4875
2798,0.4488
2799,0.412
2800,0.4305
2801,0.5877
2802,0.6216
2803,0.5702
2804,0.9281
2805,0.9433
2806,0.806
2807,0.4086
2808,0.598
2809,0.7899
2810,0.5892
2811,0.6361
2812,0.7436
2813,0.9902
2814,0.9683
2815,0.662
2816,0.599
2817,1.193785
2818,0.9342
2819,0.6532
2820,0.5245
2821,0.7872
2822,1.5363
2823,1.7186
2824,2.1222
2825,1.6201
2826,1.9773
2827,1.5826
2828,1.4817
2829,1.0953
2830,0.8053
2831,0.8218
2832,0.6039
2833,0.577
2834,0.5114
2835,0.5047
2836,0.6648
2837,1.0338
2838,1.7597
2839,1.6412
2840,1.5848
2841,1.2684
2842,0.8668
2843,0.6673
2844,0.7266
2845,0.616
2846,0.6929
2847,0.8372
2848,0.8569
2849,0.9538
2850,1.5494
2851,1.2147
2852,1.8019
2853,1.5112
2854,1.17
2855,0.544
2856,0.3867
2857,0.3915
2858,0.3839
2859,0.3934
2860,0.4881
2861,1.0131
2862,1.7632
2863,1.5
2864,1.2231
2865,0.9314
2866,0.9386
2867,0.9802
2868,0.6999
2869,0.7977
2870,0.75
2871,0.9541
2872,1.2485
2873,1.4486
2874,2.2336
2875,2.7106
2876,2.5797
2877,1.8387
2878,1.7253
2879,1.2653
2880,1.0651
2881,0.9962
2882,1.0628
2883,0.887
2884,0.8886
2885,0.6851
2886,1.0043
2887,1.0022
2888,0.9732
2889,1.2127
2890,1.1212
2891,0.9367
2892,0.9152
2893,0.7578
2894,0.731
2895,0.8812
2896,1.0594
2897,0.7895
2898,0.8346
2899,0.9652
2900,1.0108
2901,1.0561
2902,1.0511
2903,0.7516
2904,0.4702
2905,0.431
2906,0.4552
2907,0.4653
2908,0.4881
2909,0.7199
2910,0.8938
2911,0.966
2912,0.7187
2913,0.6794
2914,0.6448
2915,0.5652
2916,0.5327
2917,0.5402
2918,0.4671
2919,0.6561
2920,0.6632
2921,0.8104
2922,1.2086
2923,1.2078
2924,1.4952
2925,0.684
2926,0.6036
2927,0.5679
2928,0.5216
2929,0.4424
2930,0.4471
2931,0.4222
2932,0.5279
2933,0.9155
2934,1.4398
2935,1.3043
2936,1.0463
2937,1.3582
2938,0.8301
2939,0.8842
2940,0.5693
2941,0.6912
2942,0.737
2943,0.6967
2944,1.1745
2945,1.0211
2946,1.146
2947,1.3447
2948,1.863
2949,1.6595
2950,1.4479
2951,1.0222
2952,0.9145
2953,0.5593
2954,0.5131
2955,0.538
2956,0.5683
2957,0.7606
2958,1.0747
2959,1.3313
2960,1.4392
2961,1.5589
2962,1.2643
2963,0.8018
2964,0.8303
2965,0.721
2966,0.8169
2967,0.883
2968,0.9907
2969,1.2638
2970,1.3448
2971,2.0298
2972,1.5109
2973,1.2675
2974,0.895
2975,0.8439
2976,0.5479
2977,0.5734
2978,0.4966
2979,0.6006
2980,0.7397
2981,1.2306
2982,1.6277
2983,1.9137
2984,1.6547
2985,1.3511
2986,1.2937
2987,1.1049
2988,0.9055
2989,0.7774
2990,1.089
2991,1.6681
2992,1.0596
2993,1.1269
2994,0.9738
2995,0.7615
2996,0.6931
2997,0.7389
2998,0.8238
2999,0.7284
3000,0.719
3001,0.5672
3002,0.7141
3003,0.6581
3004,0.6975
3005,1.1436
3006,1.9552
3007,2.3492
3008,2.3115
3009,1.3298
3010,0.8977
3011,0.938
3012,0.7517
3013,0.6132
3014,0.6914
3015,0.7327
3016,1.0342
3017,1.2377
3018,1.4115
3019,1.2887
3020,1.0211
3021,0.7541
3022,0.7114
3023,0.6542
3024,0.579
3025,0.4992
3026,0.5968
3027,0.6588
3028,0.685
3029,1.1256
3030,1.7662
3031,2.1255
3032,1.5171
3033,1.097
3034,
3035,0.8544
3036,0.7597
3037,0.7607
3038,0.782
3039,0.7621
3040,0.9087
3041,1.0889
3042,1.4529
3043,1.2574
3044,0.9954
3045,0.7439
3046,0.6281
3047,0.6145
3048,0.609
3049,0.54
3050,0.4964
3051,0.5466
3052,0.6155
3053,0.6954
3054,1.0875
3055,1.5991
3056,1.4599
3057,0.8601
3058,0.5137
3059,1.0493
3060,1.154
3061,1.0856
3062,1.0236
3063,1.0301
3064,1.0952
3065,1.4317
3066,1.3761
3067,1.7958
3068,1.7159
3069,0.6768
3070,0.6033
3071,0.8781
3072,0.7268
3073,0.556
3074,0.5021
3075,0.521
3076,0.6192
3077,0.9839
3078,0.9902
3079,0.829
3080,0.7444
3081,0.5131
3082,0.5287
3083,0.5186
3084,0.5283
3085,0.5412
3086,0.599
3087,0.5342
3088,0.5773
3089,0.6071
3090,0.7699
3091,0.6827
3092,0.6402
3093,0.5376
3094,0.5016
3095,0.4433
3096,0.4283
3097,0.427
3098,0.4309
3099,0.4728
3100,0.6168
3101,0.9423
3102,0.7529
3103,0.9493
3104,0.8612
3105,0.9119
3106,0.5282
3107,0.5372
3108,0.6582
3109,0.5625
3110,0.6189
3111,0.6803
3112,0.6853
3113,0.6783
3114,0.922
3115,0.8661
3116,0.7235
3117,0.6077
3118,0.4932
3119,0.4679
3120,0.444
3121,0.444
3122,0.4413
3123,0.4869
3124,0.9505
3125,2.0344
3126,2.7667
3127,0.9287
3128,0.6293
3129,0.5884
3130,0.5538
3131,0.5177
3132,0.54
3133,0.5958
3134,0.7515
3135,0.6438
3136,0.744
3137,0.7788
3138,0.9862
3139,0.9736
3140,0.8507
3141,0.7305
3142,0.6066
3143,0.5019
3144,0.5638
3145,0.488
3146,0.4606
3147,0.464
3148,0.5528
3149,0.775
3150,1.9573
3151,1.5613
3152,0.6004
3153,
3154,0.3076
3155,0.3054
3156,0.3135
3157,0.4006
3158,0.4172
3159,0.3512
3160,0.411
3161,0.4745
3162,0.4615
3163,0.3935
3164,0.4686
3165,0.4271
3166,0.3443
3167,0.2463
3168,0.1941
3169,0.2396
3170,0.2253
3171,0.2621
3172,0.3248
3173,0.575
3174,0.696
3175,0.7809
3176,0.4187
3177,0.3571
3178,0.4199
3179,0.4043
3180,0.4703
3181,0.3245
3182,0.3556
3183,0.3572
3184,0.3624
3185,0.5799
3186,0.7575
3187,0.7931
3188,0.6037
3189,0.4443
3190,0.3445
3191,0.2641
3192,0.2241
3193,0.2279
3194,0.2392
3195,0.2342
3196,0.2942
3197,0.6335
3198,1.4947
3199,1.0878
3200,0.8879
3201,0.5475
3202,0.3341
3203,0.3649
3204,0.4335
3205,0.3378
3206,0.3839
3207,0.3402
3208,0.3433
3209,0.7641
3210,0.5493
3211,0.715
3212,0.4572
3213,0.6244
3214,0.484
3215,0.4474
3216,0.4021
3217,0.4275
3218,0.5069
3219,0.5123
3220,0.5844
3221,1.2837
3222,1.8633
3223,1.3597
3224,0.7885
3225,0.3096
3226,0.2987
3227,0.3692
3228,0.4324
3229,0.4417
3230,0.5759
3231,0.5576
3232,0.7158
3233,0.7875
3234,0.8911
3235,0.6577
3236,0.4953
3237,0.5536
3238,0.6089
3239,0.4087
3240,0.8447
3241,0.5054
3242,0.4817
3243,0.6431
3244,0.5974
3245,0.5603
3246,0.5808
3247,0.3718
3248,0.2932
3249,0.3215
3250,0.3835
3251,0.3434
3252,0.4088
3253,0.3334
3254,0.4009
3255,0.7575
3256,0.8507
3257,0.6307
3258,0.4983
3259,0.4254
3260,0.414
3261,0.4321
3262,0.6996
3263,0.6448
3264,0.5232
3265,0.4052
3266,0.3983
3267,0.4323
3268,0.5153
3269,0.9487
3270,1.0297
3271,1.071
3272,0.6476
3273,0.4103
3274,0.7094
3275,0.5643
3276,0.3912
3277,0.3655
3278,0.3729
3279,0.5248
3280,0.4606
3281,0.4498
3282,0.5107
3283,0.4777
3284,0.3776
3285,0.3377
3286,0.2984
3287,0.2587
3288,0.24
3289,0.2503
3290,0.235
3291,0.2762
3292,0.4449
3293,0.7334
3294,1.987
3295,2.4036
3296,1.6262
3297,0.3768
3298,0.4382
3299,0.3967
3300,0.3577
3301,0.3744
3302,0.2852
3303,0.2915
3304,0.3041
3305,0.3965
3306,0.6156
3307,0.7297
3308,0.827
3309,0.7436
3310,0.508
3311,0.2919
3312,0.2433
3313,0.2637
3314,0.2365
3315,0.2591
3316,0.4201
3317,0.854
3318,1.0564
3319,1.0337
3320,0.6425
3321,0.3058
3322,0.2823
3323,0.2778
3324,0.2658
3325,0.2922
3326,0.3339
3327,0.4217
3328,0.5877
3329,0.7701
3330,0.8941
3331,0.6777
3332,0.5656
3333,0.4341
3334,0.3875
3335,0.3232
3336,0.2938
3337,0.3016
3338,0.2892
3339,0.2666
3340,0.6834
3341,0.9254
3342,1.1499
3343,1.2302
3344,0.6399
3345,0.3771
3346,
3347,0.3187
3348,0.3632
3349,0.4287
3350,0.4575
3351,0.4712
3352,0.4836
3353,0.6119
3354,0.5256
3355,0.6289
3356,0.4748
3357,0.5733
3358,0.331
3359,0.2479
3360,0.2261
3361,0.2025
3362,0.1824
3363,0.1979
3364,0.2342
3365,0.4338
3366,0.6451
3367,0.6173
3368,0.3484
3369,0.3484
3370,0.3205
3371,0.3646
3372,0.2767
3373,0.2964
3374,0.3398
3375,0.4665
3376,0.6102
3377,0.86
3378,0.7415
3379,0.7501
3380,0.5902
3381,0.9039
3382,0.5949
3383,0.4087
3384,0.3069
3385,0.2814
3386,0.2357
3387,0.4202
3388,0.937
3389,0.9411
3390,1.5466
3391,1.7669
3392,0.6451
3393,0.361
3394,0.3437
3395,0.2768
3396,0.3601
3397,0.2493
3398,0.4474
3399,0.4176
3400,0.5222
3401,0.5243
3402,0.7994
3403,0.5338
3404,0.5655
3405,0.5488
3406,0.4597
3407,0.4744
3408,0.4227
3409,0.529
3410,0.5494
3411,0.5705
3412,0.5248
3413,0.5812
3414,0.3374
3415,0.3198
3416,0.252
3417,0.329
3418,0.3194
3419,0.2802
3420,0.3049
3421,0.4248
3422,0.4152
3423,0.3519
3424,0.4112
3425,0.4531
3426,0.5494
3427,0.5001
3428,0.5357
3429,0.5979
3430,0.3052
3431,0.2471
3432,0.2084
3433,0.2043
3434,0.2253
3435,0.2591
3436,0.3374
3437,0.5515
3438,0.8489
3439,0.6073
3440,0.3981
3441,0.3926
3442,0.3845
3443,0.3222
3444,0.3234
3445,0.349
3446,0.3601
3447,0.4272
3448,0.4826
3449,0.4671
3450,0.5847
3451,0.7067
3452,0.8002
3453,0.4073
3454,0.3502
3455,0.2931
3456,0.2903
3457,0.2132
3458,0.264
3459,0.7204
3460,0.4154
3461,0.4223
3462,1.1109
3463,0.649
3464,0.3906
3465,0.3222
3466,0.3925
3467,0.2975
3468,0.4868
3469,0.5743
3470,0.3483
3471,0.3865
3472,0.5975
3473,0.5445
3474,0.61
3475,0.6609
3476,0.6966
3477,0.4901
3478,0.3868
3479,0.3337
3480,0.2712
3481,0.2307
3482,0.2434
3483,0.267
3484,0.3432
3485,0.4973
3486,0.567
3487,0.4562
3488,0.4331
3489,0.3732
3490,
3491,0.3568
3492,0.358
3493,0.3874
3494,0.3433
3495,0.4015
3496,0.3946
3497,0.4493
3498,0.5621
3499,0.5675
3500,0.4262
3501,0.3549
3502,0.3981
3503,0.3426
3504,0.3332
3505,0.3418
3506,0.3702
3507,0.3483
3508,0.4717
3509,0.6007
3510,1.808
3511,1.3039
3512,0.4579
3513,0.3654
3514,0.3626
3515,0.4167
3516,0.4738
3517,0.4934
3518,0.494
3519,0.477
3520,0.3855
3521,0.4669
3522,0.6761
3523,1.1966
3524,1.3612
3525,1.3954
3526,1.1222
3527,1.0135
3528,0.5848
3529,0.535
3530,0.3234
3531,0.3821
3532,0.5135
3533,1.0488
3534,1.0301
3535,2.1187
3536,2.4307
3537,1.2194
3538,0.8089
3539,0.8233
3540,1.0165
3541,1.0153
3542,1.1323
3543,0.8757
3544,0.8975
3545,0.9859
3546,0.7654
3547,1.1957
3548,1.3687
3549,0.9205
3550,0.5762
3551,0.5483
3552,0.4472
3553,0.4487
3554,0.4707
3555,0.4951
3556,0.7656
3557,0.9432
3558,1.2251
3559,1.1428
3560,1.4618
3561,1.0597
3562,0.7848
3563,0.6392
3564,0.8053
3565,0.6108
3566,0.5571
3567,1.212
3568,2.33
3569,2.338
3570,2.1442
3571,1.1062
3572,0.9196
3573,1.1527
3574,0.9641
3575,0.8874
3576,0.4982
3577,0.4214
3578,0.4926
3579,0.6125
3580,0.5342
3581,0.739
3582,0.7541
3583,0.5808
3584,0.5457
3585,0.4507
3586,0.4682
3587,0.7652
3588,0.8007
3589,0.7768
3590,0.7522
3591,0.9974
3592,0.6293
3593,0.5604
3594,0.768
3595,0.8746
3596,0.7663
3597,0.7407
3598,1.8623
3599,1.5979
3600,1.8136
3601,1.7403
3602,0.8051
3603,0.2064
3604,0.5535
3605,0.9676
3606,0.6984
3607,0.4956
3608,0.5933
3609,0.2835
3610,0.367
3611,0.4037
3612,0.4258
3613,0.4348
3614,0.3663
3615,0.309
3616,0.3464
3617,0.4472
3618,1.0226
3619,1.4807
3620,1.4639
3621,0.4529
3622,0.4063
3623,0.3392
3624,0.2663
3625,0.2104
3626,0.2078
3627,0.2146
3628,0.3378
3629,1.075
3630,2.6238
3631,1.7536
3632,0.9995
3633,0.527
3634,0.2751
3635,0.2648
3636,0.166
3637,0.2199
3638,0.3979
3639,0.3496
3640,0.3311
3641,0.4897
3642,0.465
3643,0.5257
3644,0.5341
3645,0.5441
3646,0.4451
3647,0.3136
3648,0.2583
3649,0.2771
3650,0.243
3651,0.2611
3652,0.5759
3653,0.8949
3654,1.7817
3655,1.5046
3656,0.9197
3657,0.9362
3658,0.5998
3659,0.3947
3660,0.4369
3661,0.3442
3662,0.4068
3663,0.5844
3664,0.7441
3665,1.127
3666,1.1551
3667,1.1665
