,Tunal_CO_pmm
232,0.513
233,0.5315
234,0.5399
235,0.5386
236,0.5161
237,0.4787
238,0.4512
239,0.4624
240,0.4444
241,0.4341
242,0.478
243,0.4181
244,0.4281
245,0.4972
246,0.4515
247,0.5356
248,0.4862
249,0.445
250,0.5938
251,0.4281
252,0.4559
253,0.4595
254,0.4664
255,0.4714
256,0.4882
257,0.541
258,0.5579
259,0.5311
260,0.4616
261,0.4423
262,0.3972
263,0.3627
264,0.3702
265,0.3649
266,0.3727
267,0.3709
268,0.4164
269,0.5595
270,0.5583
271,0.4928
272,0.502
273,0.4299
274,0.5236
275,0.4849
276,0.4883
277,0.6043
278,0.6985
279,0.6173
280,0.6597
281,0.7553
282,0.7263
283,0.6561
284,0.7677
285,0.6185
286,0.5289
287,0.4134
288,0.3581
289,0.3479
290,0.3497
291,0.3427
292,0.5508
293,0.7437
294,2.2249
295,2.4653
296,2.0848
297,0.9377
298,0.4947
299,0.5083
300,0.6793
301,0.6842
302,0.8197
303,1.0066
304,1.0131
305,0.5912
306,0.6963
307,0.8052
308,0.7284
309,0.6879
310,0.4721
311,0.4197
312,0.4162
313,0.3954
314,0.3952
315,0.4231
316,0.4762
317,0.64
318,1.0015
319,1.3223
320,2.7491
321,1.5778
322,1.2968
323,0.9112
324,0.8045
325,0.8914
326,0.9004
327,0.9084
328,0.952
329,1.1421
330,1.3545
331,1.6457
332,1.3
333,0.7565
334,0.472
335,0.4533
336,0.413
337,0.3955
338,0.3765
339,0.4006
340,0.517
341,0.7819
342,1.0545
343,1.2
344,1.9449
345,1.6064
346,1.3111
347,0.9919
348,0.9028
349,0.8747
350,0.9255
351,0.9161
352,0.9352
353,1.1866
354,1.3168
355,1.5049
356,1.227
357,0.9358
358,0.5369
359,0.4717
360,0.4691
361,0.4394
362,0.4288
363,0.4207
364,0.4224
365,0.5445
366,0.6923
367,0.6694
368,1.1056
369,0.8569
370,0.7083
371,0.6572
372,0.5913
373,0.6476
374,0.6253
375,0.6308
376,0.6696
377,0.665
378,0.7507
379,0.7353
380,0.7306
381,0.71
382,0.5731
383,0.5435
384,0.467
385,0.4211
386,0.4427
387,0.4536
388,0.4825
389,0.5738
390,0.6499
391,0.747
392,0.6054
393,0.637
394,0.615
395,0.5456
396,0.6105
397,0.6724
398,0.5473
399,0.6289
400,0.4432
401,0.6888
402,0.8413
403,0.6995
404,0.5605
405,0.5838
406,0.5204
407,0.4129
408,0.4044
409,0.3741
410,0.37
411,0.4038
412,0.4672
413,0.8155
414,0.8337
415,0.9597
416,0.9935
417,1.0941
418,1.2961
419,0.7807
420,0.6533
421,0.7636
422,0.6689
423,0.8191
424,0.8
425,0.9943
426,1.1513
427,1.4103
428,1.1887
429,0.906
430,0.6111
431,0.4977
432,0.4096
433,0.4463
434,0.4279
435,0.4379
436,0.5936
437,1.3822
438,1.944
439,2.0727
440,1.8158
441,0.7621
442,0.5165
443,0.6543
444,0.7271
445,0.7498
446,0.7189
447,0.7795
448,0.8139
449,1.0816
450,1.4465
451,1.1855
452,0.7986
453,0.6986
454,0.5573
455,0.4902
456,0.422
457,0.4095
458,0.4071
459,0.4376
460,0.5204
461,1.0758
462,1.7146
463,3.0364
464,2.9167
465,1.9245
466,0.7134
467,0.5741
468,0.5579
469,0.5996
470,0.6426
471,0.6337
472,0.6482
473,0.7441
474,0.8354
475,0.7548
476,0.6336
477,0.5661
478,0.6855
479,0.5474
480,0.5623
481,0.461
482,0.4595
483,0.4746
484,0.5598
485,0.8111
486,1.1286
487,1.2122
488,0.8457
489,0.9395
490,0.6092
491,0.5367
492,0.6003
493,0.507
494,0.6473
495,0.8171
496,0.8407
497,0.9466
498,1.2719
499,1.2907
500,0.7363
501,0.6011
502,0.5989
503,0.531
504,0.4987
505,0.4499
506,0.4474
507,0.5107
508,0.5745
509,0.803
510,1.2954
511,1.5615
512,2.5749
513,1.9589
514,1.0513
515,0.687
516,0.5226
517,0.5721
518,0.6363
519,0.7067
520,0.7319
521,0.6847
522,0.7401
523,0.7842
524,0.7373
525,0.598
526,0.5577
527,0.5873
528,0.5372
529,0.5238
530,0.5543
531,0.625
532,0.6735
533,0.754
534,1.0452
535,0.7824
536,0.6821
537,0.5727
538,0.6038
539,0.6339
540,0.6196
541,0.6239
542,0.5865
543,0.5889
544,0.6077
545,0.6632
546,0.874
547,0.657
548,0.6165
549,0.586
550,0.5682
551,0.5051
552,0.5085
553,0.5619
554,0.7288
555,0.7636
556,0.5079
557,0.5396
558,0.9547
559,0.876
560,0.9653
561,0.4957
562,0.5205
563,0.5893
564,0.5569
565,0.5651
566,0.5232
567,0.5203
568,0.6719
569,0.6257
570,0.702
571,0.6354
572,0.6341
573,0.6172
574,0.5506
575,0.6921
576,0.6576
577,0.5215
578,0.4638
579,0.4758
580,0.5599
581,0.6546
582,0.7751
583,1.7946
584,1.7703
585,1.7967
586,0.473005
587,0.6149
588,0.7043
589,0.6028
590,0.69
591,0.7654
592,0.7147
593,0.6717
594,0.7723
595,0.9514
596,0.8372
597,0.6372
598,0.5486
599,0.5335
600,0.5597
601,0.7788
602,0.7797
603,0.853
604,1.0002
605,1.9074
606,2.7468
607,2.6974
608,2.296
609,1.4168
610,0.5631
611,0.5624
612,0.5809
613,0.5853
614,0.6548
615,0.628
616,0.6437
617,0.7026
618,0.6929
619,0.7599
620,0.7938
621,0.6339
622,0.6152
623,0.561
624,0.5731
625,0.5319
626,0.5291
627,0.5436
628,0.6783
629,0.8997
630,1.4452
631,1.6716
632,1.7782
633,0.5863
634,0.5904
635,0.6536
636,0.6033
637,0.5781
638,0.6336
639,0.6328
640,0.6427
641,0.752
642,0.7721
643,0.7504
644,0.8103
645,0.8536
646,0.6835
647,0.6069
648,0.5192
649,0.5267
650,0.538
651,0.5433
652,0.6289
653,0.9315
654,0.886
655,1.0562
656,1.9117
657,1.4923
658,1.3691
659,1.2623
660,0.9319
661,0.885
662,0.8686
663,0.9327
664,1.0256
665,1.14
666,1.2997
667,1.2389
668,1.0648
669,0.8927
670,0.724
671,0.6822
672,0.681
673,0.6767
674,0.6516
675,0.6678
676,0.7793
677,0.9678
678,1.0208
679,1.5071
680,1.1479
681,0.9511
682,1.2873
683,1.0858
684,1.0833
685,1.068
686,1.0465
687,1.0398
688,1.0325
689,0.994
690,0.8386
691,0.7761
692,0.7559
693,0.8297
694,0.8078
695,0.7145
696,0.6474
697,0.6345
698,0.6113
699,0.6266
700,0.7044
701,0.81
702,0.9894
703,1.3439
704,2.2783
705,1.3702
706,0.6684
707,0.7176
708,0.7168
709,0.7791
710,0.8135
711,0.8716
712,0.9561
713,0.8833
714,0.9657
715,1.0154
716,0.7933
717,0.7358
718,0.7211
719,0.7698
720,0.6844
721,0.6634
722,0.6935
723,0.8982
724,0.948
725,1.2872
726,1.3895
727,0.7655
728,0.6578
729,0.6453
730,0.6846
731,0.7149
732,0.7244
733,0.6938
734,0.7456
735,0.7166
736,0.778
737,0.7643
738,0.7284
739,0.659
740,0.6983
741,0.6726
742,0.6306
743,0.6346
744,0.5817
745,0.5682
746,0.567
747,0.6493
748,0.6819
749,0.7011
750,0.8184
751,0.9173
752,1.7419
753,1.9687
754,0.9977
755,0.7741
756,0.7245
757,0.9031
758,0.8775
759,0.8834
760,0.8991
761,0.8743
762,0.9948
763,0.9723
764,1.0132
765,0.9244
766,0.8566
767,0.6563
768,0.6441
769,0.6509
770,0.6518
771,0.6094
772,0.6341
773,0.9733
774,1.3705
775,0.9296
776,1.3032
777,0.8577
778,0.7874
779,0.8033
780,0.8003
781,0.8794
782,0.7988
783,0.7617
784,0.7168
785,0.8583
786,0.8657
787,1.029
788,0.9754
789,0.8893
790,0.8749
791,0.7356
792,0.613
793,0.6936
794,0.6543
795,0.6096
796,0.6955
797,1.3354
798,1.7679
799,1.2498
800,0.7619
801,0.7759
802,0.6699
803,0.7628
804,0.7842
805,0.7849
806,0.88
807,0.8478
808,0.8725
809,0.9438
810,1.2419
811,1.1233
812,1.0449
813,0.8076
814,0.7674
815,0.6669
816,0.6203
817,0.612
818,0.6202
819,0.684
820,0.7391
821,0.982
822,1.756
823,3.0934
824,2.9795
825,0.9449
826,0.786
827,0.621
828,0.4767
829,0.5136
830,0.478
831,0.4604
832,0.5305
833,0.5451
834,0.5997
835,0.5271
836,0.4643
837,0.4209
838,0.435
839,0.333
840,0.3116
841,0.5084
842,0.5437
843,0.4835
844,0.3276
845,0.5886
846,0.6882
847,0.5201
848,0.4036
849,0.4054
850,0.4295
851,0.4214
852,0.506
853,0.5366
854,0.4337
855,0.4085
856,0.5284
857,0.691
858,0.58
859,0.5731
860,0.5855
861,0.539
862,0.4325
863,0.3643
864,0.3419
865,0.544
866,0.3711
867,0.3353
868,0.3895
869,0.5272
870,0.6772
871,1.0765
872,0.6874
873,0.3683
874,0.3472
875,0.3722
876,0.4767
877,0.6319
878,0.9562
879,0.9294
880,0.9691
881,1.1948
882,1.231
883,1.0862
884,0.5708
885,0.8329
886,0.6813
887,0.5554
888,0.5088
889,0.3849
890,0.3356
891,0.3335
892,0.5848
893,1.0704
894,1.4949
895,1.1105
896,0.4628
897,0.3404
898,0.4022
899,0.431
900,0.449
901,0.4202
902,0.4258
903,0.4351
904,0.4735
905,0.4909
906,0.8987
907,0.5328
908,0.4886
909,0.4562
910,0.4641
911,0.43
912,0.4002
913,0.3508
914,0.3185
915,0.3761
916,0.7658
917,0.914
918,0.7089
919,0.4762
920,0.4438
921,0.5118
922,0.5193
923,0.5129600000000001
924,0.8636
925,0.9685
926,0.992
927,1.1506
928,0.8132
929,0.6388
930,0.6821
931,0.7706
932,0.7917
933,0.56763
934,0.7971
935,0.704
936,0.6127
937,0.5975
938,0.5646
939,0.6151
940,0.7071
941,1.1864
942,2.0748
943,2.0727
944,1.695
945,1.3983
946,1.6464
947,1.2003
948,1.2591
949,1.0899
950,0.9946
951,0.8517
952,0.8422
953,0.8921
954,1.0342
955,1.0751
956,0.623535
957,1.1933
958,0.862
959,0.9722
960,0.8224
961,0.7062
962,0.6114
963,0.444755
964,0.69097
965,1.08592
966,1.524995
967,1.2505
968,0.8803
969,1.2348
970,0.9565
971,0.8343
972,0.8116
973,0.7331
974,0.7745
975,0.7902
976,0.8017
977,1.0883
978,1.3264
979,1.2807
980,1.2595
981,1.1452
982,0.9385
983,0.84
984,0.6763
985,0.656
986,0.641
987,0.6636
988,0.8745
989,1.3638
990,2.2357
991,1.40853
992,0.7149500000000001
993,1.208
994,0.9865
995,0.8075
996,0.6938
997,0.6716
998,0.7027
999,0.6921
1000,0.7157
1001,0.927
1002,1.1241
1003,1.1282
1004,0.9397
1005,0.60697
1006,0.6421
1007,0.5254
1008,0.40231
1009,0.5017
1010,0.5665
1011,0.385075
1012,0.8732
1013,0.8893
1014,1.0953
1015,1.534
1016,1.4309
1017,0.6394
1018,0.5675
1019,0.6291
1020,0.5595
1021,0.6695
1022,0.6838
1023,0.9655
1024,1.0448
1025,1.1355
1026,1.6846
1027,1.8385
1028,0.6858
1029,0.641
1030,0.5575
1031,0.6477
1032,0.6355
1033,0.5283
1034,0.4785
1035,0.4754
1036,0.49
1037,0.6449
1038,0.7056
1039,0.6124
1040,0.5843
1041,0.5543
1042,0.5223
1043,0.593
1044,0.5958
1045,0.6414
1046,0.7527
1047,1.0285
1048,1.2008
1049,0.8119
1050,0.7363
1051,0.7703
1052,0.8563
1053,0.9829
1054,0.9033
1055,0.7292
1056,0.7506
1057,0.8334
1058,1.0033
1059,0.8771
1060,0.8608
1061,0.857
1062,1.0299
1063,1.3271
1064,1.5229
1065,1.1788
1066,0.9632
1067,0.8747
1068,0.8643
1069,0.8112
1070,0.9678
1071,0.89
1072,0.7731
1073,0.9247
1074,1.0414
1075,0.9569
1076,0.7954
1077,1.0966
1078,1.09
1079,1.3213
1080,0.8628
1081,0.6165
1082,0.5439
1083,0.7515
1084,0.9277
1085,1.0796
1086,1.358
1087,1.4057
1088,1.2124
1089,1.1042
1090,1.0688
1091,1.0318
1092,0.8799
1093,1.0428
1094,0.8148
1095,0.9402
1096,0.9114
1097,0.9979
1098,1.5788
1099,1.7331
1100,1.5365
1101,1.0324
1102,0.9145
1103,0.8749
1104,0.7523
1105,0.7016
1106,0.7091
1107,0.7486
1108,1.4264
1109,1.4319
1110,2.4213
1111,2.7657
1112,1.7592
1113,1.189
1114,1.1659
1115,1.0695
1116,0.8431
1117,0.7703
1118,0.7497
1119,0.6993
1120,0.7613
1121,0.9945
1122,1.0519
1123,1.1284
1124,1.0254
1125,0.9132
1126,0.8127
1127,0.7634
1128,0.6118
1129,0.5437
1130,0.658
1131,0.7323
1132,0.7383
1133,0.9087
1134,1.0237
1135,1.2365
1136,0.9079
1137,1.4554
1138,0.9426
1139,0.8502
1140,0.7618
1141,0.7775
1142,0.782
1143,0.8112
1144,0.9225
1145,1.1095
1146,1.2445
1147,1.0904
1148,1.2192
1149,0.9191
1150,0.8489
1151,0.918
1152,0.7601
1153,0.6902
1154,0.773
1155,0.8834
1156,0.8772
1157,0.8993
1158,1.1342
1159,1.3364
1160,1.4147
1161,1.2966
1162,1.3436
1163,1.0652
1164,0.91699
1165,0.922
1166,0.883
1167,0.917
1168,1.0313
1169,1.2378
1170,1.3557
1171,1.2624
1172,1.0521
1173,1.0526
1174,0.9919
1175,0.8128
1176,0.7576
1177,0.6839
1178,0.6863
1179,0.7835
1180,0.8698
1181,1.395
1182,1.4293
1183,1.2458
1184,0.9455
1185,1.0278
1186,1.5713
1187,1.0709
1188,0.9531
1189,0.9979
1190,0.9966
1191,1.0004
1192,0.9767
1193,1.1747
1194,1.2063
1195,1.4982
1196,1.2567
1197,1.1572
1198,1.1755
1199,1.0495
1200,0.8215
1201,0.7614
1202,0.7567
1203,0.7388
1204,0.7612
1205,1.0377
1206,1.3968
1207,1.5771
1208,1.5262
1209,1.3828
1210,1.1276
1211,0.9012
1212,0.9639
1213,1.004
1214,1.0415
1215,1.0834
1216,1.1006
1217,1.1293
1218,1.1631
1219,0.9746
1220,1.0934
1221,1.2195
1222,0.9732
1223,0.9318
1224,1.0997
1225,0.8714
1226,0.7673
1227,0.7082
1228,0.7152
1229,0.8573
1230,0.8909
1231,0.9421
1232,0.9481
1233,1.1324
1234,0.8981
1235,0.9133
1236,0.9479
1237,0.9346
1238,0.9104
1239,0.9093
1240,0.7402
1241,0.936
1242,1.1932
1243,1.0963
1244,0.876
1245,0.8668
1246,0.885
1247,0.784
1248,0.7603
1249,0.6982
1250,0.7093
1251,0.7705
1252,0.9666
1253,1.3922
1254,1.236
1255,0.8016
1256,0.7415
1257,0.7389
1258,0.7411
1259,0.6818
1260,0.6875
1261,0.8242
1262,0.7672
1263,0.7775
1264,0.7912
1265,0.7982
1266,0.8558
1267,0.7872
1268,0.8122
1269,0.7267
1270,0.6943
1271,0.6811
1272,0.6535
1273,0.6464
1274,0.6301
1275,0.6445
1276,0.7467
1277,1.6688
1278,2.2071
1279,1.5222
1280,0.835
1281,0.7227
1282,0.7495
1283,0.8828
1284,0.9518
1285,0.8584
1286,0.8094
1287,0.7707
1288,0.8172
1289,0.9336
1290,0.8824
1291,0.992
1292,0.9153
1293,0.8831
1294,0.7774
1295,0.7409
1296,0.7354
1297,0.6865
1298,0.6795
1299,0.8615
1300,1.1067
1301,1.6167
1302,2.1605
1303,2.5805
1304,1.7282
1305,0.9054
1306,0.7988
1307,0.8198
1308,0.7784
1309,0.7756
1310,0.8275
1311,0.8774
1312,0.9034
1313,0.8409
1314,0.9165
1315,0.9998
1316,0.9184
1317,0.8694
1318,0.8685
1319,1.0749
1320,0.7997
1321,0.8005
1322,0.7723
1323,0.7023
1324,0.7566
1325,0.8862
1326,0.8986
1327,0.9186
1328,0.9203
1329,0.8231
1330,0.8044
1331,0.8138
1332,0.8997
1333,0.8794
1334,0.8616
1335,0.7823
1336,0.7966
1337,0.8989
1338,0.97
1339,0.9722
1340,0.947
1341,0.9906
1342,0.8557
1343,0.7821
1344,0.7199
1345,0.7164
1346,0.6901
1347,0.7298
1348,0.8262
1349,1.4374
1350,2.3834
1351,1.9727
1352,0.9609
1353,0.8119
1354,0.7536
1355,0.7861
1356,0.7494
1357,0.9903
1358,1.1113
1359,1.2289
1360,1.337
1361,1.607
1362,1.8428
1363,2.3494
1364,2.094
1365,2.3205
1366,1.8785
1367,1.8685
1368,1.3514
1369,1.1632
1370,1.1351
1371,0.8747
1372,0.817
1373,1.3513
1374,1.4062
1375,1.5351
1376,1.7396
1377,1.1965
1378,1.4421
1379,1.321
1380,1.3228
1381,1.0926
1382,0.8558
1383,0.8691
1384,1.5495
1385,1.6283
1386,1.8029
1387,2.1487
1388,2.389
1389,2.3762
1390,1.352
1391,0.8201
1392,0.7768
1393,0.7983
1394,0.8194
1395,0.7061
1396,0.7223
1397,0.8753
1398,0.8465
1399,0.8041
1400,0.7293
1401,0.8135
1402,0.8325
1403,0.7787
1404,0.9714
1405,1.141
1406,0.982
1407,1.0596
1408,1.0579
1409,1.1571
1410,1.3853
1411,1.3046
1412,1.3222
1413,1.2052
1414,1.2424
1415,1.0774
1416,1.0096
1417,0.9442
1418,0.9276
1419,0.8481
1420,0.8715
1421,1.7333
1422,1.6901
1423,1.1496
1424,1.0997
1425,1.2244
1426,1.0526
1427,0.9792
1428,1.0511
1429,1.0809
1430,1.0663
1431,0.9913
1432,1.0867
1433,1.2487
1434,1.5118
1435,1.5663
1436,1.3227
1437,1.3082
1438,1.1826
1439,1.0729
1440,0.9836
1441,0.896
1442,0.8313
1443,0.8189
1444,0.9571
1445,1.1675
1446,1.7693
1447,1.7101
1448,1.6405
1449,1.2765
1450,1.1576
1451,1.264
1452,1.1799
1453,1.0614
1454,1.1287
1455,1.1985
1456,1.1465
1457,1.9257
1458,2.4156
1459,2.5691
1460,2.0478
1461,1.8411
1462,2.1664
1463,1.9504
1464,1.7249
1465,1.1547
1466,1.0144
1467,0.7728
1468,0.9227
1469,0.932
1470,1.0848
1471,1.1513
1472,0.8755
1473,1.5104
1474,1.4671
1475,1.4494
1476,1.287
1477,1.3032
1478,1.3112
1479,1.1875
1480,1.3323
1481,1.4367
1482,1.7875
1483,1.5246
1484,1.6483
1485,1.8592
1486,1.3028
1487,1.0026
1488,0.8915
1489,0.9096
1490,0.9065
1491,0.8894
1492,0.8781
1493,1.1404
1494,1.4395
1495,0.9544
1496,0.9012
1497,1.7234
1498,1.5308
1499,1.6957
1500,1.0555
1501,1.1403
1502,0.9893
1503,1.0353
1504,1.3395
1505,2.3108
1506,2.7107
1507,2.6708
1508,2.631
1509,2.499
1510,2.4027
1511,2.7494
1512,2.2071
1513,1.2357
1514,0.845
1515,0.8716
1516,0.9086
1517,0.9554
1518,0.9476
1519,0.9304
1520,0.9836
1521,1.0911
1522,0.91
1523,0.9434
1524,0.9477
1525,1.0457
1526,1.3932
1527,1.3126
1528,1.4026
1529,1.675
1530,1.9724
1531,1.6575
1532,1.3477
1533,1.1773
1534,1.1129
1535,0.9519
1536,0.8672
1537,0.8415
1538,0.9475
1539,0.9049
1540,0.9614
1541,1.2689
1542,1.7688
1543,2.6807
1544,2.5006
1545,1.4427
1546,0.9896
1547,0.9541
1548,0.9676
1549,1.3647
1550,1.2462
1551,1.1047
1552,1.4461
1553,1.7274
1554,1.9302
1555,1.0439
1556,1.0588
1557,1.1281
1558,0.9815
1559,0.929
1560,0.9055
1561,0.9015
1562,0.8839
1563,0.9624
1564,1.0277
1565,1.0104
1566,0.9259
1567,0.9872
1568,1.0782
1569,0.9
1570,0.8506
1571,0.8955
1572,0.9376
1573,0.9286
1574,0.9496
1575,0.8777
1576,1.0909
1577,1.5228
1578,1.0422
1579,1.1852
1580,1.0345
1581,0.961
1582,0.9047
1583,0.8495
1584,0.7769
1585,0.7472
1586,0.761
1587,0.8232
1588,0.897
1589,1.0126
1590,1.1375
1591,1.168
1592,0.9326
1593,0.9253
1594,0.8779
1595,0.8954
1596,0.9387
1597,0.9518
1598,1.3187
1599,1.2571
1600,1.3454
1601,1.4508
1602,1.3738
1603,1.1942
1604,0.9536
1605,1.1943
1606,1.0677
1607,0.9985
1608,0.8103
1609,0.8117
1610,0.9036
1611,0.8726
1612,0.9468
1613,1.1877
1614,1.8862
1615,2.4258
1616,1.4165
1617,0.944
1618,1.2398
1619,1.3217
1620,1.2722
1621,1.1968
1622,1.1878
1623,1.202
1624,1.3835
1625,1.7681
1626,1.5785
1627,1.4922
1628,1.7711
1629,1.7661
1630,1.3433
1631,0.9194
1632,0.9094
1633,0.8728
1634,0.8564
1635,0.8679
1636,0.9231
1637,1.318
1638,1.4039
1639,1.2716
1640,1.0438
1641,1.1443
1642,1.2959
1643,1.1751
1644,1.1912
1645,1.1774
1646,1.2736
1647,1.2255
1648,1.215
1649,1.3662
1650,1.4376
1651,1.434
1652,1.4356
1653,1.3208
1654,1.1804
1655,1.3326
1656,1.3398
1657,1.1681
1658,1.1471
1659,1.0729
1660,1.0864
1661,1.6135
1662,1.7819
1663,2.0897
1664,1.7647
1665,1.6038
1666,1.2988
1667,1.212
1668,1.2566
1669,1.2335
1670,1.3225
1671,1.2861
1672,1.567
1673,2.1354
1674,1.8052
1675,1.7441
1676,1.8306
1677,1.8145
1678,1.7327
1679,1.4795
1680,1.0567
1681,0.9666
1682,0.9591
1683,0.9963
1684,1.2003
1685,1.8414
1686,1.9308
1687,2.1831
1688,1.5617
1689,1.4821
1690,1.6517
1691,1.382
1692,1.2272
1693,1.1379
1694,1.1986
1695,1.2267
1696,1.5826
1697,1.6198
1698,1.9148
1699,1.7047
1700,1.4771
1701,1.4113
1702,1.321
1703,1.0438
1704,0.9609
1705,1.0662
1706,1.0299
1707,1.0723
1708,1.0488
1709,1.2101
1710,1.3705
1711,1.3863
1712,1.8294
1713,2.2597
1714,2.2254
1715,1.4763
1716,1.2389
1717,1.2726
1718,1.2466
1719,1.3907
1720,1.4432
1721,1.6053
1722,1.6265
1723,1.696
1724,1.6753
1725,1.6392
1726,1.8641
1727,1.7179
1728,1.5984
1729,1.418
1730,1.3255
1731,1.1452
1732,1.4911
1733,1.626
1734,1.7249
1735,1.7034
1736,1.3035
1737,1.2581
1738,1.1789
1739,1.2432
1740,1.2068
1741,1.1486
1742,1.2096
1743,1.4441
1744,1.4717
1745,1.1702
1746,2.3084
1747,2.2352
1748,2.5075
1749,2.5672
1750,2.2035
1751,1.6159
1752,1.4371
1753,1.2575
1754,1.0996
1755,1.2848
1756,1.5499
1757,2.3258
1758,2.417
1759,1.9823
1760,1.1084
1761,1.1868
1762,1.961
1763,1.4563
1764,1.4805
1765,1.4102
1766,1.4582
1767,1.5686
1768,1.527
1769,1.4203
1770,1.9695
1771,1.8855
1772,1.3721
1773,1.4908
1774,1.7137
1775,1.2072
1776,1.2981
1777,1.1511
1778,1.0436
1779,1.1136
1780,1.2554
1781,1.2447
1782,1.5754
1783,1.8239
1784,1.7017
1785,1.5031
1786,1.7544
1787,1.7059
1788,1.0199
1789,0.9934
1790,1.0298
1791,1.2988
1792,1.4062
1793,1.1423
1794,2.1533
1795,1.9143
1796,1.7238
1797,2.0989
1798,1.761
1799,2.2881
1800,1.5613
1801,1.3155
1802,1.2927
1803,1.4827
1804,1.4743
1805,1.8245
1806,2.0653
1807,3.0764
1808,2.2735
1809,1.4503
1810,1.2895
1811,1.7097
1812,1.3389
1813,1.4259
1814,1.3427
1815,1.3999
1816,1.8906
1817,2.4607
1818,3.0372
1819,2.1633
1820,2.1637
1821,2.1195
1822,1.4327
1823,1.0179
1824,1.547
1825,1.3856
1826,1.236
1827,1.2172
1828,1.3863
1829,1.749
1830,2.4498
1831,2.5844
1832,1.7964
1833,2.1987
1834,2.1621
1835,0.67296
1836,0.608
1837,0.4958
1838,0.5204
1839,0.5152
1840,0.5768
1841,0.5774
1842,1.4086
1843,1.7887
1844,1.5273
1845,1.311
1846,1.0935
1847,0.8175
1848,0.777
1849,0.4939
1850,0.5356
1851,0.5659
1852,0.7309
1853,1.3291
1854,2.8203
1855,2.0915
1856,2.2342
1857,1.4433
1858,1.0852
1859,0.7935
1860,0.8051
1861,0.9118
1862,1.0895
1863,1.0054
1864,0.9273
1865,1.406
1866,1.3624
1867,1.3795
1868,1.7109
1869,1.4601
1870,1.1482
1871,1.0771
1872,0.9656
1873,0.7138
1874,0.6884
1875,0.5636
1876,0.7919
1877,0.7954
1878,1.4707
1879,1.3463
1880,1.1888
1881,1.365
1882,1.2575
1883,0.7504
1884,0.7649
1885,0.8252
1886,0.937
1887,0.9171
1888,0.9597
1889,1.0035
1890,1.1725
1891,1.3168
1892,1.2813
1893,1.1142
