,Puente_Aranda_CO_pmm
1866,0.82814
1867,1.02515
1868,0.97714
1869,0.82486
1870,0.76662
1871,0.81471
1872,0.5609
1873,0.49882
1874,0.47628
1875,0.48087
1876,0.52592
1877,0.84667
1878,1.24839
1879,1.26156
1880,0.85752
1881,0.75859
1882,0.60385
1883,0.82753
1884,0.82193
1885,0.74304
1886,1.06493
1887,0.58556
1888,0.85449
1889,1.14405
1890,1.11778
1891,1.25579
1892,0.9347
1893,0.69858
1894,0.72226
1895,0.53146
1896,0.41453
1897,0.36481
1898,0.62611
1899,0.42905
1900,0.41621
1901,0.78952
1902,1.50427
1903,1.1585
1904,1.15332
1905,0.55379
1906,0.42713
1907,0.46773
1908,0.41303
1909,0.34868
1910,0.42599
1911,0.55526
1912,0.50717
1913,0.69643
1914,0.95937
1915,1.26707
1916,1.30648
1917,1.0764
1918,0.77681
1919,0.57402
1920,0.3723
1921,0.27685
1922,0.27512
1923,0.47973
1924,0.78582
1925,1.00488
1926,1.30273
1927,0.83636
1928,0.69608
1929,0.55601
1930,0.52407
1931,0.3833
1932,0.35712
1933,0.353
1934,0.77723
1935,0.86944
1936,0.79016
1937,0.93965
1938,1.07901
1939,1.26348
1940,1.04413
1941,0.93986
1942,0.62375
1943,0.48149
1944,0.46812
1945,0.51671
1946,0.48109
1947,0.55649
1948,0.63573
1949,1.13073
1950,1.93034
1951,2.54372
1952,1.2868
1953,0.60252
1954,1.30286
1955,1.01644
1956,0.83278
1957,0.88966
1958,1.07682
1959,0.80924
1960,0.75424
1961,0.90562
1962,1.23599
1963,1.183
1964,1.02286
1965,1.12982
1966,1.36959
1967,0.76102
1968,0.64077
1969,0.59252
1970,0.3709
1971,0.55322
1972,0.58616
1973,0.83637
1974,1.00727
1975,1.29905
1976,1.39625
1977,1.10503
1978,1.12797
1979,1.00178
1980,1.63759
1981,1.90514
1982,1.21465
1983,0.81034
1984,0.68377
1985,1.10958
1986,1.12736
1987,1.48434
1988,0.89869
1989,1.01341
1990,1.16175
1991,0.68574
1992,0.4098
1993,0.35123
1994,0.34331
1995,0.5729
1996,0.9074
1997,0.75164
1998,1.30113
1999,0.84356
2000,0.49977
2001,0.37774
2002,0.33949
2003,0.31983
2004,0.29791
2005,0.46674
2006,0.50799
2007,0.46381
2008,0.49894
2009,0.61717
2010,0.66873
2011,0.81718
2012,0.63616
2013,0.51236
2014,0.63801
2015,0.37667
2016,0.41097
2017,0.38476
2018,0.37965
2019,0.30507
2020,0.46559
2021,1.01082
2022,1.25169
2023,0.90866
2024,0.6389
2025,0.41724
2026,0.3567
2027,0.37663
2028,0.46807
2029,0.63389
2030,0.56366
2031,0.59476
2032,0.99953
2033,1.64456
2034,2.11868
2035,1.50256
2036,0.80224
2037,0.59718
2038,0.61424
2039,0.54061
2040,0.68878
2041,0.4753
2042,0.56327
2043,0.66551
2044,1.07393
2045,1.37998
2046,1.32794
2047,1.90314
2048,1.96664
2049,1.36336
2050,1.21473
2051,1.14097
2052,0.71545
2053,0.41063
2054,0.62289
2055,0.62798
2056,0.72822
2057,1.0071
2058,1.13044
2059,1.70129
2060,1.3487
2061,1.75235
2062,2.54205
2063,1.41841
2064,1.50828
2065,0.87612
2066,0.60355
2067,0.4636
2068,0.51407
2069,1.04968
2070,1.84432
2071,1.7902
2072,1.45448
2073,1.23246
2074,1.0853
2075,1.11242
2076,0.51094
2077,0.86641
2078,1.0259
2079,1.13241
2080,1.07236
2081,1.64062
2082,1.42463
2083,1.5876
2084,1.14288
2085,1.06395
2086,1.04315
2087,1.02183
2088,0.65417
2089,0.40385
2090,0.32857
2091,0.4543
2092,0.43433
2093,0.6616
2094,0.75481
2095,0.70746
2096,0.48304
2097,0.4098
2098,0.34233
2099,0.35522
2100,0.337
2101,0.36696
2102,0.34683
2103,0.31198
2104,0.33828
2105,0.39416
2106,0.47844
2107,0.49415
2108,0.66526
2109,0.69002
2110,0.81767
2111,0.9768
2112,0.78675
2113,0.51387
2114,0.50682
2115,0.42136
2116,0.43168
2117,0.70412
2118,0.6472
2119,0.84098
2120,0.74565
2121,0.61248
2122,0.33432
2123,0.25269
2124,0.25346
2125,0.25716
2126,0.50421
2127,0.51334
2128,0.51659
2129,0.60599
2130,0.7171
2131,0.61478
2132,0.63446
2133,0.60917
2134,0.5686
2135,0.65349
2136,0.34387
2137,0.24484
2138,0.20837
2139,0.24696
2140,0.28589
2141,0.5153
2142,0.92073
2143,0.67078
2144,0.50516
2145,0.47433
2146,0.40235
2147,0.51881
2148,0.88042
2149,0.65666
2150,0.47146
2151,0.50724
2152,0.75688
2153,1.04851
2154,0.98333
2155,1.14492
2156,1.30445
2157,1.02737
2158,0.74825
2159,0.66382
2160,0.68373
2161,0.64811
2162,0.73176
2163,0.58784
2164,0.48479
2165,0.55468
2166,0.6886
2167,0.64044
2168,0.56876
2169,0.60625
2170,0.56584
2171,0.49377
2172,0.49982
2173,0.75601
2174,0.69063
2175,0.62475
2176,0.63186
2177,0.75423
2178,0.75741
2179,0.7161
2180,1.04963
2181,0.74453
2182,0.59211
2183,0.49423
2184,0.40316
2185,0.36456
2186,0.35503
2187,0.39325
2188,0.45758
2189,0.78766
2190,1.95882
2191,2.50549
2192,2.05766
2193,1.4518
2194,1.0291
2195,1.29128
2196,0.96001
2197,1.09898
2198,1.08101
2199,1.04955
2200,0.8296
2201,0.89354
2202,1.13929
2203,1.11048
2204,1.455
2205,1.49512
2206,0.96687
2207,0.77194
2208,0.60691
2209,0.49209
2210,0.51214
2211,0.52147
2212,0.48436
2213,1.26783
2214,2.45676
2215,1.93737
2216,2.22531
2217,1.80509
2218,1.44186
2219,1.12875
2220,0.91742
2221,0.97271
2222,1.02525
2223,0.95721
2224,0.9203
2225,1.25794
2226,1.39993
2227,1.15983
2228,1.07605
2229,0.8924
2230,0.82049
2231,0.73497
2232,0.72128
2233,0.63171
2234,0.52479
2235,0.5432
2236,0.61024
2237,0.90055
2238,1.00651
2239,1.93743
2240,2.25797
2241,1.76271
2242,1.44626
2243,1.07297
2244,0.93621
2245,0.66054
2246,0.79761
2247,0.62564
2248,1.31317
2249,1.73937
2250,2.29791
2251,2.15746
2252,2.25318
2253,1.8536
2254,1.66768
2255,0.85628
2256,0.73403
2257,0.66757
2258,0.61008
2259,0.83721
2260,0.78469
2261,1.13196
2262,1.29107
2263,1.37989
2264,0.97691
2265,0.93636
2266,0.73364
2267,0.71869
2268,0.49641
2269,0.70654
2270,0.65819
2271,0.65584
2272,0.71741
2273,1.11576
2274,1.81176
2275,1.06427
2276,0.75154
2277,0.62156
2278,0.74919
2279,0.45975
2280,0.24852
2281,0.21153
2282,0.24812
2283,0.22309
2284,0.30127
2285,0.73715
2286,1.44624
2287,2.01059
2288,1.26652
2289,0.84668
2290,0.71424
2291,0.64314
2292,0.51564
2293,0.77114
2294,0.98246
2295,0.83353
2296,0.57313
2297,0.80614
2298,1.09308
2299,0.76073
2300,0.8338
2301,0.55687
2302,0.74967
2303,1.10427
2304,0.8106
2305,0.83024
2306,0.7442
2307,0.6403
2308,0.34271
2309,0.8057
2310,1.3352
2311,1.30418
2312,1.37384
2313,0.92874
2314,0.48847
2315,0.46238
2316,0.43874
2317,0.57687
2318,0.77067
2319,1.12371
2320,1.53631
2321,1.02923
2322,1.26566
2323,1.55419
2324,1.77637
2325,1.48476
2326,1.32001
2327,1.96876
2328,1.52083
2329,1.07281
2330,0.86423
2331,0.9274
2332,0.95978
2333,1.18935
2334,1.46102
2335,1.62783
2336,0.84515
2337,0.34817
2338,0.31569
2339,0.33489
2340,0.35677
2341,0.46168
2342,0.60899
2343,0.58369
2344,0.50987
2345,0.43325
2346,0.50192
2347,0.70555
2348,0.92641
2349,1.44574
2350,1.39313
2351,1.40172
2352,0.78265
2353,0.80176
2354,1.18826
2355,0.83718
2356,0.80478
2357,1.2774
2358,2.02579
2359,2.16603
2360,1.41991
2361,0.77392
2362,0.44864
2363,0.54156
2364,0.47515
2365,0.57259
2366,0.52578
2367,0.54185
2368,0.69963
2369,0.94912
2370,1.57976
2371,1.87521
2372,2.06084
2373,1.0823
2374,1.20105
2375,1.18814
2376,1.51862
2377,1.45149
2378,1.0519
2379,0.55667
2380,0.67613
2381,0.9779
2382,1.66686
2383,1.99899
2384,1.21083
2385,0.61267
2386,0.74081
2387,0.77033
2388,0.68371
2389,0.86805
2390,0.68383
2391,0.92002
2392,1.33861
2393,1.4712
2394,2.23352
2395,2.48572
2396,2.08877
2397,1.61114
2398,1.28557
2399,0.99053
2400,0.78267
2401,0.85292
2402,0.88166
2403,0.83328
2404,0.54132
2405,1.20677
2406,1.03804
2407,2.04021
2408,2.17255
2409,1.61203
2410,1.24
2411,1.16669
2412,0.93842
2413,1.09363
2414,1.10674
2415,0.91588
2416,1.09085
2417,1.53364
2418,1.84615
2419,2.31565
2420,1.9068
2421,1.32839
2422,1.14206
2423,1.08426
2424,0.99962
2425,1.09817
2426,0.6351
2427,0.42955
2428,0.71751
2429,1.40396
2430,1.66946
2431,1.09957
2432,0.67611
2433,0.45353
2434,0.55272
2435,0.57721
2436,0.87236
2437,0.9865
2438,1.2963
2439,1.10841
2440,0.72786
2441,0.97148
2442,1.78039
2443,1.94803
2444,1.54467
2445,2.10256
2446,1.68924
2447,0.79343
2448,0.6179
2449,0.61787
2450,0.9516
2451,0.9481
2452,1.03214
2453,1.1613
2454,2.58605
2455,1.96053
2456,1.09004
2457,0.8307
2458,0.64833
2459,0.76881
2460,0.68548
2461,0.68137
2462,1.44085
2463,1.54427
2464,1.54929
2465,1.3795
2466,1.0432
2467,1.45518
2468,1.70079
2469,1.41946
2470,1.42726
2471,0.94017
2472,0.71156
2473,0.78456
2474,0.88632
2475,0.84361
2476,0.68486
2477,0.71037
2478,1.06292
2479,1.37813
2480,1.456
2481,1.0945
2482,0.95017
2483,0.93844
2484,1.24232
2485,1.268
2486,1.18459
2487,0.97468
2488,1.03657
2489,1.04422
2490,0.85064
2491,1.1215
2492,0.64169
2493,0.57311
2494,0.5371
2495,1.0186
2496,1.05924
2497,0.86181
2498,0.79678
2499,1.21425
2500,1.44595
2501,1.48728
2502,1.34184
2503,0.89106
2504,0.35172
2505,0.3007
2506,0.32494
2507,0.3301
2508,0.32791
2509,0.31917
2510,0.35905
2511,0.39795
2512,0.38533
2513,0.67591
2514,0.95678
2515,0.85376
2516,0.91805
2517,0.9688
2518,1.09614
2519,0.5309
2520,0.6012
2521,0.68199
2522,0.2999
2523,0.24352
2524,0.47078
2525,1.03354
2526,2.05534
2527,1.19701
2528,0.93992
2529,1.00999
2530,0.38363
2531,0.41951
2532,0.33546
2533,0.53167
2534,0.66943
2535,0.66611
2536,0.65942
2537,0.92422
2538,1.10755
2539,1.15285
2540,1.60228
2541,1.63967
2542,1.59778
2543,0.83361
2544,0.79273
2545,0.78172
2546,0.72677
2547,0.82901
2548,0.66334
2549,1.28157
2550,2.18798
2551,1.07681
2552,0.79592
2553,0.94678
2554,0.64746
2555,0.5017
2556,0.79035
2557,0.78121
2558,0.81091
2559,0.84276
2560,0.88303
2561,1.05285
2562,1.40607
2563,1.51966
2564,1.55949
2565,1.34056
2566,1.31331
2567,0.76894
2568,0.50797
2569,0.40077
2570,0.37555
2571,0.32594
2572,0.41587
2573,0.77715
2574,1.2387
2575,1.61274
2576,1.66124
2577,1.31044
2578,0.56591
2579,0.49222
2580,0.43959
2581,0.46713
2582,0.45594
2583,0.47266
2584,0.53773
2585,0.65875
2586,0.7985
2587,0.7375
2588,0.72136
2589,0.76097
2590,0.88821
2591,0.72286
2592,0.44405
2593,0.37855
2594,0.27421
2595,0.22608
2596,0.23115
2597,0.39278
2598,0.70384
2599,0.79445
2600,0.81551
2601,0.70235
2602,0.60118
2603,0.49948
2604,0.47022
2605,0.41263
2606,0.46911
2607,0.47148
2608,0.41965
2609,0.45706
2610,0.56278
2611,0.77106
2612,0.77443
2613,0.72847
2614,0.69696
2615,0.54706
2616,0.41239
2617,0.33521
2618,0.30261
2619,0.32006
2620,0.30693
2621,0.37049
2622,0.5486
2623,0.65423
2624,0.65677
2625,0.60018
2626,0.54981
2627,0.48968
2628,0.46982
2629,0.47814
2630,0.47849
2631,0.46714
2632,0.48887
2633,0.57408
2634,0.78211
2635,0.88523
2636,0.91016
2637,1.15323
2638,1.81339
2639,1.98699
2640,1.91295
2641,1.58955
2642,1.40405
2643,1.03841
2644,0.69417
2645,0.79244
2646,1.56417
2647,1.76394
2648,1.22763
2649,0.81247
2650,0.58418
2651,0.46584
2652,0.42019
2653,0.42308
2654,0.48209
2655,0.497
2656,0.49703
2657,0.58676
2658,0.72574
2659,0.95606
2660,1.04085
2661,0.9456
2662,0.82689
2663,0.80821
2664,0.77973
2665,0.84021
2666,0.8894
2667,0.79331
2668,0.85214
2669,0.93223
2670,1.16033
2671,1.11827
2672,0.94615
2673,0.89529
2674,0.76227
2675,0.55276
2676,0.40013
2677,0.36351
2678,0.46709
2679,0.5245
2680,0.5709
2681,0.5927
2682,0.54969
2683,0.42809
2684,0.35957
2685,0.33417
2686,0.33109
2687,0.5018
2688,0.47999
2689,0.46768
2690,0.35055
2691,0.35149
2692,0.50372
2693,0.67941
2694,0.85651
2695,1.04286
2696,0.77555
2697,0.52786
2698,0.39332
2699,0.33831
2700,0.30179
2701,0.33606
2702,0.35276
2703,0.35062
2704,0.36571
2705,0.43891
2706,0.61802
2707,0.82826
2708,0.99195
2709,0.89622
2710,0.72715
2711,0.48609
2712,0.51344
2713,0.46844
2714,0.53016
2715,0.53284
2716,0.57534
2717,0.82113
2718,1.395
2719,1.49089
2720,1.471
2721,1.4277
2722,0.54462
2723,0.49233
2724,0.55114
2725,0.5842099999999999
2726,0.7938
2727,0.94589
2728,0.74006
2729,0.6643
2730,0.70051
2731,0.99499
2732,1.40307
2733,1.52544
2734,1.64297
2735,1.38661
2736,1.10849
2737,1.0369
2738,0.54887
2739,1.02024
2740,0.75532
2741,1.43897
2742,1.67582
2743,1.5499
2744,0.63871
2745,0.45395
2746,0.50186
2747,0.44252
2748,0.44536
2749,0.49111
2750,0.4719
2751,0.5143
2752,0.62363
2753,0.85199
2754,1.10672
2755,1.01842
2756,1.03968
2757,0.96919
2758,0.89814
2759,0.76959
2760,0.43094
2761,0.4255
2762,0.3123
2763,0.32843
2764,0.44283
2765,1.05198
2766,1.72477
2767,2.04882
2768,1.29069
2769,0.57344
2770,0.38777
2771,0.40216
2772,0.41824
2773,0.38912
2774,0.44965
2775,0.4805
2776,0.53671
2777,0.77809
2778,0.7013
2779,0.79072
2780,0.81909
2781,0.66764
2782,0.51742
2783,0.39583
2784,0.26043
2785,0.2147
2786,0.20572
2787,0.23586
2788,0.42783
2789,1.00074
2790,1.08068
2791,1.55076
2792,1.03588
2793,1.18691
2794,1.5488
2795,0.89218
2796,0.98656
2797,0.70308
2798,0.99865
2799,0.71158
2800,0.70767
2801,0.82425
2802,1.31163
2803,1.43719
2804,1.80755
2805,2.10833
2806,1.93874
2807,1.9256
2808,1.10133
2809,0.71923
2810,0.87663
2811,0.67581
2812,0.69353
2813,0.86284
2814,1.30204
2815,1.61096
2816,1.07279
2817,0.94787
2818,1.05469
2819,0.93767
2820,0.86062
2821,0.75201
2822,0.72523
2823,0.64896
2824,0.72036
2825,0.87717
2826,1.00268
2827,1.12688
2828,1.25843
2829,1.13031
2830,1.23556
2831,1.05696
2832,1.52295
2833,1.31163
2834,1.04349
2835,1.09149
2836,0.76825
2837,0.67535
2838,1.00329
2839,1.24663
2840,0.54033
2841,0.53506
2842,0.82875
2843,1.06282
2844,0.68653
2845,0.54838
2846,0.62158
2847,0.64503
2848,0.73005
2849,1.0173
2850,1.3492
2851,1.77396
2852,2.06408
2853,2.36042
2854,1.50134
2855,1.22139
2856,1.66639
2857,1.5995
2858,1.3929
2859,1.65988
2860,1.15888
2861,1.30384
2862,1.61301
2863,1.31212
2864,1.47866
2865,0.61969
2866,0.38953
2867,0.49536
2868,0.42856
2869,0.52896
2870,0.5383
2871,0.6446
2872,0.74176
2873,1.017
2874,1.02776
2875,1.11202
2876,1.1082
2877,1.42232
2878,1.93964
2879,1.97386
2880,1.34506
2881,0.75367
2882,0.8636
2883,0.98918
2884,1.26939
2885,1.214
2886,1.74558
2887,1.67908
2888,1.54155
2889,1.01761
2890,0.81116
2891,0.5799
2892,0.4067
2893,0.39947
2894,0.45727
2895,0.37119
2896,0.5428
2897,0.77055
2898,0.73778
2899,0.85839
2900,1.03757
2901,0.94324
2902,0.7378
2903,0.40045
2904,0.74812
2905,0.71063
2906,0.53863
2907,0.37294
2908,0.40365
2909,0.78254
2910,1.43557
2911,1.66116
2912,1.60467
2913,0.99163
2914,0.60295
2915,0.50254
2916,0.49994
2917,0.40967
2918,0.42478
2919,0.42415
2920,0.5296799999999999
2921,0.70744
2922,1.22517
2923,1.22731
2924,0.92382
2925,1.40522
2926,1.32197
2927,1.1643
2928,0.75709
2929,0.39015
2930,0.55764
2931,0.59995
2932,0.77472
2933,1.47999
2934,2.59461
2935,2.40381
2936,0.75555
2937,0.42594
2938,0.4151
2939,0.38958
2940,0.39241
2941,0.50217
2942,0.49636
2943,0.43174
2944,0.51206
2945,0.57651
2946,0.69323
2947,0.57815
2948,0.65555
2949,0.86548
2950,1.45238
2951,1.3559
2952,0.71644
2953,0.43918
2954,0.46606
2955,0.45165
2956,0.71191
2957,0.86124
2958,1.28725
2959,1.44329
2960,1.11648
2961,0.77574
2962,0.74651
2963,0.88561
2964,0.65231
2965,0.57364
2966,0.71227
2967,0.58785
2968,0.6332
2969,0.64158
2970,0.67407
2971,1.17455
2972,2.00807
2973,2.78425
2974,2.50529
2975,2.23617
2976,1.4418
2977,1.02434
2978,0.73011
2979,0.47759
2980,0.52157
2981,1.06663
2982,1.36013
2983,1.27692
2984,1.60438
2985,1.21438
2986,0.92013
2987,0.62413
2988,0.49692
2989,0.55348
2990,0.83316
2991,0.89009
2992,0.82471
2993,0.74113
2994,0.75167
2995,1.03126
2996,1.05863
2997,1.17477
2998,0.86563
2999,0.79549
3000,0.6372
3001,0.751
3002,0.99876
3003,1.05539
3004,0.83074
3005,1.16304
3006,1.30731
3007,1.08182
3008,0.90211
3009,0.71731
3010,0.68486
3011,0.52091
3012,0.60796
3013,0.46268
3014,0.53863
3015,0.63393
3016,0.62884
3017,0.65029
3018,0.87563
3019,0.82096
3020,0.7236
3021,0.60399
3022,0.57745
3023,0.48266
3024,0.42205
3025,0.40161
3026,0.49174
3027,0.47034
3028,0.76413
3029,1.23107
3030,1.72578
3031,1.72794
3032,1.53232
3033,1.11317
3034,1.76647
3035,1.28497
3036,0.77555
3037,1.06467
3038,0.87195
3039,0.78194
3040,1.09232
3041,1.37803
3042,1.71168
3043,1.37056
3044,1.51163
3045,1.94876
3046,1.24772
3047,0.68634
3048,0.46823
3049,0.43739
3050,0.45382
3051,0.5489
3052,0.59973
3053,0.98867
3054,1.196
3055,1.69888
3056,1.80207
3057,1.79796
3058,1.62107
3059,1.4095
3060,1.06838
3061,0.74769
3062,0.94268
3063,1.04406
3064,1.11109
3065,1.26324
3066,1.47312
3067,1.40071
3068,1.39356
3069,1.41746
3070,1.19646
3071,0.97876
3072,0.74633
3073,0.53213
3074,0.49455
3075,0.50977
3076,0.64792
3077,1.03229
3078,1.54994
3079,1.46474
3080,1.00979
3081,1.05163
3082,1.15676
3083,1.20708
3084,1.14833
3085,1.26976
3086,1.26983
3087,0.614965
3088,0.76279
3089,1.04236
3090,1.50208
3091,1.19937
3092,1.43583
3093,1.13237
3094,0.82837
3095,0.5342
3096,0.36162
3097,0.42449
3098,0.24622
3099,0.29173
3100,0.58982
3101,1.20717
3102,2.01628
3103,1.89808
3104,1.31406
3105,1.13064
3106,1.13804
3107,0.85784
3108,0.47062
3109,0.44026
3110,0.37256
3111,0.3758
3112,0.43733
3113,0.51506
3114,1.01762
3115,1.66665
3116,1.78949
3117,2.52966
3118,2.00915
3119,1.31331
3120,0.94381
3121,0.77017
3122,0.61719
3123,0.42926
3124,0.39336
3125,1.25577
3126,1.90323
3127,1.34093
3128,1.57684
3129,1.25226
3130,0.85129
3131,0.67935
3132,0.61982
3133,0.65579
3134,0.58621
3135,0.63799
3136,0.60001
3137,0.80784
3138,0.79303
3139,1.40888
3140,1.37538
3141,1.06047
3142,0.97802
3143,0.87494
3144,0.41603
3145,0.57502
3146,1.00494
3147,1.11423
3148,0.89375
3149,1.17189
3150,0.94675
3151,1.04474
3152,0.87953
3153,0.36118
3154,0.35632
3155,0.30152
3156,0.32037
3157,0.38438
3158,0.31087
3159,0.45278
3160,0.24679
3161,0.52828
3162,0.60886
3163,0.56764
3164,0.44321
3165,0.34586
3166,0.39411
3167,0.43182
3168,0.63917
3169,0.73309
3170,0.32218
3171,0.61533
3172,0.46892
3173,0.69668
3174,0.70736
3175,0.55201
3176,0.501
3177,0.43951
3178,0.28778
3179,0.22062
3180,0.4048
3181,0.38362
3182,0.32906
3183,0.30116
3184,0.47657
3185,0.54865
3186,0.6006
3187,0.69263
3188,0.82061
3189,0.87347
3190,0.87737
3191,0.90325
3192,0.93348
3193,0.52072
3194,0.32291
3195,0.29158
3196,0.24007
3197,0.43128
3198,0.3307
3199,0.48309
3200,0.31
3201,0.27577
3202,0.2781
3203,0.29303
3204,0.37576
3205,0.46056
3206,0.54298
3207,0.57511
3208,0.5064
3209,0.64378
3210,0.68687
3211,0.87691
3212,0.73449
3213,0.49299
3214,0.52624
3215,0.54777
3216,0.40953
3217,0.28759
3218,0.08717
3219,0.0739
3220,0.19553
3221,0.56934
3222,1.22862
3223,1.11972
3224,0.73527
3225,0.50896
3226,0.49658
3227,0.73107
3228,0.68641
3229,0.76139
3230,0.88394
3231,0.36975
3232,0.60025
3233,0.96456
3234,1.39013
3235,1.22461
3236,1.17183
3237,1.19281
3238,1.91011
3239,2.57274
3240,2.07221
3241,1.21607
3242,0.40791
3243,0.29761
3244,0.65774
3245,1.77646
3246,3.30073
3247,1.91922
3248,0.76022
3249,0.4407
3250,0.32564
3251,0.33625
3252,0.32667
3253,0.25183
3254,0.24714
3255,0.20263
3256,0.29024
3257,0.57133
3258,0.82145
3259,0.70969
3260,0.55759
3261,0.7237
3262,0.72395
3263,0.29797
3264,0.1563
3265,0.10062
3266,0.25212
3267,0.35163
3268,0.12471
3269,0.54219
3270,1.98407
3271,1.45812
3272,0.74127
3273,0.44128
3274,0.28821
3275,0.34051
3276,0.22167
3277,0.24967
3278,0.24332
3279,0.38856
3280,0.36187
3281,0.61835
3282,1.32428
3283,1.38657
3284,0.75282
3285,0.54188
3286,0.50967
3287,0.33972
3288,0.46853
3289,0.2306
3290,0.50857
3291,0.49227
3292,0.56539
3293,1.34966
3294,2.03758
3295,2.68696
3296,2.04852
3297,1.95645
3298,1.41609
3299,0.59894
3300,0.44542
3301,0.66641
3302,0.52422
3303,0.5027
3304,0.52348
3305,0.74657
3306,0.91737
3307,1.05437
3308,1.23602
3309,0.89676
3310,0.79825
3311,0.61932
3312,0.50617
3313,0.47245
3314,0.35159
3315,0.61075
3316,0.64254
3317,1.27769
3318,1.78809
3319,1.86551
3320,1.51656
3321,0.49491
3322,0.46016
3323,0.33714
3324,0.3542
3325,0.52742
3326,0.48856
3327,0.42426
3328,0.60596
3329,0.70644
3330,0.75521
3331,0.92616
3332,0.65675
3333,0.61192
3334,0.75218
3335,0.47155
3336,0.32094
3337,0.56176
3338,0.70759
3339,0.30072
3340,0.19243
3341,0.61151
3342,0.5878
3343,0.5539
3344,0.4355
3345,0.3549
3346,0.19774
3347,0.17534
3348,0.23986
3349,0.22938
3350,0.22823
3351,0.23242
3352,0.33639
3353,0.68341
3354,0.6565
3355,0.59518
3356,0.9934
3357,0.96391
3358,0.58279
3359,0.74595
3360,0.60814
3361,0.40389
3362,0.38701
3363,0.37914
3364,0.30975
3365,0.76341
3366,1.20452
3367,1.36219
3368,1.07892
3369,0.69463
3370,0.72603
3371,0.39521
3372,0.30167
3373,0.23688
3374,0.22456
3375,0.25838
3376,0.2447
3377,0.57246
3378,0.67943
3379,0.82872
3380,0.92867
3381,1.47325
3382,1.46627
3383,0.2583
3384,0.47127
3385,0.36184
3386,0.29341
3387,0.43567
3388,0.64296
3389,1.50236
3390,2.64951
3391,2.00403
3392,0.94428
3393,0.33511
3394,0.24983
3395,0.24354
3396,0.30431
3397,0.26706
3398,0.3592
3399,0.37659
3400,0.45966
3401,0.6198
3402,0.89076
3403,0.87411
3404,1.19533
3405,1.1455
3406,1.02601
3407,0.78986
3408,0.91567
3409,0.41391
3410,0.19959
3411,0.20562
3412,0.27705
3413,0.65034
3414,1.23472
3415,0.89604
3416,0.83468
3417,0.89195
3418,0.80977
3419,0.84019
3420,0.59727
3421,0.48309
3422,0.59524
3423,0.45955
3424,0.4747
3425,0.71336
3426,0.96839
3427,0.98791
3428,0.84588
3429,0.7226
3430,0.73377
3431,0.32069
3432,0.45941
3433,0.35224
3434,0.2381
3435,0.29918
3436,0.44896
3437,0.63299
3438,1.09875
3439,1.25087
3440,0.79237
3441,0.47678
3442,0.24827
3443,0.25483
3444,0.48798
3445,0.39088
3446,0.40542
3447,0.46999
3448,0.49649
3449,0.73015
3450,0.77392
3451,0.96538
3452,0.69809
3453,0.76494
3454,0.68763
3455,0.66144
3456,1.0301
3457,0.5466
3458,0.37406
3459,0.36169
3460,0.51138
3461,1.09093
3462,1.43781
3463,1.28035
3464,1.39552
3465,0.75992
3466,0.34145
3467,0.24023
3468,0.30589
3469,0.46905
3470,0.39182
3471,0.34799
3472,0.40405
3473,0.46828
3474,0.58105
3475,0.59686
3476,0.67671
3477,0.67949
3478,0.58221
3479,0.37817
3480,0.31492
3481,0.34908
3482,0.26267
3483,0.20649
3484,0.17867
3485,0.41267
3486,0.81956
3487,0.93821
3488,0.47455
3489,0.36205
3490,0.28933
3491,0.32873
3492,0.30004
3493,0.26833
3494,0.28957
3495,0.26534
3496,0.24783
3497,0.36115
3498,0.48171
3499,0.52256
3500,0.62116
3501,0.54286
3502,0.56196
3503,0.37783
3504,0.22064
3505,0.18581
3506,0.29889
3507,0.43282
3508,0.35316
3509,0.36586
3510,0.71667
3511,0.67869
3512,0.68532
3513,0.64449
3514,0.64494
3515,0.52179
3516,0.48208
3517,0.3415
3518,0.39629
3519,0.46391
3520,0.54033
3521,0.5626
3522,0.62825
3523,0.9065
3524,0.87362
3525,0.65946
3526,0.63669
3527,0.62542
3528,0.48428
3529,0.37488
3530,0.26539
3531,0.27989
3532,0.30398
3533,0.41217
3534,0.70864
3535,1.08881
3536,1.07439
3537,1.12242
3538,0.88714
3539,0.72984
3540,0.76161
3541,0.560135
3542,0.44841
3543,0.388095
3544,0.52126
3545,0.72587
3546,1.1628150000000002
3547,1.1401949999999998
3548,0.81129
3549,0.61481
3550,0.57517
3551,0.59148
3552,0.40232
3553,0.46526999999999996
3554,0.50431
3555,0.46955
3556,0.49912500000000004
3557,0.90808
3558,1.776645
3559,1.855125
3560,1.88103
3561,0.7486200000000001
3562,
3563,0.46012
3564,0.44117
3565,0.61868
3566,0.655905
3567,0.7851950000000001
3568,0.867125
3569,0.896595
3570,1.25839
3571,1.1324999999999998
3572,1.00431
3573,1.1610800000000001
3574,1.0609250000000001
3575,0.7029000000000001
3576,0.61086
3577,0.56994
3578,0.49237
3579,0.460585
3580,0.452755
3581,1.045795
3582,2.22206
3583,2.169515
3584,2.049705
3585,1.921155
3586,1.293905
3587,0.65184
3588,0.700225
3589,0.553715
3590,0.489005
3591,0.520605
3592,0.644865
3593,0.872045
3594,1.041695
3595,1.001055
3596,1.22362
3597,1.790095
3598,1.6002800000000001
3599,1.843545
3600,1.300795
3601,1.19944
3602,0.930835
3603,0.736055
3604,0.767795
3605,1.33502
3606,1.74628
3607,1.828535
3608,1.131685
3609,
